,0.122
0,0.012
1,-0.012
2,0.081
3,0.095
4,-0.042
5,-0.061
6,0.005
7,0.125
8,0.024
9,-0.173
10,-0.146
11,-0.093
12,0.012
13,0.073
14,-0.029
15,-0.098
16,0.0
17,0.083
18,0.054
19,0.049
20,0.0
21,-0.024
22,-0.054
23,-0.083
24,-0.022
25,-0.066
26,-0.164
27,-0.085
28,-0.024
29,0.039
30,0.012
31,-0.193
32,-0.112
33,0.002
34,0.054
35,-0.051
36,-0.146
37,-0.042
38,0.19
39,0.105
40,-0.051
41,-0.059
42,-0.046
43,0.044
44,-0.09
45,-0.132
46,0.039
47,0.002
48,-0.127
49,-0.181
50,-0.107
51,-0.071
52,-0.049
53,-0.012
54,-0.063
55,0.049
56,0.166
57,-0.024
58,-0.127
59,-0.032
60,0.012
61,-0.042
62,-0.125
63,-0.1
64,-0.012
65,0.027
66,-0.139
67,-0.2
68,-0.11
69,0.054
70,-0.112
71,-0.146
72,-0.098
73,-0.076
74,-0.042
75,-0.076
76,0.01
77,0.093
78,0.056
79,-0.032
80,-0.005
81,-0.012
82,0.01
83,-0.054
84,-0.093
85,-0.063
86,0.007
87,0.015
88,-0.01
89,-0.1
90,-0.015
91,-0.022
92,-0.027
93,-0.002
94,0.061
95,0.049
96,0.068
97,-0.002
98,0.005
99,0.1
100,0.081
101,-0.007
102,-0.093
103,-0.022
104,-0.039
105,-0.1
106,-0.078
107,-0.066
108,-0.078
109,-0.073
110,-0.022
111,-0.017
112,-0.029
113,-0.012
114,0.042
115,0.059
116,-0.056
117,-0.159
118,-0.171
119,-0.1
120,0.232
121,0.134
122,-0.156
123,-0.161
124,-0.007
125,0.066
126,-0.02
127,-0.156
128,-0.142
129,0.071
130,0.083
131,-0.088
132,-0.132
133,0.049
134,0.1
135,-0.083
136,-0.098
137,0.01
138,0.1
139,0.1
140,-0.088
141,-0.142
142,0.039
143,0.027
144,-0.061
145,-0.105
146,-0.073
147,-0.007
148,-0.112
149,-0.122
150,-0.022
151,0.051
152,-0.012
153,-0.059
154,0.005
155,0.117
156,0.061
157,0.01
158,0.012
159,0.007
160,-0.002
161,0.051
162,-0.11
163,0.022
164,0.125
165,0.115
166,-0.125
167,-0.256
168,-0.059
169,-0.01
170,0.107
171,0.034
172,-0.005
173,0.037
174,0.129
175,0.249
176,0.137
177,0.056
178,0.105
179,0.151
180,0.12
181,0.024
182,-0.02
183,0.022
184,-0.015
185,-0.024
186,0.095
187,0.095
188,-0.051
189,-0.12
190,-0.042
191,0.144
192,0.176
193,-0.029
194,-0.173
195,-0.078
196,0.261
197,0.159
198,-0.051
199,-0.007
200,0.012
201,-0.007
202,-0.034
203,0.0
204,-0.083
205,-0.061
206,0.107
207,0.037
208,-0.11
209,-0.085
210,0.142
211,0.166
212,0.051
213,-0.073
214,-0.022
215,0.088
216,0.151
217,0.0
218,-0.029
219,0.112
220,0.215
221,0.083
222,-0.039
223,0.073
224,0.19
225,0.044
226,-0.042
227,-0.054
228,0.078
229,0.049
230,-0.049
231,-0.071
232,-0.015
233,0.066
234,0.103
235,-0.01
236,-0.007
237,0.156
238,0.151
239,0.015
240,-0.017
241,0.071
242,0.071
243,-0.037
244,-0.071
245,-0.017
246,0.027
247,-0.012
248,-0.125
249,-0.005
250,0.034
251,0.002
252,-0.037
253,0.01
254,0.112
255,0.151
256,0.168
257,0.066
