,-0.029
0,0.044
1,-0.034
2,-0.144
3,-0.032
4,-0.012
5,0.11
6,0.242
7,0.161
8,-0.127
9,-0.259
10,-0.078
11,0.032
12,0.066
13,-0.11
14,-0.281
15,-0.12
16,0.078
17,0.022
18,-0.117
19,-0.037
20,0.078
21,0.093
22,0.029
23,-0.061
24,0.015
25,0.088
26,0.117
27,0.09
28,-0.039
29,0.027
30,0.078
31,-0.044
32,-0.068
33,-0.002
34,0.002
35,-0.042
36,-0.127
37,-0.195
38,-0.1
39,0.046
40,0.017
41,-0.105
42,-0.161
43,0.037
44,0.098
45,-0.039
46,-0.012
47,0.122
48,0.073
49,0.044
50,0.107
51,-0.002
52,0.0
53,0.068
54,0.032
55,-0.068
56,-0.098
57,-0.056
58,-0.007
59,0.02
60,-0.015
61,-0.027
62,-0.034
63,-0.066
64,-0.066
65,0.017
66,0.122
67,0.117
68,0.017
69,-0.005
70,0.098
71,0.083
72,0.061
73,0.0
74,-0.088
75,-0.083
76,-0.049
77,-0.105
78,-0.11
79,0.059
80,0.078
81,-0.068
82,-0.144
83,-0.159
84,-0.002
85,0.132
86,-0.078
87,-0.171
88,-0.007
89,0.12
90,0.122
91,0.049
92,-0.032
93,0.034
94,0.061
95,0.017
96,-0.085
97,-0.088
98,-0.017
99,-0.022
100,-0.051
101,-0.181
102,-0.059
103,0.127
104,0.159
105,-0.088
106,-0.115
107,0.046
108,0.066
109,0.037
110,-0.034
111,-0.044
112,-0.073
113,0.044
114,0.034
115,-0.054
116,-0.103
117,-0.093
118,-0.115
119,-0.071
120,-0.103
121,-0.051
122,-0.02
123,-0.1
124,-0.056
125,0.073
126,0.093
127,-0.01
128,-0.083
129,-0.01
130,0.032
131,-0.059
132,-0.012
133,-0.039
134,-0.046
135,-0.068
136,-0.022
137,0.027
138,-0.061
139,-0.166
140,-0.168
141,-0.083
142,0.037
143,0.034
144,-0.112
145,-0.088
146,-0.042
147,0.071
148,-0.034
149,-0.093
150,-0.061
151,-0.042
152,-0.01
153,0.034
154,0.068
155,0.002
156,-0.046
157,-0.073
158,-0.068
159,-0.046
160,-0.071
161,-0.139
162,-0.095
163,-0.002
164,0.029
165,-0.024
166,-0.034
167,0.02
168,0.12
169,0.032
170,-0.024
171,-0.081
172,-0.132
173,-0.046
174,-0.049
175,-0.002
176,0.105
177,-0.015
178,-0.042
179,-0.129
180,-0.161
181,-0.103
182,-0.076
183,-0.132
184,-0.176
185,-0.103
186,-0.024
187,-0.066
188,0.09
189,0.073
190,-0.01
191,-0.012
192,-0.027
193,-0.042
194,-0.09
195,-0.117
196,-0.134
197,-0.173
198,-0.168
199,-0.142
200,-0.037
201,-0.005
202,-0.181
203,-0.222
204,-0.088
205,0.049
206,0.024
207,0.01
208,0.022
209,0.017
210,-0.017
211,-0.039
212,-0.039
213,-0.063
214,-0.078
215,-0.068
216,-0.044
217,-0.044
218,-0.098
219,-0.09
220,-0.046
221,0.046
222,0.032
223,-0.088
224,-0.017
225,0.054
226,0.044
227,0.088
228,0.212
229,0.249
230,0.073
231,-0.061
232,-0.051
233,0.029
234,0.01
235,-0.068
236,-0.115
237,-0.105
238,-0.051
239,-0.015
240,-0.132
241,-0.061
242,0.046
243,-0.037
244,-0.164
245,-0.039
246,0.061
247,0.051
248,0.039
249,0.024
250,0.076
251,0.095
252,-0.051
253,-0.078
254,-0.051
255,-0.046
256,0.039
257,-0.02
258,-0.054
259,-0.056
260,-0.122
261,-0.073
262,-0.022
263,-0.005
264,0.007
265,-0.015
266,0.01
267,0.081
268,0.049
269,0.017
270,0.012
271,0.02
272,0.068
273,-0.037
274,-0.105
275,-0.061
276,-0.02
277,-0.066
278,-0.042
279,-0.037
280,0.054
281,-0.005
282,0.037
283,-0.007
284,0.007
285,0.056
286,0.078
287,0.068
288,0.02
289,0.056
290,0.12
291,0.037
292,-0.149
293,-0.076
294,0.034
295,0.032
296,-0.034
297,-0.171
298,-0.151
299,0.02
300,0.115
301,0.0
302,-0.042
303,0.042
304,0.068
305,0.01
306,0.01
307,0.015
308,0.02
309,0.046
310,0.015
311,0.056
312,0.061
313,0.046
314,0.015
315,0.037
316,0.027
317,-0.032
318,-0.042
319,-0.032
320,0.027
321,0.073
322,0.071
323,0.081
324,0.139
325,0.103
326,0.046
327,0.007
328,0.049
329,0.129
330,0.088
331,0.029
332,0.01
333,0.029
334,-0.017
335,0.063
336,0.056
337,0.017
338,-0.122
339,-0.19
340,0.051
341,0.068
342,0.005
343,-0.027
344,0.078
345,0.066
346,0.105
347,0.056
348,0.1
349,0.105
350,0.122
351,0.117
352,0.005
353,0.02
354,0.073
355,0.061
356,0.024
357,-0.049
358,-0.032
359,0.012
360,0.066
361,0.01
362,-0.029
363,0.012
364,0.098
365,0.186
366,0.063
367,0.076
368,0.125
369,0.239
370,0.154
371,0.01
372,-0.01
373,0.127
374,0.132
375,-0.012
376,-0.1
377,0.01
378,0.098
379,-0.088
380,-0.117
381,-0.002
382,0.044
383,0.049
384,0.02
385,0.078
386,0.078
387,0.09
388,0.115
389,0.027
390,0.09
