,0.034
0,0.115
1,-0.005
2,-0.007
3,-0.044
4,-0.103
5,-0.156
6,-0.049
7,-0.029
8,0.034
9,0.11
10,-0.037
11,-0.107
12,0.051
13,0.115
14,-0.095
15,-0.154
16,-0.09
17,0.056
18,0.098
19,0.049
20,-0.037
21,-0.037
22,0.063
23,0.142
24,0.085
25,0.015
26,-0.027
27,0.015
28,0.11
29,0.071
30,-0.046
31,-0.039
32,0.017
33,-0.015
34,-0.1
35,-0.125
36,0.012
37,-0.005
38,-0.122
39,-0.112
40,0.01
41,0.107
42,0.1
43,0.083
44,0.1
45,-0.129
46,-0.078
47,0.081
48,0.107
49,-0.342
50,-0.146
51,0.503
52,0.452
53,-0.334
54,-0.457
55,-0.095
56,0.159
57,-0.085
58,-0.452
59,-0.251
60,0.317
61,0.361
62,-0.044
63,-0.112
64,0.193
65,0.271
66,-0.083
67,-0.237
68,-0.044
69,0.156
70,-0.024
71,-0.237
72,-0.137
73,0.125
74,0.208
75,0.02
76,-0.305
77,-0.173
78,0.012
79,0.002
80,-0.129
81,-0.161
82,-0.022
83,0.078
84,0.061
85,-0.012
86,0.078
87,0.073
88,0.032
89,0.029
90,-0.078
91,0.012
92,0.059
93,-0.093
94,-0.076
95,-0.007
96,0.061
97,-0.051
98,-0.061
99,0.0
100,-0.032
101,-0.054
102,0.063
103,0.029
104,-0.078
105,-0.061
106,0.01
107,0.039
108,-0.002
109,0.054
110,0.02
111,-0.073
112,-0.122
113,-0.076
114,-0.066
115,-0.063
116,-0.132
117,-0.222
118,-0.142
119,0.007
120,-0.066
121,-0.132
122,-0.046
123,0.12
124,0.081
125,-0.002
126,-0.066
127,0.032
128,0.122
129,0.249
130,0.127
131,-0.095
132,-0.286
133,0.005
134,0.347
135,-0.417
136,-0.374
137,0.134
138,0.127
139,-0.181
140,-0.518
141,-0.161
142,0.139
143,0.115
144,-0.234
145,-0.386
146,-0.017
147,0.554
148,0.21
149,-0.261
150,0.1
151,0.364
152,0.037
153,-0.342
154,-0.251
155,0.002
156,-0.037
157,-0.144
158,-0.295
159,-0.083
160,0.234
161,0.054
162,-0.212
163,-0.105
164,0.093
165,0.11
166,0.005
167,-0.173
168,0.063
169,0.198
170,0.171
171,-0.005
172,-0.051
173,0.112
174,0.081
175,-0.085
176,-0.154
177,-0.054
178,-0.024
179,-0.125
180,-0.132
181,-0.115
182,0.002
183,0.11
184,0.039
185,-0.144
186,-0.034
187,0.015
188,0.044
189,0.078
190,0.085
191,0.095
192,0.042
193,-0.046
194,0.007
195,0.01
196,-0.063
197,-0.063
198,-0.161
199,-0.129
200,-0.115
201,-0.088
202,-0.142
203,-0.142
204,-0.071
205,0.01
206,-0.017
207,-0.078
208,0.02
209,0.078
210,0.076
211,0.054
212,0.042
213,0.066
214,0.076
215,0.078
216,0.063
217,0.063
218,-0.178
219,-0.244
220,-0.076
221,0.015
222,-0.32
223,-0.391
224,0.261
225,0.603
226,0.21
227,-0.493
228,-0.322
229,0.374
230,0.471
231,-0.09
232,-0.371
233,0.039
234,0.364
235,0.085
236,-0.2
237,-0.015
238,0.168
239,0.056
240,-0.269
241,-0.305
242,0.02
243,0.037
244,-0.168
245,-0.21
246,-0.01
247,0.229
248,0.215
249,0.012
250,-0.037
251,0.066
252,0.137
253,0.042
254,-0.127
255,-0.122
256,0.005
257,0.054
258,-0.056
259,-0.042
260,0.034
261,-0.046
262,-0.134
263,-0.208
264,-0.125
265,-0.039
266,0.039
267,0.012
268,0.02
269,0.117
270,0.1
271,0.115
272,0.007
273,0.029
274,0.037
275,0.029
276,-0.017
277,-0.071
278,-0.068
279,-0.002
280,-0.005
281,0.017
282,-0.037
283,-0.046
284,-0.066
285,-0.051
286,-0.007
287,-0.061
288,0.007
289,0.117
290,0.132
291,0.059
292,-0.017
293,0.022
294,-0.029
295,-0.071
296,-0.029
297,-0.066
298,-0.071
299,0.056
300,0.015
301,0.007
302,0.059
303,0.107
304,0.11
305,-0.032
306,-0.244
307,-0.09
308,0.293
309,-0.151
310,-0.12
311,0.229
312,0.237
313,0.015
314,-0.266
315,-0.181
316,0.073
317,0.144
318,-0.159
319,-0.393
320,-0.042
321,0.481
322,0.317
323,-0.129
324,-0.151
325,0.164
326,0.083
327,-0.2
328,-0.164
329,0.01
330,0.056
331,0.022
332,0.022
333,0.125
334,0.254
335,0.112
336,-0.066
337,-0.068
338,-0.122
339,0.066
340,-0.073
341,-0.146
342,-0.034
343,0.076
344,0.081
345,0.029
346,0.012
347,0.005
348,0.063
349,0.117
350,0.071
351,0.027
352,0.083
353,0.078
354,0.063
355,0.281
356,0.278
357,0.098
358,-0.022
359,-0.151
360,-0.076
361,-0.049
362,-0.029
363,-0.059
364,-0.161
365,-0.103
366,-0.002
367,0.044
368,0.066
369,0.032
370,0.085
371,0.029
372,-0.024
373,0.024
374,0.017
375,0.005
376,0.022
377,-0.044
378,-0.054
379,0.02
380,-0.059
381,-0.12
382,-0.12
383,-0.056
384,0.095
385,0.09
386,0.083
387,0.09
388,0.19
389,0.286
390,0.232
391,0.168
392,0.125
393,-0.098
394,-0.007
395,0.312
396,-0.012
397,-0.198
398,-0.103
399,0.391
400,0.19
401,-0.291
402,-0.347
403,-0.066
404,0.068
405,-0.061
406,-0.42
407,-0.156
408,0.3
409,0.322
410,-0.005
411,0.01
412,0.3
413,0.342
414,-0.161
415,-0.273
416,-0.134
417,0.029
418,0.056
419,-0.029
420,-0.073
421,0.002
422,-0.007
423,-0.022
424,-0.049
425,-0.029
426,0.088
427,0.044
428,0.022
429,0.09
430,0.093
431,0.151
432,0.09
433,0.066
434,0.081
435,0.037
436,0.193
437,0.083
438,-0.144
439,-0.21
440,-0.142
441,0.042
442,0.032
443,-0.122
444,-0.081
445,0.034
446,0.071
447,0.081
448,-0.032
449,-0.032
450,-0.02
451,0.022
452,0.051
453,0.044
454,0.054
455,0.002
456,-0.076
457,0.044
458,0.081
459,0.09
460,-0.049
461,-0.176
462,-0.125
463,-0.088
464,-0.081
465,-0.117
466,-0.073
467,0.037
468,-0.017
469,-0.02
470,0.078
471,0.132
472,0.042
473,0.005
474,0.022
475,0.137
476,0.183
477,0.164
478,0.146
479,0.017
480,-0.088
481,-0.039
482,0.117
483,0.1
484,-0.544
485,-0.366
486,0.627
487,0.376
488,-0.466
489,-0.388
490,0.098
491,0.242
492,-0.005
493,-0.352
494,-0.005
495,0.4
496,0.144
497,-0.261
498,-0.034
499,0.347
500,0.178
501,-0.33
502,-0.513
503,-0.044
504,0.327
505,0.095
506,-0.254
507,-0.195
508,0.215
509,0.31
510,0.073
511,-0.139
512,0.117
513,0.168
514,0.0
515,-0.105
516,0.015
517,0.076
518,-0.034
519,0.042
520,0.063
521,0.139
522,0.178
523,-0.044
524,-0.21
525,0.0
526,0.078
527,-0.012
528,-0.171
529,-0.09
530,0.0
531,0.007
532,0.085
533,0.066
534,0.002
535,0.027
536,-0.115
537,-0.063
538,0.093
539,0.093
540,-0.002
541,-0.068
542,-0.063
543,-0.056
544,0.063
545,0.02
546,-0.1
547,-0.093
548,-0.046
549,0.015
550,-0.024
551,-0.015
552,-0.029
553,0.02
554,-0.017
555,0.034
556,0.129
557,0.259
558,0.193
559,-0.007
560,-0.142
561,-0.032
562,0.015
563,0.068
564,0.098
565,0.088
566,-0.085
567,-0.132
568,0.164
569,0.305
570,0.173
571,-0.613
572,-0.479
573,0.598
574,0.42
575,-0.332
576,-0.378
577,0.168
578,0.298
579,-0.159
580,-0.354
581,-0.078
582,0.388
583,0.193
584,-0.237
585,-0.203
586,0.295
587,0.229
588,-0.254
589,-0.32
590,0.027
591,0.205
592,0.051
593,-0.132
594,-0.002
595,0.144
596,0.203
597,0.054
598,-0.051
599,0.054
600,0.039
601,-0.024
602,-0.076
603,-0.078
604,0.032
605,0.039
606,-0.098
607,-0.095
608,0.093
609,0.083
610,-0.044
611,0.037
612,0.037
613,0.034
614,-0.044
615,-0.261
616,-0.107
617,0.156
618,0.193
619,-0.061
620,-0.083
621,0.051
622,0.085
623,0.071
624,-0.022
625,-0.098
626,-0.02
627,-0.029
628,0.002
629,-0.063
630,0.071
631,0.127
632,0.042
633,-0.056
634,-0.049
635,-0.015
636,-0.005
637,0.044
638,-0.034
639,-0.071
640,0.09
641,0.098
642,-0.059
643,-0.107
644,-0.129
645,-0.012
646,0.066
647,0.029
648,-0.029
649,-0.059
650,0.049
