,0.125
0,0.061
1,0.044
2,0.039
3,-0.085
4,-0.137
5,-0.076
6,0.061
7,0.044
8,-0.12
9,-0.125
10,-0.09
11,-0.22
12,-0.098
13,0.037
14,0.024
15,-0.063
16,-0.054
17,0.066
18,0.112
19,0.042
20,-0.032
21,-0.137
22,0.024
23,0.198
24,0.032
25,-0.144
26,-0.115
27,0.078
28,0.061
29,-0.134
30,-0.369
31,-0.305
32,0.242
33,0.31
34,-0.1
35,-0.273
36,-0.015
37,0.168
38,0.127
39,-0.112
40,-0.107
41,0.212
42,0.081
43,-0.144
44,-0.176
45,-0.103
46,0.039
47,0.037
48,-0.095
49,-0.117
50,0.0
51,0.068
52,-0.037
53,-0.078
54,-0.142
55,-0.105
56,0.02
57,0.078
58,0.059
59,-0.012
60,0.051
61,0.054
62,0.022
63,0.017
64,0.066
65,-0.071
66,-0.017
67,0.029
68,-0.037
69,-0.042
70,-0.044
71,-0.093
72,-0.168
73,0.01
74,0.051
75,-0.044
76,-0.039
77,0.015
78,0.032
79,0.034
80,0.044
81,0.083
82,0.076
83,-0.01
84,-0.063
85,-0.059
86,0.015
87,0.056
88,0.034
89,0.0
90,-0.01
91,-0.076
92,0.015
93,0.029
94,-0.01
95,0.049
96,-0.076
97,-0.139
98,-0.105
99,0.015
100,-0.007
101,-0.051
102,0.029
103,-0.037
104,-0.183
105,-0.107
106,-0.002
107,-0.002
108,0.002
109,0.005
110,0.022
111,-0.076
112,-0.076
113,-0.068
114,0.042
115,0.107
116,0.042
117,-0.139
118,-0.125
119,0.2
120,0.264
121,0.066
122,-0.146
123,-0.005
124,0.088
125,-0.022
126,-0.166
127,-0.129
128,-0.01
129,-0.017
130,-0.122
131,-0.078
132,0.083
133,0.112
134,-0.066
135,0.032
136,0.042
137,-0.002
138,0.037
139,-0.024
140,0.071
141,0.056
142,0.02
143,-0.002
144,-0.046
145,-0.054
146,-0.044
147,-0.156
148,-0.234
149,-0.098
150,0.034
151,0.063
152,0.002
153,0.037
154,0.005
155,-0.071
156,0.044
157,0.142
158,0.164
159,0.081
160,0.022
161,-0.02
162,0.093
163,0.022
164,-0.144
165,-0.09
166,0.085
167,-0.081
168,-0.112
169,-0.142
170,-0.103
171,0.002
172,-0.015
173,-0.115
174,-0.029
175,0.103
176,0.098
177,0.046
178,0.042
179,0.042
180,-0.005
181,0.078
182,0.037
183,-0.034
184,0.056
185,0.066
186,-0.112
187,-0.034
188,0.01
189,-0.093
190,-0.068
191,-0.005
192,-0.042
193,-0.068
194,0.034
195,0.044
196,0.012
197,0.12
198,0.171
199,0.078
200,0.049
201,0.029
202,0.195
203,0.059
204,-0.403
205,-0.317
206,0.193
207,0.298
208,-0.063
209,-0.322
210,-0.151
211,0.149
212,0.1
213,-0.154
214,-0.295
215,-0.01
216,0.042
217,-0.01
218,0.037
219,0.159
220,0.171
221,0.066
222,-0.002
223,0.02
224,0.066
225,0.164
226,0.012
227,-0.071
228,-0.037
229,-0.027
230,0.034
231,0.01
232,-0.01
233,0.029
234,0.015
235,0.022
236,0.029
237,0.039
238,0.0
239,0.012
240,0.081
241,0.127
242,0.032
243,0.081
244,0.11
245,0.098
246,0.076
247,0.076
248,-0.012
249,-0.063
250,-0.01
251,-0.01
252,-0.073
253,-0.085
254,-0.029
255,-0.049
256,-0.09
257,-0.059
258,0.01
259,0.022
260,-0.032
261,-0.002
262,-0.037
263,0.034
264,0.078
265,0.107
266,-0.022
267,-0.073
268,0.029
269,0.046
270,-0.002
271,-0.024
272,-0.115
273,-0.11
274,-0.09
275,-0.066
276,0.015
277,0.002
278,0.122
279,0.115
280,0.146
281,0.142
282,0.132
283,0.1
284,0.039
285,0.0
286,0.044
287,0.061
288,0.12
289,0.076
290,-0.125
291,-0.271
292,-0.09
293,0.159
294,0.068
295,-0.271
296,-0.232
297,0.076
298,0.129
299,-0.061
300,-0.083
301,0.105
302,0.242
303,0.051
304,-0.061
305,0.103
306,0.256
307,0.017
308,-0.378
309,-0.239
310,-0.02
311,0.02
312,-0.022
313,-0.195
314,-0.115
315,0.044
316,0.012
317,-0.078
318,0.027
319,0.107
320,0.11
321,0.098
322,0.09
323,0.059
324,0.085
325,0.068
326,-0.007
327,0.029
328,0.037
329,-0.017
330,0.012
331,-0.093
332,-0.127
333,-0.088
334,0.002
335,-0.027
336,-0.024
337,0.034
338,0.054
339,-0.015
340,0.024
341,0.076
342,0.027
343,0.017
344,0.017
345,0.017
346,-0.01
347,0.061
348,0.02
349,-0.02
350,-0.002
351,-0.02
352,-0.068
353,-0.151
354,-0.103
355,-0.032
356,0.02
357,0.0
358,0.012
359,0.017
360,0.066
361,0.029
362,-0.073
363,-0.078
364,0.042
365,0.0
366,-0.002
367,0.068
368,0.115
369,0.139
370,0.034
371,-0.081
372,-0.117
373,-0.034
374,-0.005
375,0.039
376,0.051
377,-0.059
378,-0.266
379,-0.125
380,0.391
381,0.244
382,-0.168
383,-0.259
384,0.186
385,0.227
386,0.015
387,-0.098
388,-0.051
389,0.071
390,0.015
391,-0.171
392,-0.027
393,0.154
394,0.068
395,-0.122
396,-0.166
397,0.0
398,0.103
399,-0.01
400,-0.078
401,-0.046
402,0.029
403,0.081
404,0.095
405,0.095
406,0.046
407,0.0
408,0.056
409,-0.059
410,-0.09
411,0.01
412,0.046
413,-0.125
414,-0.19
415,-0.061
416,0.046
417,0.044
418,-0.071
419,-0.09
420,-0.044
421,0.081
422,0.032
423,0.032
424,0.044
425,0.012
426,-0.007
427,-0.002
428,0.02
429,0.044
430,0.01
431,-0.073
432,-0.125
433,-0.051
434,-0.01
435,-0.032
436,-0.005
437,0.022
438,-0.002
439,0.027
440,-0.059
441,0.076
442,0.059
443,0.01
444,0.066
445,0.149
446,0.022
447,-0.125
448,-0.049
449,0.154
450,0.093
451,-0.164
452,-0.112
453,0.032
454,0.081
455,0.044
456,-0.066
457,-0.09
458,-0.02
459,0.063
460,0.122
461,-0.061
462,-0.012
463,0.117
464,-0.044
465,-0.198
466,0.012
467,0.349
468,0.195
469,-0.059
470,-0.122
471,0.046
472,0.088
473,-0.061
474,-0.117
475,-0.034
476,-0.01
477,0.002
478,-0.039
479,0.024
480,0.134
481,0.134
482,-0.034
483,-0.042
484,-0.007
485,-0.042
486,0.005
487,0.061
488,-0.044
489,-0.144
490,-0.151
491,-0.012
492,0.173
493,0.166
494,-0.146
495,-0.251
496,-0.032
497,0.105
498,0.066
499,-0.132
500,-0.107
501,0.146
502,0.291
503,0.151
504,-0.081
505,-0.044
506,0.156
507,0.344
508,0.139
509,-0.017
510,-0.073
511,-0.034
512,0.093
513,0.068
514,-0.061
515,-0.042
516,-0.029
517,-0.007
518,-0.073
519,-0.049
520,-0.02
521,0.01
522,0.095
523,0.042
524,-0.007
525,0.042
526,0.073
527,0.056
528,0.032
529,-0.015
530,0.059
531,0.027
532,-0.037
533,-0.056
534,-0.005
535,0.02
536,-0.032
537,-0.093
538,-0.073
539,-0.01
540,0.02
541,-0.024
542,-0.073
543,-0.054
544,0.054
545,0.151
546,0.098
547,0.01
548,0.017
549,0.051
550,0.088
551,-0.029
552,-0.198
553,0.049
554,0.188
555,-0.02
556,-0.22
557,-0.1
558,0.083
559,-0.005
560,-0.134
561,-0.081
562,-0.007
563,0.034
564,0.024
565,0.103
566,0.308
567,0.276
568,-0.066
569,-0.278
570,-0.093
571,0.059
572,0.054
573,-0.051
574,-0.115
575,-0.073
576,0.083
577,0.122
578,-0.037
579,-0.037
580,0.044
581,0.095
