,0.005
0,0.059
1,-0.049
2,-0.034
3,-0.034
4,0.002
5,0.042
6,-0.002
7,0.0
8,0.066
9,0.044
10,0.024
11,0.054
12,0.085
13,0.098
14,0.095
15,-0.029
16,-0.125
17,-0.051
18,0.012
19,-0.051
20,-0.142
21,-0.046
22,-0.015
23,0.068
24,0.054
25,-0.022
26,0.056
27,0.024
28,0.076
29,-0.066
30,-0.017
31,0.115
32,0.068
33,0.002
34,-0.056
35,0.005
36,0.049
37,0.115
38,0.295
39,0.081
40,-0.068
41,-0.059
42,-0.044
43,-0.022
44,-0.134
45,-0.107
46,0.051
47,0.049
48,-0.005
49,-0.061
50,0.027
51,0.115
52,0.117
53,0.049
54,-0.134
55,-0.137
56,0.059
57,0.105
58,0.183
59,0.032
60,-0.01
61,-0.044
62,0.02
63,0.093
64,0.01
65,-0.103
66,-0.015
67,0.105
68,0.112
69,0.122
70,-0.002
71,0.005
72,0.09
73,0.044
74,-0.071
75,-0.037
76,0.083
77,0.117
78,-0.015
79,-0.061
80,-0.059
81,-0.017
82,-0.015
83,-0.171
84,-0.122
85,-0.061
86,-0.007
87,0.007
88,-0.039
89,-0.022
90,0.027
91,0.056
92,0.042
93,-0.02
94,-0.012
95,0.105
96,0.015
97,0.012
98,0.083
99,0.027
100,-0.032
101,-0.112
102,-0.051
103,-0.02
104,-0.061
105,-0.117
106,-0.027
107,0.093
108,0.2
109,0.134
110,-0.02
111,0.01
112,0.032
113,0.09
114,0.098
115,-0.002
116,-0.034
117,-0.015
118,0.015
119,0.11
120,0.049
121,-0.129
122,-0.1
123,-0.081
124,-0.022
125,0.095
126,0.002
127,0.029
128,0.005
129,0.015
130,0.0
131,0.056
132,0.107
133,0.017
134,-0.076
135,-0.081
136,-0.022
137,0.01
138,-0.078
139,-0.063
140,-0.054
141,-0.037
142,-0.034
143,0.005
144,-0.005
145,-0.098
146,-0.068
147,0.012
148,0.085
149,0.083
150,-0.024
151,-0.032
152,-0.029
153,0.024
154,0.117
155,0.095
156,0.076
157,0.002
158,-0.085
159,-0.015
160,0.068
161,0.037
162,-0.061
163,-0.103
164,-0.107
165,-0.037
166,-0.024
167,-0.083
168,-0.02
169,0.037
170,0.088
171,-0.005
172,-0.007
173,-0.005
174,-0.005
175,-0.01
176,0.015
177,0.042
178,-0.051
179,-0.056
180,-0.056
181,-0.032
182,-0.015
183,-0.068
184,-0.085
185,-0.073
186,-0.063
187,-0.022
188,0.042
189,0.034
190,0.002
191,-0.01
192,-0.02
193,0.037
194,0.034
195,0.063
196,0.081
197,0.049
198,-0.044
199,-0.002
200,0.054
201,-0.051
202,-0.039
203,-0.015
204,0.02
205,0.032
206,-0.024
207,-0.073
208,-0.032
209,-0.007
210,0.061
211,0.078
212,-0.049
213,-0.005
214,0.039
215,-0.049
216,0.012
217,0.071
218,0.02
219,-0.044
220,-0.056
221,0.103
222,0.056
223,-0.061
224,-0.005
225,-0.115
226,-0.076
227,0.081
228,0.117
229,0.051
230,0.01
231,0.051
232,0.024
233,-0.085
234,-0.11
235,0.195
236,0.251
237,-0.022
238,-0.208
239,-0.081
240,0.112
241,0.088
242,-0.022
243,-0.049
244,-0.083
245,-0.022
246,0.042
247,-0.039
248,0.007
249,-0.073
250,-0.071
251,0.02
252,-0.044
253,-0.059
254,0.046
255,-0.037
256,-0.088
257,-0.027
258,0.037
259,-0.039
260,-0.049
261,-0.015
262,-0.024
263,-0.029
264,0.027
265,-0.029
266,-0.085
267,0.007
268,-0.005
269,-0.054
270,0.024
271,0.073
272,-0.044
273,-0.11
274,0.039
275,0.127
276,-0.005
277,-0.029
278,0.0
279,0.046
280,0.068
281,0.022
282,-0.002
283,0.022
284,-0.02
285,-0.059
286,-0.068
287,-0.01
288,0.022
289,-0.015
290,-0.024
291,-0.027
292,-0.017
293,0.02
294,0.034
295,-0.01
296,0.054
297,-0.032
298,-0.105
299,0.002
300,0.046
301,0.042
302,-0.032
303,0.125
304,-0.02
305,-0.049
306,-0.046
307,-0.071
308,-0.02
309,-0.132
310,-0.02
311,0.034
312,0.037
313,0.029
314,-0.093
315,-0.046
316,0.11
317,0.129
318,-0.012
319,-0.024
320,0.066
321,0.11
322,0.049
323,0.02
324,-0.02
325,-0.103
326,-0.1
327,-0.044
328,-0.071
329,-0.029
330,-0.032
331,-0.049
332,-0.007
333,0.042
334,0.049
335,0.032
336,0.037
337,0.073
338,0.027
339,-0.039
340,-0.061
341,-0.054
342,-0.037
343,-0.007
344,-0.046
345,-0.002
346,-0.005
347,-0.051
348,-0.022
349,-0.037
350,-0.056
351,0.015
352,0.034
353,-0.037
354,-0.088
355,0.02
356,0.076
357,0.059
358,0.039
359,0.078
360,0.081
361,0.037
362,-0.005
363,-0.039
364,-0.02
365,-0.022
366,-0.071
367,-0.063
368,-0.024
369,-0.007
370,-0.027
371,-0.093
372,0.0
373,0.066
374,0.029
375,0.015
376,0.112
377,-0.002
378,-0.076
379,0.029
380,0.054
381,0.054
382,-0.037
383,-0.061
384,-0.007
385,0.039
386,-0.129
387,-0.129
388,-0.029
389,0.085
390,0.059
391,0.01
392,0.042
393,0.083
394,0.068
395,-0.068
396,-0.098
397,0.076
398,0.232
399,-0.032
400,-0.198
401,-0.146
402,0.132
403,0.212
404,-0.01
405,-0.142
406,-0.107
407,0.054
408,0.098
409,-0.024
410,-0.078
411,-0.032
412,-0.012
413,0.093
414,0.12
415,0.029
416,0.012
417,0.063
418,0.093
419,0.032
420,0.042
421,0.032
422,0.078
423,-0.107
424,-0.159
425,0.012
426,0.037
427,-0.039
428,-0.093
429,-0.02
430,0.007
431,0.015
432,0.066
433,-0.049
434,-0.056
435,0.161
436,0.093
437,-0.034
438,0.095
439,0.129
440,-0.122
441,-0.188
442,0.037
443,0.164
444,0.139
445,-0.049
446,-0.12
447,-0.02
448,0.122
449,0.09
450,-0.005
451,0.02
452,0.012
453,0.071
454,0.071
455,-0.029
456,-0.051
457,-0.01
458,0.098
459,-0.01
460,0.01
461,0.183
462,0.093
463,-0.081
464,-0.002
465,-0.042
466,0.034
467,0.012
468,-0.127
469,-0.122
470,-0.09
471,0.034
472,-0.002
473,-0.078
474,-0.01
475,-0.007
476,0.032
