,-0.105
0,-0.178
1,-0.044
2,-0.037
3,-0.002
4,-0.098
5,-0.146
6,-0.088
7,-0.066
8,-0.049
9,0.037
10,0.066
11,0.032
12,0.061
13,-0.02
14,0.015
15,0.046
16,0.029
17,-0.02
18,-0.022
19,-0.032
20,-0.032
21,-0.068
22,-0.005
23,-0.01
24,-0.103
25,-0.166
26,-0.103
27,-0.039
28,-0.032
29,-0.012
30,0.034
31,0.061
32,-0.002
33,0.088
34,0.176
35,0.061
36,0.02
37,0.059
38,0.017
39,0.046
40,-0.005
41,-0.127
42,-0.037
43,0.115
44,0.051
45,-0.149
46,-0.222
47,-0.12
48,0.076
49,0.056
50,-0.02
51,-0.088
52,-0.02
53,0.085
54,0.054
55,0.029
56,0.093
57,0.078
58,-0.002
59,-0.017
60,-0.027
61,-0.144
62,-0.112
63,-0.049
64,-0.02
65,-0.012
66,-0.044
67,0.037
68,-0.051
69,-0.027
70,0.088
71,-0.032
72,-0.034
73,0.115
74,0.232
75,0.122
76,-0.027
77,-0.088
78,0.042
79,0.168
80,0.273
81,-0.007
82,-0.222
83,-0.178
84,-0.044
85,0.142
86,-0.061
87,-0.205
88,-0.127
89,0.039
90,0.105
91,-0.007
92,0.024
93,0.115
94,0.042
95,0.027
96,0.085
97,0.022
98,-0.027
99,-0.12
100,-0.024
101,-0.007
102,-0.093
103,-0.032
104,0.056
105,0.039
106,-0.066
107,-0.1
108,0.078
109,0.088
110,-0.044
111,-0.027
112,0.027
113,0.103
114,0.066
115,0.017
116,-0.044
117,-0.034
118,0.071
119,0.063
120,-0.1
121,-0.168
122,-0.103
123,-0.042
124,-0.024
125,-0.056
126,-0.051
127,-0.042
128,0.015
129,0.027
130,-0.005
131,0.051
132,0.073
133,0.02
134,0.054
135,0.076
136,0.085
137,0.068
138,-0.015
139,0.02
140,-0.007
141,-0.039
142,-0.032
143,0.042
144,0.071
145,-0.02
146,-0.037
147,0.027
148,0.051
149,0.076
150,0.063
151,0.005
152,-0.012
153,0.007
154,0.063
155,0.078
156,0.059
157,0.005
158,-0.027
159,-0.01
160,-0.002
161,-0.002
162,0.007
163,0.012
164,0.024
165,-0.024
166,-0.11
167,-0.029
168,0.042
169,0.022
170,-0.071
171,-0.034
172,0.061
173,0.02
174,0.015
175,0.032
176,0.115
177,0.032
178,0.061
179,0.063
180,-0.037
181,-0.107
182,-0.122
183,-0.068
184,-0.012
185,-0.095
186,-0.063
187,0.015
188,0.01
189,0.034
190,0.017
191,0.09
192,0.107
193,0.068
194,0.024
195,0.046
196,0.12
197,0.105
198,0.0
199,0.029
200,0.027
201,-0.063
202,-0.12
203,0.046
204,0.078
205,-0.088
206,-0.144
207,-0.066
208,0.085
209,0.122
210,0.056
211,0.059
212,0.088
213,0.161
214,0.11
215,0.073
216,-0.034
217,0.012
218,0.076
219,0.01
220,0.044
221,-0.01
222,-0.073
223,-0.049
224,-0.115
225,-0.063
226,-0.063
227,-0.11
228,-0.037
229,-0.037
230,-0.051
231,0.088
232,0.112
233,0.105
234,-0.01
235,-0.042
236,0.088
237,0.049
238,-0.078
239,0.063
240,0.039
241,-0.117
242,-0.073
243,-0.059
244,0.017
245,-0.071
246,-0.076
247,0.081
248,0.024
249,0.01
250,0.0
251,0.02
252,-0.083
253,0.073
254,0.181
255,0.129
256,0.01
257,-0.171
258,0.112
259,0.281
260,-0.015
261,-0.146
262,-0.115
263,0.002
264,0.068
265,0.046
266,-0.078
267,-0.134
268,-0.017
269,0.037
270,-0.034
271,-0.051
272,0.034
273,0.105
274,0.112
275,0.054
276,-0.042
277,0.012
278,0.078
279,0.0
280,-0.027
281,0.022
282,0.154
283,0.005
284,-0.19
285,-0.088
286,0.0
287,-0.012
288,-0.046
289,-0.005
290,0.049
291,0.073
292,0.122
293,0.073
294,0.117
295,0.042
296,0.081
297,0.02
298,-0.012
299,0.098
300,0.188
301,0.105
302,-0.083
303,-0.159
304,-0.017
305,0.059
306,0.015
307,-0.139
308,-0.215
309,-0.054
310,0.061
311,0.061
312,0.022
313,0.059
314,0.066
315,0.161
316,0.127
317,0.085
318,0.032
319,-0.002
320,0.056
321,0.088
322,0.037
323,-0.007
324,0.005
325,-0.061
326,-0.129
327,-0.039
328,0.005
329,-0.066
330,-0.129
331,-0.083
332,0.02
333,0.032
334,0.183
335,0.193
336,0.012
337,0.034
338,-0.042
339,-0.022
340,0.01
341,0.066
342,-0.037
343,-0.059
344,-0.085
345,0.049
346,0.002
347,-0.176
348,-0.208
349,-0.137
350,0.002
351,-0.049
352,-0.078
353,0.076
354,0.122
355,0.061
356,0.032
357,0.054
358,0.0
359,0.027
360,0.144
361,0.11
362,-0.071
363,-0.095
364,-0.005
365,-0.015
366,-0.046
367,-0.107
368,-0.095
369,-0.061
370,-0.093
371,-0.09
372,-0.032
373,0.095
374,0.095
375,0.012
376,0.012
377,0.024
378,0.1
379,0.117
380,0.073
381,0.005
382,-0.095
383,-0.066
384,-0.012
385,-0.071
386,-0.017
387,-0.032
388,-0.056
389,-0.051
390,-0.051
391,-0.088
392,-0.076
393,-0.012
394,0.012
395,-0.027
396,-0.007
397,0.022
398,0.066
399,0.073
400,0.107
401,0.034
402,-0.037
403,-0.073
404,-0.032
405,0.002
406,-0.059
407,-0.093
408,-0.083
409,-0.085
410,-0.002
411,-0.02
412,0.068
413,0.288
414,0.139
415,0.125
416,0.1
417,-0.054
418,-0.161
419,0.054
420,0.151
421,-0.061
422,-0.066
423,0.22
424,0.173
425,-0.037
426,-0.19
427,-0.22
428,-0.137
429,-0.073
430,-0.076
431,-0.024
432,-0.103
433,-0.007
434,0.027
435,-0.037
436,0.127
437,0.017
438,-0.046
439,-0.083
440,0.034
441,0.0
442,-0.085
443,-0.017
444,-0.007
445,-0.078
446,-0.073
447,0.0
448,0.0
449,-0.115
450,-0.115
451,-0.078
452,-0.02
453,0.051
454,0.088
455,0.083
456,-0.076
457,0.081
458,0.071
459,0.0
460,0.007
461,-0.012
462,0.012
463,-0.032
464,-0.056
465,0.002
466,0.029
467,-0.042
468,-0.061
469,-0.122
470,-0.088
471,-0.015
472,0.0
473,0.024
474,0.012
475,0.015
