,-0.061
0,-0.332
1,-0.105
2,0.249
3,0.225
4,0.002
5,-0.042
6,0.146
7,0.249
8,0.024
9,-0.11
10,-0.054
11,0.151
12,0.1
13,-0.046
14,-0.034
15,0.027
16,0.032
17,-0.063
18,-0.12
19,-0.054
20,-0.056
21,-0.015
22,-0.012
23,-0.032
24,0.034
25,0.083
26,0.083
27,0.037
28,0.022
29,0.042
30,0.024
31,-0.017
32,-0.061
33,-0.066
34,0.005
35,0.061
36,0.068
37,-0.039
38,-0.056
39,-0.068
40,-0.002
41,-0.015
42,-0.078
43,-0.012
44,0.076
45,0.027
46,0.049
47,0.071
48,0.071
49,0.032
50,0.044
51,-0.034
52,-0.02
53,0.044
54,0.225
55,0.051
56,-0.122
57,-0.034
58,-0.015
59,0.032
60,-0.034
61,-0.12
62,-0.137
63,-0.146
64,-0.024
65,-0.022
66,0.002
67,0.081
68,0.046
69,0.0
70,0.139
71,0.251
72,0.244
73,-0.007
74,-0.361
75,-0.217
76,0.144
77,0.002
78,-0.193
79,0.137
80,0.203
81,0.022
82,-0.178
83,-0.139
84,0.0
85,0.029
86,-0.115
87,-0.178
88,0.056
89,0.325
90,0.251
91,0.046
92,0.015
93,0.098
94,0.032
95,-0.032
96,-0.217
97,-0.115
98,-0.022
99,0.049
100,0.02
101,-0.017
102,0.093
103,0.098
104,0.017
105,-0.002
106,0.071
107,-0.024
108,-0.068
109,-0.027
110,0.078
111,0.134
112,0.063
113,-0.051
114,-0.071
115,0.044
116,0.085
117,-0.068
118,-0.181
119,-0.188
120,-0.073
121,-0.017
122,-0.007
123,-0.01
124,0.061
125,0.005
126,0.007
127,0.21
128,0.171
129,-0.02
130,-0.09
131,-0.044
132,0.007
133,0.032
134,0.051
135,0.054
136,-0.066
137,-0.129
138,0.007
139,0.1
140,-0.11
141,-0.237
142,-0.107
143,-0.022
144,0.022
145,-0.044
146,-0.09
147,0.034
148,0.078
149,-0.012
150,-0.046
151,0.037
152,0.012
153,-0.002
154,0.149
155,0.051
156,0.022
157,0.278
158,0.154
159,-0.188
160,-0.376
161,-0.178
162,0.361
163,-0.002
164,-0.352
165,-0.073
166,0.088
167,0.071
168,-0.039
169,-0.09
170,0.024
171,-0.005
172,-0.103
173,-0.051
174,0.066
175,0.115
176,0.112
177,-0.012
178,0.073
179,-0.024
180,-0.066
181,-0.21
182,-0.291
183,-0.107
184,0.015
185,0.032
186,-0.083
187,-0.115
188,0.073
189,0.193
190,0.127
191,-0.01
192,0.034
193,0.054
194,-0.093
195,-0.081
196,-0.007
197,0.022
198,-0.051
199,-0.044
200,0.0
201,-0.012
202,-0.051
203,-0.125
204,-0.132
205,-0.061
206,-0.029
207,0.024
208,0.029
209,0.073
210,0.085
211,0.173
212,0.3
213,0.286
214,0.01
215,-0.176
216,-0.068
217,0.168
218,0.12
219,-0.068
220,0.015
221,0.12
222,0.083
223,-0.125
224,-0.203
225,-0.049
226,0.029
227,0.046
228,-0.1
229,-0.071
230,0.078
231,0.144
232,0.017
233,-0.1
234,-0.088
235,0.012
236,-0.046
237,-0.051
238,-0.049
239,-0.039
240,-0.029
241,0.046
242,-0.012
243,-0.061
244,0.151
245,0.142
246,-0.105
247,-0.305
248,0.042
249,0.437
250,0.002
251,-0.181
252,0.068
253,0.19
254,0.042
255,-0.093
256,0.168
257,0.142
258,0.01
259,-0.159
260,-0.146
261,0.139
262,0.21
263,0.027
264,-0.183
265,-0.078
266,0.125
267,0.012
268,-0.215
269,-0.259
270,0.02
271,0.046
272,-0.017
273,-0.032
274,0.046
275,0.125
276,0.081
277,-0.015
278,-0.12
279,0.005
280,-0.032
281,-0.149
282,-0.164
283,-0.066
284,0.1
285,0.093
286,-0.039
287,-0.073
288,-0.112
289,-0.02
290,0.029
291,0.032
292,-0.029
293,-0.02
294,0.007
295,0.078
296,0.2
297,0.127
298,-0.193
299,-0.154
300,0.029
301,0.056
302,-0.005
303,-0.093
304,-0.017
305,0.042
306,0.039
307,-0.007
308,0.0
309,0.078
310,0.132
311,0.088
312,0.068
313,0.032
314,0.12
315,0.054
316,-0.083
317,-0.029
318,0.054
319,-0.012
320,-0.149
321,-0.151
322,-0.11
323,-0.078
324,-0.032
325,-0.022
326,0.007
327,0.044
328,0.032
329,0.081
330,0.144
331,0.115
332,-0.063
333,-0.046
334,-0.09
335,0.012
336,0.083
337,-0.042
338,-0.2
339,-0.139
340,0.271
341,0.146
342,-0.31
343,-0.391
344,-0.181
345,0.059
346,0.005
347,-0.239
348,-0.146
349,0.171
350,0.281
351,0.134
352,0.002
353,0.042
354,0.127
355,-0.005
356,-0.095
357,-0.173
358,-0.044
359,0.134
360,0.068
361,0.02
362,-0.039
363,0.007
364,0.0
365,0.007
366,0.039
367,-0.015
368,-0.037
369,-0.056
370,0.039
371,0.078
372,0.027
373,0.068
374,0.127
375,-0.01
376,-0.066
377,-0.046
378,-0.024
379,0.005
380,-0.027
381,-0.071
382,-0.032
383,0.054
384,0.095
385,-0.032
386,-0.142
387,-0.005
388,0.115
389,0.076
390,0.061
391,-0.02
392,0.002
393,0.117
394,0.105
395,0.071
396,0.029
397,0.095
398,0.066
399,-0.046
400,-0.127
401,-0.198
402,-0.127
403,0.007
404,0.0
405,-0.051
406,-0.073
407,-0.073
408,-0.073
409,-0.095
410,-0.122
411,-0.051
412,0.032
413,0.061
414,0.076
415,0.129
416,0.056
417,0.022
418,0.149
419,0.237
420,0.129
421,-0.273
422,-0.181
423,-0.051
424,-0.083
425,-0.051
426,-0.117
427,0.093
428,0.015
429,-0.076
430,-0.115
431,0.059
432,0.203
433,0.017
434,-0.164
435,-0.12
436,0.112
437,0.134
438,0.129
439,0.225
440,0.073
441,-0.103
442,-0.176
443,-0.076
444,-0.007
445,-0.027
446,-0.039
447,-0.171
448,-0.046
449,0.132
450,0.117
451,0.076
452,0.151
453,0.066
454,0.037
455,0.042
456,0.071
457,0.19
458,0.12
459,-0.015
460,0.012
461,0.129
462,0.164
463,0.059
464,-0.054
