,-0.061
0,0.422
1,0.332
2,-0.068
3,-0.222
4,0.029
5,0.173
6,0.017
7,-0.183
8,-0.239
9,-0.112
10,-0.046
11,-0.002
12,0.01
13,0.027
14,0.024
15,-0.078
16,-0.095
17,0.005
18,0.061
19,0.029
20,-0.076
21,-0.115
22,0.029
23,0.09
24,0.056
25,-0.051
26,-0.034
27,-0.029
28,-0.078
29,-0.168
30,-0.112
31,-0.093
32,-0.039
33,-0.059
34,-0.042
35,0.078
36,0.046
37,0.042
38,0.051
39,0.017
40,0.022
41,0.037
42,0.051
43,0.044
44,0.044
45,0.059
46,0.078
47,0.005
48,0.01
49,-0.039
50,-0.085
51,-0.044
52,-0.012
53,-0.042
54,-0.093
55,-0.024
56,0.127
57,0.125
58,0.1
59,-0.046
60,-0.015
61,0.164
62,0.056
63,0.032
64,-0.027
65,-0.061
66,-0.024
67,-0.066
68,-0.049
69,-0.112
70,-0.134
71,-0.034
72,-0.037
73,-0.137
74,-0.129
75,0.01
76,0.007
77,-0.037
78,0.066
79,0.061
80,0.012
81,0.024
82,0.115
83,0.039
84,0.02
85,-0.193
86,-0.242
87,0.068
88,0.242
89,-0.034
90,-0.337
91,-0.134
92,0.139
93,0.024
94,-0.261
95,-0.288
96,-0.034
97,0.295
98,0.112
99,-0.078
100,0.032
101,0.156
102,0.144
103,-0.098
104,-0.125
105,-0.017
106,0.132
107,-0.029
108,-0.029
109,-0.054
110,0.098
111,0.051
112,-0.022
113,-0.002
114,0.017
115,0.125
116,0.073
117,0.046
118,0.02
119,0.112
120,0.127
121,0.107
122,0.046
123,-0.012
124,-0.039
125,0.039
126,0.115
127,0.027
128,0.017
129,-0.063
130,-0.005
131,-0.007
132,-0.02
133,-0.022
134,-0.022
135,0.01
136,0.015
137,0.015
138,0.054
139,0.005
140,0.022
141,0.088
142,0.037
143,0.076
144,0.081
145,0.056
146,0.042
147,0.093
148,0.137
149,0.022
150,-0.112
151,-0.095
152,-0.02
153,0.054
154,0.027
155,-0.054
156,-0.068
157,-0.024
158,0.081
159,0.061
160,0.007
161,0.034
162,0.054
163,0.066
164,0.046
165,0.076
166,0.181
167,0.129
168,-0.107
169,-0.107
170,0.017
171,0.093
172,-0.205
173,-0.256
174,0.139
175,0.242
176,-0.103
177,-0.254
178,0.017
179,0.227
180,0.078
181,-0.125
182,-0.024
183,0.154
184,0.193
185,0.029
186,0.0
187,0.142
188,0.085
189,-0.081
190,-0.164
191,0.0
192,0.063
193,-0.093
194,-0.125
195,-0.107
196,-0.044
197,0.012
198,-0.015
199,-0.024
200,0.046
201,0.137
202,0.09
203,0.042
204,0.117
205,0.105
206,0.051
207,0.012
208,0.01
209,0.051
210,-0.002
211,-0.085
212,-0.088
213,-0.054
214,-0.015
215,-0.042
216,0.005
217,0.037
218,0.144
219,0.066
220,0.134
221,0.078
222,-0.007
223,0.11
224,0.054
225,0.034
226,0.042
227,0.0
228,0.027
229,0.073
230,0.034
231,0.002
232,-0.044
233,-0.103
234,-0.054
235,-0.015
236,0.005
237,-0.107
238,-0.132
239,-0.034
240,0.076
241,0.073
242,-0.046
243,-0.068
244,0.054
245,0.054
246,-0.029
247,-0.09
248,0.007
249,-0.01
250,-0.017
251,-0.022
252,-0.017
253,-0.034
254,-0.103
255,0.022
256,0.081
257,0.073
258,-0.166
259,-0.369
260,-0.068
261,0.31
262,0.151
263,-0.186
264,-0.161
265,0.166
266,0.303
267,0.071
268,-0.168
269,-0.078
270,0.066
271,-0.032
272,-0.085
273,-0.061
274,-0.012
275,-0.059
276,-0.027
277,-0.037
278,0.01
279,0.015
280,0.002
281,-0.095
282,-0.093
283,0.144
284,0.186
285,0.129
286,0.0
287,0.054
288,0.183
289,0.117
290,-0.051
291,-0.071
292,-0.049
293,-0.19
294,0.02
295,-0.054
296,-0.039
297,-0.024
298,-0.022
299,0.029
300,-0.042
301,-0.056
302,0.054
303,0.005
304,-0.012
305,0.056
306,0.117
307,0.117
308,0.049
309,0.029
310,0.015
311,-0.017
312,-0.068
313,-0.032
314,0.056
315,0.061
316,-0.149
317,-0.173
318,-0.049
319,0.061
320,-0.024
321,-0.181
322,-0.112
323,0.022
324,0.088
325,0.049
326,0.063
327,-0.017
328,0.063
329,0.137
330,0.034
331,-0.139
332,-0.232
333,-0.127
334,-0.1
335,-0.093
336,-0.078
337,-0.046
338,-0.042
339,0.012
340,0.005
341,-0.022
342,-0.046
343,0.125
344,0.056
345,-0.117
346,-0.154
347,0.049
348,0.261
349,0.144
350,-0.208
351,-0.137
352,0.166
353,0.066
354,-0.178
355,-0.242
356,-0.054
357,0.085
358,-0.01
359,-0.083
360,-0.024
361,0.098
362,0.054
363,-0.068
364,-0.027
365,0.044
366,0.105
367,0.061
368,-0.115
369,-0.073
370,-0.015
371,0.051
372,0.034
373,-0.061
374,-0.1
375,-0.088
376,0.02
377,-0.01
378,-0.039
379,0.029
380,-0.012
381,0.0
382,0.027
383,0.078
384,0.12
385,0.029
386,-0.049
387,-0.068
388,-0.095
389,0.017
390,0.049
391,0.061
392,-0.093
393,-0.029
394,0.054
395,-0.005
396,-0.002
397,-0.103
398,-0.061
399,0.002
400,0.083
401,0.134
402,0.068
403,0.022
404,0.029
405,0.0
406,-0.024
407,-0.049
408,-0.032
409,-0.054
410,-0.017
411,0.063
412,0.042
413,-0.012
414,-0.125
415,-0.098
416,-0.034
417,-0.051
418,-0.046
419,-0.132
420,-0.11
421,0.044
422,0.083
423,-0.032
424,-0.046
425,-0.015
426,0.027
427,0.029
428,-0.176
429,0.005
430,0.264
431,0.22
432,-0.288
433,-0.417
434,0.193
435,0.298
436,0.061
437,-0.308
438,-0.244
439,0.066
440,0.142
441,-0.054
442,-0.239
443,-0.032
444,0.237
445,0.247
446,-0.107
447,-0.122
448,0.146
449,0.171
450,0.01
451,-0.093
452,-0.056
453,-0.005
454,0.034
455,-0.032
456,-0.049
457,0.061
458,0.083
459,-0.037
460,-0.112
461,0.0
462,0.098
463,0.078
464,0.078
465,0.029
466,0.012
467,0.051
468,0.081
469,0.051
470,0.032
471,0.085
472,0.11
473,-0.002
474,-0.046
475,0.051
476,0.076
477,0.042
478,-0.173
479,-0.078
480,-0.09
481,0.061
482,0.044
483,-0.085
484,-0.005
485,0.059
486,0.054
487,0.083
488,-0.037
489,-0.022
490,0.029
491,-0.024
492,0.012
493,0.085
494,0.024
495,-0.037
496,-0.051
497,-0.061
498,0.039
499,0.032
500,-0.078
501,-0.137
502,-0.066
503,0.078
504,0.098
505,0.051
506,0.071
507,0.061
508,0.042
509,0.054
510,-0.005
511,-0.002
512,0.015
513,0.024
514,-0.056
515,-0.034
516,0.017
517,-0.059
518,-0.02
519,-0.142
520,-0.178
521,-0.051
522,0.186
523,0.017
524,-0.166
525,-0.137
526,0.188
527,0.212
528,0.02
529,-0.137
530,-0.01
531,0.098
532,0.217
533,-0.022
534,-0.144
535,0.081
536,0.154
537,0.022
538,-0.195
539,-0.166
540,0.01
541,0.015
542,-0.117
543,-0.251
544,-0.063
545,0.159
546,0.117
547,0.017
548,0.015
549,-0.034
550,0.073
551,0.046
552,0.081
553,0.032
554,-0.1
555,-0.093
556,0.024
557,0.024
558,0.012
559,-0.066
560,-0.115
561,0.044
562,0.042
563,0.005
564,0.005
565,0.027
566,0.159
567,0.078
568,0.112
569,0.088
570,0.061
571,0.054
572,-0.1
573,-0.02
574,0.088
575,-0.007
576,-0.061
577,-0.164
578,-0.071
579,-0.056
580,-0.081
581,-0.081
582,-0.061
583,-0.027
584,0.01
585,-0.071
586,0.002
587,0.037
588,0.042
589,-0.044
590,-0.02
591,0.017
592,0.068
593,0.056
594,0.073
595,0.0
596,-0.054
597,-0.029
598,-0.034
599,-0.022
600,-0.066
601,-0.1
602,0.017
603,0.015
604,0.02
605,-0.024
606,-0.09
607,-0.286
608,-0.098
609,0.271
610,0.198
611,-0.188
612,-0.225
613,0.042
614,0.227
615,0.037
616,-0.259
617,-0.212
618,-0.022
619,-0.005
620,-0.098
621,-0.059
622,0.115
623,0.066
624,-0.125
625,-0.117
626,0.007
627,0.139
628,0.098
629,0.044
630,0.11
631,0.066
632,0.088
633,0.068
634,-0.034
635,-0.039
636,-0.032
637,0.032
638,-0.032
639,-0.134
640,-0.11
641,-0.054
642,0.039
643,0.012
644,0.032
645,-0.059
646,-0.054
647,0.061
648,-0.015
649,-0.034
650,-0.059
651,0.002
652,0.042
653,0.044
654,0.042
655,0.0
656,-0.056
657,0.032
658,-0.015
659,-0.12
660,-0.176
661,-0.095
662,0.042
663,-0.012
664,-0.125
665,-0.039
666,0.11
667,0.081
668,-0.017
669,0.022
670,-0.005
671,-0.088
672,-0.088
673,-0.007
674,0.029
675,0.1
676,0.034
677,-0.066
678,-0.115
679,0.0
680,-0.088
681,-0.081
682,-0.083
683,-0.056
684,-0.051
685,0.02
686,0.103
687,0.071
688,-0.037
689,-0.066
690,0.107
691,0.183
692,0.095
693,-0.198
694,-0.178
695,0.134
696,0.295
697,0.066
698,-0.237
699,-0.156
700,0.142
701,0.095
702,-0.132
703,-0.173
704,-0.056
705,0.039
706,-0.005
707,-0.081
708,0.054
709,0.242
710,0.149
711,0.032
712,-0.083
713,-0.059
714,0.022
715,0.115
716,0.024
717,-0.122
718,-0.005
719,0.027
720,0.112
721,0.002
722,-0.029
723,0.007
724,0.002
725,0.005
726,0.051
727,0.083
728,0.168
729,0.042
730,-0.015
731,0.132
732,0.105
733,0.083
734,-0.002
735,-0.032
736,0.085
737,0.017
738,-0.093
739,-0.034
740,-0.071
741,-0.105
742,-0.093
743,-0.081
744,-0.02
745,0.063
746,-0.01
747,-0.105
748,-0.068
749,0.007
750,0.027
751,0.066
752,0.105
753,0.02
754,0.059
755,0.034
756,0.005
757,0.007
758,-0.054
759,-0.002
760,-0.09
761,-0.068
762,-0.171
763,-0.085
764,0.022
765,-0.059
766,-0.171
767,-0.071
768,0.007
769,-0.027
770,-0.044
771,0.012
772,0.049
773,0.068
774,0.081
775,0.039
776,0.007
777,0.015
778,0.12
779,0.056
780,-0.134
781,-0.237
782,-0.032
783,0.112
784,-0.056
785,-0.239
786,-0.203
787,-0.02
788,0.171
789,-0.039
790,-0.09
791,-0.027
792,0.071
793,0.078
794,-0.037
795,0.078
796,0.259
797,0.149
798,-0.071
799,-0.168
800,-0.022
801,-0.007
802,-0.076
803,-0.232
804,-0.156
805,-0.01
806,0.076
807,-0.1
808,-0.105
809,-0.017
810,0.051
811,-0.01
812,-0.049
813,-0.01
814,0.071
815,0.193
816,0.208
817,0.088
818,-0.032
819,-0.002
820,0.068
821,0.037
822,0.027
823,-0.024
824,-0.029
825,0.022
826,-0.005
827,-0.059
828,-0.049
829,-0.012
830,0.032
831,-0.007
832,0.0
833,0.093
834,0.19
835,0.127
836,0.127
837,-0.015
838,0.02
839,0.115
840,0.068
841,-0.073
842,-0.037
843,0.012
844,-0.051
845,-0.176
846,-0.046
847,0.078
848,-0.063
849,-0.098
850,-0.042
851,0.039
852,0.068
853,0.115
854,0.005
855,-0.054
856,-0.01
857,-0.02
858,-0.063
859,-0.046
860,-0.005
861,-0.042
862,-0.078
863,-0.09
864,0.032
865,0.029
866,0.024
867,-0.137
868,-0.237
869,-0.029
870,0.208
871,0.264
872,-0.161
873,-0.122
874,0.093
875,0.19
876,0.049
877,-0.134
878,-0.076
879,0.105
880,0.039
881,0.002
882,-0.005
883,0.042
884,-0.012
885,-0.161
886,-0.088
887,0.122
888,0.09
889,-0.122
890,-0.132
891,-0.027
892,0.066
893,0.095
894,0.029
895,-0.054
896,-0.01
897,0.015
898,-0.01
899,0.015
900,0.017
901,-0.129
902,-0.151
903,-0.042
904,0.0
905,0.051
906,0.0
907,0.002
908,-0.12
909,-0.012
910,0.188
911,0.037
912,-0.115
913,-0.076
914,-0.005
915,0.151
916,0.11
917,0.139
918,-0.022
919,-0.037
920,0.027
921,-0.115
922,-0.027
923,0.0
924,0.066
925,-0.024
926,-0.164
927,-0.032
928,0.2
929,0.256
930,-0.029
931,-0.181
932,-0.01
933,0.205
934,0.066
935,0.01
936,-0.007
937,-0.081
938,-0.061
939,0.107
940,0.156
941,-0.078
942,-0.19
943,-0.081
944,0.112
945,0.178
946,0.015
947,-0.049
948,-0.017
949,0.151
950,0.256
951,0.164
952,-0.066
953,-0.371
954,-0.039
955,0.571
956,0.286
957,-0.266
958,-0.195
959,0.186
960,0.244
961,-0.059
962,-0.22
963,-0.166
964,-0.017
965,-0.012
966,-0.103
967,-0.066
968,0.129
969,0.142
970,-0.044
971,-0.054
972,0.098
973,0.21
974,0.054
975,-0.2
976,-0.117
977,0.107
978,0.215
979,0.049
980,-0.115
981,0.037
982,0.166
983,0.105
984,-0.161
985,-0.203
986,-0.049
987,0.076
988,-0.032
989,-0.063
990,-0.029
991,0.085
992,0.063
993,-0.005
994,0.066
995,0.12
996,0.093
997,0.049
998,-0.01
999,0.01
1000,0.105
1001,0.139
1002,0.012
1003,-0.046
1004,0.059
1005,0.034
1006,0.059
1007,-0.002
1008,-0.066
1009,0.015
1010,0.1
1011,0.044
1012,-0.042
1013,-0.085
1014,0.134
1015,0.146
1016,0.029
1017,0.012
1018,0.015
1019,0.061
1020,0.027
1021,-0.061
1022,-0.027
1023,0.017
1024,-0.063
1025,-0.093
1026,-0.066
1027,-0.007
1028,-0.01
1029,-0.073
1030,-0.09
1031,-0.002
1032,0.056
1033,-0.012
1034,0.02
1035,0.044
1036,0.142
1037,0.117
1038,-0.242
1039,-0.208
1040,0.215
1041,0.376
1042,0.022
1043,-0.291
1044,-0.171
1045,0.129
1046,0.161
1047,-0.085
1048,-0.12
1049,-0.044
1050,0.171
1051,0.015
1052,-0.156
1053,0.098
1054,0.195
1055,0.078
1056,-0.037
1057,0.02
1058,0.09
1059,0.054
1060,0.01
1061,-0.034
1062,-0.005
1063,0.09
1064,0.078
1065,-0.076
1066,-0.103
1067,0.098
1068,0.09
1069,0.034
1070,-0.129
1071,-0.161
1072,-0.007
1073,0.029
1074,-0.088
1075,-0.11
1076,0.017
1077,0.076
1078,-0.007
1079,-0.005
1080,-0.027
1081,0.024
1082,0.063
1083,0.088
1084,0.022
1085,-0.022
1086,-0.017
1087,-0.02
1088,0.037
1089,0.032
1090,-0.005
1091,-0.071
1092,-0.046
1093,-0.022
1094,0.002
1095,-0.024
1096,0.071
1097,0.071
1098,-0.01
1099,0.049
1100,0.112
1101,0.024
1102,0.034
1103,-0.081
1104,-0.132
1105,-0.044
1106,-0.01
1107,-0.093
1108,-0.181
1109,-0.1
1110,0.015
1111,-0.059
1112,-0.063
1113,-0.032
1114,0.034
1115,0.073
1116,0.012
1117,0.01
1118,0.12
1119,0.139
1120,-0.032
1121,-0.107
1122,0.027
1123,0.076
1124,-0.056
1125,-0.332
1126,-0.12
1127,0.127
1128,0.229
1129,-0.308
1130,-0.374
1131,0.071
1132,0.2
1133,-0.044
1134,-0.171
1135,-0.051
1136,0.217
1137,0.042
1138,-0.068
1139,0.024
1140,0.137
1141,0.107
1142,-0.071
1143,-0.161
1144,-0.129
1145,-0.09
1146,-0.081
1147,-0.225
1148,-0.144
1149,0.02
1150,0.032
1151,-0.054
1152,-0.061
1153,0.037
1154,0.02
1155,-0.054
1156,-0.032
1157,-0.012
1158,0.032
1159,0.139
1160,0.012
1161,-0.01
1162,-0.044
1163,0.015
1164,0.029
1165,0.042
1166,-0.076
1167,-0.269
1168,-0.193
1169,-0.051
1170,0.02
1171,-0.042
1172,-0.137
1173,-0.115
1174,0.015
1175,0.017
1176,-0.022
1177,0.002
1178,0.09
1179,0.09
1180,0.098
1181,-0.112
1182,-0.176
1183,-0.171
1184,-0.132
1185,-0.164
1186,-0.198
1187,-0.049
1188,0.0
1189,-0.081
1190,-0.127
1191,-0.166
1192,-0.149
1193,-0.044
1194,-0.081
1195,-0.09
1196,-0.046
1197,0.181
1198,0.095
1199,0.01
1200,-0.081
1201,-0.037
1202,0.002
1203,-0.112
1204,-0.142
1205,-0.117
1206,-0.073
1207,-0.103
1208,-0.068
1209,0.083
1210,0.142
1211,0.039
1212,-0.244
1213,-0.261
1214,0.146
1215,0.291
1216,0.012
1217,-0.33
1218,-0.105
1219,0.19
1220,0.193
1221,0.039
1222,-0.137
1223,0.002
1224,0.039
1225,-0.093
1226,-0.203
1227,0.01
1228,0.122
1229,-0.068
1230,-0.237
1231,-0.071
1232,0.186
1233,0.103
1234,-0.125
1235,-0.168
1236,-0.085
1237,0.081
1238,0.166
1239,0.0
1240,-0.076
1241,-0.027
1242,0.115
1243,0.024
1244,-0.029
1245,-0.054
1246,-0.098
1247,-0.144
1248,-0.061
1249,-0.012
1250,-0.015
1251,0.066
1252,-0.002
1253,-0.012
1254,-0.024
1255,0.083
1256,0.037
1257,-0.088
1258,-0.085
1259,-0.044
1260,0.01
1261,0.024
1262,0.061
1263,-0.032
1264,-0.186
1265,-0.071
1266,-0.022
1267,-0.083
1268,-0.139
1269,-0.044
1270,0.088
1271,-0.007
1272,0.005
1273,0.083
1274,0.166
1275,0.117
1276,0.032
1277,0.02
1278,0.0
1279,0.02
1280,0.005
1281,-0.01
1282,-0.024
1283,-0.032
1284,-0.005
1285,-0.017
1286,-0.046
1287,-0.083
1288,-0.127
1289,-0.11
1290,-0.051
1291,-0.015
1292,0.039
1293,0.056
1294,0.056
1295,0.059
1296,0.129
1297,0.088
1298,0.039
1299,-0.193
1300,-0.059
1301,0.217
1302,0.093
1303,-0.229
1304,-0.273
1305,-0.034
1306,0.186
1307,0.017
1308,-0.234
1309,-0.156
1310,0.046
1311,0.083
1312,-0.007
1313,-0.024
1314,0.037
1315,0.11
1316,0.117
1317,0.066
1318,0.046
1319,0.039
1320,0.059
1321,-0.01
1322,0.02
1323,-0.007
1324,0.034
1325,-0.017
1326,0.022
1327,0.054
1328,0.068
1329,-0.044
1330,-0.078
1331,-0.046
1332,-0.037
1333,0.002
1334,0.042
1335,0.183
1336,0.127
1337,0.049
1338,0.015
1339,0.059
1340,0.107
1341,0.12
1342,-0.044
1343,-0.056
1344,-0.024
1345,0.054
1346,0.051
1347,-0.007
1348,-0.005
1349,-0.071
1350,0.015
1351,0.059
1352,-0.061
1353,-0.068
1354,0.046
1355,-0.002
1356,-0.017
1357,0.066
1358,0.046
1359,0.066
1360,0.09
1361,0.09
1362,0.046
1363,-0.073
1364,0.022
1365,0.034
1366,0.02
1367,0.01
1368,-0.042
1369,-0.049
1370,-0.059
1371,0.002
1372,0.068
1373,0.078
1374,0.066
1375,-0.017
1376,0.078
1377,0.176
1378,0.093
1379,0.059
1380,0.122
1381,0.195
1382,0.222
1383,0.088
1384,0.027
1385,-0.127
1386,-0.139
1387,0.11
1388,0.107
1389,-0.173
1390,-0.254
1391,0.017
1392,0.181
1393,0.007
1394,-0.281
1395,-0.105
1396,0.12
1397,0.112
1398,-0.027
1399,-0.059
1400,0.222
1401,0.347
1402,0.103
1403,-0.139
1404,-0.029
1405,0.144
1406,0.061
1407,-0.203
1408,-0.229
1409,-0.032
1410,0.085
1411,-0.017
1412,-0.142
1413,-0.098
1414,0.073
1415,0.127
1416,0.01
1417,-0.09
1418,-0.081
1419,0.056
1420,0.193
1421,0.095
1422,0.017
1423,0.076
1424,0.144
1425,0.012
1426,-0.103
1427,-0.015
1428,0.02
1429,-0.083
1430,-0.161
1431,-0.107
1432,-0.056
1433,0.012
1434,0.061
1435,0.283
1436,0.173
1437,0.054
1438,0.088
1439,-0.01
1440,-0.022
1441,-0.061
1442,0.09
1443,0.249
1444,0.085
1445,-0.027
1446,-0.105
1447,-0.063
1448,-0.002
1449,-0.044
1450,-0.142
1451,-0.098
1452,-0.115
1453,-0.105
1454,-0.007
1455,0.034
1456,0.042
1457,0.02
1458,-0.002
1459,0.01
1460,0.02
1461,0.032
1462,0.088
1463,0.024
1464,0.073
1465,0.144
1466,0.146
1467,-0.022
1468,-0.095
1469,-0.032
1470,0.056
1471,-0.061
1472,-0.271
1473,-0.193
1474,0.115
1475,0.212
1476,-0.12
1477,-0.205
1478,0.032
1479,0.269
1480,0.11
1481,-0.093
1482,-0.002
1483,0.125
1484,0.168
1485,0.01
1486,0.002
1487,0.015
1488,-0.007
1489,-0.046
1490,-0.068
1491,-0.127
1492,-0.112
1493,-0.083
1494,-0.044
1495,-0.012
1496,0.059
1497,0.034
1498,0.042
1499,0.078
1500,0.093
1501,0.032
1502,0.037
1503,0.129
1504,0.105
1505,0.049
1506,0.093
1507,0.007
1508,0.078
1509,0.073
1510,-0.054
1511,-0.081
1512,-0.054
1513,-0.081
1514,-0.005
1515,-0.046
1516,-0.02
1517,0.01
1518,-0.027
1519,0.066
1520,0.12
1521,0.159
1522,0.073
1523,-0.039
1524,-0.034
1525,-0.015
1526,0.032
1527,0.015
1528,-0.029
1529,0.015
1530,0.017
1531,-0.056
1532,-0.115
1533,-0.081
1534,-0.078
1535,-0.115
1536,-0.042
1537,-0.02
1538,-0.039
1539,0.095
1540,0.056
1541,-0.044
1542,0.015
1543,0.129
1544,0.115
1545,-0.046
1546,-0.054
1547,0.066
1548,-0.046
1549,-0.127
1550,-0.095
1551,-0.059
1552,-0.024
1553,-0.09
1554,-0.09
1555,-0.063
1556,0.005
1557,0.01
1558,-0.22
1559,-0.278
1560,0.125
1561,0.288
1562,-0.054
1563,-0.234
1564,-0.01
1565,0.186
1566,-0.002
1567,-0.19
1568,-0.144
1569,-0.1
1570,0.029
1571,0.051
1572,-0.012
1573,-0.098
1574,-0.132
1575,0.037
1576,-0.129
1577,-0.076
1578,0.12
1579,-0.02
1580,-0.051
1581,-0.061
1582,0.049
1583,0.063
1584,-0.02
1585,-0.034
1586,0.039
1587,0.049
1588,-0.029
1589,-0.046
1590,0.007
1591,-0.002
1592,-0.129
1593,-0.081
1594,-0.037
1595,0.056
1596,-0.005
1597,-0.115
1598,-0.09
1599,0.051
1600,0.088
1601,-0.01
1602,-0.046
1603,0.039
1604,0.046
1605,0.049
1606,0.046
1607,-0.137
1608,-0.049
1609,-0.015
1610,0.046
1611,-0.029
1612,-0.198
1613,-0.083
1614,0.144
1615,0.081
1616,-0.09
1617,-0.21
1618,0.0
1619,0.166
1620,0.024
1621,-0.039
1622,-0.024
1623,0.171
1624,0.2
1625,0.005
1626,-0.083
1627,-0.095
1628,-0.061
1629,-0.115
1630,-0.122
1631,-0.073
1632,0.005
1633,-0.02
1634,-0.083
1635,-0.156
1636,-0.061
1637,0.044
1638,-0.012
1639,-0.1
1640,-0.046
1641,0.103
1642,0.107
1643,0.032
1644,-0.239
1645,-0.349
1646,-0.042
1647,0.471
1648,0.276
1649,-0.361
1650,-0.393
1651,-0.02
1652,0.034
1653,-0.166
1654,-0.193
1655,-0.061
1656,0.039
1657,-0.017
1658,-0.212
1659,-0.073
1660,0.161
1661,0.171
1662,-0.027
1663,-0.129
1664,-0.024
1665,0.056
1666,0.027
1667,-0.054
1668,-0.105
1669,0.002
1670,0.085
1671,0.022
1672,-0.056
1673,-0.073
1674,0.037
1675,0.098
1676,0.027
1677,-0.061
1678,-0.166
1679,-0.103
1680,-0.081
1681,0.002
1682,0.073
1683,0.002
1684,0.0
1685,0.056
1686,0.056
1687,0.215
1688,0.161
1689,0.071
1690,-0.093
1691,-0.103
1692,-0.012
1693,-0.042
1694,-0.002
1695,-0.032
1696,-0.093
1697,-0.056
1698,-0.015
1699,0.024
1700,-0.02
1701,-0.051
1702,0.02
1703,0.046
1704,-0.015
1705,0.005
1706,-0.002
1707,0.059
1708,0.063
1709,-0.068
1710,-0.037
1711,0.037
1712,-0.029
1713,-0.159
1714,-0.068
1715,-0.012
1716,-0.068
1717,-0.103
1718,-0.103
1719,0.017
1720,0.039
1721,0.044
1722,-0.005
1723,-0.007
