,0.029
0,-0.022
1,-0.046
2,-0.017
3,0.105
4,0.1
5,0.005
6,-0.071
7,-0.032
8,0.068
9,0.159
10,0.085
11,0.085
12,0.039
13,0.056
14,0.061
15,0.081
16,0.103
17,0.103
18,-0.005
19,-0.044
20,0.027
21,0.015
22,0.005
23,-0.002
24,-0.071
25,-0.039
26,0.032
27,0.034
28,0.034
29,0.02
30,0.015
31,0.037
32,-0.034
33,-0.088
34,0.002
35,0.002
36,0.037
37,0.083
38,0.007
39,0.063
40,0.042
41,-0.02
42,-0.056
43,-0.044
44,0.002
45,0.005
46,0.024
47,-0.02
48,0.039
49,0.122
50,0.146
51,0.081
52,-0.112
53,-0.032
54,0.098
55,0.129
56,-0.015
57,-0.042
58,0.073
59,0.054
60,-0.115
61,-0.112
62,0.002
63,0.059
64,-0.088
65,-0.178
66,-0.11
67,0.098
68,0.081
69,-0.029
70,-0.034
71,0.076
72,0.122
73,0.078
74,0.017
75,0.022
76,-0.02
77,0.027
78,-0.051
79,-0.032
80,0.107
81,0.044
82,-0.044
83,-0.095
84,-0.056
85,0.024
86,-0.022
87,-0.042
88,-0.049
89,0.017
90,0.073
91,0.005
92,-0.01
93,0.063
94,0.029
95,0.066
96,0.01
97,-0.022
98,0.068
99,0.044
100,-0.076
101,-0.054
102,-0.029
103,-0.042
104,-0.029
105,-0.022
106,-0.083
107,-0.044
108,0.012
109,0.081
110,0.044
111,-0.02
112,0.037
113,0.027
114,0.11
115,0.044
116,-0.071
117,-0.029
118,0.032
119,0.022
120,-0.066
121,-0.061
122,-0.002
123,0.012
124,-0.12
125,-0.073
126,-0.049
127,-0.066
128,-0.085
129,-0.061
130,0.042
131,0.066
132,0.066
133,0.022
134,0.037
135,0.059
136,0.083
137,0.039
138,-0.029
139,-0.107
140,-0.09
141,0.046
142,0.181
143,0.049
144,-0.127
145,0.029
146,0.117
147,-0.01
148,-0.027
149,0.098
150,0.027
151,0.09
152,0.012
153,0.012
154,0.088
155,0.112
156,-0.042
157,-0.149
158,-0.059
159,0.154
160,0.085
161,-0.078
162,-0.186
163,-0.09
164,-0.01
165,-0.015
166,-0.078
167,-0.095
168,-0.029
169,0.042
170,0.027
171,-0.032
172,-0.115
173,-0.024
174,-0.005
175,-0.002
176,0.103
177,0.137
178,0.056
179,-0.059
180,-0.11
181,-0.129
182,-0.039
183,0.024
184,-0.09
185,-0.137
186,-0.1
187,-0.024
188,0.032
189,0.02
190,0.012
191,0.027
192,0.027
193,0.059
194,0.049
195,-0.027
196,0.007
197,0.056
198,0.022
199,0.088
200,0.059
201,-0.049
202,-0.09
203,-0.068
204,-0.005
205,-0.017
206,-0.032
207,-0.066
208,-0.081
209,0.054
210,0.027
211,0.022
212,0.015
213,0.007
214,-0.103
215,-0.029
216,0.037
217,0.125
218,0.007
219,-0.017
220,-0.042
221,-0.083
222,-0.007
223,-0.005
224,-0.022
225,-0.051
226,-0.107
227,-0.085
228,0.032
229,0.117
230,-0.015
231,-0.217
232,-0.051
233,0.073
234,0.046
235,-0.012
236,-0.027
237,0.046
238,0.081
239,0.007
240,-0.042
241,-0.044
242,-0.037
243,-0.046
244,-0.098
245,-0.005
246,0.054
247,-0.01
248,-0.083
249,-0.078
250,0.034
251,0.068
252,0.017
253,-0.039
254,0.103
255,0.071
256,-0.027
257,-0.061
258,-0.005
259,0.029
260,-0.034
261,-0.027
262,0.0
263,-0.012
264,0.0
265,0.005
266,-0.032
267,-0.11
268,-0.066
269,0.068
270,0.12
271,0.081
272,0.042
273,0.051
274,0.063
275,0.166
276,0.1
277,-0.049
278,-0.032
279,0.098
280,-0.005
281,-0.125
282,-0.024
283,-0.005
284,-0.034
285,0.024
286,0.078
287,-0.032
288,-0.066
289,0.027
290,-0.017
291,0.0
292,-0.056
293,-0.037
294,0.088
295,0.051
296,0.012
297,-0.071
298,-0.01
299,0.037
300,-0.039
301,-0.071
302,0.01
303,0.142
304,0.049
305,-0.103
306,-0.088
307,0.01
308,0.095
309,0.024
310,-0.076
311,-0.054
312,0.095
313,0.032
314,0.042
315,0.078
316,0.127
317,0.051
318,0.078
319,0.149
320,0.056
321,-0.005
322,0.027
323,-0.022
324,-0.085
325,-0.176
326,-0.264
327,-0.073
328,0.071
329,0.095
330,-0.002
331,-0.076
332,-0.039
333,0.068
334,0.056
335,-0.034
336,-0.007
337,0.051
338,0.061
339,0.005
340,-0.017
341,0.042
342,0.042
343,-0.005
344,-0.098
345,-0.076
346,0.056
347,0.002
348,-0.061
349,-0.085
350,0.007
351,0.039
352,-0.002
353,-0.049
354,0.007
355,0.066
356,0.09
357,0.093
358,0.012
359,-0.015
360,0.068
361,0.09
362,-0.002
363,-0.068
364,-0.015
365,0.02
366,-0.007
367,-0.129
368,-0.107
369,0.017
370,0.073
371,0.022
372,-0.061
373,0.02
374,0.12
375,0.012
376,-0.049
377,0.01
378,0.12
379,0.078
380,-0.078
381,-0.015
382,0.061
383,0.032
384,-0.056
385,-0.029
386,-0.044
387,-0.083
388,-0.061
389,0.01
390,0.015
391,0.027
392,0.027
393,0.037
394,0.095
395,0.029
396,0.032
397,0.032
398,0.015
399,-0.015
400,-0.063
401,-0.012
402,0.044
403,0.095
404,-0.015
405,-0.205
406,-0.088
407,0.11
408,0.037
409,-0.134
410,-0.159
411,-0.022
412,0.059
413,-0.032
414,-0.115
415,0.154
416,0.132
417,-0.042
418,-0.037
419,0.005
420,0.151
421,0.071
422,-0.024
423,-0.083
424,-0.107
425,-0.005
426,-0.034
427,-0.034
428,-0.049
429,-0.054
430,-0.012
431,-0.037
432,-0.071
433,0.015
