,-0.054
0,0.002
1,0.09
2,0.129
3,0.093
4,-0.015
5,-0.034
6,0.076
7,0.178
8,0.076
9,-0.107
10,-0.02
11,0.164
12,0.071
13,-0.015
14,-0.09
15,0.034
16,-0.103
17,-0.146
18,0.061
19,0.051
20,0.063
21,0.042
22,0.056
23,-0.015
24,-0.01
25,0.115
26,0.112
27,-0.1
28,0.09
29,0.1
30,0.032
31,-0.007
32,-0.12
33,-0.103
34,0.024
35,0.029
36,-0.007
37,-0.002
38,-0.051
39,0.022
40,0.042
41,0.049
42,0.034
43,0.015
44,0.042
45,-0.005
46,0.02
47,0.044
48,-0.01
49,-0.208
50,-0.071
51,0.007
52,-0.022
53,-0.095
54,-0.029
55,0.083
56,-0.044
57,-0.037
58,-0.073
59,0.0
60,0.029
61,-0.002
62,-0.034
63,-0.01
64,0.012
65,0.022
66,0.039
67,0.227
68,0.139
69,-0.002
70,-0.142
71,-0.042
72,-0.103
73,-0.164
74,0.129
75,0.173
76,0.042
77,-0.095
78,-0.059
79,-0.056
80,-0.01
81,0.022
82,0.073
83,0.024
84,0.098
85,0.078
86,-0.049
87,-0.083
88,-0.056
89,0.037
90,0.125
91,-0.017
92,-0.098
93,0.073
94,-0.015
95,-0.146
96,-0.095
97,0.015
98,0.022
99,-0.01
100,-0.015
101,-0.002
102,0.037
103,0.039
104,0.022
105,0.032
106,0.037
107,0.217
108,0.195
109,-0.129
110,-0.093
111,0.117
112,0.122
113,-0.146
114,-0.212
115,-0.09
116,-0.056
117,0.024
118,-0.044
119,-0.117
120,-0.071
121,0.039
122,0.0
123,-0.007
124,0.005
125,0.129
126,0.002
127,0.042
128,0.012
129,0.093
130,0.178
131,0.037
132,-0.088
133,-0.061
134,0.132
135,0.098
136,-0.012
137,-0.071
138,0.112
139,0.139
140,0.024
141,-0.1
142,0.012
143,0.024
144,0.088
145,-0.007
146,-0.049
147,0.024
148,0.017
149,-0.083
150,0.042
151,0.154
152,-0.056
153,-0.164
154,-0.098
155,0.012
156,-0.01
157,-0.081
158,-0.059
159,-0.127
160,-0.051
161,0.061
162,0.017
163,0.002
164,-0.034
165,0.054
166,-0.015
167,-0.164
168,-0.081
169,0.054
170,0.11
171,0.007
172,-0.063
173,-0.088
174,0.002
175,0.022
176,-0.029
177,-0.071
178,-0.146
179,0.051
180,0.078
181,0.059
182,0.039
183,0.083
184,0.127
185,0.137
186,0.103
187,-0.034
188,-0.093
189,-0.01
190,0.076
191,0.034
192,-0.068
193,-0.176
194,-0.105
195,0.032
196,0.09
197,-0.115
198,-0.144
199,-0.117
200,0.125
201,0.078
202,0.112
203,0.073
204,-0.029
205,-0.071
206,-0.127
207,-0.017
208,-0.002
209,0.01
210,0.098
