,0.085
0,-0.056
1,-0.149
2,-0.088
3,-0.007
4,-0.088
5,-0.139
6,-0.107
7,-0.073
8,-0.068
9,-0.034
10,-0.029
11,-0.054
12,-0.015
13,-0.002
14,-0.056
15,-0.005
16,0.076
17,0.076
18,0.115
19,0.09
20,0.049
21,-0.017
22,-0.076
23,-0.088
24,-0.061
25,-0.029
26,-0.051
27,-0.125
28,-0.054
29,-0.034
30,0.183
31,0.029
32,-0.044
33,0.0
34,-0.049
35,0.024
36,0.046
37,0.029
38,0.039
39,0.032
40,0.115
41,0.054
42,-0.044
43,0.012
44,-0.024
45,-0.002
46,-0.081
47,-0.251
48,-0.215
49,0.007
50,0.188
51,0.017
52,-0.193
53,0.012
54,0.278
55,0.188
56,-0.042
57,-0.186
58,-0.027
59,0.098
60,-0.022
61,-0.115
62,0.007
63,0.139
64,-0.005
65,-0.244
66,-0.173
67,-0.005
68,-0.037
69,-0.178
70,-0.137
71,-0.056
72,-0.01
73,0.076
74,0.012
75,-0.005
76,0.076
77,0.044
78,-0.037
79,-0.071
80,-0.024
81,0.024
82,0.029
83,-0.046
84,0.01
85,-0.015
86,0.012
87,-0.039
88,-0.115
89,-0.051
90,0.0
91,-0.039
92,-0.051
93,-0.005
94,0.027
95,0.078
96,0.071
97,0.049
98,0.02
99,0.083
100,0.071
101,-0.093
102,-0.1
103,-0.029
104,0.024
105,-0.002
106,-0.112
107,-0.11
108,-0.068
109,-0.051
110,-0.034
111,-0.054
112,-0.063
113,0.005
114,0.088
115,0.1
116,0.037
117,0.032
118,0.056
119,0.1
120,0.01
121,-0.037
122,-0.181
123,-0.051
124,-0.005
125,-0.017
126,0.063
127,0.002
128,-0.085
129,-0.078
130,-0.044
131,0.071
132,-0.02
133,-0.068
134,-0.144
135,-0.12
136,0.098
137,0.186
138,0.059
139,-0.198
140,-0.122
141,0.186
142,0.171
143,-0.2
144,-0.298
145,-0.088
146,0.068
147,-0.127
148,-0.225
149,-0.049
150,0.154
151,0.085
152,-0.127
153,-0.188
154,-0.015
155,0.115
156,0.02
157,-0.09
158,0.002
159,0.042
160,0.068
161,0.034
162,-0.056
163,-0.024
164,0.095
165,0.105
166,0.039
167,-0.078
168,-0.125
169,-0.095
170,-0.085
171,-0.063
172,-0.09
173,-0.034
174,0.049
175,0.022
176,-0.01
177,0.005
178,0.049
179,0.073
180,-0.032
181,0.044
182,0.12
183,0.115
184,0.007
185,-0.149
186,-0.098
187,-0.01
188,-0.012
189,-0.051
190,-0.134
191,-0.073
192,0.054
193,0.059
194,-0.007
195,0.0
196,0.007
197,-0.007
198,0.01
199,0.051
200,0.134
201,0.081
202,0.037
203,-0.027
204,-0.017
205,0.051
206,0.005
207,-0.049
208,-0.098
