,-0.024
0,0.037
1,0.171
2,0.034
3,-0.107
4,0.042
5,0.115
6,-0.005
7,-0.154
8,-0.186
9,-0.042
10,0.037
11,0.049
12,-0.083
13,-0.071
14,0.061
15,0.042
16,-0.012
17,0.059
18,0.085
19,0.0
20,0.071
21,0.095
22,0.029
23,-0.034
24,0.054
25,0.093
26,-0.073
27,-0.249
28,-0.149
29,-0.068
30,-0.093
31,-0.049
32,-0.042
33,-0.012
34,-0.02
35,-0.005
36,0.051
37,0.122
38,0.142
39,0.073
40,-0.01
41,0.029
42,0.042
43,0.042
44,0.034
45,-0.042
46,-0.046
47,0.02
48,-0.042
49,-0.115
50,-0.085
51,-0.117
52,-0.037
53,-0.044
54,-0.146
55,-0.061
56,-0.007
57,0.005
58,-0.007
59,0.059
60,-0.017
61,0.09
62,0.037
63,-0.112
64,-0.115
65,0.278
66,0.168
67,0.061
68,-0.222
69,-0.132
70,0.105
71,0.049
72,0.005
73,-0.042
74,-0.054
75,0.164
76,0.085
77,-0.017
78,0.093
79,0.181
80,0.061
81,-0.034
82,0.051
83,0.146
84,0.024
85,-0.056
86,0.042
87,0.061
88,-0.022
89,-0.083
90,-0.205
91,-0.015
92,-0.01
93,-0.112
94,-0.103
95,0.054
96,0.095
97,0.09
98,0.034
99,-0.015
100,0.168
101,0.085
102,0.071
103,0.046
104,-0.056
105,-0.105
106,-0.061
107,-0.024
108,-0.137
109,-0.151
110,-0.085
111,-0.027
112,-0.01
113,0.037
114,-0.032
115,-0.017
116,0.037
117,0.112
118,0.107
119,0.056
120,0.122
121,0.088
122,-0.066
123,-0.068
124,0.046
125,0.115
126,-0.029
127,-0.19
128,-0.129
129,0.029
130,0.007
131,-0.2
132,-0.215
133,-0.11
134,0.061
135,0.085
136,-0.029
137,-0.081
138,-0.027
139,0.005
140,-0.049
141,-0.051
142,-0.061
143,0.088
144,0.129
145,-0.073
146,-0.149
147,0.059
148,0.164
149,0.024
150,-0.215
151,-0.234
152,-0.012
153,0.181
154,0.032
155,-0.112
156,-0.083
157,0.034
158,0.144
159,0.071
160,0.002
161,0.032
162,0.132
163,0.01
164,0.002
165,0.095
166,0.083
167,-0.002
168,-0.137
169,-0.11
170,-0.012
171,0.049
172,-0.056
173,-0.117
174,-0.142
175,-0.066
176,-0.039
177,0.024
178,0.061
179,0.073
180,0.029
181,-0.022
182,0.066
183,0.132
184,0.117
185,0.029
186,0.005
187,-0.076
188,-0.09
189,-0.063
190,0.056
191,0.01
192,-0.051
193,-0.024
194,0.029
195,0.015
196,-0.044
197,-0.071
198,-0.037
199,0.037
200,0.005
201,-0.012
202,0.127
203,0.164
204,0.107
205,-0.081
206,-0.229
207,-0.134
208,-0.002
209,0.01
210,-0.039
211,-0.063
212,-0.105
213,0.02
214,0.049
215,-0.103
216,-0.051
217,0.078
218,0.1
219,0.015
220,-0.024
221,0.002
222,0.115
223,-0.002
224,-0.085
225,0.054
226,0.081
227,0.066
228,-0.164
229,-0.125
230,0.005
231,0.088
232,-0.027
233,-0.007
234,0.024
235,0.029
236,0.027
237,-0.024
238,-0.107
239,0.073
240,0.215
241,0.076
242,-0.098
243,-0.029
244,0.125
245,0.085
246,0.029
247,-0.015
248,0.015
249,-0.02
250,-0.093
251,-0.083
252,0.022
253,0.093
254,0.015
255,-0.039
256,-0.017
257,0.056
258,0.054
259,0.005
260,0.042
261,0.015
262,0.024
263,0.044
264,0.027
265,0.012
266,-0.051
267,-0.042
268,0.042
269,0.078
270,-0.151
271,-0.156
272,-0.039
273,-0.02
274,0.051
275,0.005
276,-0.002
277,0.012
278,0.015
279,0.037
280,0.029
281,-0.034
282,0.071
283,0.107
284,0.076
285,0.02
286,-0.01
287,0.02
288,-0.01
289,-0.073
290,0.029
291,0.042
292,-0.105
293,-0.063
294,0.017
295,0.044
296,0.098
297,0.034
298,-0.002
299,-0.073
300,0.012
301,0.134
302,0.088
303,-0.095
304,-0.132
305,0.049
306,0.186
307,0.071
308,0.005
309,-0.083
310,-0.068
311,-0.059
312,0.054
313,0.107
314,-0.09
315,-0.054
316,-0.027
317,-0.029
318,-0.044
319,-0.034
320,-0.012
321,0.061
322,0.107
323,0.078
324,-0.046
325,-0.059
326,0.076
327,0.088
328,0.056
329,-0.037
330,0.007
331,0.046
332,-0.012
333,-0.042
334,0.037
335,0.093
336,0.088
337,-0.066
338,-0.083
339,0.051
340,0.217
341,0.032
342,-0.122
343,0.007
344,-0.015
345,0.032
346,0.188
347,0.198
348,-0.071
349,-0.168
350,-0.027
351,0.103
352,0.081
353,-0.095
354,-0.107
355,-0.049
356,0.032
357,-0.039
358,-0.059
359,0.007
360,0.027
361,-0.02
362,0.02
363,-0.017
364,0.044
365,0.078
366,-0.032
367,-0.054
368,0.029
369,0.027
370,0.017
371,-0.032
372,-0.051
373,-0.037
374,-0.051
375,-0.059
376,-0.061
377,-0.042
378,-0.042
379,0.039
380,0.032
381,0.007
382,0.083
383,0.083
384,-0.032
385,-0.186
386,-0.1
387,-0.032
388,-0.051
389,-0.01
390,0.024
391,-0.012
392,-0.034
393,-0.093
394,-0.039
395,-0.034
396,-0.029
397,0.024
398,-0.017
399,-0.032
400,-0.056
401,0.056
402,0.159
403,0.081
404,-0.012
405,0.032
406,0.037
407,0.005
408,0.046
409,0.042
410,-0.002
411,-0.071
412,-0.049
413,0.0
414,0.068
415,0.005
416,-0.095
417,-0.01
418,0.098
419,0.083
420,-0.027
421,-0.137
422,0.166
423,0.105
424,0.105
425,0.063
426,0.005
427,0.029
428,-0.037
429,-0.051
430,0.059
431,0.078
432,-0.083
433,-0.227
434,-0.208
435,0.098
436,0.227
437,0.042
438,-0.12
439,-0.034
440,0.066
441,0.017
442,-0.022
443,0.02
444,0.085
445,0.073
446,0.144
447,0.098
448,0.02
449,0.029
450,-0.007
451,-0.1
452,-0.085
453,-0.017
454,0.017
455,-0.054
456,-0.015
457,-0.005
458,0.012
459,0.129
460,0.02
461,-0.042
462,-0.063
463,0.134
464,0.181
465,0.098
466,-0.056
467,-0.061
468,0.046
469,0.117
470,0.1
471,-0.051
472,-0.081
473,-0.2
474,-0.044
475,0.068
476,0.056
477,-0.088
478,-0.188
479,-0.071
480,0.078
481,0.112
482,-0.024
483,-0.056
484,0.068
485,0.063
486,0.0
487,0.015
488,0.049
489,0.032
490,0.012
491,-0.022
492,-0.085
493,0.239
494,0.178
495,-0.049
496,-0.117
497,-0.098
498,-0.081
499,-0.132
500,0.046
501,0.112
502,-0.029
503,-0.085
504,0.027
505,0.129
506,0.142
507,0.085
508,0.032
509,0.002
510,0.007
511,-0.029
512,-0.024
513,0.027
514,-0.005
515,-0.081
516,-0.115
517,-0.027
518,-0.071
519,-0.068
520,0.017
521,-0.02
522,0.005
523,0.11
524,-0.007
525,-0.088
526,-0.002
527,0.073
528,0.01
529,0.046
530,0.105
531,-0.056
532,-0.171
533,-0.061
534,0.051
535,0.012
536,-0.049
537,-0.129
538,0.005
539,0.037
540,-0.093
541,-0.107
542,0.061
543,0.137
544,0.049
545,0.015
546,0.093
547,0.071
548,0.061
549,0.098
550,0.032
551,-0.022
552,-0.007
553,-0.049
554,-0.056
555,0.029
556,0.027
557,-0.054
558,-0.09
559,-0.039
560,0.022
561,0.024
562,0.007
563,-0.09
564,-0.059
565,0.02
566,0.088
567,0.251
568,0.107
569,-0.002
570,0.103
571,0.049
572,-0.068
573,-0.154
574,-0.12
575,-0.056
576,-0.083
577,-0.012
578,0.063
579,0.027
580,0.039
581,0.024
582,-0.12
583,0.044
584,0.134
585,-0.054
586,-0.11
587,0.068
588,0.229
589,0.151
590,-0.02
591,0.02
592,0.142
593,0.085
594,-0.017
595,-0.166
596,-0.073
597,-0.015
598,-0.029
599,-0.044
600,-0.027
601,0.049
602,0.049
603,-0.039
604,-0.107
605,0.015
606,0.027
607,0.059
608,-0.012
609,0.132
610,0.093
611,0.115
612,0.037
613,0.044
614,-0.012
615,-0.044
616,-0.071
617,-0.132
618,-0.068
619,-0.083
620,-0.076
621,-0.032
622,0.024
623,0.002
624,0.1
625,0.088
626,0.027
627,0.01
628,0.081
629,0.0
630,-0.015
631,0.11
632,0.139
633,0.083
634,-0.073
635,-0.024
636,0.046
637,-0.022
638,-0.244
639,-0.259
640,-0.068
641,0.032
642,0.073
643,-0.024
644,-0.012
645,0.039
646,0.059
647,-0.039
648,-0.034
649,-0.012
650,0.01
651,-0.09
652,-0.029
653,0.071
654,0.029
655,0.002
656,-0.09
657,-0.117
658,-0.142
659,-0.134
660,-0.105
661,-0.183
662,-0.181
663,-0.027
664,-0.046
665,0.015
666,0.088
667,0.183
668,0.107
669,0.042
670,0.024
