,0.022.1
0,0.156
1,0.039
2,-0.09
3,-0.044
4,-0.002
5,-0.085
6,-0.037
7,0.007
8,0.046
9,-0.125
10,0.132
11,0.088
12,-0.007
13,-0.032
14,-0.049
15,-0.083
16,0.242
17,0.183
18,0.112
19,0.056
20,0.024
21,0.022
22,-0.017
23,0.02
24,0.0
25,0.107
26,-0.017
27,-0.042
28,0.01
29,-0.051
30,-0.056
31,-0.117
32,-0.081
33,-0.105
34,-0.017
35,0.056
36,-0.02
37,-0.066
38,-0.093
39,-0.066
40,-0.068
41,-0.002
42,-0.051
43,0.0
44,-0.105
45,-0.168
46,-0.071
47,-0.081
48,-0.176
49,-0.161
50,-0.088
51,-0.098
52,-0.144
53,-0.056
54,-0.005
55,-0.042
56,0.022
57,0.046
58,-0.115
59,0.029
60,0.063
61,0.066
62,0.054
63,0.007
64,-0.085
65,-0.046
66,-0.012
67,-0.015
68,-0.015
69,-0.059
70,-0.024
71,-0.103
72,-0.049
73,-0.088
74,-0.029
75,-0.034
76,-0.076
77,0.029
78,-0.002
79,-0.095
80,-0.017
81,0.149
82,-0.051
83,0.005
84,0.156
85,0.105
86,0.044
87,0.066
88,0.139
89,0.042
90,-0.032
91,-0.12
92,-0.085
93,0.046
94,-0.044
95,0.002
96,0.032
97,-0.149
98,-0.168
99,0.083
100,0.051
101,-0.032
102,0.049
103,0.09
104,-0.015
105,-0.044
106,0.083
107,0.12
108,-0.015
109,-0.117
110,0.049
111,0.073
112,-0.2
113,-0.044
114,0.02
115,-0.161
116,-0.198
117,0.039
118,0.081
119,-0.007
120,-0.063
121,-0.046
122,0.042
123,0.085
124,-0.02
125,0.066
126,0.139
127,-0.027
128,0.098
129,0.066
130,0.105
131,-0.054
132,0.012
133,0.115
134,-0.049
135,-0.154
136,0.015
137,0.066
138,-0.046
139,-0.203
140,-0.066
141,0.024
142,-0.222
143,-0.02
144,0.105
145,0.015
146,0.129
147,-0.029
148,0.098
149,-0.046
150,-0.071
151,0.037
152,0.01
153,-0.081
154,-0.01
155,0.022
156,0.032
157,0.044
158,-0.054
159,0.095
160,-0.095
161,-0.115
162,0.029
163,-0.061
164,0.032
165,-0.015
166,-0.015
167,0.242
168,0.044
169,-0.093
170,0.071
171,0.056
172,0.112
173,0.024
174,0.005
175,0.02
176,-0.02
177,0.049
178,-0.005
179,0.02
180,-0.007
181,0.125
182,0.161
183,0.063
184,0.066
185,0.142
186,0.085
187,0.059
188,-0.007
189,0.066
190,0.149
191,0.11
192,0.073
193,0.149
194,0.059
195,0.122
196,0.051
197,0.039
198,-0.027
199,-0.017
200,0.081
201,0.056
202,-0.022
203,-0.068
204,-0.115
205,-0.042
206,-0.083
207,-0.105
208,0.012
209,-0.11
210,0.022
211,0.02
212,-0.083
213,-0.078
214,0.017
215,0.01
216,0.024
217,0.022
218,0.034
219,0.049
220,0.005
221,0.015
222,0.112
223,0.02
224,-0.049
225,-0.051
226,0.027
227,-0.037
228,-0.022
229,0.007
230,-0.061
231,-0.054
232,-0.042
233,-0.132
234,-0.061
235,0.039
236,0.046
237,0.015
238,-0.024
239,0.117
240,0.037
241,0.081
242,0.063
243,0.085
244,0.134
245,0.046
246,-0.027
247,0.024
248,0.034
249,0.078
250,0.061
251,-0.027
252,-0.034
253,0.012
254,0.042
255,0.044
256,-0.063
257,0.059
258,0.059
259,0.042
260,0.051
261,0.044
262,0.022
263,0.068
264,-0.01
265,-0.034
266,0.112
267,0.02
268,0.046
269,0.093
270,0.039
271,-0.029
272,-0.01
273,0.02
274,-0.085
275,-0.098
276,-0.005
277,-0.02
278,0.027
279,0.029
280,0.042
281,0.042
282,0.1
283,0.046
284,0.09
285,-0.029
286,-0.039
287,0.056
288,-0.024
289,-0.022
290,-0.046
291,0.005
292,-0.01
293,-0.024
294,-0.012
295,-0.002
296,0.01
297,0.095
298,0.01
299,-0.049
300,-0.007
301,0.027
302,0.037
303,0.015
304,0.032
305,0.085
306,0.037
307,0.034
308,0.156
309,0.083
310,-0.029
311,0.027
312,0.049
313,0.063
314,-0.029
315,0.042
316,-0.012
317,0.017
318,-0.01
319,0.0
320,0.007
321,-0.046
322,0.029
323,0.032
324,0.022
325,-0.044
326,-0.046
327,0.039
328,-0.049
329,-0.161
330,0.012
331,-0.181
332,-0.193
333,-0.1
334,-0.039
335,0.071
336,-0.049
337,0.093
338,0.2
339,-0.015
340,0.007
341,0.115
342,0.188
343,0.078
344,0.037
345,-0.017
346,0.054
347,-0.012
348,-0.042
349,-0.02
350,0.039
351,0.063
352,-0.034
353,0.0
354,0.022
355,-0.105
356,0.012
357,0.127
358,-0.024
359,-0.061
360,-0.051
361,-0.002
362,-0.024
363,0.039
364,0.056
365,-0.054
366,0.027
367,-0.01
368,-0.015
369,-0.046
370,-0.042
371,-0.034
372,-0.039
373,-0.029
374,-0.195
375,-0.107
376,-0.159
377,-0.029
378,-0.017
379,-0.088
380,0.078
381,0.049
382,-0.012
383,0.12
384,0.071
385,-0.02
386,0.029
387,-0.024
388,0.034
389,-0.056
390,-0.051
391,-0.054
392,-0.005
393,-0.081
394,-0.081
395,-0.015
396,-0.046
397,-0.024
398,-0.037
399,-0.093
400,-0.044
401,-0.042
402,-0.059
403,-0.186
404,-0.056
405,-0.012
406,-0.12
407,-0.078
408,-0.112
409,-0.078
410,-0.046
411,-0.103
412,-0.059
413,-0.044
414,-0.039
415,-0.085
416,-0.164
417,-0.046
418,-0.09
419,0.042
420,0.029
421,-0.042
422,0.049
423,-0.01
424,0.046
425,0.01
426,-0.007
427,0.073
428,0.022
429,-0.051
430,-0.063
431,-0.046
432,-0.015
433,-0.017
434,-0.017
435,-0.073
436,-0.129
437,-0.017
438,0.046
439,-0.044
440,0.051
441,0.051
442,0.059
443,0.039
444,0.012
445,0.09
446,0.117
447,0.017
448,0.015
449,0.068
450,-0.068
451,-0.024
452,-0.037
453,-0.054
454,0.0
455,-0.085
456,-0.024
457,-0.022
458,-0.029
459,0.046
460,-0.051
461,-0.002
462,0.032
463,0.081
464,0.039
465,-0.073
466,0.063
467,0.039
468,-0.002
469,0.122
470,-0.017
471,-0.103
472,-0.024
473,-0.046
474,-0.083
475,-0.178
476,-0.081
477,-0.01
478,-0.054
479,-0.02
480,-0.015
481,-0.1
482,-0.046
483,-0.049
484,-0.032
485,-0.042
486,-0.083
487,0.039
488,-0.02
489,-0.09
490,-0.09
491,0.01
492,0.029
493,-0.056
494,-0.132
495,-0.024
496,0.002
497,-0.122
498,-0.117
499,-0.061
500,-0.024
501,0.046
502,-0.073
503,0.012
504,0.078
505,0.044
506,-0.01
507,-0.034
508,0.0
509,0.024
510,-0.081
511,-0.071
512,-0.095
513,-0.088
514,-0.032
515,0.063
516,-0.049
517,-0.063
518,-0.037
519,0.103
520,0.046
521,0.015
522,0.125
523,0.107
524,0.024
525,0.049
526,0.085
527,-0.012
528,0.061
529,-0.01
530,0.024
531,0.034
532,-0.115
533,-0.068
534,-0.081
535,-0.103
536,0.046
537,0.034
538,-0.144
539,-0.12
540,0.056
541,0.032
542,-0.11
543,0.056
544,0.122
545,-0.046
546,0.012
547,0.098
548,0.093
549,0.09
550,0.046
551,0.088
552,-0.056
553,0.134
554,0.09
555,0.02
556,-0.078
557,-0.046
558,0.029
559,0.046
560,0.0
561,-0.09
562,0.09
563,0.073
564,-0.044
565,0.017
566,0.02
567,0.015
568,-0.076
569,0.0
570,-0.02
571,-0.081
572,-0.044
573,-0.044
574,-0.081
575,-0.073
576,-0.01
577,-0.024
578,-0.063
579,-0.032
580,-0.112
581,-0.095
582,-0.022
583,-0.007
584,-0.029
585,0.01
586,0.066
587,0.12
588,0.112
589,0.01
590,0.039
591,0.076
592,0.059
593,0.063
594,0.022
595,0.012
596,0.125
597,-0.054
598,-0.054
599,0.037
600,0.037
601,0.037
602,-0.044
603,0.0
604,-0.034
605,0.029
606,-0.022
607,-0.049
608,-0.007
609,0.046
610,0.027
611,0.044
612,0.015
613,0.024
614,0.037
615,-0.017
616,-0.044
617,-0.059
618,0.076
619,0.002
620,0.085
621,0.129
622,-0.027
623,0.125
624,0.1
625,0.146
626,0.127
627,0.059
628,0.042
629,0.071
630,-0.103
631,0.012
632,0.063
633,-0.054
634,-0.017
635,-0.044
636,-0.178
637,-0.127
638,-0.01
639,-0.066
640,0.02
641,-0.068
642,-0.09
643,0.042
644,-0.063
645,0.022
646,0.029
647,-0.044
648,0.034
649,-0.02
650,0.012
651,-0.017
652,0.081
653,0.085
654,-0.027
655,-0.076
656,-0.034
657,0.034
658,0.005
659,0.002
660,0.039
661,0.068
662,0.061
663,0.098
664,0.012
665,0.005
666,0.164
667,0.017
668,-0.015
669,0.061
670,0.063
671,0.044
672,0.054
673,0.007
674,-0.02
675,-0.139
676,-0.027
677,-0.017
678,-0.093
679,0.042
680,0.01
681,0.029
682,-0.049
683,0.012
684,0.132
685,0.029
686,0.015
687,0.115
688,0.073
689,-0.007
690,0.034
691,0.037
692,-0.005
693,-0.063
694,-0.005
695,-0.032
696,-0.063
697,-0.051
698,0.054
699,0.02
700,-0.076
701,0.034
702,0.027
703,-0.027
704,-0.088
705,-0.034
706,0.095
707,0.107
708,0.02
709,0.063
710,-0.022
711,-0.007
712,-0.027
713,-0.037
714,0.039
715,-0.007
716,-0.049
717,-0.039
718,-0.046
719,-0.01
720,-0.002
721,-0.017
722,-0.012
723,0.071
724,0.073
725,0.186
726,0.039
727,0.027
728,0.076
729,0.01
730,-0.039
731,-0.02
732,0.066
733,0.024
734,-0.005
735,-0.012
736,0.007
737,-0.093
738,-0.112
739,-0.132
740,-0.078
741,-0.034
742,0.051
743,-0.137
744,-0.159
745,-0.002
746,0.117
747,0.059
748,-0.046
749,0.029
750,0.098
751,0.117
752,0.02
753,-0.024
754,0.015
755,0.046
756,0.061
757,-0.098
758,-0.195
759,-0.012
760,0.027
761,0.059
762,-0.046
763,-0.159
764,-0.049
765,-0.093
766,-0.071
767,0.083
768,0.071
769,0.056
770,0.066
771,-0.032
772,0.027
773,0.071
774,-0.059
775,0.029
776,-0.115
777,-0.054
778,0.056
779,0.017
780,0.098
781,0.01
782,-0.173
783,0.159
784,0.1
785,0.037
786,-0.012
787,0.022
788,0.171
789,0.01
790,0.042
791,0.142
792,0.027
793,0.056
794,0.081
795,-0.032
796,0.037
797,-0.007
798,0.054
799,-0.039
800,-0.151
801,-0.012
802,-0.005
803,-0.12
804,-0.032
805,-0.054
806,0.115
807,0.107
808,-0.032
809,0.037
810,0.046
811,0.156
812,0.068
813,-0.049
814,-0.044
815,-0.046
816,0.083
817,0.01
818,-0.183
819,-0.078
820,0.002
821,-0.024
822,-0.088
823,-0.181
824,0.076
825,-0.015
826,-0.044
827,0.007
828,-0.015
829,0.022
830,0.015
831,0.005
832,-0.017
833,-0.093
834,-0.039
835,0.027
836,-0.024
837,-0.044
838,-0.017
839,-0.049
840,-0.012
841,0.037
842,0.066
843,-0.022
844,-0.037
845,0.117
846,0.122
847,0.024
848,-0.037
849,0.073
850,0.071
851,0.027
852,0.059
853,-0.034
854,0.093
855,0.027
856,-0.11
857,-0.017
858,-0.056
859,-0.01
860,0.017
861,0.012
862,0.012
863,0.012
864,0.024
865,0.059
866,-0.042
867,0.037
868,0.183
869,0.186
870,0.027
871,0.0
872,0.01
873,0.015
874,0.049
875,-0.01
876,-0.007
877,-0.081
878,-0.083
879,0.037
880,-0.039
881,-0.066
882,-0.017
883,-0.083
884,0.034
885,0.09
886,-0.01
887,-0.056
888,0.01
889,0.083
890,-0.076
891,0.012
892,0.205
893,-0.02
894,-0.081
895,0.071
896,-0.051
897,-0.007
898,0.034
899,-0.022
900,-0.068
901,0.024
902,0.127
903,-0.015
904,-0.127
905,0.042
906,-0.024
907,-0.071
908,-0.007
909,0.02
910,0.078
911,-0.071
912,0.054
