,0.063.1
0,0.039
1,0.017
2,-0.068
3,-0.02
4,0.044
5,0.056
6,0.012
7,-0.093
8,-0.073
9,0.042
10,0.112
11,0.037
12,-0.103
13,-0.061
14,0.088
15,-0.061
16,-0.083
17,0.049
18,0.015
19,0.02
20,0.012
21,0.049
22,0.012
23,0.093
24,0.063
25,-0.015
26,-0.088
27,-0.002
28,-0.11
29,-0.081
30,-0.132
31,-0.049
32,-0.024
33,-0.046
34,0.044
35,-0.056
36,-0.007
37,0.059
38,0.078
39,0.029
40,-0.034
41,0.015
42,0.105
43,0.083
44,0.0
45,-0.054
46,-0.1
47,-0.098
48,-0.044
49,0.002
50,-0.076
51,-0.034
52,-0.117
53,-0.005
54,0.107
55,0.083
56,0.078
57,-0.01
58,0.012
59,0.161
60,-0.005
61,0.059
62,0.115
63,0.093
64,-0.051
65,-0.115
66,-0.044
67,-0.037
68,-0.049
69,-0.063
70,-0.071
71,-0.034
72,-0.012
73,0.054
74,-0.107
75,-0.129
76,0.017
77,0.032
78,-0.01
79,-0.007
80,-0.049
81,-0.015
82,0.071
83,-0.017
84,-0.022
85,0.103
86,-0.032
87,0.063
88,0.044
89,-0.071
90,-0.032
91,0.037
92,0.042
93,-0.022
94,-0.171
95,-0.063
96,0.088
97,0.054
98,-0.085
99,0.02
100,0.112
101,0.017
102,-0.1
103,-0.103
104,-0.01
105,0.139
106,-0.051
107,0.015
108,-0.186
109,0.002
110,-0.037
111,-0.149
112,0.027
113,0.081
114,-0.007
115,0.01
116,0.081
117,0.098
118,-0.164
119,-0.095
120,0.049
121,-0.039
122,-0.193
123,0.015
124,-0.046
125,-0.083
126,-0.088
127,0.0
128,-0.044
129,-0.134
130,0.071
131,0.029
132,0.032
133,0.049
134,-0.032
135,0.024
136,0.127
137,-0.039
138,0.071
139,0.068
140,-0.01
141,0.054
142,-0.09
143,-0.088
144,-0.042
145,-0.037
146,-0.02
147,-0.149
148,-0.037
149,-0.107
150,-0.164
151,-0.085
152,-0.12
153,-0.037
154,0.063
155,-0.068
156,0.015
157,0.037
158,-0.002
159,0.068
160,-0.061
161,-0.046
162,0.083
163,-0.024
164,0.044
165,-0.061
166,-0.093
167,-0.081
168,-0.046
169,-0.144
170,-0.107
171,0.024
172,-0.027
173,-0.112
174,-0.117
175,-0.063
176,-0.061
177,0.032
178,0.015
179,0.046
180,-0.081
181,-0.098
182,0.029
183,-0.071
184,-0.061
185,-0.071
186,0.007
187,0.032
188,0.037
189,-0.098
190,0.022
191,-0.005
192,-0.095
193,-0.049
194,0.029
195,0.042
196,0.166
197,-0.059
198,-0.044
199,-0.012
200,-0.005
201,0.002
202,-0.12
203,-0.039
204,0.139
205,0.022
206,-0.093
207,0.056
208,0.051
209,-0.083
210,-0.12
211,-0.117
212,-0.002
213,-0.1
214,-0.1
215,-0.012
216,-0.034
217,-0.085
218,-0.007
219,0.098
220,0.115
221,0.081
222,0.002
223,-0.103
224,-0.005
225,-0.007
226,-0.029
227,0.044
228,-0.11
229,-0.085
230,0.029
231,0.071
232,0.02
233,-0.061
234,-0.034
235,-0.039
236,-0.081
237,-0.051
238,-0.027
239,-0.002
240,-0.015
241,0.017
242,-0.073
243,0.122
244,0.095
245,0.066
246,0.09
247,0.012
248,-0.034
249,-0.054
250,0.066
251,0.02
252,-0.02
253,-0.012
254,-0.02
255,-0.071
256,-0.02
257,-0.024
258,0.007
259,0.017
260,0.032
261,0.042
262,-0.11
263,0.137
264,0.012
265,0.02
266,0.085
267,0.02
268,0.002
269,0.085
270,0.066
271,0.112
272,-0.037
273,-0.012
274,0.09
275,0.027
276,-0.051
277,0.076
278,0.042
279,0.044
280,0.054
281,0.154
