,0.042
0,0.056
1,0.061
2,0.039
3,-0.054
4,0.024
5,0.0
6,0.049
7,0.085
8,0.076
9,0.007
10,0.005
11,0.142
12,0.12
13,0.032
14,0.012
15,0.051
16,0.132
17,-0.054
18,0.049
19,-0.044
20,0.046
21,0.093
22,-0.051
23,-0.166
24,-0.015
25,0.044
26,0.037
27,-0.063
28,-0.007
29,0.039
30,0.073
31,-0.012
32,-0.054
33,0.01
34,0.012
35,0.027
36,-0.012
37,-0.017
38,0.103
39,-0.002
40,0.061
41,-0.027
42,0.046
43,0.107
44,0.002
45,0.083
46,-0.078
47,-0.1
48,-0.002
49,0.046
50,-0.061
51,-0.164
52,-0.095
53,-0.032
54,0.051
55,-0.015
56,0.034
57,0.071
58,-0.012
59,-0.146
60,0.056
61,0.076
62,0.005
63,-0.127
64,-0.01
65,-0.068
66,-0.029
67,-0.024
68,-0.051
69,-0.12
70,-0.083
71,-0.012
72,0.027
73,0.068
74,-0.017
75,0.032
76,0.005
77,0.068
78,0.034
79,0.0
80,-0.01
81,-0.032
82,0.12
83,0.103
84,-0.049
85,0.044
86,0.01
87,-0.029
88,0.015
89,-0.017
90,-0.02
91,-0.02
92,0.073
93,0.059
94,0.02
95,0.066
96,0.122
97,0.032
98,-0.007
99,0.081
100,0.093
101,0.034
102,0.054
103,0.039
104,0.0
105,-0.012
106,0.029
107,-0.017
108,0.085
109,-0.076
110,0.022
111,0.063
112,-0.037
113,0.02
114,-0.005
115,-0.11
116,-0.071
117,-0.049
118,-0.078
119,-0.046
120,-0.015
121,-0.007
122,-0.017
123,-0.034
124,0.042
125,0.007
126,-0.015
127,-0.073
128,-0.112
129,-0.027
130,-0.024
131,-0.127
132,0.01
133,0.007
134,-0.01
135,0.005
136,0.012
137,-0.054
138,-0.059
139,-0.117
140,0.0
141,0.0
142,-0.037
143,-0.049
144,0.022
145,0.037
146,-0.09
147,-0.063
148,-0.029
149,-0.107
150,-0.005
151,-0.017
152,-0.142
153,-0.022
154,-0.134
155,-0.012
156,0.01
157,-0.046
158,-0.054
159,-0.071
160,-0.015
161,0.042
162,-0.046
163,-0.154
164,-0.022
165,0.0
166,0.02
167,-0.039
168,0.034
169,0.071
170,0.107
171,0.037
172,-0.107
173,0.034
174,0.237
175,0.066
176,-0.051
