,0.002.1
0,-0.015
1,0.059
2,-0.01
3,0.01
4,-0.09
5,-0.037
6,-0.005
7,-0.125
8,-0.032
9,0.076
10,0.051
11,0.054
12,-0.037
13,0.046
14,0.066
15,0.049
16,0.022
17,-0.002
18,0.017
19,0.037
20,-0.1
21,-0.01
22,0.066
23,0.144
24,0.01
25,-0.029
26,0.01
27,-0.007
28,-0.029
29,-0.022
30,0.007
31,0.042
32,0.032
33,-0.059
34,-0.017
35,-0.054
36,0.01
37,-0.022
38,-0.063
39,-0.125
40,-0.054
41,-0.039
42,-0.054
43,-0.061
44,-0.054
45,-0.037
46,-0.032
47,-0.112
48,-0.027
49,-0.054
50,-0.061
51,-0.054
52,-0.046
53,-0.056
54,0.078
55,-0.046
56,-0.093
57,-0.063
58,-0.012
59,-0.017
60,-0.132
61,0.002
62,0.024
63,-0.159
64,-0.125
65,-0.046
66,0.0
67,-0.049
68,-0.061
69,-0.037
70,-0.012
71,-0.027
72,0.054
73,0.12
74,0.024
75,0.042
76,0.083
77,0.063
78,0.049
79,0.015
80,0.078
81,0.002
82,-0.1
83,0.012
84,-0.098
85,-0.044
86,0.039
87,0.01
88,0.042
89,-0.032
90,0.012
91,0.054
92,0.015
93,0.037
94,0.042
95,0.049
96,0.01
97,-0.093
98,-0.034
99,0.029
100,0.002
101,0.085
102,0.076
103,-0.068
104,-0.1
105,-0.017
106,0.051
107,-0.059
108,-0.09
109,0.132
110,0.007
111,-0.098
112,0.0
113,0.071
114,0.054
115,-0.081
116,0.029
117,-0.034
118,-0.056
119,0.027
120,-0.059
121,0.076
122,-0.061
123,-0.066
124,-0.093
125,-0.137
126,-0.085
127,-0.12
128,0.029
129,-0.017
130,-0.225
131,-0.09
132,-0.066
133,-0.049
134,-0.002
135,0.012
136,0.007
137,0.071
138,0.02
139,-0.046
140,-0.051
141,-0.071
142,0.107
143,-0.054
144,-0.176
145,-0.098
146,0.002
147,0.122
148,0.012
149,-0.002
150,0.01
151,0.066
152,-0.029
153,0.032
154,0.015
155,0.0
156,0.032
157,-0.005
158,-0.1
159,-0.088
160,-0.015
161,0.007
162,-0.056
163,-0.056
164,-0.117
165,-0.059
166,0.015
167,0.012
168,-0.144
169,-0.044
170,0.029
171,-0.085
172,-0.046
173,0.034
174,0.015
175,-0.024
176,0.005
177,0.007
178,-0.01
179,-0.007
180,-0.022
181,-0.071
182,0.024
183,-0.017
184,-0.168
185,-0.056
186,0.01
187,0.042
188,0.002
189,-0.024
190,0.11
191,0.061
192,-0.051
193,0.042
194,0.105
195,0.042
196,-0.022
197,-0.056
198,-0.034
199,-0.034
200,-0.027
201,0.002
202,-0.042
203,-0.061
204,0.037
205,0.083
206,-0.027
207,0.017
208,0.056
209,-0.024
210,-0.012
211,0.046
212,-0.056
213,-0.125
214,0.127
215,0.107
216,-0.051
217,0.046
218,0.002
219,0.066
220,-0.051
221,-0.029
222,-0.054
223,-0.166
224,-0.098
225,0.007
226,-0.12
227,-0.039
228,-0.005
229,0.027
230,0.044
231,-0.063
232,0.017
233,-0.034
234,0.049
235,-0.01
236,-0.007
237,0.056
238,-0.056
239,-0.034
240,-0.02
241,-0.027
242,-0.007
243,0.01
244,0.056
245,-0.029
246,-0.151
247,-0.11
248,0.037
249,-0.022
250,-0.002
251,0.022
252,-0.09
253,-0.022
254,0.103
255,-0.051
256,-0.007
257,0.002
258,0.093
259,0.051
260,0.02
261,-0.015
262,-0.042
263,0.063
264,-0.032
265,-0.112
266,-0.056
267,-0.139
268,-0.032
269,-0.083
270,-0.061
271,0.02
272,-0.029
273,0.024
274,0.042
275,-0.061
276,0.076
277,0.107
278,-0.042
279,-0.002
280,0.0
281,0.015
282,0.0
283,0.01
284,-0.1
285,-0.144
286,-0.122
287,-0.005
288,-0.063
289,-0.161
290,-0.081
291,-0.044
292,-0.134
293,-0.1
294,0.01
295,-0.059
296,-0.024
297,0.017
298,0.078
299,0.095
300,-0.007
301,-0.012
302,0.049
303,0.01
304,-0.088
305,0.034
306,0.01
307,-0.032
308,-0.071
309,-0.203
310,-0.164
311,-0.11
312,0.01
313,-0.044
314,-0.085
315,-0.032
316,-0.078
317,0.027
318,0.034
319,0.054
320,0.02
321,0.093
322,0.015
323,-0.007
324,-0.073
325,-0.039
326,0.0
327,0.022
328,-0.02
329,-0.042
330,-0.022
331,0.044
332,-0.012
333,-0.098
334,0.039
335,-0.005
336,-0.02
337,0.005
338,0.015
339,-0.01
340,0.059
341,-0.015
342,-0.032
343,0.042
344,0.056
345,0.054
346,0.051
347,0.012
348,-0.042
349,0.024
350,0.117
351,0.059
352,0.11
353,0.073
354,0.022
355,0.093
356,0.056
357,0.046
358,0.046
359,0.017
360,0.115
361,0.042
362,-0.039
363,0.029
364,0.007
365,0.022
366,0.132
367,0.073
368,0.027
369,0.046
370,0.046
371,0.12
372,-0.007
373,0.012
374,0.054
375,-0.022
376,-0.012
377,-0.046
378,0.032
379,0.056
380,-0.032
381,0.017
382,-0.022
383,0.034
384,0.002
385,-0.029
386,-0.088
387,-0.122
388,-0.1
389,-0.098
390,-0.049
391,0.063
392,0.051
393,-0.02
394,0.068
395,-0.01
396,-0.073
397,0.0
398,0.029
399,-0.032
400,0.083
401,0.085
402,-0.063
403,-0.071
404,-0.015
405,-0.066
406,-0.039
407,0.103
408,-0.146
409,-0.032
410,0.022
411,0.098
412,0.176
413,-0.032
414,-0.09
415,0.107
416,-0.056
417,-0.024
418,0.022
419,-0.02
420,-0.037
421,0.015
422,0.085
423,0.0
424,-0.093
425,0.142
426,0.046
427,-0.032
428,0.02
429,0.071
430,0.0
431,0.024
432,-0.017
433,0.017
434,0.015
435,0.054
436,0.076
437,0.02
438,0.044
439,0.083
440,0.01
441,0.039
442,0.061
443,0.103
444,0.037
445,-0.032
446,0.061
447,-0.061
448,-0.024
449,-0.039
450,0.068
451,0.054
452,0.02
453,0.046
454,-0.042
455,-0.029
456,0.09
457,-0.022
458,0.017
459,0.046
460,0.078
