,-0.020.1
0,-0.115
1,-0.042
2,0.024
3,-0.134
4,-0.095
5,-0.022
6,-0.1
7,-0.085
8,-0.083
9,-0.034
10,0.024
11,-0.144
12,-0.164
13,-0.051
14,-0.027
15,-0.144
16,-0.134
17,-0.01
18,-0.01
19,-0.039
20,0.007
21,0.012
22,-0.046
23,0.046
24,-0.046
25,-0.034
26,-0.005
27,-0.027
28,-0.093
29,-0.076
30,-0.049
31,-0.042
32,-0.037
33,-0.051
34,-0.032
35,-0.034
36,-0.063
37,-0.029
38,-0.015
39,-0.015
40,0.029
41,-0.066
42,-0.024
43,-0.088
44,-0.02
45,0.122
46,0.024
47,0.005
48,0.12
49,0.061
50,0.042
51,-0.024
52,-0.022
53,0.007
54,0.029
55,-0.056
56,-0.095
57,-0.029
58,-0.002
59,-0.029
60,-0.012
61,0.107
62,-0.01
63,0.063
64,-0.022
65,0.093
66,0.085
67,-0.024
68,0.051
69,0.042
70,0.051
71,0.061
72,-0.098
73,-0.051
74,-0.042
75,0.042
76,-0.039
77,-0.171
78,-0.007
79,-0.037
80,0.01
81,-0.039
82,0.024
83,0.02
84,0.017
85,-0.054
86,-0.088
87,-0.042
88,0.032
89,0.017
90,-0.125
91,-0.088
92,-0.076
93,-0.117
94,-0.039
95,-0.103
96,-0.093
97,-0.117
98,-0.095
99,-0.054
100,-0.122
101,0.034
102,-0.042
103,-0.061
104,-0.002
105,0.063
106,0.051
107,0.034
108,0.015
109,0.129
110,0.066
111,0.029
112,-0.076
113,-0.063
114,-0.005
115,-0.034
116,0.029
117,-0.085
118,-0.154
119,-0.042
120,-0.083
121,0.02
122,0.015
123,-0.01
124,-0.088
125,0.044
126,-0.002
127,-0.017
128,0.037
129,-0.034
130,-0.051
131,-0.044
132,-0.005
133,-0.022
134,-0.037
135,0.005
136,-0.027
137,-0.039
138,0.061
139,0.059
140,0.039
141,0.015
142,-0.105
143,0.078
144,0.125
145,0.095
146,0.0
147,-0.029
148,0.11
149,0.188
150,0.063
151,0.056
152,0.095
153,0.093
154,0.078
155,0.042
156,0.107
157,0.032
158,0.068
159,-0.007
160,-0.042
161,0.237
162,0.188
163,-0.103
164,-0.022
165,0.088
166,0.066
167,0.034
168,-0.044
169,-0.037
170,0.01
171,0.027
172,0.027
173,-0.037
174,0.09
175,0.098
176,0.085
177,0.0
178,-0.024
179,-0.046
180,-0.093
181,0.034
182,0.01
183,-0.042
184,0.042
185,0.046
186,-0.112
187,-0.105
188,0.083
189,0.022
190,-0.076
191,-0.142
192,-0.066
193,-0.073
194,-0.044
195,-0.039
196,0.068
197,-0.029
198,-0.081
199,0.02
200,0.005
201,0.007
202,0.024
203,-0.034
204,0.063
205,-0.015
206,-0.056
207,0.032
208,-0.063
209,-0.12
210,-0.081
211,-0.056
212,-0.059
213,-0.056
214,-0.098
215,0.012
216,-0.017
217,-0.107
218,-0.085
219,-0.095
220,-0.032
221,0.044
222,0.0
223,-0.027
224,0.042
225,0.037
226,0.039
227,0.1
228,0.034
229,-0.022
230,0.063
231,0.022
232,0.054
233,0.085
234,-0.039
235,-0.061
236,-0.01
237,0.046
238,-0.024
239,0.051
240,-0.027
241,0.002
242,0.022
243,-0.027
244,-0.002
245,0.068
246,0.051
247,0.015
248,0.007
249,0.168
250,0.09
251,-0.032
252,0.012
253,0.066
254,0.017
255,-0.078
256,-0.012
257,0.066
258,0.022
259,-0.066
260,-0.186
261,0.051
262,0.039
263,-0.042
264,0.073
265,-0.051
266,-0.044
267,0.007
268,0.005
269,0.09
270,0.117
271,0.173
272,0.085
273,-0.02
274,0.083
275,0.1
276,0.027
277,-0.059
278,-0.122
279,-0.081
280,-0.066
281,-0.073
282,-0.02
283,-0.017
284,0.063
285,-0.015
286,-0.002
287,-0.022
288,-0.046
289,-0.007
290,0.02
291,0.098
292,-0.01
293,0.034
294,0.068
295,0.007
296,0.059
297,0.044
298,-0.034
299,0.056
300,-0.037
301,-0.015
302,-0.046
303,-0.12
304,-0.034
305,-0.032
306,-0.049
307,0.088
308,-0.032
309,-0.017
310,-0.046
311,0.017
312,0.015
313,0.046
314,0.012
315,0.066
316,0.12
317,0.076
318,0.134
319,0.068
320,0.01
321,0.071
322,0.085
323,0.093
324,0.083
325,0.015
326,0.085
327,-0.017
328,0.017
329,0.127
330,0.027
331,0.073
332,0.078
333,0.066
334,0.071
335,0.073
336,0.112
337,0.073
338,0.007
339,0.012
340,-0.042
341,0.11
342,0.034
343,0.073
344,0.042
345,0.063
346,0.127
347,0.103
348,0.017
349,0.027
350,0.078
351,0.085
352,0.027
353,-0.027
354,-0.01
355,-0.007
356,-0.007
357,-0.037
358,-0.017
359,0.017
360,-0.095
361,-0.01
362,-0.042
363,-0.159
364,-0.073
365,-0.039
366,0.029
367,0.051
368,-0.032
369,0.042
370,0.039
371,0.02
372,0.1
373,0.002
374,0.01
375,-0.017
376,-0.056
377,-0.027
378,0.029
379,-0.071
380,-0.017
381,-0.117
382,-0.105
383,-0.015
384,0.095
385,-0.022
386,-0.083
387,0.054
388,-0.012
389,-0.037
390,-0.027
391,0.056
392,0.046
393,0.005
394,-0.046
395,0.02
396,0.093
397,0.034
398,0.017
399,0.039
400,-0.002
401,0.005
402,-0.037
403,-0.005
404,0.0
405,-0.032
406,0.024
407,0.056
408,-0.029
409,0.083
410,0.088
411,0.09
412,0.083
413,0.085
414,0.032
415,0.076
416,-0.027
417,-0.027
418,-0.017
419,-0.054
420,0.042
421,0.044
422,-0.005
423,0.017
424,0.012
425,0.007
426,-0.063
427,-0.044
428,0.083
429,0.073
430,-0.015
431,0.034
432,0.061
433,0.022
434,0.107
435,-0.005
436,-0.017
437,-0.046
438,-0.049
439,0.042
440,0.012
441,0.042
442,-0.01
443,-0.044
444,-0.061
445,0.002
446,0.007
447,-0.066
448,0.029
449,-0.01
450,-0.027
451,-0.032
452,0.002
453,0.063
454,0.017
455,0.095
456,0.007
457,-0.037
458,0.002
459,-0.049
460,0.049
461,0.02
462,-0.059
463,-0.039
464,-0.083
465,0.012
466,-0.017
467,-0.088
468,-0.024
469,0.066
470,-0.032
471,0.046
472,0.061
473,0.022
474,0.044
475,-0.049
476,-0.078
477,-0.039
478,-0.027
479,-0.015
480,-0.017
481,-0.063
482,-0.027
483,-0.007
484,-0.11
485,-0.061
486,-0.076
487,-0.117
488,-0.088
489,-0.046
490,0.007
491,-0.024
492,-0.073
493,-0.042
494,0.015
495,0.059
496,0.061
497,0.002
498,-0.005
499,0.022
500,0.007
501,0.034
502,-0.044
503,-0.022
504,0.059
505,0.107
506,-0.034
507,-0.085
508,-0.127
509,0.037
510,0.103
511,0.027
512,0.029
513,0.076
514,0.066
515,0.034
516,-0.015
517,-0.049
518,0.027
519,0.039
520,-0.01
521,-0.056
522,-0.01
523,0.054
524,-0.046
525,-0.027
526,-0.056
527,-0.051
528,-0.034
529,0.002
530,0.046
531,-0.005
532,0.02
533,-0.042
534,0.0
535,0.103
536,0.061
537,-0.015
538,-0.022
539,-0.042
540,-0.029
541,-0.032
542,-0.149
543,-0.076
544,-0.049
545,-0.027
546,-0.022
547,-0.081
548,-0.081
549,-0.046
550,-0.063
551,-0.078
552,-0.071
553,0.032
554,-0.051
555,0.012
556,0.024
557,0.042
558,0.1
559,0.01
560,0.017
561,-0.015
562,0.068
563,0.039
564,-0.007
565,0.039
566,0.054
567,0.002
568,0.017
569,0.012
570,0.054
571,0.015
572,0.112
573,0.049
574,-0.017
575,-0.012
576,0.059
577,0.02
578,0.044
579,0.034
580,0.073
581,0.01
582,-0.029
583,0.027
584,0.078
585,-0.027
586,-0.051
587,0.054
588,0.029
589,0.066
590,0.017
591,0.078
592,0.129
593,0.032
594,-0.015
595,0.063
596,0.002
597,0.068
598,-0.039
599,-0.024
600,0.034
601,0.042
602,-0.02
603,-0.09
604,-0.105
605,-0.037
606,-0.037
607,-0.098
608,-0.085
609,-0.081
610,-0.054
611,-0.027
612,0.007
613,0.0
614,-0.022
615,-0.015
616,-0.049
617,0.015
618,0.115
619,0.059
620,-0.029
621,0.056
622,0.017
623,0.039
624,0.125
625,0.034
626,-0.01
627,-0.01
628,-0.017
629,0.012
630,0.032
631,0.007
632,0.027
633,-0.022
634,0.015
635,-0.073
636,0.017
637,0.015
638,0.027
639,0.051
640,0.017
641,0.046
642,0.046
643,-0.044
644,-0.044
645,-0.044
646,-0.068
647,-0.029
648,-0.1
649,-0.056
650,0.071
651,-0.068
652,-0.042
653,0.01
654,0.037
655,0.022
656,0.002
657,0.002
658,-0.027
659,0.103
660,0.059
661,0.049
662,-0.01
663,0.022
664,0.02
665,-0.044
666,-0.024
667,0.054
668,-0.022
669,-0.042
670,-0.015
671,0.059
672,0.051
673,0.054
674,-0.01
675,0.037
676,0.12
677,-0.054
678,-0.017
679,0.093
680,0.002
681,0.029
682,0.056
683,0.105
684,0.027
685,-0.1
686,-0.059
687,-0.005
688,-0.037
689,-0.056
690,-0.039
691,-0.066
692,-0.059
693,-0.078
694,-0.012
695,0.066
696,-0.066
697,0.015
698,0.09
699,-0.085
700,-0.083
701,-0.029
702,0.073
703,-0.005
704,-0.022
705,0.063
706,-0.059
707,-0.071
708,-0.046
709,-0.076
710,-0.134
711,-0.029
712,-0.093
713,-0.032
714,0.01
715,0.037
716,-0.049
717,-0.051
718,0.081
719,0.078
720,-0.093
721,-0.037
722,-0.024
723,-0.139
724,-0.068
725,-0.061
726,-0.068
727,-0.01
728,-0.015
729,0.015
730,-0.024
731,0.034
