,0.002.1
0,-0.1
1,0.071
2,-0.005
3,-0.037
4,-0.007
5,0.005
6,0.027
7,-0.156
8,-0.012
9,0.044
10,-0.093
11,0.068
12,-0.042
13,-0.059
14,0.066
15,-0.085
16,-0.046
17,0.029
18,0.017
19,-0.061
20,-0.029
21,0.032
22,-0.042
23,-0.046
24,0.054
25,0.01
26,0.007
27,0.015
28,-0.146
29,-0.186
30,-0.139
31,0.063
32,0.027
33,-0.115
34,-0.061
35,-0.122
36,-0.068
37,0.002
38,-0.095
39,0.085
40,-0.012
41,-0.022
42,-0.032
43,-0.007
44,0.037
45,0.125
46,0.054
47,0.007
48,-0.061
49,0.061
50,0.022
51,0.007
52,-0.095
53,-0.027
54,-0.066
55,-0.073
56,-0.002
57,-0.129
58,-0.103
59,-0.083
60,0.02
61,-0.061
62,0.076
63,-0.037
64,-0.02
65,-0.027
66,-0.09
67,-0.017
68,-0.007
69,-0.046
70,-0.149
71,0.012
72,0.056
73,-0.012
74,0.063
75,-0.022
76,-0.02
77,-0.076
78,-0.132
79,-0.005
80,0.0
81,0.005
82,0.024
83,0.015
84,0.017
85,0.049
86,0.063
87,0.183
88,-0.037
89,-0.066
90,-0.042
91,0.059
92,0.034
93,0.024
94,-0.022
95,0.0
96,-0.081
97,-0.037
98,0.02
99,-0.005
100,0.081
101,-0.059
102,0.107
103,0.056
104,0.151
105,-0.037
106,-0.112
107,0.144
108,-0.093
109,-0.017
110,-0.022
111,-0.037
112,-0.098
113,-0.132
114,0.068
115,-0.078
116,-0.095
117,-0.154
118,-0.205
119,-0.034
120,-0.015
121,-0.061
122,0.151
123,0.029
124,-0.034
125,-0.088
126,-0.02
127,0.237
128,0.012
129,-0.107
130,-0.005
131,0.027
132,-0.01
133,0.098
134,-0.051
135,-0.134
136,0.071
137,0.044
138,-0.073
139,-0.225
140,-0.01
141,0.134
142,-0.085
143,-0.081
144,0.034
145,0.156
146,-0.063
147,0.039
148,-0.015
149,0.032
150,0.012
151,0.059
152,-0.044
153,-0.117
154,-0.01
155,-0.078
156,-0.139
157,-0.085
158,-0.02
159,-0.029
160,0.107
161,-0.032
162,0.0
163,0.149
164,0.037
165,0.044
166,0.081
167,0.149
168,0.01
169,0.088
170,0.178
171,0.112
172,0.085
173,-0.098
174,-0.029
175,-0.02
176,-0.027
177,0.012
178,-0.042
179,-0.01
180,0.007
181,-0.09
182,0.005
183,-0.01
184,-0.049
185,0.039
186,0.039
187,0.059
188,-0.002
189,0.1
190,0.103
191,-0.059
192,0.088
193,0.012
194,0.183
