,0.112
0,-0.056
1,-0.144
2,0.034
3,-0.032
4,-0.107
5,-0.09
6,-0.12
7,-0.046
8,-0.059
9,-0.127
10,0.029
11,-0.117
12,0.093
13,0.066
14,-0.09
15,-0.027
16,0.007
17,0.042
18,0.164
19,0.063
20,-0.068
21,-0.012
22,0.059
23,0.049
24,-0.09
25,-0.151
26,-0.032
27,-0.081
28,-0.012
29,0.029
30,-0.017
31,0.007
32,-0.081
33,-0.056
34,-0.049
35,0.059
36,0.059
37,0.085
38,0.012
39,0.068
40,0.056
41,0.071
42,-0.015
43,0.066
44,0.002
45,0.049
46,-0.005
47,0.01
48,-0.073
49,-0.044
50,0.132
51,0.19
52,0.188
53,-0.037
54,0.032
55,0.024
56,0.017
57,0.127
58,0.068
59,0.107
60,0.071
61,0.059
62,0.088
63,0.122
64,-0.103
65,0.056
66,-0.039
67,-0.046
68,0.063
69,0.056
70,0.061
71,0.073
72,-0.024
73,0.034
74,0.024
75,-0.137
76,0.029
77,-0.044
78,0.002
79,0.005
80,-0.088
81,-0.027
82,-0.139
83,0.02
84,-0.125
85,-0.056
86,-0.024
87,-0.039
88,-0.059
89,-0.139
90,0.049
91,0.032
92,-0.01
93,0.015
94,-0.051
95,-0.125
96,-0.054
97,0.129
98,0.005
99,-0.129
100,0.088
101,0.044
102,0.007
103,-0.093
104,-0.076
105,-0.112
106,-0.115
107,-0.002
108,0.051
109,0.01
110,0.0
111,-0.017
112,-0.034
113,-0.127
114,0.081
115,0.02
116,0.137
117,0.044
118,-0.066
119,0.005
120,-0.054
121,0.059
122,0.0
123,-0.112
124,-0.081
125,-0.181
126,0.005
127,0.042
128,0.083
129,-0.029
130,-0.132
131,0.1
132,-0.012
133,-0.046
134,-0.032
135,0.01
136,0.024
137,-0.066
138,0.073
139,0.007
140,-0.024
141,0.066
142,0.056
143,0.02
144,-0.012
145,-0.002
146,0.015
147,-0.024
148,0.037
149,0.098
150,0.105
151,-0.017
152,0.024
153,0.088
154,-0.049
155,0.078
156,-0.027
157,0.012
158,-0.046
159,-0.01
160,-0.137
161,-0.107
162,0.037
163,-0.037
164,-0.154
165,-0.066
166,0.044
167,-0.039
168,-0.024
169,-0.005
170,-0.09
171,-0.02
172,0.049
173,0.098
174,0.056
175,-0.002
176,0.073
177,0.027
178,-0.09
179,-0.061
180,-0.017
181,0.027
182,-0.01
183,0.027
184,-0.073
185,-0.156
186,-0.137
187,-0.042
188,-0.005
189,-0.115
190,-0.166
191,-0.02
192,0.02
193,-0.09
194,-0.125
195,-0.046
196,-0.115
197,-0.015
198,-0.115
199,-0.085
200,-0.007
201,-0.046
202,-0.115
203,-0.151
204,-0.146
205,-0.049
206,-0.083
207,-0.151
208,-0.161
209,-0.073
210,-0.032
211,-0.042
212,-0.015
213,-0.024
214,-0.012
215,0.017
216,0.0
217,0.054
218,0.056
219,0.068
220,0.024
221,-0.098
222,-0.054
223,0.015
224,0.02
225,0.012
226,-0.12
227,-0.083
228,-0.112
229,-0.059
230,-0.078
231,-0.09
232,-0.154
233,-0.125
234,0.015
235,0.029
236,0.01
237,0.107
238,0.137
239,0.029
240,0.046
241,0.105
242,-0.02
243,-0.029
244,-0.085
245,-0.105
246,-0.051
247,-0.015
