,0.010.1
0,-0.081
1,-0.002
2,0.007
3,-0.027
4,-0.002
5,-0.01
6,0.112
7,0.007
8,-0.022
9,-0.022
10,0.042
11,-0.007
12,-0.039
13,-0.029
14,0.054
15,-0.044
16,0.056
17,0.059
18,-0.076
19,0.039
20,0.059
21,0.107
22,0.122
23,0.029
24,0.085
25,0.068
26,0.012
27,0.061
28,0.056
29,0.085
30,0.012
31,-0.024
32,0.137
33,0.061
34,-0.017
35,0.034
36,0.015
37,0.059
38,0.01
39,-0.046
40,0.007
41,0.024
42,-0.095
43,-0.098
44,-0.156
45,-0.034
46,0.022
47,0.076
48,-0.032
49,0.022
50,0.103
51,-0.002
52,-0.022
53,-0.032
54,0.017
55,0.017
56,-0.037
57,-0.066
58,-0.076
59,-0.063
60,-0.046
61,-0.01
62,0.0
63,-0.09
64,-0.051
65,0.051
66,0.0
67,0.02
68,0.02
69,0.09
70,0.054
71,-0.044
72,-0.059
73,-0.02
74,-0.046
75,-0.039
76,-0.09
77,-0.037
78,-0.1
79,-0.098
80,-0.076
81,-0.051
82,-0.022
83,0.044
84,-0.015
85,0.029
86,0.12
87,0.015
88,0.015
89,-0.029
90,0.017
91,0.027
92,0.073
93,-0.01
94,0.022
95,-0.095
96,-0.054
97,0.002
98,0.02
99,0.107
100,0.059
101,-0.046
102,0.044
103,0.076
104,0.022
105,0.046
106,0.083
107,0.095
108,0.029
109,0.088
110,0.1
111,-0.007
112,0.059
113,0.073
114,0.022
115,-0.039
116,-0.071
117,0.024
118,-0.027
119,0.105
120,0.049
121,-0.032
122,0.017
123,0.09
124,-0.061
125,-0.076
126,0.071
127,0.071
128,-0.002
129,0.022
130,0.029
131,0.017
132,-0.044
133,-0.049
134,-0.049
135,-0.095
136,-0.029
137,-0.029
138,-0.029
139,-0.024
140,-0.103
141,0.012
142,0.022
143,0.049
144,0.112
145,0.078
146,0.044
147,-0.132
148,0.044
149,0.061
150,0.02
151,-0.034
152,0.005
153,-0.017
154,0.002
155,-0.049
156,-0.105
157,-0.085
158,-0.02
159,0.01
160,-0.11
161,-0.208
162,-0.078
163,0.017
164,-0.054
165,-0.027
166,-0.017
167,-0.037
168,-0.049
169,0.046
170,-0.007
171,-0.063
172,-0.125
173,-0.046
174,-0.11
175,-0.049
176,-0.093
177,-0.078
178,-0.085
179,-0.142
180,-0.115
181,-0.107
182,-0.068
183,-0.027
184,-0.034
185,0.093
186,0.002
187,-0.144
188,0.088
189,0.056
190,0.129
191,0.046
192,0.095
193,0.105
194,-0.027
195,-0.068
196,-0.076
197,0.029
198,0.042
199,-0.056
200,-0.083
201,0.066
202,0.012
203,-0.029
204,-0.125
205,-0.081
206,0.042
207,0.076
208,-0.029
209,0.071
210,0.029
211,-0.007
212,0.059
213,-0.029
214,-0.134
215,-0.032
216,0.059
217,-0.007
218,-0.081
219,-0.049
220,-0.054
221,-0.01
222,-0.039
223,-0.024
224,-0.034
225,0.042
226,-0.039
227,0.164
228,0.149
229,-0.012
230,0.037
231,-0.046
232,0.093
233,0.02
234,-0.115
235,0.012
236,-0.037
237,0.005
238,-0.042
239,0.044
240,-0.049
241,-0.042
242,-0.032
243,-0.122
244,-0.068
245,-0.09
246,0.024
247,-0.139
248,-0.151
249,-0.046
250,0.051
251,0.044
252,-0.059
253,0.017
254,0.088
255,-0.01
256,-0.024
257,-0.051
258,-0.044
259,-0.078
260,-0.044
261,-0.037
262,-0.127
263,-0.034
264,0.063
265,0.005
266,-0.12
267,-0.034
268,-0.093
269,-0.01
270,0.059
271,-0.002
272,-0.032
273,-0.024
274,0.022
275,0.034
276,0.0
277,0.002
278,0.054
279,0.09
280,0.037
281,-0.017
282,-0.02
283,0.024
284,-0.061
285,-0.054
286,0.103
287,0.088
288,-0.01
289,0.042
290,-0.015
291,0.161
292,-0.051
293,0.029
294,-0.002
295,-0.083
296,0.098
297,-0.127
298,0.027
299,0.076
300,0.012
301,-0.01
302,-0.098
303,0.015
304,0.107
305,0.059
306,-0.022
307,-0.037
308,0.054
309,0.063
310,0.09
311,0.039
312,0.051
313,0.063
314,0.037
315,0.046
316,-0.076
317,-0.081
318,-0.002
319,-0.063
320,-0.085
321,-0.051
322,-0.039
323,-0.068
324,0.02
325,-0.017
326,-0.059
327,-0.071
328,-0.029
329,-0.09
330,-0.002
331,-0.059
332,-0.002
333,0.046
334,-0.034
335,-0.081
336,0.063
337,0.093
338,-0.012
339,-0.002
340,-0.007
341,-0.002
342,-0.054
343,0.046
344,0.017
345,-0.044
346,0.085
347,-0.068
348,-0.002
349,0.061
350,-0.032
351,0.015
352,0.073
353,0.024
354,0.112
355,-0.083
356,-0.034
357,-0.024
358,-0.051
359,0.081
360,-0.115
361,-0.068
362,0.098
363,-0.029
364,0.051
365,-0.066
366,-0.066
367,-0.046
368,0.051
369,0.151
370,0.161
371,0.022
372,0.107
373,0.161
374,0.117
375,0.073
376,0.09
377,0.09
378,0.005
379,-0.02
380,0.037
381,0.1
382,-0.083
383,-0.024
384,0.01
385,-0.034
386,0.02
387,0.017
388,0.01
389,0.068
390,0.024
391,-0.017
392,0.046
393,0.044
394,-0.005
395,0.027
396,-0.049
397,0.146
398,0.027
399,0.012
