,-0.010
0,0.098
1,0.059
2,0.017
3,-0.071
4,0.039
5,-0.007
6,-0.01
7,-0.071
8,-0.029
9,-0.034
10,0.037
11,0.027
12,-0.027
13,-0.034
14,-0.005
15,-0.029
16,-0.112
17,-0.164
18,-0.042
19,-0.068
20,-0.051
21,-0.024
22,-0.085
23,-0.112
24,-0.034
25,-0.029
26,-0.012
27,0.007
28,0.049
29,-0.017
30,-0.024
31,0.054
32,-0.083
33,-0.115
34,0.017
35,-0.024
36,-0.024
37,-0.02
38,-0.059
39,0.032
40,0.085
41,0.037
42,0.059
43,-0.005
44,0.083
45,0.066
46,0.137
47,0.144
48,0.002
49,0.046
50,0.012
51,0.037
52,-0.066
53,-0.005
54,0.12
55,-0.073
56,-0.044
57,0.115
58,0.034
59,0.024
60,0.024
61,0.012
62,-0.042
63,0.046
64,0.022
65,0.042
66,0.066
67,-0.01
68,0.039
69,0.037
70,-0.039
71,-0.042
72,-0.046
73,-0.09
74,-0.029
75,0.02
76,0.007
77,-0.073
78,-0.044
79,0.027
80,-0.015
81,-0.029
82,-0.083
83,-0.032
84,0.1
85,0.037
86,0.0
87,0.071
88,0.02
89,-0.037
90,-0.027
91,0.078
92,-0.027
93,0.02
94,-0.039
95,-0.024
96,0.063
97,-0.002
98,0.02
99,-0.046
100,-0.037
101,0.024
102,-0.017
103,0.073
104,-0.015
105,0.059
106,0.093
107,0.081
108,0.01
109,0.002
110,0.063
111,0.09
112,0.103
113,-0.01
114,-0.017
115,0.034
116,0.022
117,0.105
118,0.046
119,0.002
120,0.151
121,0.11
122,0.117
123,0.164
124,0.056
125,0.19
126,0.063
127,0.088
128,0.134
129,0.063
130,0.005
131,0.027
132,-0.056
133,-0.002
134,-0.046
135,0.012
136,0.1
137,-0.034
138,-0.093
139,-0.022
140,0.107
141,-0.105
142,-0.022
143,0.107
144,0.027
145,0.039
146,0.005
147,0.022
148,0.027
149,-0.083
150,0.0
151,-0.073
152,-0.098
153,-0.076
154,0.073
155,-0.046
156,-0.039
157,0.056
158,0.081
159,0.039
160,0.029
161,0.029
162,-0.02
163,0.042
164,0.083
165,0.015
166,0.002
167,0.076
168,0.098
169,-0.044
170,-0.051
171,-0.049
172,-0.093
173,-0.024
174,-0.081
175,-0.098
176,-0.139
177,-0.112
178,-0.039
179,-0.012
180,-0.066
181,0.083
182,-0.005
183,0.085
184,0.12
185,0.049
186,0.046
187,0.1
188,0.083
189,0.073
190,0.022
191,-0.032
192,0.093
193,0.024
194,-0.044
195,0.007
196,-0.002
197,-0.088
198,0.017
199,-0.112
200,-0.085
201,-0.051
202,0.039
203,0.071
204,0.022
205,0.034
206,-0.017
207,0.02
208,0.056
209,0.161
210,0.061
211,-0.012
212,0.049
213,-0.005
214,0.0
215,0.027
216,0.051
217,-0.059
218,-0.071
219,0.122
220,0.044
221,0.007
222,-0.002
223,0.02
224,0.054
225,-0.037
226,0.002
227,0.151
228,-0.02
229,0.056
230,0.063
231,0.059
232,0.042
233,-0.015
234,-0.02
235,-0.088
236,0.017
237,-0.073
238,0.051
239,-0.01
240,-0.034
241,0.056
242,-0.022
243,-0.007
244,-0.024
245,-0.005
246,-0.037
247,0.002
248,-0.061
249,0.005
250,-0.039
251,-0.066
252,0.005
253,-0.044
254,-0.093
255,-0.051
256,-0.029
257,-0.046
258,0.002
259,0.005
260,-0.056
261,-0.056
262,0.007
263,-0.007
264,-0.022
265,0.007
266,0.046
267,0.027
268,0.149
269,-0.002
270,-0.024
271,0.002
272,-0.032
273,-0.015
274,-0.01
275,-0.02
276,0.061
277,-0.068
278,0.044
279,-0.027
280,-0.085
281,-0.002
282,0.129
283,0.103
284,0.012
285,0.034
286,0.156
287,-0.029
288,0.027
289,0.229
290,0.125
291,-0.005
292,0.005
293,0.059
294,0.105
295,0.027
296,0.0
297,-0.063
298,-0.034
299,0.059
300,-0.007
301,-0.024
302,-0.076
303,-0.029
304,-0.012
305,-0.068
306,-0.083
307,-0.029
308,0.046
309,0.173
310,0.024
311,-0.01
312,0.073
313,0.005
314,-0.034
315,0.032
316,0.005
317,-0.056
318,-0.005
319,-0.037
320,-0.012
321,-0.071
322,-0.02
323,0.105
324,-0.046
325,-0.071
326,0.044
327,0.059
328,0.017
329,-0.007
330,0.034
331,-0.012
332,-0.022
333,0.02
334,0.01
335,-0.066
336,-0.029
337,-0.09
338,-0.085
339,-0.071
340,-0.054
341,0.027
342,-0.002
343,-0.017
344,-0.061
345,-0.098
346,-0.063
347,-0.037
348,0.02
349,-0.037
350,-0.085
351,-0.083
352,-0.039
353,0.015
354,-0.073
355,-0.007
356,0.042
357,-0.012
358,-0.024
359,-0.054
360,0.034
361,0.017
362,-0.02
363,0.024
364,-0.068
365,-0.061
366,0.066
367,0.037
368,0.0
369,-0.005
370,0.029
371,0.078
372,0.049
373,0.015
374,0.0
375,0.066
376,0.049
377,-0.002
378,-0.012
379,0.049
380,-0.005
381,-0.061
382,0.107
383,0.066
384,0.005
385,0.09
386,0.007
387,-0.015
388,0.095
389,-0.037
390,0.017
391,-0.002
392,0.049
393,0.002
394,-0.034
395,-0.063
396,-0.088
397,0.049
398,0.037
399,-0.107
400,-0.085
401,-0.081
402,-0.032
403,-0.01
404,-0.107
405,-0.007
406,0.027
407,0.107
408,0.083
409,-0.005
410,0.027
411,0.076
412,-0.068
413,0.002
414,-0.002
415,-0.024
416,0.037
417,-0.139
418,-0.132
419,-0.044
420,-0.059
421,-0.095
422,-0.127
423,-0.076
424,0.017
425,0.046
426,-0.044
427,-0.034
428,-0.032
429,-0.051
430,0.005
431,-0.039
432,-0.02
433,-0.046
434,-0.09
435,0.012
436,-0.1
437,-0.178
438,0.0
439,0.002
440,-0.068
441,-0.1
442,-0.002
443,0.054
444,-0.056
445,0.012
446,0.071
447,-0.059
448,0.037
449,0.007
450,-0.039
451,0.066
452,0.095
453,0.051
454,0.005
455,0.005
456,0.032
457,0.034
458,0.015
459,-0.024
