,0.005
0,-0.149
1,-0.117
2,-0.02
3,0.037
4,0.054
5,0.037
6,0.029
7,-0.022
8,0.054
9,0.051
10,0.273
11,0.149
12,0.107
13,-0.012
14,0.039
15,0.09
16,0.134
17,0.061
18,-0.098
19,-0.005
20,0.054
21,-0.027
22,0.0
23,0.042
24,-0.1
25,0.022
26,0.022
27,0.088
28,0.039
29,-0.002
30,0.146
31,0.095
32,0.042
33,0.029
34,0.046
35,0.027
36,-0.007
37,-0.044
38,-0.071
39,0.01
40,0.054
41,0.039
42,-0.068
43,-0.037
44,-0.049
45,-0.005
46,-0.044
47,0.02
48,0.044
49,0.012
50,0.044
51,0.059
52,0.095
53,-0.007
54,0.017
55,0.027
56,0.037
57,-0.044
58,-0.051
59,-0.073
60,-0.093
61,-0.112
62,-0.061
63,-0.024
64,-0.054
65,-0.098
66,-0.107
67,-0.032
68,-0.012
69,-0.12
70,-0.068
71,-0.09
72,0.049
73,-0.042
74,-0.027
75,-0.02
76,-0.134
77,-0.081
78,-0.139
79,-0.088
80,-0.105
81,0.015
82,-0.088
83,-0.125
84,-0.117
85,-0.073
86,0.015
87,0.01
88,0.024
89,0.093
90,0.076
91,0.037
92,0.002
93,-0.073
94,0.022
95,-0.015
96,-0.032
97,-0.022
98,0.029
99,0.007
100,0.005
101,0.012
102,0.068
103,-0.037
104,-0.007
105,0.083
106,-0.024
107,-0.029
108,0.044
109,0.103
110,0.125
111,0.083
112,0.103
113,0.122
114,0.081
115,0.029
116,0.095
117,0.012
118,-0.037
119,-0.022
120,-0.11
121,-0.039
122,-0.046
123,0.024
124,-0.063
125,-0.098
126,-0.071
127,0.005
128,-0.139
129,-0.042
130,0.059
131,0.059
132,-0.046
133,-0.073
134,0.049
135,-0.054
136,0.049
137,0.063
138,-0.017
139,0.046
140,0.02
141,-0.071
142,-0.024
143,-0.007
144,-0.059
145,-0.002
146,-0.125
147,-0.1
148,-0.005
149,-0.088
150,-0.076
151,-0.029
152,0.022
153,-0.066
154,-0.12
155,-0.059
156,0.046
157,-0.022
158,0.095
159,-0.059
160,-0.173
161,-0.134
162,-0.027
163,-0.115
164,-0.215
165,-0.066
166,-0.054
167,-0.159
168,-0.059
169,-0.088
170,-0.073
171,0.046
172,0.071
173,0.007
174,0.054
175,-0.034
176,0.017
177,0.027
178,0.066
179,0.017
180,0.044
181,-0.051
182,0.071
183,0.059
184,-0.039
185,0.022
186,0.059
187,0.098
188,0.081
189,0.022
190,0.037
191,0.051
192,0.015
193,0.078
194,0.122
195,0.005
196,0.059
197,0.078
198,0.0
199,0.007
200,0.061
201,0.051
202,0.066
203,0.024
204,0.027
205,0.09
206,-0.037
207,0.022
208,0.0
209,0.024
210,0.061
211,0.081
212,0.066
213,0.127
214,0.037
215,0.032
216,0.005
217,-0.071
218,0.076
219,0.063
220,-0.054
221,-0.007
222,-0.056
223,-0.002
224,-0.063
225,-0.129
226,0.093
227,-0.002
228,-0.125
229,-0.066
230,-0.11
231,0.088
232,-0.051
233,-0.115
234,0.103
235,-0.107
236,-0.022
237,-0.012
238,-0.068
239,-0.015
240,-0.066
241,-0.142
242,-0.09
243,-0.063
244,-0.076
245,-0.073
246,-0.12
247,-0.076
248,-0.037
249,-0.054
250,-0.188
251,-0.198
252,-0.078
253,0.042
254,-0.083
255,-0.181
256,0.034
257,0.056
258,0.083
259,-0.142
260,-0.107
261,0.054
262,-0.061
263,-0.042
264,-0.002
265,-0.007
266,-0.061
267,-0.081
268,-0.022
269,-0.017
270,0.046
271,-0.002
272,0.01
273,0.061
274,0.125
275,0.11
276,0.073
277,-0.034
278,0.083
279,0.134
280,0.117
281,0.059
282,0.083
283,0.063
284,-0.02
285,0.066
286,0.024
287,-0.095
288,-0.149
289,0.037
290,0.0
291,0.002
292,0.037
293,0.042
294,0.049
295,0.1
296,0.1
297,0.022
298,-0.032
299,0.125
300,0.088
301,0.037
302,0.039
303,0.112
304,0.029
305,0.046
306,0.01
307,0.007
308,0.068
309,0.032
310,0.017
311,-0.095
312,-0.054
313,0.081
314,-0.015
315,-0.022
316,0.027
317,0.066
318,0.085
319,-0.034
320,-0.037
321,-0.063
322,-0.046
323,0.007
324,0.022
325,-0.098
326,-0.093
327,-0.071
328,-0.024
329,-0.02
330,-0.071
331,-0.027
332,-0.029
333,-0.01
334,-0.01
335,0.002
336,-0.01
337,0.002
338,0.039
339,-0.071
340,-0.049
341,0.012
342,-0.039
343,0.037
344,-0.095
345,-0.088
346,-0.095
347,-0.076
348,-0.117
349,-0.051
350,-0.061
351,-0.042
352,0.066
353,-0.1
354,-0.059
355,-0.042
356,0.032
357,0.051
358,0.034
359,0.066
360,0.005
361,0.085
362,-0.037
363,-0.059
364,0.022
365,0.068
366,-0.039
367,-0.125
368,-0.132
369,0.046
370,0.122
371,0.164
372,-0.005
373,-0.037
374,0.105
375,0.159
376,0.168
377,0.198
378,0.188
379,0.093
380,0.115
381,0.012
382,-0.1
383,0.032
384,0.02
385,-0.012
386,-0.139
387,-0.071
388,-0.034
389,-0.032
390,-0.015
391,0.02
392,-0.039
393,-0.059
394,0.039
395,0.007
396,0.044
397,0.107
398,0.012
399,0.029
400,0.107
401,0.024
402,-0.095
403,0.0
404,-0.063
405,0.01
406,0.037
407,0.015
408,-0.146
409,-0.127
410,0.093
411,0.015
412,-0.049
413,-0.049
414,-0.103
415,-0.127
416,0.073
417,-0.042
418,0.09
419,0.054
420,0.015
421,-0.032
422,0.005
423,0.032
424,-0.076
425,-0.139
426,-0.115
427,-0.044
428,0.027
429,0.056
430,-0.139
431,0.01
432,-0.046
433,-0.039
434,0.039
435,0.017
436,0.051
437,0.02
438,-0.039
439,0.059
440,0.0
441,-0.029
442,0.017
