,-0.024.1
0,-0.029
1,0.02
2,0.029
3,-0.012
4,-0.083
5,-0.032
6,0.01
7,-0.015
8,-0.137
9,-0.146
10,-0.012
11,0.117
12,-0.066
13,0.061
14,-0.022
15,-0.112
16,0.044
17,-0.054
18,-0.005
19,0.046
20,-0.088
21,0.024
22,-0.051
23,-0.049
24,-0.02
25,-0.01
26,-0.005
27,-0.027
28,-0.049
29,0.007
30,0.059
31,-0.005
32,-0.032
33,0.012
34,-0.029
35,0.12
36,0.01
37,-0.178
38,0.015
39,0.173
40,0.044
41,-0.144
42,-0.005
43,0.063
44,-0.059
45,0.01
46,-0.098
47,-0.027
48,0.005
49,-0.098
50,0.083
51,0.056
52,-0.073
53,-0.039
54,-0.129
55,-0.002
56,-0.024
57,-0.017
58,-0.022
59,0.0
60,0.017
61,-0.005
62,0.012
63,0.017
64,-0.063
65,0.012
66,-0.059
67,0.01
68,-0.056
69,-0.085
70,-0.11
71,-0.039
72,-0.022
73,0.049
74,0.02
75,0.059
76,0.054
77,0.027
78,0.088
79,0.093
80,0.125
81,0.12
82,0.107
83,0.029
84,-0.029
85,0.029
86,-0.073
87,-0.027
88,0.002
89,-0.122
90,-0.198
91,-0.078
92,-0.054
93,0.012
94,-0.115
95,-0.137
96,-0.051
97,-0.076
98,-0.032
99,0.02
100,-0.1
101,-0.107
102,0.022
103,-0.083
104,0.007
105,-0.002
106,-0.122
107,-0.049
108,-0.144
109,-0.2
110,-0.017
111,0.012
112,0.042
113,-0.01
114,-0.061
115,0.0
116,0.02
117,0.02
118,-0.005
119,-0.081
120,0.044
121,0.01
122,0.027
123,0.073
124,0.071
125,-0.083
126,-0.073
127,-0.078
128,-0.093
129,-0.034
130,0.002
131,-0.066
132,-0.076
133,-0.076
134,0.066
135,-0.002
136,-0.059
137,-0.034
138,0.059
139,0.095
140,-0.059
141,-0.032
142,-0.024
143,0.037
144,0.01
145,0.005
146,-0.076
147,-0.01
148,-0.039
149,-0.042
150,0.0
151,0.054
152,-0.107
153,-0.034
154,0.012
155,-0.017
156,-0.071
157,-0.115
158,-0.054
159,0.015
160,0.002
161,-0.051
162,-0.068
163,-0.061
164,0.063
165,0.015
166,-0.081
167,-0.012
168,-0.029
169,0.029
170,-0.007
171,0.015
172,0.039
173,-0.022
174,-0.066
175,0.046
176,0.002
177,0.02
178,0.044
179,0.159
180,0.076
181,0.022
182,0.049
183,0.09
184,0.09
185,-0.034
186,0.054
187,0.098
188,-0.066
189,-0.046
190,-0.083
191,-0.032
192,-0.051
193,-0.051
194,0.007
195,-0.012
196,-0.073
197,0.081
198,0.103
199,0.103
200,0.103
201,0.081
202,0.027
203,0.095
204,0.029
205,0.107
206,-0.149
207,-0.032
208,0.081
209,0.0
210,0.02
211,-0.015
212,-0.007
213,0.083
214,-0.073
215,-0.029
216,0.061
217,-0.056
218,0.093
219,-0.015
220,0.0
221,0.093
222,-0.02
223,-0.029
224,-0.066
225,0.054
226,0.005
227,0.017
228,0.02
229,0.056
230,-0.115
231,-0.022
232,0.002
233,0.022
234,-0.015
235,-0.017
236,-0.115
237,-0.005
238,0.098
239,0.0
240,-0.066
241,0.044
242,0.125
243,0.059
244,0.125
245,0.059
246,-0.044
247,0.059
248,-0.11
249,-0.037
250,0.039
251,-0.088
252,-0.081
253,-0.046
254,0.01
255,-0.032
256,-0.02
257,0.044
258,0.007
259,-0.12
260,-0.037
261,-0.02
262,-0.005
263,0.081
264,-0.01
265,-0.024
266,-0.115
267,-0.078
268,-0.107
269,0.0
270,0.02
271,-0.022
272,-0.017
273,0.022
274,0.01
275,-0.039
276,-0.095
277,0.068
278,0.024
279,-0.061
280,0.066
281,0.112
282,0.132
283,0.117
284,0.037
285,0.09
286,0.046
287,0.007
288,0.068
289,-0.005
290,-0.071
291,-0.032
292,-0.012
293,0.012
294,-0.093
295,-0.027
296,0.046
297,0.056
298,-0.01
299,-0.007
300,0.024
301,0.088
302,0.137
303,0.049
304,0.02
305,-0.017
306,0.046
307,0.066
308,0.022
309,-0.02
310,0.022
311,0.071
312,0.032
313,-0.083
314,-0.029
315,-0.037
316,-0.049
317,0.061
318,0.042
319,0.002
320,0.051
321,0.164
322,0.017
323,0.017
324,-0.042
325,0.015
326,-0.078
327,-0.117
328,-0.002
329,-0.046
330,-0.081
331,-0.002
332,-0.049
333,0.0
334,0.007
335,0.027
336,0.027
337,-0.059
338,0.1
339,0.039
340,0.088
341,-0.059
342,0.049
343,0.151
344,0.02
345,0.073
346,0.12
347,0.073
348,-0.083
349,-0.007
350,-0.11
351,-0.027
352,-0.081
353,-0.093
354,-0.183
355,-0.125
356,0.015
357,-0.01
358,0.107
359,0.039
360,-0.063
361,0.051
362,0.122
363,0.039
364,-0.007
365,0.088
366,0.056
367,0.039
368,0.0
369,-0.012
370,-0.007
371,-0.039
372,-0.029
373,-0.037
374,-0.1
375,0.027
376,0.034
377,-0.083
378,-0.049
379,-0.081
380,0.002
381,0.024
382,0.015
383,0.044
384,0.037
385,0.01
386,0.017
387,-0.051
388,-0.1
389,-0.046
390,0.081
391,-0.044
392,-0.098
393,-0.081
394,-0.105
395,0.039
396,0.005
397,-0.093
398,-0.002
399,0.01
400,0.002
401,-0.063
402,-0.083
403,0.024
404,-0.051
405,0.005
406,0.039
407,0.056
408,0.1
409,0.034
410,-0.007
411,-0.005
412,-0.076
413,-0.027
414,-0.112
415,-0.093
416,-0.01
417,-0.034
418,-0.129
419,-0.002
420,-0.1
421,-0.061
422,-0.054
423,0.01
424,0.122
425,0.09
426,0.059
427,-0.024
428,-0.112
429,-0.012
430,0.044
431,-0.1
432,-0.059
433,-0.034
434,0.005
435,-0.002
436,-0.034
437,0.024
438,0.017
439,-0.005
440,-0.017
441,-0.01
442,0.034
443,0.032
444,0.024
445,0.027
446,-0.046
447,0.066
448,-0.005
449,-0.024
450,-0.032
451,-0.032
452,0.068
453,0.007
454,-0.107
455,-0.049
456,-0.039
457,-0.01
458,-0.017
459,-0.044
460,-0.046
461,0.015
462,-0.002
463,0.007
464,0.11
465,0.098
466,0.186
467,0.042
468,-0.073
469,-0.059
470,0.015
471,0.1
472,-0.051
473,0.076
474,0.012
475,-0.081
476,-0.037
477,-0.044
478,-0.037
479,0.051
480,0.039
481,-0.032
482,0.112
483,0.034
484,0.071
485,0.002
486,0.012
487,0.02
488,0.002
489,-0.002
490,0.0
491,0.0
492,-0.056
493,0.007
494,-0.081
495,-0.132
496,-0.005
497,-0.029
498,-0.066
499,-0.039
500,0.01
501,0.027
502,0.015
503,-0.02
504,-0.017
505,0.01
506,-0.027
507,-0.022
508,-0.039
509,-0.01
510,-0.071
511,0.032
512,-0.049
513,-0.107
514,-0.032
515,-0.063
516,-0.007
517,-0.022
518,-0.063
519,0.007
520,-0.017
521,-0.027
522,-0.061
523,-0.073
524,-0.027
525,-0.137
526,0.076
527,0.1
528,0.039
529,-0.015
530,0.007
531,-0.005
532,0.02
533,-0.076
534,0.061
535,-0.083
536,-0.071
537,0.007
538,0.002
539,-0.042
540,-0.017
541,-0.029
542,0.002
543,-0.032
544,-0.09
545,-0.024
546,0.073
547,0.032
548,-0.017
549,-0.049
550,0.071
551,0.005
552,-0.146
553,0.039
554,0.049
555,0.02
556,-0.095
557,-0.098
558,-0.093
559,-0.022
560,0.002
561,0.012
562,0.022
563,0.056
564,0.015
565,0.034
566,0.027
567,0.046
568,0.039
569,0.032
570,-0.005
571,-0.066
572,0.056
573,0.122
574,0.027
575,-0.037
576,-0.081
577,0.027
578,0.022
579,-0.046
580,-0.049
581,-0.034
582,0.063
583,-0.017
584,-0.022
585,0.012
586,-0.007
587,0.049
588,0.01
589,-0.01
590,0.044
591,0.042
592,0.002
593,-0.076
594,-0.046
595,0.017
596,0.073
597,0.005
598,-0.105
599,-0.039
