,0.042.1
0,-0.056
1,0.029
2,-0.007
3,-0.151
4,-0.012
5,-0.032
6,0.024
7,-0.056
8,-0.083
9,-0.076
10,-0.149
11,-0.063
12,-0.032
13,-0.044
14,-0.081
15,0.02
16,-0.012
17,-0.005
18,-0.007
19,0.044
20,0.173
21,0.081
22,-0.02
23,-0.007
24,0.015
25,0.032
26,-0.037
27,-0.083
28,0.063
29,0.093
30,-0.01
31,-0.044
32,-0.088
33,0.022
34,0.032
35,0.054
36,0.015
37,-0.015
38,0.21
39,-0.027
40,-0.051
41,-0.059
42,-0.027
43,0.098
44,-0.024
45,-0.063
46,0.027
47,-0.117
48,-0.063
49,-0.049
50,-0.151
51,-0.066
52,-0.024
53,-0.059
54,0.054
55,0.029
56,0.044
57,0.054
58,0.01
59,0.022
60,0.081
61,0.1
62,0.0
63,0.063
64,0.166
65,0.012
66,0.042
67,0.037
68,0.0
69,-0.015
70,-0.115
71,-0.022
72,-0.015
73,-0.083
74,-0.049
75,-0.112
76,-0.125
77,-0.034
78,-0.002
79,-0.066
80,-0.039
81,-0.012
82,0.02
83,-0.022
84,-0.056
85,0.02
86,0.066
87,0.0
88,-0.044
89,-0.01
90,-0.017
91,0.005
92,-0.051
93,-0.12
94,-0.049
95,0.002
96,0.042
97,0.029
98,-0.017
99,0.0
100,-0.073
101,-0.022
102,-0.02
103,-0.017
104,-0.056
105,-0.059
106,0.01
107,-0.029
108,0.007
109,-0.02
110,-0.056
111,-0.107
112,0.029
113,-0.078
114,-0.098
115,0.115
116,-0.146
117,0.007
118,0.073
119,0.005
120,0.027
121,-0.1
122,0.017
123,0.198
124,0.032
125,0.027
126,0.066
127,-0.066
128,-0.098
129,0.059
130,0.022
131,-0.029
132,0.068
133,0.01
134,0.024
135,0.09
136,0.02
137,0.0
138,0.017
139,0.054
140,0.022
141,0.076
142,0.007
143,-0.1
144,0.066
145,-0.017
146,0.066
147,-0.012
148,-0.149
149,-0.061
150,-0.059
151,0.02
152,-0.02
153,-0.071
154,0.073
155,0.056
156,-0.105
157,-0.02
158,0.076
159,-0.005
160,0.029
161,-0.015
162,0.029
163,-0.012
164,-0.049
165,-0.044
166,0.068
167,0.063
168,-0.054
169,-0.103
170,-0.105
171,-0.09
172,0.042
173,0.056
174,-0.01
175,-0.088
176,-0.044
177,-0.063
178,-0.144
179,-0.083
180,0.022
181,0.095
182,0.042
183,0.015
184,-0.042
185,0.063
186,-0.063
187,-0.054
188,0.017
189,-0.12
190,-0.01
191,-0.1
192,0.012
193,-0.01
194,0.007
195,0.002
196,-0.083
197,0.168
198,0.044
199,-0.059
200,0.039
201,0.122
202,0.134
203,0.068
204,0.02
205,0.044
206,-0.017
207,-0.024
208,-0.032
209,-0.115
210,-0.049
211,0.076
212,0.1
213,-0.051
214,-0.085
215,0.022
216,-0.01
217,-0.051
218,-0.034
219,0.071
220,0.029
221,-0.005
222,-0.007
223,0.076
224,0.063
225,-0.002
226,0.039
227,0.002
228,-0.029
229,-0.044
230,0.093
231,0.081
232,0.024
233,-0.051
234,-0.039
235,0.0
236,0.056
237,-0.042
238,-0.01
239,0.01
240,-0.01
241,0.186
242,0.112
243,0.002
244,-0.002
245,0.105
246,0.037
247,0.024
248,0.071
249,0.044
250,0.027
251,-0.015
252,-0.066
253,-0.034
254,-0.081
255,-0.012
256,-0.09
257,-0.044
258,-0.027
259,0.012
260,0.034
261,0.007
262,-0.071
263,0.107
264,0.083
265,-0.081
266,-0.164
267,0.007
268,0.037
269,-0.042
270,-0.017
271,-0.066
272,0.059
273,0.032
274,-0.063
275,0.002
276,-0.015
277,0.151
278,-0.01
279,0.027
280,-0.071
281,0.134
282,0.071
283,0.046
284,0.076
285,0.017
286,0.029
287,-0.01
288,-0.024
289,-0.039
290,-0.022
291,-0.015
292,0.1
293,0.037
294,-0.022
295,0.051
296,-0.046
297,0.063
298,-0.015
299,0.01
300,0.0
301,-0.054
302,0.061
303,0.066
304,-0.12
305,-0.015
306,0.076
307,0.056
308,0.032
309,-0.024
310,-0.027
311,0.017
312,-0.066
313,-0.044
314,0.027
315,0.076
316,-0.046
317,0.007
318,-0.039
319,0.112
320,0.022
321,0.081
322,0.095
323,0.056
324,-0.017
325,-0.02
326,0.073
327,-0.024
328,0.0
329,-0.049
330,-0.015
331,-0.059
332,-0.098
333,-0.054
334,-0.037
335,-0.103
336,-0.117
337,-0.066
338,-0.088
339,-0.002
340,0.017
341,-0.105
342,-0.09
343,-0.059
344,0.037
345,0.09
346,0.146
347,0.105
348,0.034
349,0.012
350,-0.032
351,-0.076
352,-0.093
353,-0.073
354,-0.071
355,0.02
356,-0.078
357,-0.117
358,-0.115
359,-0.063
360,-0.09
361,-0.061
362,-0.022
363,0.024
364,0.059
365,0.049
366,0.024
367,-0.061
368,0.01
369,0.12
370,0.1
371,0.02
372,-0.002
373,0.039
374,-0.02
375,-0.022
376,-0.115
377,-0.007
378,0.032
379,0.037
380,0.01
381,0.042
382,0.11
383,-0.012
384,0.034
385,-0.007
386,0.1
387,0.1
388,0.132
389,0.139
390,0.027
391,0.024
392,0.093
393,0.081
394,-0.02
395,0.1
396,0.002
397,0.056
398,0.166
399,0.054
400,0.149
401,0.034
402,-0.02
403,-0.034
404,0.073
405,0.059
406,0.056
407,0.007
408,0.059
409,-0.015
410,0.066
411,0.017
412,-0.085
413,0.144
414,0.027
415,-0.046
416,-0.015
417,0.022
418,0.071
419,-0.007
420,-0.002
421,0.085
422,0.081
423,0.039
424,-0.032
425,-0.044
426,-0.059
427,0.044
428,0.0
429,-0.068
430,-0.056
431,-0.073
432,-0.122
433,-0.032
434,-0.093
435,-0.098
436,-0.027
437,0.032
438,-0.09
439,-0.161
440,-0.042
441,-0.017
442,-0.081
443,0.068
444,0.186
445,0.022
446,0.015
447,-0.093
448,0.056
449,0.063
450,-0.09
451,0.039
452,0.012
453,-0.027
454,0.002
455,-0.037
456,0.005
457,-0.063
458,0.034
459,0.046
460,-0.051
461,0.002
462,0.159
463,0.127
464,0.005
465,0.029
466,0.117
467,0.129
468,-0.017
469,-0.132
470,-0.059
471,0.042
472,0.005
473,0.017
474,-0.049
475,-0.103
476,-0.029
477,-0.037
478,0.044
479,-0.059
480,-0.029
481,0.034
482,0.044
483,0.046
484,-0.066
485,0.027
486,0.088
487,0.01
488,-0.054
489,0.076
490,0.076
491,0.046
492,-0.039
493,0.015
494,-0.029
495,0.076
496,0.029
497,-0.046
498,0.039
499,-0.112
500,0.066
501,0.012
502,-0.146
503,0.039
504,0.059
505,-0.027
506,-0.046
507,0.0
508,0.01
509,0.095
510,0.027
511,-0.061
512,0.022
513,0.024
514,0.051
515,-0.012
516,0.098
517,0.137
518,-0.034
519,-0.188
520,-0.015
521,-0.044
522,0.081
523,0.007
524,0.029
525,-0.007
526,-0.12
527,-0.054
528,-0.054
529,-0.029
530,-0.042
531,-0.105
532,-0.098
533,-0.049
534,-0.073
535,-0.054
536,-0.076
537,-0.151
538,-0.039
539,-0.044
540,-0.032
541,0.0
542,-0.046
543,-0.059
544,-0.056
545,-0.11
546,0.017
547,0.029
548,-0.068
549,0.01
550,-0.046
551,-0.117
552,-0.103
553,-0.134
554,-0.105
555,-0.056
556,-0.093
557,-0.132
558,-0.039
559,-0.081
560,0.073
561,-0.037
562,0.103
563,0.042
564,-0.088
565,0.022
566,-0.02
567,-0.037
568,0.0
569,0.071
570,-0.076
571,-0.146
572,-0.076
573,-0.022
574,-0.078
575,-0.027
576,-0.09
577,-0.122
578,0.017
579,-0.076
580,0.044
581,-0.066
582,0.012
583,0.076
584,-0.027
585,0.046
586,0.142
587,0.098
588,0.107
589,-0.061
590,-0.007
591,0.02
592,-0.015
593,-0.098
594,-0.056
595,-0.066
596,-0.032
597,-0.137
598,-0.032
599,-0.125
600,-0.159
601,0.042
602,-0.11
603,0.005
604,0.071
605,-0.022
606,-0.049
607,-0.061
608,0.095
609,0.059
