,0.054.1
0,-0.02
1,0.083
2,0.071
3,0.156
4,0.107
5,0.156
6,0.178
7,0.09
8,0.007
9,0.027
10,0.112
11,0.154
12,-0.022
13,-0.051
14,-0.017
15,0.029
16,-0.039
17,-0.061
18,-0.151
19,0.061
20,0.012
21,-0.098
22,-0.063
23,0.107
24,0.093
25,0.012
26,0.088
27,0.083
28,0.007
29,0.042
30,0.0
31,-0.015
32,0.046
33,0.007
34,0.039
35,-0.056
36,-0.083
37,-0.032
38,0.037
39,-0.024
40,-0.042
41,0.02
42,-0.054
43,0.0
44,-0.01
45,0.071
46,0.002
47,-0.02
48,-0.046
49,0.066
50,0.032
51,0.02
52,0.181
53,-0.032
54,-0.061
55,-0.051
56,0.005
57,0.088
58,-0.039
59,-0.015
60,-0.059
61,0.024
62,0.054
63,0.068
64,0.078
65,0.078
66,0.027
67,0.01
68,-0.044
69,0.002
70,-0.037
71,-0.046
72,0.068
73,-0.044
74,0.049
75,0.012
76,0.051
77,0.059
78,-0.029
79,0.049
80,0.09
81,0.024
82,-0.032
83,0.093
84,0.085
85,0.129
86,0.117
87,0.054
88,0.022
89,-0.017
90,0.1
91,0.027
92,0.024
93,0.076
94,0.02
95,0.081
96,0.151
97,0.056
98,0.032
99,0.002
100,0.078
101,0.142
102,0.027
103,0.173
104,0.037
105,0.088
106,0.007
107,0.032
108,0.051
109,0.039
110,0.027
111,-0.059
112,-0.024
113,-0.051
114,0.01
115,-0.054
116,-0.022
117,0.002
118,-0.076
119,0.02
120,0.066
121,0.032
122,-0.015
123,0.012
124,0.063
125,0.076
126,-0.022
127,-0.015
128,-0.007
129,0.063
130,0.076
131,-0.027
132,-0.007
133,-0.039
134,-0.044
135,-0.054
136,-0.034
137,-0.078
138,-0.007
139,0.085
140,0.078
141,0.022
142,0.022
143,0.144
144,0.083
145,0.002
146,0.012
147,0.027
148,-0.049
149,-0.015
150,-0.022
151,-0.107
152,-0.027
153,-0.071
154,-0.034
155,0.002
156,-0.012
157,-0.005
158,0.09
159,-0.071
160,-0.1
161,-0.046
162,-0.017
163,-0.012
164,0.032
165,0.049
166,0.051
167,0.051
168,0.049
169,0.015
170,0.012
171,0.029
172,0.037
173,-0.029
174,-0.015
175,0.002
176,0.049
177,-0.066
178,0.027
179,0.081
180,0.02
181,0.083
182,0.01
183,-0.078
184,0.027
185,0.105
186,0.093
187,0.139
188,0.139
189,0.063
190,0.015
191,-0.002
192,0.149
193,-0.081
194,-0.027
195,0.039
196,0.007
197,-0.042
198,-0.034
199,0.088
200,0.051
201,-0.071
202,-0.073
203,-0.024
204,0.029
205,0.071
206,-0.044
207,0.01
208,0.107
209,0.083
210,0.044
211,0.061
212,0.078
213,-0.017
214,-0.005
