,-0.093.1
0,0.017
1,-0.188
2,-0.183
3,-0.066
4,-0.11
5,-0.173
6,-0.066
7,-0.034
8,-0.037
9,-0.059
10,-0.029
11,0.12
12,0.063
13,0.078
14,-0.015
15,-0.017
16,0.015
17,-0.059
18,-0.022
19,-0.081
20,0.029
21,-0.076
22,-0.21
23,0.007
24,-0.007
25,-0.051
26,0.01
27,-0.103
28,-0.059
29,-0.002
30,-0.056
31,0.024
32,0.01
33,0.076
34,0.083
35,0.015
36,0.012
37,0.054
38,0.012
39,0.066
40,-0.039
41,-0.002
42,0.056
43,-0.029
44,-0.156
45,-0.081
46,-0.054
47,0.024
48,0.049
49,-0.012
50,0.127
51,0.127
52,0.112
53,-0.015
54,-0.063
55,-0.044
56,0.005
57,0.027
58,-0.007
59,-0.01
60,0.054
61,0.059
62,0.115
63,0.049
64,0.046
65,0.076
66,0.0
67,0.093
68,0.151
69,0.112
70,0.117
71,0.098
72,0.034
73,0.083
74,0.054
75,0.024
76,0.076
77,0.171
78,0.063
79,-0.02
80,0.044
81,-0.029
82,-0.112
83,-0.154
84,-0.193
85,-0.09
86,0.032
87,-0.007
88,-0.068
89,-0.049
90,-0.027
91,-0.029
92,-0.132
93,-0.081
94,0.007
95,-0.005
96,-0.059
97,-0.122
98,-0.12
99,0.0
100,0.059
101,-0.068
102,-0.039
103,0.083
104,0.01
105,0.01
106,-0.063
107,0.027
108,0.029
109,0.024
110,0.059
111,0.049
112,0.042
113,0.122
114,-0.044
115,-0.044
116,-0.044
117,0.02
118,0.09
119,-0.017
120,-0.083
121,-0.112
122,0.02
123,0.051
124,-0.071
125,-0.059
126,-0.02
127,0.002
128,0.015
129,-0.032
130,-0.022
131,0.0
132,-0.005
133,0.01
134,0.051
135,0.024
136,0.029
137,0.107
138,0.017
139,-0.076
140,0.012
141,0.061
142,-0.012
143,-0.073
144,-0.107
145,0.039
146,-0.015
147,-0.071
148,0.037
149,0.156
150,-0.01
151,0.071
152,0.078
153,0.107
154,0.125
155,0.044
156,0.042
157,0.09
158,0.083
159,0.01
160,-0.066
161,-0.017
162,0.017
163,-0.005
164,-0.156
165,-0.088
166,-0.088
167,-0.093
168,-0.049
169,-0.137
170,-0.112
171,-0.076
172,-0.137
173,-0.093
174,-0.012
175,0.076
176,-0.056
177,-0.002
178,-0.027
179,-0.022
180,0.039
181,-0.066
182,-0.066
183,-0.046
184,0.046
185,-0.068
186,-0.039
187,-0.112
188,-0.134
189,-0.142
190,-0.034
191,-0.037
192,-0.093
193,-0.1
194,0.051
195,-0.051
196,0.029
197,0.037
198,-0.042
199,-0.012
200,-0.098
201,0.054
202,0.042
203,-0.032
204,-0.117
205,-0.1
206,-0.11
207,-0.095
208,-0.068
209,-0.076
210,-0.083
211,-0.046
212,-0.015
213,-0.002
214,0.042
215,0.117
216,0.088
217,0.01
218,0.09
219,0.066
220,0.11
221,0.01
222,-0.039
223,0.046
224,0.01
225,0.01
226,0.017
227,-0.054
228,0.01
229,-0.037
230,-0.007
231,-0.029
232,-0.139
233,-0.049
234,-0.049
235,0.0
236,0.137
237,0.09
238,0.122
239,0.049
240,0.017
241,0.103
242,0.034
243,-0.051
244,0.112
245,0.049
246,-0.022
247,-0.042
248,-0.027
249,0.005
250,-0.044
251,-0.007
252,0.039
253,-0.015
254,-0.024
255,0.054
256,0.015
257,-0.044
258,-0.017
259,-0.059
260,-0.044
261,0.022
262,-0.005
263,-0.005
264,-0.066
265,-0.066
266,-0.11
267,-0.12
268,-0.063
269,-0.027
270,0.002
271,-0.015
