,0.037.1
0,0.034
1,-0.007
2,0.034
3,-0.034
4,-0.017
5,-0.042
6,0.039
7,0.037
8,0.024
9,-0.083
10,0.01
11,0.103
12,0.146
13,0.085
14,0.083
15,0.081
16,0.112
17,0.076
18,-0.007
19,-0.017
20,0.005
21,-0.015
22,0.076
23,0.007
24,0.005
25,0.015
26,0.049
27,0.017
28,-0.115
29,-0.005
30,0.0
31,0.078
32,0.042
33,-0.005
34,-0.032
35,-0.056
36,0.112
37,0.059
38,0.022
39,0.02
40,0.068
41,0.024
42,0.005
43,0.066
44,0.022
45,0.061
46,-0.027
47,0.017
48,-0.081
49,-0.039
50,0.024
51,0.027
52,0.029
53,0.015
54,-0.032
55,0.029
56,0.002
57,0.059
58,0.117
59,0.012
60,-0.012
61,-0.059
62,0.02
63,-0.061
64,-0.073
65,-0.051
66,0.105
67,0.012
68,-0.11
69,0.017
70,-0.09
71,0.044
72,-0.049
73,0.063
74,0.081
75,0.022
76,-0.056
77,-0.042
78,0.0
79,0.029
80,-0.049
81,-0.146
82,-0.068
83,0.095
84,0.02
85,-0.156
86,-0.132
87,-0.137
88,-0.056
89,0.085
90,-0.02
91,-0.078
92,-0.032
93,-0.024
94,-0.063
95,-0.115
96,-0.051
97,-0.049
98,-0.024
99,-0.071
100,0.017
101,0.059
102,-0.005
103,0.015
104,-0.071
105,-0.071
106,-0.032
107,-0.015
108,-0.059
109,0.032
110,-0.02
111,-0.049
112,0.088
113,-0.022
114,-0.005
115,0.024
116,0.063
117,0.061
118,-0.022
119,0.037
120,-0.017
121,-0.046
122,-0.01
123,-0.02
124,-0.061
125,-0.076
126,-0.151
127,-0.144
128,-0.049
129,-0.007
130,-0.076
131,-0.081
132,-0.02
133,-0.029
134,-0.056
135,0.159
136,0.122
137,0.032
138,0.076
139,0.073
140,0.007
141,-0.002
142,-0.037
143,0.015
144,0.068
145,-0.051
146,0.0
147,-0.015
148,-0.093
149,0.034
150,0.164
151,0.051
152,-0.137
153,-0.032
154,-0.012
155,-0.005
156,0.015
157,-0.015
158,-0.022
159,0.02
160,0.103
161,0.02
162,0.063
163,0.012
164,-0.107
165,-0.02
166,-0.098
167,-0.007
168,-0.129
169,-0.088
170,-0.049
171,-0.046
172,0.012
173,-0.022
174,-0.059
175,0.017
176,0.02
177,0.0
178,0.071
179,-0.007
180,-0.007
181,0.049
182,0.115
183,0.129
184,-0.063
185,-0.056
186,0.027
187,-0.012
188,-0.051
189,-0.032
190,-0.09
191,-0.032
192,-0.044
193,-0.012
194,-0.088
195,-0.002
196,-0.002
197,0.022
198,0.061
199,0.066
200,0.083
201,0.032
202,0.015
203,-0.098
204,-0.015
205,0.029
206,-0.002
207,0.007
208,0.029
209,0.049
210,-0.051
211,0.01
212,0.002
213,-0.068
214,-0.09
215,-0.029
216,-0.029
217,-0.017
218,0.068
219,0.12
220,-0.002
221,-0.029
222,0.044
223,-0.012
224,-0.027
225,-0.015
226,-0.022
227,0.005
228,-0.107
229,-0.073
230,-0.063
231,-0.046
232,0.051
233,0.039
234,-0.002
235,-0.002
236,0.027
237,0.056
238,-0.002
239,-0.032
240,0.051
241,0.068
242,-0.046
243,-0.073
244,-0.042
245,-0.034
246,-0.049
247,0.022
248,-0.012
249,-0.012
250,-0.017
251,0.042
252,-0.073
253,-0.049
254,-0.049
255,-0.083
256,0.029
257,0.022
258,-0.042
259,-0.061
260,0.029
261,0.085
262,0.0
263,-0.063
264,-0.085
265,0.005
266,0.0
267,0.022
268,-0.039
269,0.034
270,-0.01
271,-0.061
272,0.024
273,-0.027
274,-0.039
275,-0.02
276,0.042
277,-0.02
278,-0.012
279,0.007
280,-0.059
281,-0.015
282,-0.012
283,-0.002
284,0.01
285,0.002
286,0.005
287,0.015
288,-0.063
289,0.034
290,-0.015
291,0.034
292,0.002
293,0.061
294,-0.002
295,0.022
296,0.137
297,0.1
298,-0.007
299,-0.039
300,0.078
301,0.098
302,0.076
303,0.066
304,0.061
305,0.066
306,-0.039
307,0.01
308,0.037
309,0.02
310,-0.027
311,0.044
312,-0.002
313,-0.061
314,-0.027
315,-0.007
316,-0.039
317,-0.027
318,0.049
319,-0.032
320,-0.017
321,-0.054
322,-0.066
323,-0.11
324,0.007
325,0.1
326,-0.076
327,-0.068
328,-0.034
329,-0.037
330,0.002
331,0.085
332,-0.007
333,0.02
334,-0.027
335,-0.017
336,-0.027
337,-0.017
338,0.068
339,-0.071
340,-0.073
341,-0.029
342,0.127
343,0.0
344,-0.181
345,-0.015
346,-0.02
347,-0.107
348,-0.002
349,-0.017
350,-0.024
351,-0.017
352,-0.02
353,-0.02
354,-0.022
355,-0.005
356,0.017
357,0.073
358,-0.032
359,-0.012
360,0.02
361,0.049
362,0.073
363,0.098
364,0.059
365,0.027
366,0.039
367,0.066
368,-0.083
369,-0.098
370,-0.002
371,-0.017
372,-0.073
373,-0.142
374,-0.032
375,-0.005
376,-0.073
377,0.002
378,0.007
379,0.073
380,0.125
381,0.015
382,0.029
383,0.017
384,0.088
385,0.117
386,-0.027
387,0.034
388,-0.012
389,0.024
390,-0.029
391,-0.127
392,-0.005
393,-0.068
394,0.103
395,0.076
396,0.027
397,0.01
398,0.005
399,0.027
400,-0.044
401,-0.022
402,0.076
403,0.107
404,-0.015
405,0.068
406,0.088
407,0.054
408,-0.056
409,0.02
410,-0.085
411,-0.039
412,0.012
413,-0.002
414,0.042
415,-0.015
416,0.0
417,-0.093
418,-0.095
419,-0.093
420,0.144
421,0.027
422,-0.117
423,0.059
424,0.037
425,-0.027
426,-0.061
427,-0.073
428,0.029
429,-0.059
430,-0.012
431,-0.012
432,-0.017
433,-0.039
434,-0.012
435,-0.029
436,-0.01
437,-0.005
438,-0.005
439,0.0
440,0.061
441,-0.01
442,0.007
443,0.051
444,0.017
445,0.046
446,0.029
447,0.081
448,0.039
449,-0.066
450,0.063
451,0.078
452,-0.071
453,-0.149
454,0.005
455,-0.049
456,-0.149
457,0.044
458,0.005
459,-0.232
460,-0.071
461,0.054
462,0.034
463,-0.024
464,-0.083
465,0.071
466,0.122
467,-0.061
468,0.054
469,0.066
470,-0.027
471,-0.056
472,-0.015
473,-0.005
474,0.042
475,-0.154
476,0.103
477,0.02
478,-0.039
479,0.037
480,-0.012
481,0.051
482,0.088
483,0.044
484,0.007
485,-0.015
486,0.071
487,0.059
488,-0.034
489,0.005
490,0.022
491,0.093
492,0.107
493,0.071
494,-0.093
495,-0.029
496,0.005
497,0.056
498,-0.005
499,0.105
500,0.081
501,0.007
502,0.027
503,-0.022
504,0.093
505,0.137
506,-0.049
507,-0.015
508,0.044
509,0.046
510,0.076
511,-0.088
512,-0.039
513,0.039
514,-0.01
515,0.032
516,0.056
517,-0.146
518,-0.105
519,0.127
520,0.059
521,0.02
522,-0.042
523,0.027
524,-0.024
525,0.049
526,0.012
527,0.046
528,0.088
529,0.098
530,0.02
531,-0.188
532,-0.044
533,-0.017
534,0.068
535,0.09
536,-0.103
537,0.017
538,0.049
539,0.059
540,0.002
541,-0.09
542,-0.007
543,0.022
544,-0.203
545,-0.085
546,-0.085
547,-0.022
548,-0.002
549,0.054
550,0.022
551,-0.044
552,-0.01
553,-0.022
554,0.046
555,-0.073
556,0.007
557,0.063
558,0.0
559,-0.083
560,0.081
561,0.171
562,0.007
563,-0.046
564,0.061
565,-0.02
566,-0.01
567,0.029
568,-0.01
569,0.017
570,-0.017
571,-0.068
572,0.1
573,-0.059
574,-0.059
575,-0.02
576,-0.022
577,0.037
578,0.076
579,-0.061
580,-0.081
581,0.046
582,0.107
583,0.098
584,-0.061
585,-0.01
586,-0.015
587,0.063
588,0.017
589,-0.127
590,-0.068
591,-0.02
592,-0.015
593,-0.103
594,-0.049
595,-0.022
596,-0.1
597,-0.054
598,0.051
599,0.054
600,-0.059
601,-0.032
602,-0.068
603,0.095
604,0.056
605,0.02
606,-0.054
607,0.032
608,0.039
609,-0.022
610,-0.017
611,-0.078
612,-0.007
613,0.054
614,-0.037
615,0.044
616,-0.142
617,-0.073
618,0.259
619,0.066
620,-0.061
621,0.066
622,-0.088
623,-0.076
624,0.054
625,0.005
626,0.078
627,0.037
628,0.044
629,0.083
630,0.085
631,-0.005
632,0.01
633,0.046
634,-0.005
635,-0.024
636,-0.081
637,-0.044
638,-0.083
639,-0.19
640,-0.027
641,0.02
642,-0.056
643,-0.142
644,-0.01
645,0.083
646,-0.022
647,0.083
648,0.039
649,0.059
650,0.11
651,-0.024
652,-0.039
653,-0.046
654,0.017
655,-0.002
656,0.034
657,0.024
658,-0.01
659,-0.1
660,-0.051
661,-0.083
662,-0.063
663,0.015
664,-0.017
665,0.115
666,-0.022
667,-0.005
668,-0.017
669,0.054
670,0.066
671,-0.027
672,0.022
673,-0.132
674,0.027
675,-0.081
676,-0.012
677,-0.073
678,-0.071
679,-0.046
680,0.042
681,-0.061
682,-0.09
683,-0.09
684,-0.007
685,0.034
686,-0.032
687,-0.017
688,-0.01
689,0.063
690,0.051
691,0.017
692,0.098
693,0.19
694,0.056
695,0.005
696,-0.078
697,-0.024
698,0.042
699,0.017
700,-0.034
