,0.039.1
0,-0.066
1,0.024
2,-0.037
3,0.015
4,-0.012
5,0.024
6,0.071
7,-0.093
8,-0.117
9,0.127
10,-0.005
11,-0.061
12,-0.068
13,0.044
14,0.054
15,-0.054
16,-0.078
17,-0.044
18,0.063
19,-0.005
20,-0.061
21,-0.088
22,-0.139
23,-0.044
24,-0.002
25,-0.066
26,-0.09
27,-0.09
28,-0.012
29,-0.083
30,0.015
31,-0.154
32,-0.037
33,-0.093
34,-0.105
35,-0.024
36,0.037
37,0.017
38,-0.029
39,-0.127
40,-0.059
41,0.002
42,0.037
43,-0.056
44,-0.029
45,-0.032
46,-0.056
47,0.032
48,0.037
49,0.034
50,0.076
51,0.017
52,0.117
53,-0.027
54,-0.012
55,0.132
56,0.007
57,-0.005
58,-0.027
59,-0.046
60,-0.027
61,-0.134
62,-0.083
63,0.012
64,0.042
65,-0.066
66,-0.032
67,0.012
68,-0.059
69,0.039
70,0.024
71,0.0
72,0.149
73,0.039
74,0.005
75,-0.022
76,0.027
77,0.161
78,0.093
79,0.088
80,-0.01
81,-0.049
82,-0.024
83,-0.027
84,0.024
85,0.007
86,0.242
87,0.156
88,-0.005
89,0.09
90,-0.032
91,0.122
92,-0.017
93,0.044
94,0.042
95,0.178
96,0.098
97,0.085
98,-0.054
99,-0.078
100,-0.01
101,0.154
102,-0.071
103,-0.132
104,0.005
105,-0.037
106,-0.103
107,-0.063
108,-0.015
109,-0.024
110,-0.122
111,-0.034
112,-0.012
113,0.037
114,-0.042
115,-0.024
116,-0.017
117,0.002
118,-0.083
119,0.012
120,0.005
121,-0.022
122,-0.039
123,0.024
124,-0.002
125,-0.02
126,0.049
127,0.015
128,-0.032
129,0.042
130,0.061
131,0.085
132,0.039
133,0.005
134,0.0
135,-0.017
136,-0.076
137,-0.166
138,0.017
139,0.061
140,-0.088
141,-0.012
142,-0.039
143,0.029
144,0.007
145,0.049
146,0.088
147,0.039
148,-0.088
149,-0.002
150,-0.015
151,0.005
152,0.066
153,0.017
154,0.112
155,0.059
156,-0.046
157,0.032
158,0.01
159,0.027
160,0.115
161,-0.032
162,0.0
163,-0.088
164,0.017
165,0.027
166,-0.083
167,0.098
168,0.159
169,0.044
170,-0.032
171,-0.076
172,0.005
173,0.073
174,-0.002
175,0.085
176,0.078
177,0.039
178,-0.034
179,-0.1
180,-0.056
181,-0.022
182,-0.034
183,-0.01
184,0.049
185,-0.049
186,-0.146
187,0.01
188,0.0
189,-0.044
190,-0.044
191,0.071
192,0.0
193,-0.046
194,-0.081
195,-0.159
196,-0.066
197,-0.034
198,-0.005
199,-0.022
200,-0.2
201,-0.12
202,-0.068
203,-0.107
204,-0.115
205,-0.107
206,-0.098
207,-0.007
208,0.161
209,0.103
210,0.034
211,0.068
212,0.044
213,0.051
214,-0.027
