,0.051.1
0,0.061
1,-0.007
2,-0.02
3,-0.017
4,-0.007
5,0.056
6,-0.107
7,0.039
8,0.093
9,0.024
10,-0.017
11,0.088
12,0.015
13,-0.007
14,0.061
15,0.095
16,0.085
17,-0.02
18,-0.007
19,0.088
20,-0.083
21,0.044
22,0.037
23,-0.115
24,-0.11
25,0.029
26,0.09
27,-0.066
28,-0.12
29,0.037
30,0.078
31,0.049
32,0.066
33,0.044
34,0.015
35,-0.029
36,0.02
37,0.0
38,0.044
39,0.112
40,0.11
41,0.112
42,0.107
43,0.073
44,0.01
45,0.002
46,0.049
47,0.051
48,-0.063
49,0.024
50,0.054
51,0.076
52,0.039
53,0.007
54,0.007
55,0.061
56,-0.029
57,-0.122
58,-0.029
59,0.027
60,-0.002
61,-0.037
62,0.02
63,0.037
64,-0.132
65,-0.061
66,0.049
67,-0.02
68,0.01
69,-0.015
70,0.049
71,0.051
72,0.032
73,-0.02
74,0.007
75,0.024
76,0.132
77,0.09
78,0.005
79,0.032
80,0.022
81,0.005
82,0.017
83,-0.081
84,-0.085
85,0.029
86,0.049
87,-0.007
88,-0.081
89,0.049
90,0.002
91,0.044
92,-0.01
93,-0.039
94,0.129
95,0.044
96,0.042
97,0.066
98,0.117
99,-0.083
100,-0.071
101,0.103
102,0.129
103,-0.027
104,0.002
105,0.095
106,0.061
107,-0.054
108,-0.01
109,0.037
110,0.046
111,0.059
112,0.061
113,0.059
114,-0.042
115,0.068
116,0.159
117,0.103
118,0.022
119,0.017
120,0.146
121,0.076
122,-0.034
123,-0.012
124,-0.093
125,-0.012
126,0.012
127,-0.015
128,0.012
129,-0.049
130,-0.022
131,0.134
132,-0.088
133,-0.049
134,-0.044
135,0.034
136,-0.012
137,-0.11
138,-0.032
139,0.049
140,-0.093
141,-0.024
142,0.007
143,0.015
144,0.037
145,-0.12
146,-0.061
147,-0.022
148,-0.093
149,-0.107
150,-0.137
151,-0.078
152,-0.061
153,-0.046
154,0.073
155,-0.007
156,-0.09
157,0.103
158,0.095
159,-0.032
160,0.127
161,0.073
162,-0.02
163,0.022
164,0.049
165,0.039
166,0.012
167,-0.061
168,0.039
169,-0.134
170,-0.005
171,0.039
172,0.071
173,0.039
174,0.015
175,-0.076
176,-0.012
177,0.134
178,0.107
179,0.051
180,-0.002
181,-0.044
182,-0.022
183,0.066
184,0.076
185,-0.012
186,0.039
187,-0.02
188,0.012
189,-0.059
190,-0.081
191,0.073
192,0.051
193,-0.095
194,-0.032
195,0.029
196,0.017
197,0.11
198,0.039
199,0.054
200,0.073
201,-0.007
202,0.02
203,0.029
204,0.039
205,0.1
206,-0.01
207,-0.02
208,0.017
209,-0.002
210,-0.024
211,-0.098
212,-0.027
213,0.09
214,0.071
215,0.076
216,0.042
217,0.061
218,0.078
219,-0.002
220,0.112
221,0.09
222,0.054
223,0.024
224,0.034
225,0.01
226,-0.039
227,0.032
228,-0.037
229,-0.063
230,-0.044
231,-0.051
232,-0.132
233,-0.037
234,0.056
235,-0.015
236,0.068
237,0.059
238,0.042
239,0.071
240,0.1
241,0.066
242,-0.042
243,-0.024
244,-0.007
245,-0.132
246,-0.037
247,0.007
248,0.022
249,0.012
250,-0.076
251,-0.012
252,-0.042
253,-0.081
254,0.049
255,0.017
256,-0.054
257,-0.039
258,0.085
259,0.071
260,0.049
261,-0.022
262,0.002
263,-0.017
264,0.027
265,0.061
266,-0.037
267,-0.024
268,0.032
269,-0.046
270,-0.037
271,-0.095
272,-0.12
273,-0.085
274,-0.039
275,0.034
276,0.017
277,0.032
278,0.098
279,0.103
280,0.027
281,0.032
282,0.073
283,0.073
284,0.11
285,-0.046
286,0.093
287,0.073
288,0.083
289,0.103
290,-0.032
291,0.066
292,0.015
293,-0.002
294,0.085
295,0.022
296,0.032
297,-0.015
298,0.002
299,0.039
300,-0.012
301,0.029
302,0.144
303,0.081
304,-0.032
305,0.002
306,0.007
307,0.002
308,-0.176
309,-0.144
310,-0.083
311,-0.095
312,-0.144
313,-0.042
314,-0.095
315,-0.061
316,-0.117
317,-0.046
318,0.068
319,-0.017
320,-0.039
321,-0.022
322,0.061
323,-0.022
324,-0.125
325,-0.078
326,0.024
327,-0.027
328,0.029
329,-0.046
330,-0.037
331,-0.027
332,-0.115
333,-0.056
334,-0.046
335,-0.039
336,0.029
337,-0.032
338,-0.015
339,0.073
340,0.037
341,0.02
342,0.068
343,-0.078
344,-0.022
345,0.022
346,0.044
347,0.027
348,-0.071
349,-0.054
350,-0.02
351,0.005
352,0.083
353,-0.161
354,-0.032
355,-0.017
356,0.068
357,-0.032
358,-0.049
359,0.042
360,0.12
361,0.088
362,0.029
363,0.088
364,0.024
365,-0.042
366,0.046
367,0.032
368,-0.051
369,-0.049
370,0.005
371,0.012
372,0.012
373,-0.071
374,-0.01
375,0.034
376,-0.039
377,-0.037
378,0.056
379,-0.027
380,0.0
381,0.044
382,0.027
383,0.071
384,0.066
385,0.076
386,-0.005
387,-0.039
388,0.0
389,-0.088
390,-0.164
391,-0.198
392,-0.129
393,-0.073
394,-0.142
395,-0.049
