,-0.068.1
0,0.015
1,0.071
2,0.017
3,-0.054
4,0.046
5,-0.049
6,-0.061
7,0.098
8,0.19
9,0.103
10,-0.01
11,0.007
12,0.115
13,0.122
14,0.066
15,0.042
16,0.042
17,0.042
18,0.088
19,0.037
20,0.027
21,0.005
22,0.022
23,0.007
24,0.044
25,0.007
26,-0.027
27,0.012
28,0.09
29,-0.017
30,0.063
31,0.132
32,-0.005
33,-0.024
34,0.051
35,-0.005
36,0.117
37,0.11
38,0.076
39,-0.029
40,-0.015
41,-0.007
42,-0.122
43,-0.029
44,0.015
45,-0.066
46,-0.076
47,-0.012
48,-0.034
49,-0.081
50,-0.125
51,-0.056
52,-0.044
53,0.027
54,0.027
55,0.015
56,0.005
57,-0.051
58,0.02
59,0.0
60,-0.017
61,-0.032
62,-0.034
63,-0.063
64,-0.076
65,-0.032
66,-0.012
67,-0.073
68,-0.063
69,0.056
70,-0.073
71,-0.012
72,-0.044
73,-0.015
74,0.054
75,0.022
76,0.012
77,0.034
78,0.015
79,0.039
80,0.044
81,-0.005
82,-0.005
83,0.024
84,-0.039
85,-0.068
86,-0.076
87,0.078
88,0.024
89,-0.095
90,-0.059
91,0.117
92,0.142
93,-0.024
94,0.024
95,0.078
96,0.022
97,0.051
98,0.088
99,0.015
100,0.044
101,0.186
102,0.029
103,0.002
104,0.022
105,0.039
106,0.005
107,-0.044
108,0.095
109,0.073
110,-0.056
111,-0.02
112,-0.042
113,-0.049
114,-0.088
115,0.051
116,0.085
117,-0.027
118,-0.085
119,-0.01
120,-0.042
121,-0.032
122,-0.017
123,-0.071
124,-0.081
125,-0.027
126,0.012
127,-0.071
128,-0.127
129,-0.056
130,-0.005
131,0.054
132,0.042
133,0.022
134,-0.01
135,-0.022
136,-0.017
137,0.02
138,-0.056
139,0.024
140,0.066
141,0.005
142,0.029
143,0.051
144,0.022
145,0.044
146,-0.042
147,-0.1
148,-0.042
149,-0.081
150,0.01
151,-0.044
152,-0.024
153,0.022
154,-0.046
155,0.051
156,0.054
157,-0.081
158,-0.002
159,-0.02
160,-0.024
161,-0.039
162,0.027
163,0.051
164,-0.039
165,-0.037
166,-0.051
167,-0.007
168,0.054
169,-0.056
170,-0.037
171,-0.032
172,-0.032
173,0.066
174,0.046
175,-0.015
176,-0.015
177,0.039
178,0.049
179,0.01
180,0.02
181,-0.005
182,-0.093
183,0.007
184,-0.076
185,-0.122
186,0.032
187,0.022
188,-0.024
189,0.044
190,-0.044
191,0.027
192,0.049
193,0.032
194,0.073
195,0.017
196,0.012
197,0.073
198,0.081
199,0.125
200,0.151
201,0.081
202,0.059
203,-0.01
204,0.078
205,0.066
206,0.083
207,0.129
208,-0.024
209,-0.007
210,-0.066
211,-0.015
212,0.061
213,0.056
214,0.022
215,0.11
216,-0.012
217,0.112
218,0.127
219,-0.037
220,-0.081
221,-0.046
222,0.022
223,0.044
224,-0.1
225,0.051
226,-0.02
227,-0.027
228,0.039
229,-0.029
230,-0.12
231,-0.005
232,0.002
233,0.022
234,-0.073
235,-0.176
236,0.056
237,0.01
238,0.024
239,-0.046
240,-0.056
241,-0.051
242,-0.042
243,-0.037
244,-0.046
245,-0.012
246,0.02
247,0.027
248,0.015
249,-0.081
250,-0.085
251,-0.059
252,0.144
253,0.127
254,-0.029
255,0.032
256,0.188
257,0.085
258,0.037
259,0.098
260,0.017
261,-0.024
262,0.044
263,0.027
264,-0.017
265,-0.02
266,0.044
267,0.049
268,-0.054
269,-0.015
270,0.044
271,-0.037
272,0.02
273,0.032
274,-0.01
275,-0.029
276,0.051
277,0.063
278,0.061
279,0.0
280,0.017
281,-0.037
282,0.02
283,0.076
284,-0.054
285,-0.034
286,-0.054
287,0.056
288,-0.042
289,0.068
290,0.024
291,-0.044
292,-0.029
293,0.042
294,0.093
295,0.01
296,-0.085
297,0.007
298,0.076
299,0.024
300,0.054
301,-0.093
302,-0.02
303,0.032
304,0.085
305,-0.027
306,-0.103
307,-0.037
308,-0.034
309,-0.046
310,-0.1
311,-0.105
312,0.007
313,-0.1
314,-0.061
315,0.029
316,0.027
317,-0.095
318,0.017
319,0.042
320,0.117
321,-0.059
322,-0.034
323,-0.063
324,-0.032
325,-0.012
326,-0.042
327,-0.022
328,0.09
329,-0.073
330,-0.098
331,0.044
332,-0.039
333,-0.068
334,0.051
335,-0.012
336,-0.081
337,-0.081
338,0.168
339,0.039
340,-0.015
341,0.02
342,-0.017
343,-0.002
344,-0.09
345,-0.042
346,-0.022
347,-0.095
348,0.078
349,0.034
350,-0.059
351,0.073
352,0.061
353,-0.059
354,0.02
355,-0.017
356,0.034
357,0.049
358,-0.01
359,-0.002
360,0.015
361,0.024
362,0.01
363,0.032
364,0.098
365,0.117
366,-0.061
367,-0.01
368,0.034
369,-0.01
370,0.007
371,-0.085
372,0.042
373,0.024
374,0.059
375,0.005
376,-0.107
377,0.034
378,-0.005
379,0.024
380,0.022
381,-0.015
382,0.054
383,0.107
384,0.027
385,-0.02
386,-0.034
387,0.017
388,0.01
389,-0.122
390,-0.081
391,-0.063
392,-0.203
393,-0.046
394,0.002
395,-0.12
396,-0.1
397,-0.076
398,-0.015
399,-0.027
400,-0.09
401,-0.046
402,-0.007
403,0.027
404,0.032
405,0.037
406,-0.088
407,-0.085
408,-0.046
409,-0.12
410,0.088
411,0.046
412,0.015
413,0.037
414,0.002
415,0.0
416,-0.063
417,-0.054
418,0.142
419,0.022
420,0.061
421,0.059
422,0.002
423,-0.056
424,-0.112
425,0.024
426,0.046
427,-0.09
428,-0.063
429,-0.024
430,-0.054
431,0.015
432,-0.117
433,-0.132
434,-0.039
435,-0.056
436,0.051
437,0.017
438,0.024
439,0.078
440,-0.02
441,-0.012
442,0.027
443,0.002
444,0.09
445,0.051
446,0.027
447,0.017
448,0.005
449,0.022
450,-0.02
451,0.034
452,0.002
453,-0.012
454,0.02
455,0.051
456,0.139
457,0.1
458,-0.024
459,0.073
460,-0.005
461,0.007
462,0.171
463,0.039
464,0.051
465,0.059
466,-0.029
467,-0.032
468,-0.1
469,0.002
470,-0.017
471,-0.117
472,-0.022
473,0.007
474,-0.09
475,-0.046
476,0.044
477,0.027
478,-0.007
479,0.044
480,0.024
481,-0.029
482,0.01
483,-0.071
484,-0.066
485,-0.015
486,-0.076
487,-0.037
488,-0.173
489,-0.071
490,-0.032
491,0.046
492,-0.063
493,-0.127
494,-0.22
495,-0.256
496,0.068
497,-0.002
498,-0.083
499,-0.039
500,-0.042
501,0.002
502,0.0
503,-0.034
504,0.015
505,0.142
506,0.022
507,0.107
508,0.122
509,0.002
510,-0.112
511,-0.015
512,0.017
513,0.015
514,-0.105
515,0.066
516,0.0
517,-0.049
518,0.122
519,0.068
520,0.007
521,0.042
522,0.054
523,0.063
524,0.042
525,-0.042
526,0.134
527,0.132
528,0.112
529,-0.007
530,-0.027
531,0.073
532,0.029
533,-0.059
534,0.073
535,0.046
536,-0.002
537,0.005
538,0.127
539,0.11
540,0.068
541,0.046
542,0.098
543,0.09
544,0.107
545,-0.005
546,0.034
547,0.083
548,0.063
549,-0.051
