,0.037.1
0,-0.005
1,0.0
2,-0.046
3,0.015
4,-0.044
5,-0.032
6,-0.044
7,-0.176
8,-0.12
9,-0.166
10,-0.071
11,-0.046
12,-0.073
13,0.022
14,0.044
15,-0.049
16,-0.002
17,0.093
18,0.129
19,0.149
20,0.161
21,0.176
22,0.039
23,-0.02
24,0.01
25,0.112
26,0.054
27,-0.027
28,-0.063
29,-0.078
30,-0.024
31,-0.024
32,-0.127
33,-0.085
34,0.034
35,0.024
36,-0.017
37,0.012
38,-0.039
39,0.02
40,0.012
41,0.125
42,0.134
43,0.1
44,0.054
45,0.022
46,0.085
47,0.027
48,-0.056
49,-0.024
50,0.022
51,0.02
52,0.01
53,0.002
54,-0.061
55,0.042
56,0.005
57,0.068
58,0.071
59,0.02
60,0.142
61,0.076
62,-0.022
63,0.156
64,0.173
65,-0.071
66,-0.061
67,0.017
68,0.076
69,0.037
70,0.046
71,-0.105
72,-0.105
73,-0.088
74,-0.002
75,-0.071
76,-0.173
77,-0.015
78,0.0
79,-0.078
80,-0.044
81,0.007
82,0.012
83,-0.017
84,0.049
85,0.071
86,-0.085
87,-0.012
88,0.051
89,-0.007
90,-0.01
91,0.029
92,-0.002
93,-0.071
94,-0.002
95,0.002
96,-0.049
97,-0.073
98,0.022
99,0.034
100,-0.159
101,-0.015
102,0.037
103,0.022
104,-0.054
105,-0.044
106,0.007
107,-0.007
108,-0.024
109,0.095
110,-0.044
111,-0.046
112,0.017
113,0.085
114,-0.034
115,-0.183
116,0.071
117,0.168
118,-0.078
119,0.073
120,0.144
121,0.149
122,0.056
123,0.085
124,0.137
125,0.037
126,-0.085
127,0.068
128,0.159
129,0.042
130,0.107
131,-0.017
132,0.088
133,0.073
134,-0.098
135,0.049
136,0.044
137,0.002
138,0.046
139,-0.063
140,0.085
141,0.112
142,0.076
143,0.149
144,0.005
145,-0.063
146,0.085
147,-0.059
148,-0.034
149,0.02
150,-0.039
151,0.0
152,-0.11
153,-0.046
154,-0.068
155,-0.171
156,-0.144
157,-0.139
158,-0.049
159,-0.11
160,-0.093
161,-0.029
162,-0.029
163,-0.061
164,-0.076
165,-0.051
166,-0.005
167,-0.046
168,-0.017
169,0.024
170,-0.093
171,0.007
172,-0.088
173,-0.056
174,-0.015
175,-0.156
176,-0.027
177,-0.044
178,-0.054
179,-0.01
180,-0.063
181,-0.056
182,0.015
183,0.034
184,0.01
185,0.002
186,0.085
187,0.005
188,-0.061
189,0.076
190,-0.015
191,-0.073
192,-0.11
193,0.029
194,0.005
195,-0.049
196,0.01
197,-0.005
198,-0.044
199,0.007
200,-0.005
201,0.063
202,-0.012
203,0.034
204,-0.039
205,-0.034
206,-0.015
207,0.015
208,0.044
209,-0.056
210,-0.002
211,-0.02
212,-0.027
213,-0.061
214,0.09
215,0.007
216,0.037
217,0.022
218,0.012
219,0.044
220,0.046
221,0.027
222,0.037
223,0.071
224,0.076
225,0.049
226,-0.024
227,0.042
228,0.024
229,-0.015
230,-0.022
231,0.022
232,0.027
233,-0.093
234,-0.01
235,0.081
236,-0.012
237,-0.081
238,0.01
239,-0.02
240,0.024
241,0.034
242,-0.037
243,0.095
244,-0.039
245,-0.017
246,0.051
247,-0.015
248,0.029
249,-0.01
250,0.012
251,-0.066
252,-0.063
253,0.005
254,0.002
255,-0.061
256,-0.027
257,-0.027
258,-0.034
259,-0.002
260,-0.063
261,0.01
262,-0.015
263,-0.073
264,-0.061
265,-0.083
266,-0.012
267,0.034
268,0.056
269,-0.093
270,-0.168
271,-0.103
272,-0.137
273,-0.005
274,0.0
275,-0.278
276,-0.137
277,0.01
278,-0.103
279,-0.042
280,-0.054
281,0.02
282,0.012
283,0.059
284,0.017
285,0.029
286,0.076
287,0.015
288,-0.029
289,-0.02
290,-0.015
291,0.071
292,-0.002
293,-0.107
294,-0.063
295,-0.002
296,0.063
297,-0.056
298,-0.024
299,0.176
300,-0.044
301,0.007
302,0.134
303,0.012
304,0.137
305,0.042
306,0.034
307,0.088
308,0.02
309,0.0
310,-0.002
311,-0.034
312,-0.054
313,-0.027
314,-0.071
315,-0.081
316,-0.081
317,-0.01
318,0.0
319,-0.095
320,-0.056
321,0.037
322,0.088
323,-0.002
324,-0.027
325,-0.032
326,-0.044
327,-0.088
328,-0.09
329,-0.034
330,0.012
331,0.112
332,-0.032
333,-0.085
334,-0.166
335,-0.063
336,-0.107
337,-0.081
338,-0.002
339,-0.059
340,-0.081
341,0.002
342,-0.117
343,-0.002
344,0.046
345,0.02
346,-0.012
347,-0.11
348,0.024
349,0.017
350,-0.068
351,-0.142
352,0.005
353,0.039
354,-0.078
355,-0.095
356,0.061
357,-0.085
358,-0.088
359,0.022
360,0.049
361,-0.046
362,-0.166
363,-0.002
364,0.044
365,-0.181
366,0.015
367,0.037
368,-0.073
369,-0.034
370,-0.11
371,-0.132
372,-0.063
373,0.0
374,0.005
375,-0.037
376,-0.078
377,0.049
378,0.061
379,-0.054
380,-0.054
381,0.0
382,0.073
383,0.073
384,-0.044
385,0.002
386,0.027
387,0.095
388,0.034
389,0.122
390,0.078
391,0.015
392,0.098
393,0.032
394,0.005
395,-0.005
396,0.017
397,0.027
398,-0.007
399,0.037
400,-0.034
401,0.093
402,-0.005
403,-0.061
404,0.146
405,0.19
406,0.056
407,0.078
408,0.032
409,-0.027
410,-0.073
411,0.015
412,0.142
413,-0.039
414,-0.049
415,0.044
416,-0.029
417,-0.09
418,0.012
419,-0.017
420,-0.107
421,0.073
422,0.117
423,0.042
424,0.059
425,0.132
426,0.142
427,0.037
428,-0.042
429,0.078
430,0.095
431,-0.024
432,-0.039
433,-0.02
434,-0.09
435,-0.076
436,0.034
437,-0.051
438,-0.168
439,-0.088
440,-0.054
441,0.0
442,-0.071
443,-0.044
444,0.02
445,-0.068
446,-0.046
447,0.007
448,-0.039
449,0.0
450,-0.029
451,-0.081
452,-0.11
453,-0.088
454,0.024
455,-0.059
456,-0.142
457,-0.046
458,-0.02
459,-0.044
460,-0.027
461,0.039
462,0.015
463,-0.046
464,0.112
465,0.166
466,0.063
467,-0.024
468,0.051
469,0.103
470,0.046
471,0.112
472,0.105
473,0.234
474,0.022
475,0.029
476,0.149
477,0.007
478,0.017
479,-0.034
480,-0.056
481,-0.042
482,0.032
483,0.095
484,0.034
485,0.042
486,0.098
487,0.073
488,0.002
489,-0.027
490,-0.01
491,0.02
492,-0.015
493,-0.105
494,-0.015
495,0.059
496,-0.103
497,-0.042
498,-0.061
499,-0.022
500,-0.134
501,0.02
502,0.142
503,-0.044
504,0.002
505,0.083
506,0.061
507,0.083
508,0.115
509,0.071
510,0.093
511,0.044
512,0.042
513,-0.005
514,-0.005
515,-0.012
516,0.007
517,0.005
518,-0.032
519,-0.039
520,0.002
521,0.022
522,0.049
523,-0.066
524,-0.061
525,-0.029
526,0.061
527,-0.029
528,-0.063
529,0.012
530,0.002
531,0.015
532,0.032
533,-0.054
534,-0.129
535,-0.068
536,-0.017
537,-0.063
538,-0.178
539,0.071
540,0.076
541,-0.103
542,-0.125
543,0.005
544,0.022
545,-0.063
546,0.027
547,0.061
548,0.071
549,0.059
550,0.051
551,0.063
552,0.029
553,-0.007
554,-0.017
555,-0.012
556,0.027
557,-0.007
558,0.01
559,0.1
560,0.044
561,-0.015
562,0.095
563,0.066
564,0.0
565,0.068
566,0.085
567,-0.022
568,0.027
569,0.044
570,0.078
571,0.168
572,0.049
573,0.054
574,0.112
575,0.044
576,0.01
577,-0.049
578,0.046
579,0.015
580,-0.098
581,0.022
582,0.024
583,0.017
584,0.063
585,0.044
586,-0.007
587,0.105
588,0.054
589,0.015
590,0.139
591,0.073
592,-0.032
593,-0.012
594,-0.078
595,-0.044
596,-0.071
597,-0.049
598,0.002
599,-0.088
600,-0.081
601,-0.073
602,-0.061
603,-0.134
604,-0.115
605,0.01
606,-0.134
607,-0.093
608,-0.017
609,0.005
610,-0.044
611,-0.044
612,-0.017
613,0.059
614,0.056
615,-0.095
616,-0.134
617,-0.059
618,-0.029
619,-0.012
620,-0.022
621,0.061
622,0.032
623,-0.039
624,0.01
625,-0.017
626,-0.061
627,0.066
628,0.098
629,0.017
630,0.049
631,0.002
632,0.049
633,0.039
634,0.017
635,0.159
636,0.11
637,0.044
638,0.059
639,-0.049
640,0.037
641,0.002
642,-0.029
643,-0.017
644,-0.017
645,0.081
646,0.098
647,0.005
648,0.083
649,0.098
650,0.066
651,-0.005
652,0.02
653,0.029
654,0.083
655,0.012
656,0.061
657,0.12
658,0.024
659,-0.01
660,0.0
661,-0.029
662,-0.002
663,0.002
664,0.063
665,0.037
666,-0.051
667,0.002
668,0.01
669,-0.015
670,-0.054
671,0.046
672,0.078
673,-0.037
674,-0.088
675,-0.066
676,0.007
677,-0.024
678,-0.073
679,-0.015
680,-0.039
681,-0.034
682,0.017
683,0.007
684,0.002
685,-0.049
686,-0.042
687,0.022
688,0.063
689,0.002
690,-0.007
691,-0.012
692,-0.056
693,-0.01
694,-0.022
695,-0.015
696,-0.115
697,0.017
698,0.015
699,-0.063
700,0.015
701,-0.083
702,-0.11
703,-0.103
704,-0.015
705,-0.046
706,-0.051
707,0.037
708,-0.017
709,0.115
710,-0.051
711,-0.056
712,0.056
713,-0.046
714,-0.051
715,-0.037
716,-0.059
717,-0.066
718,-0.005
719,-0.022
720,-0.032
721,-0.02
722,0.017
723,-0.076
724,-0.029
725,-0.005
726,0.081
727,0.063
728,0.012
729,0.042
730,-0.02
731,0.078
732,0.078
733,0.068
734,0.029
735,0.027
736,-0.051
737,-0.054
738,-0.11
739,-0.11
740,-0.068
741,-0.015
742,-0.02
743,-0.032
744,0.032
745,-0.056
746,0.107
747,0.049
748,0.015
749,0.066
750,0.007
751,0.034
752,0.005
753,0.005
754,0.049
755,-0.063
756,-0.017
757,0.005
758,0.039
759,-0.034
760,-0.112
761,-0.093
762,-0.054
763,-0.151
764,-0.027
765,0.005
766,-0.146
767,-0.176
768,-0.029
769,0.054
770,0.017
771,-0.085
772,0.046
773,0.063
774,-0.005
775,-0.071
776,-0.049
777,0.012
778,0.071
779,-0.056
780,-0.11
781,-0.044
782,-0.073
783,-0.034
784,-0.056
785,-0.09
786,-0.024
787,0.0
788,-0.027
789,-0.081
790,-0.088
791,0.088
792,0.093
793,0.002
794,0.068
795,0.081
796,0.007
797,-0.029
798,0.059
799,-0.002
800,0.051
801,-0.002
802,0.002
803,0.081
804,0.024
805,0.051
806,0.012
807,0.032
808,0.029
809,0.027
810,0.054
811,0.029
812,-0.032
813,0.059
814,0.005
815,-0.051
816,0.032
817,0.066
818,0.088
819,0.046
820,-0.007
821,-0.015
822,0.027
823,0.054
824,0.005
825,-0.042
826,0.032
827,0.024
828,0.083
829,0.066
830,0.132
831,0.173
