,0.166
0,0.02
1,0.012
2,0.083
3,0.063
4,0.142
5,-0.01
6,0.073
7,-0.015
8,0.088
9,0.093
10,-0.073
11,-0.029
12,0.044
13,-0.051
14,-0.059
15,-0.081
16,-0.078
17,-0.012
18,-0.039
19,0.007
20,-0.056
21,-0.1
22,0.054
23,-0.044
24,-0.027
25,-0.005
26,0.024
27,-0.015
28,-0.012
29,0.002
30,0.0
31,-0.083
32,-0.098
33,-0.11
34,-0.107
35,-0.081
36,-0.063
37,-0.081
38,-0.085
39,-0.012
40,0.005
41,-0.046
42,0.0
43,0.066
44,0.037
45,-0.095
46,-0.007
47,0.056
48,-0.017
49,0.137
50,-0.037
51,-0.059
52,-0.117
53,-0.225
54,-0.142
55,-0.029
56,-0.061
57,-0.098
58,-0.046
59,-0.015
60,-0.022
61,-0.125
62,-0.107
63,0.012
64,0.032
65,0.125
66,0.122
67,0.044
68,0.051
69,0.088
70,0.068
71,-0.015
72,0.034
73,-0.002
74,-0.044
75,0.015
76,-0.061
77,-0.032
78,-0.11
79,-0.12
80,-0.002
81,-0.076
82,-0.117
83,-0.005
84,-0.007
85,-0.012
86,-0.056
87,-0.005
88,0.051
89,0.132
90,0.193
91,0.085
92,0.125
93,0.176
94,0.02
95,0.115
96,0.081
97,0.081
98,-0.012
99,0.007
100,0.056
101,-0.02
102,-0.034
103,-0.029
104,0.088
105,0.012
106,0.005
107,0.01
108,0.0
109,-0.056
110,-0.042
111,-0.029
112,0.029
113,0.085
114,0.09
115,-0.02
116,-0.034
117,0.032
118,0.037
119,0.029
120,0.015
121,0.002
122,0.029
123,-0.017
124,-0.093
125,-0.139
126,-0.015
127,-0.149
128,-0.156
129,-0.073
130,0.071
131,-0.017
132,-0.007
133,-0.098
134,0.02
135,-0.005
136,-0.002
137,-0.029
138,-0.051
139,-0.059
140,-0.1
141,0.044
142,-0.01
143,-0.09
144,0.0
145,-0.044
146,0.068
147,0.049
148,0.02
149,-0.042
150,-0.049
151,0.071
152,0.083
153,0.01
154,-0.005
155,-0.01
156,-0.029
157,0.149
158,0.034
159,-0.068
160,-0.022
161,0.117
162,0.073
163,0.1
164,0.042
165,0.066
166,0.2
167,0.103
168,0.017
169,0.107
170,0.049
171,0.073
172,0.022
173,0.037
174,0.061
175,0.188
176,0.054
177,-0.037
178,-0.051
179,-0.034
180,0.032
181,-0.049
182,0.085
183,0.046
184,0.073
185,0.027
186,0.059
187,0.044
188,0.085
189,0.125
190,0.066
191,0.088
192,0.059
193,0.0
194,0.017
195,0.051
196,0.02
197,0.039
198,-0.049
199,-0.095
200,-0.063
201,0.042
202,0.002
203,0.01
204,-0.039
205,0.046
206,0.042
207,-0.037
208,0.054
209,0.054
210,0.125
211,-0.02
212,-0.059
213,-0.049
214,-0.129
215,0.005
216,0.01
217,0.051
218,-0.085
219,-0.017
220,0.007
221,0.0
222,-0.103
223,-0.012
224,0.063
225,0.029
226,-0.054
227,0.005
228,0.068
229,0.034
230,-0.024
231,0.059
232,-0.024
233,-0.029
234,0.049
235,0.076
236,-0.061
237,-0.046
238,0.039
239,0.081
240,0.012
241,-0.088
242,-0.066
243,0.0
244,-0.005
245,-0.051
246,0.073
247,0.042
248,-0.032
249,0.01
250,0.061
251,0.017
252,0.005
253,-0.012
254,-0.051
255,-0.034
256,0.005
257,0.063
258,-0.02
259,0.0
260,0.029
261,0.076
262,-0.051
263,0.01
264,0.178
265,0.059
266,0.037
267,-0.007
268,0.022
269,0.171
270,0.056
271,0.068
272,0.076
273,0.032
274,0.044
275,0.042
276,0.005
277,0.027
278,-0.02
279,-0.085
280,-0.083
281,-0.032
282,0.068
283,0.049
284,-0.032
285,0.042
286,0.071
287,0.037
288,0.029
289,0.083
290,0.078
291,0.032
292,0.054
293,0.037
294,-0.039
295,0.032
296,0.007
297,-0.01
298,0.032
299,0.007
300,0.122
301,0.11
302,0.049
303,-0.017
304,0.042
305,-0.044
306,0.103
307,0.029
308,-0.054
309,0.017
310,-0.127
311,-0.066
312,-0.071
313,-0.039
314,-0.059
315,-0.066
316,-0.012
317,-0.042
318,-0.081
319,-0.098
320,-0.046
321,-0.125
322,-0.112
323,-0.088
324,0.017
325,0.083
326,-0.044
327,0.024
328,0.073
329,0.083
330,0.066
331,-0.054
332,-0.039
333,0.046
334,-0.022
335,0.012
336,-0.142
337,-0.156
338,-0.039
339,-0.083
340,-0.117
341,-0.083
342,-0.029
343,-0.056
344,-0.137
345,-0.046
346,0.076
347,-0.007
348,0.059
349,0.117
350,0.073
351,-0.012
