,-0.061.1
0,0.134
1,0.105
2,0.02
3,0.0
4,-0.024
5,-0.034
6,-0.144
7,-0.178
8,-0.017
9,-0.171
10,0.049
11,-0.049
12,-0.2
13,-0.034
14,-0.115
15,-0.142
16,-0.042
17,-0.029
18,0.005
19,-0.002
20,-0.032
21,0.002
22,-0.063
23,0.059
24,0.125
25,-0.002
26,0.032
27,-0.059
28,0.032
29,0.024
30,0.02
31,0.061
32,-0.054
33,-0.059
34,0.024
35,0.044
36,0.029
37,0.002
38,0.044
39,0.117
40,-0.046
41,0.081
42,0.051
43,0.037
44,0.093
45,0.073
46,0.071
47,0.127
48,0.032
49,0.063
50,0.098
51,0.066
52,0.012
53,0.007
54,0.049
55,0.112
56,-0.015
57,0.132
58,0.144
59,0.039
60,0.042
61,0.037
62,0.076
63,0.017
64,-0.005
65,-0.007
66,-0.012
67,-0.046
68,0.051
69,0.015
70,-0.005
71,0.027
72,-0.022
73,0.032
74,-0.012
75,0.024
76,0.056
77,0.032
78,-0.107
79,-0.046
80,-0.059
81,-0.103
82,0.066
83,0.051
84,-0.144
85,-0.139
86,-0.081
87,-0.027
88,-0.166
89,-0.061
90,-0.042
91,-0.122
92,-0.051
93,-0.027
94,-0.056
95,0.01
96,0.002
97,0.037
98,-0.061
99,-0.01
100,-0.005
101,-0.042
102,-0.068
103,-0.161
104,-0.022
105,-0.134
106,-0.098
107,-0.068
108,-0.071
109,-0.105
110,-0.151
111,0.037
112,-0.02
113,-0.083
114,-0.037
115,0.032
116,0.042
117,0.046
118,-0.037
119,0.088
120,0.078
121,-0.122
122,-0.02
123,-0.059
124,-0.105
125,-0.049
126,-0.042
127,-0.117
128,-0.1
129,-0.071
130,-0.09
131,-0.151
132,-0.024
133,-0.027
134,-0.103
135,-0.005
136,0.022
137,0.02
138,0.015
139,0.029
140,0.044
141,0.1
142,0.173
143,0.134
144,0.095
145,0.134
146,0.039
147,-0.046
148,0.054
149,0.007
150,-0.042
151,0.054
152,-0.125
153,0.024
154,-0.085
155,-0.115
156,-0.034
157,-0.127
158,-0.029
159,0.054
160,-0.005
161,0.103
162,0.044
163,0.046
164,0.071
165,-0.007
166,0.051
167,0.037
168,-0.015
169,0.032
170,0.007
171,-0.029
172,-0.022
173,0.022
174,-0.164
175,-0.212
176,-0.146
177,-0.056
178,-0.088
179,-0.061
180,0.071
181,-0.071
182,-0.12
183,0.024
184,0.107
185,-0.046
186,-0.029
187,0.071
188,0.051
189,0.051
190,-0.037
191,0.051
192,0.007
193,0.032
194,0.049
195,0.024
196,-0.085
197,-0.076
198,-0.11
199,0.12
200,0.076
201,-0.115
202,-0.037
203,0.007
204,0.134
205,0.071
206,-0.088
207,0.088
208,0.051
209,0.049
210,0.081
211,0.037
212,0.029
213,0.024
214,-0.073
215,-0.042
216,0.032
217,0.027
218,0.015
219,0.0
220,0.022
221,0.042
222,0.054
223,0.027
224,0.049
225,-0.015
226,0.034
227,0.02
228,-0.073
229,0.068
230,0.068
231,0.034
232,0.037
233,0.076
234,0.044
235,0.02
236,0.061
237,0.076
238,0.078
239,0.081
240,0.059
241,0.063
242,0.049
243,0.076
244,-0.012
245,0.024
246,0.076
247,0.129
248,0.12
249,-0.127
250,-0.034
251,-0.071
252,-0.068
253,0.01
254,-0.122
255,-0.081
256,-0.022
257,-0.061
258,-0.049
259,-0.049
260,0.002
261,0.107
262,0.01
263,-0.005
264,0.076
265,0.032
266,0.032
267,0.007
268,-0.061
269,-0.129
270,-0.063
271,0.02
272,0.042
273,-0.024
274,-0.024
275,-0.005
276,0.063
277,0.054
278,0.027
279,0.129
280,0.002
281,-0.015
282,0.032
283,0.051
284,0.117
285,-0.007
286,0.071
287,0.017
288,-0.012
289,-0.042
290,-0.005
291,0.005
292,-0.068
293,-0.01
294,0.083
295,0.061
296,-0.022
297,0.002
298,0.105
299,0.054
300,0.044
301,0.054
302,0.1
303,0.103
304,0.105
305,0.027
306,0.024
307,0.061
308,0.034
309,-0.015
310,-0.042
311,0.024
312,0.012
313,0.002
314,-0.005
315,-0.007
316,0.022
317,-0.024
318,0.02
319,-0.063
320,0.125
321,0.129
322,0.034
323,0.02
324,0.103
325,0.081
326,0.073
327,-0.02
328,-0.056
329,-0.034
330,-0.059
331,0.002
332,-0.01
333,0.042
334,0.049
335,0.027
336,0.032
337,-0.078
338,-0.068
339,-0.066
340,0.054
341,-0.029
342,0.1
343,0.073
344,-0.022
345,-0.078
346,0.037
347,0.056
348,0.029
349,0.002
350,0.032
351,-0.051
352,-0.037
353,0.017
354,-0.005
355,0.015
356,-0.056
357,0.02
358,0.12
359,0.056
360,0.029
361,0.056
362,0.054
363,0.078
364,0.051
365,0.051
366,0.09
367,0.029
368,0.024
369,-0.017
370,-0.005
371,0.093
372,-0.007
373,-0.022
374,0.005
375,-0.007
376,-0.02
377,-0.002
378,0.044
379,0.056
380,0.005
381,0.027
382,0.142
383,0.159
384,0.054
385,0.022
386,0.054
387,0.061
388,0.037
389,-0.039
390,-0.022
391,-0.022
392,-0.083
393,-0.134
394,0.0
395,-0.088
396,-0.081
397,0.017
398,-0.022
399,0.059
400,-0.007
401,0.044
402,0.071
403,0.088
404,0.095
405,0.029
406,0.068
407,0.063
408,0.056
409,0.051
410,0.02
411,0.078
412,0.029
413,-0.017
414,0.005
415,-0.039
416,-0.093
417,-0.044
418,-0.049
419,-0.049
420,0.046
421,0.02
422,0.027
423,-0.044
424,-0.107
425,-0.051
426,-0.01
427,-0.032
428,-0.088
429,-0.078
430,-0.071
431,0.015
432,-0.027
433,-0.061
434,-0.146
435,-0.256
436,-0.132
437,-0.161
438,-0.181
439,-0.081
440,0.044
441,-0.066
442,-0.037
443,-0.083
444,-0.037
445,0.073
446,-0.007
447,-0.066
448,-0.022
449,0.007
450,0.042
451,-0.051
452,0.029
453,-0.012
454,-0.176
455,-0.1
456,-0.068
457,-0.056
458,-0.112
459,0.01
460,0.056
461,0.032
462,-0.02
463,0.037
464,-0.068
465,0.039
466,0.051
467,0.061
468,0.01
469,-0.042
470,0.027
471,0.061
472,-0.037
473,0.029
474,-0.007
475,-0.02
476,0.02
477,0.039
478,-0.01
479,0.022
480,0.022
481,0.061
482,-0.032
483,0.01
484,0.059
485,0.049
486,0.027
487,-0.029
488,0.005
489,0.034
490,-0.022
491,-0.061
492,-0.015
493,-0.056
494,-0.054
495,-0.122
496,-0.125
497,-0.063
498,-0.061
499,-0.156
500,-0.134
501,-0.09
502,-0.054
503,0.039
504,0.005
505,-0.129
506,-0.037
507,-0.076
508,-0.056
509,-0.032
510,-0.032
511,0.01
512,-0.007
513,0.044
514,-0.059
515,-0.122
516,-0.112
517,-0.076
518,-0.054
519,0.029
520,0.007
521,-0.059
522,0.012
523,0.049
524,-0.066
525,-0.098
526,-0.066
527,0.022
528,0.022
529,0.024
530,-0.078
531,-0.159
532,-0.037
533,-0.103
534,-0.154
535,-0.166
536,0.032
537,0.027
538,-0.134
539,-0.037
540,-0.024
541,-0.044
542,-0.071
543,-0.068
544,0.039
545,-0.01
546,-0.017
547,-0.051
548,-0.073
549,0.015
550,0.02
551,-0.037
552,-0.107
553,-0.024
554,0.007
555,-0.076
556,-0.034
557,-0.007
558,-0.027
559,0.046
560,-0.1
561,-0.049
562,-0.022
563,0.039
564,-0.005
565,0.027
566,0.051
567,-0.012
568,0.049
569,0.024
570,-0.034
571,-0.107
572,-0.037
573,-0.09
574,-0.1
575,-0.034
576,-0.005
577,-0.044
578,-0.071
579,-0.039
580,-0.078
581,-0.037
582,0.02
583,-0.095
584,-0.007
585,0.024
586,0.081
587,-0.007
588,-0.032
589,-0.015
590,-0.117
591,0.022
592,0.09
593,0.029
594,0.024
595,-0.049
596,-0.029
597,-0.09
598,-0.12
599,-0.103
600,0.161
601,0.129
602,0.022
