,0.022.1
0,0.071
1,0.046
2,0.007
3,0.02
4,-0.007
5,0.01
6,0.068
7,0.032
8,0.042
9,0.083
10,0.068
11,0.012
12,-0.005
13,0.032
14,-0.029
15,0.093
16,0.073
17,-0.027
18,-0.027
19,-0.073
20,0.081
21,0.068
22,0.002
23,0.015
24,0.027
25,-0.02
26,0.012
27,0.051
28,0.085
29,0.012
30,0.073
31,0.032
32,-0.017
33,-0.012
34,0.054
35,-0.042
36,0.017
37,-0.032
38,0.056
39,-0.024
40,-0.073
41,0.076
42,-0.02
43,-0.002
44,0.081
45,0.032
46,0.161
47,-0.002
48,-0.002
49,0.093
50,-0.037
51,0.068
52,0.061
53,0.005
54,0.017
55,-0.044
56,0.032
57,-0.044
58,-0.059
59,0.024
60,0.032
61,-0.151
62,-0.034
63,-0.027
64,0.032
65,0.044
66,-0.027
67,-0.051
68,-0.12
69,0.071
70,0.034
71,-0.046
72,-0.088
73,0.007
74,0.088
75,-0.063
76,-0.11
77,0.0
78,0.012
79,0.083
80,-0.012
81,-0.022
82,-0.007
83,-0.056
84,-0.042
85,0.1
86,0.017
87,0.098
88,0.083
89,-0.01
90,0.078
91,-0.015
92,-0.002
93,0.1
94,-0.022
95,-0.007
96,-0.024
97,-0.054
98,0.02
99,-0.073
100,-0.083
101,-0.032
102,0.024
103,-0.01
104,-0.046
105,-0.034
106,0.122
107,0.059
108,0.039
109,0.076
110,-0.015
111,0.112
112,-0.005
113,-0.054
114,0.11
115,0.015
116,0.042
117,0.127
118,0.032
119,0.02
120,0.017
121,0.029
122,0.088
123,0.103
124,0.095
125,0.017
126,0.015
127,0.11
128,0.129
129,0.098
130,0.054
131,0.1
132,0.059
133,0.034
134,0.085
135,0.083
136,-0.007
137,0.02
138,0.042
139,-0.024
140,0.034
141,0.01
142,0.208
143,-0.083
144,-0.127
145,-0.012
146,0.005
147,0.117
148,0.012
149,0.071
150,0.046
151,0.083
152,-0.01
153,-0.012
154,0.015
155,0.059
156,0.081
157,-0.107
158,-0.051
159,0.042
160,-0.042
161,-0.027
162,0.051
163,-0.039
164,-0.029
165,-0.049
166,0.012
167,-0.049
168,0.095
169,0.039
170,-0.066
171,-0.049
172,0.01
173,0.054
174,0.01
175,-0.105
176,0.002
177,0.015
178,-0.012
179,-0.002
180,-0.01
181,-0.037
182,0.017
183,-0.12
184,-0.02
185,-0.037
186,0.0
187,0.154
188,-0.012
189,0.081
190,0.039
191,-0.022
192,0.005
193,-0.015
194,-0.022
195,0.029
196,0.034
197,-0.015
198,-0.056
199,-0.139
200,-0.063
201,-0.063
202,-0.027
203,-0.012
204,-0.144
205,-0.105
206,-0.034
207,0.037
208,-0.015
209,0.032
210,0.024
211,0.051
212,-0.051
213,0.002
214,0.022
215,-0.01
216,-0.022
217,-0.032
218,0.076
219,0.066
220,0.068
221,0.063
222,0.098
223,0.071
224,0.071
225,0.015
226,0.088
227,0.078
228,0.061
229,-0.002
230,-0.01
231,-0.034
232,0.012
233,0.029
234,-0.059
235,-0.046
236,0.046
237,0.0
238,-0.034
239,-0.088
240,0.071
241,0.056
242,-0.005
243,-0.095
244,-0.076
245,0.063
246,-0.017
247,0.044
248,-0.007
249,-0.061
250,-0.002
251,0.02
252,-0.005
253,-0.029
254,0.034
255,0.015
256,-0.09
257,-0.159
258,-0.046
259,0.039
260,-0.059
261,-0.098
262,0.007
263,0.056
264,-0.032
265,-0.134
266,-0.068
267,0.059
268,-0.017
269,-0.034
270,-0.054
271,-0.005
272,0.02
273,-0.051
274,-0.032
275,-0.078
276,0.034
277,-0.034
278,-0.042
279,-0.049
280,-0.02
281,-0.071
282,-0.046
283,0.046
284,0.017
285,0.01
286,-0.01
287,0.027
288,0.054
