,-0.159
0,-0.137
1,-0.056
2,-0.12
3,0.027
4,0.046
5,0.037
6,0.193
7,0.149
8,0.083
9,0.081
10,0.085
11,0.146
12,0.137
13,0.051
14,0.039
15,0.059
16,0.061
17,-0.042
18,-0.103
19,-0.029
20,-0.125
21,-0.12
22,0.027
23,-0.122
24,-0.19
25,-0.059
26,0.088
27,-0.09
28,-0.181
29,-0.012
30,0.095
31,0.076
32,0.049
33,0.027
34,0.015
35,0.085
36,-0.044
37,-0.081
38,-0.042
39,-0.024
40,0.015
41,-0.122
42,-0.061
43,-0.061
44,-0.061
45,0.024
46,-0.081
47,-0.066
48,0.059
49,-0.039
50,-0.044
51,-0.032
52,0.012
53,0.022
54,-0.071
55,0.054
56,0.059
57,-0.132
58,-0.042
59,-0.024
60,-0.09
61,-0.11
62,-0.088
63,-0.027
64,-0.134
65,-0.098
66,0.046
67,0.027
68,-0.02
69,0.044
70,0.129
71,0.024
72,-0.037
73,-0.049
74,-0.037
75,-0.01
76,0.056
77,-0.039
78,-0.144
79,-0.093
80,-0.002
81,-0.085
82,0.049
83,0.024
84,0.051
85,-0.01
86,0.024
87,0.063
88,0.051
89,0.061
90,-0.032
91,-0.017
92,0.032
93,0.098
94,0.042
95,0.042
96,0.103
97,0.012
98,0.046
99,0.085
100,0.015
101,-0.068
102,-0.12
103,0.024
104,0.0
105,-0.112
106,-0.051
107,-0.063
108,-0.051
109,0.051
110,0.002
111,0.115
112,0.051
113,-0.034
114,0.107
115,0.09
116,-0.017
117,0.11
118,0.007
119,-0.066
120,-0.049
121,-0.027
122,-0.015
123,-0.11
124,-0.024
125,-0.02
126,0.007
127,0.115
128,0.129
129,0.085
130,-0.027
131,0.051
132,-0.012
133,0.017
134,0.015
135,0.088
136,0.039
137,-0.115
138,-0.098
139,-0.027
140,-0.051
141,0.027
142,-0.129
143,-0.059
144,-0.11
145,-0.029
146,-0.051
147,-0.049
148,-0.032
149,-0.127
150,-0.076
151,0.063
152,0.032
153,0.071
154,0.112
155,0.1
156,0.1
157,0.012
158,0.034
159,-0.027
160,-0.09
161,0.085
162,0.09
163,-0.081
164,-0.012
165,0.012
166,-0.012
167,-0.081
168,0.093
169,-0.01
170,0.046
171,0.061
172,0.051
173,0.115
174,0.12
175,0.029
176,0.022
177,-0.046
178,0.029
179,0.078
180,0.034
181,0.017
182,0.063
183,0.071
184,-0.037
185,-0.056
186,-0.024
187,0.061
188,0.071
189,0.061
190,-0.042
191,0.037
192,0.051
193,0.039
194,0.02
195,0.083
196,0.059
197,0.01
198,-0.042
199,0.022
200,0.046
201,-0.015
202,-0.042
203,-0.059
204,0.017
205,0.027
206,0.09
207,-0.017
208,-0.051
209,-0.032
210,-0.024
211,0.037
212,-0.073
213,-0.068
214,0.1
215,0.037
216,-0.095
217,0.054
218,0.1
219,0.007
220,-0.049
221,0.007
222,-0.02
223,-0.112
224,-0.056
225,-0.056
226,-0.046
227,-0.039
228,-0.02
229,0.027
230,-0.042
231,0.017
232,-0.01
233,-0.01
234,0.1
235,0.044
236,-0.02
237,-0.022
238,-0.012
239,0.027
240,-0.02
241,-0.117
242,-0.032
243,0.017
244,0.083
245,0.005
246,-0.024
247,0.0
248,0.02
249,-0.034
250,-0.068
251,0.049
252,0.081
253,0.066
254,0.112
255,-0.007
256,0.024
257,0.02
258,-0.068
259,0.017
260,0.049
261,0.01
262,-0.09
263,-0.051
264,0.0
265,-0.01
266,0.061
267,0.056
268,0.046
269,0.002
270,0.11
271,0.088
272,0.049
273,0.071
274,0.01
275,0.068
276,0.037
277,-0.107
278,-0.054
279,0.049
280,-0.095
281,-0.066
282,-0.139
283,-0.078
284,-0.012
285,-0.024
286,-0.144
287,0.032
288,0.034
289,0.137
290,0.02
291,0.022
292,0.125
293,0.042
294,0.168
295,-0.032
296,0.0
297,0.066
298,0.017
299,0.029
300,-0.046
301,-0.046
302,-0.027
303,-0.071
304,-0.044
305,-0.134
306,-0.076
307,0.032
308,-0.178
309,-0.132
310,-0.076
311,0.054
312,0.044
313,0.022
314,-0.081
315,-0.01
316,-0.017
317,-0.088
318,0.09
319,-0.046
320,-0.073
321,-0.042
322,-0.088
323,0.015
324,-0.037
325,0.046
326,-0.005
327,-0.068
328,-0.051
329,0.027
330,-0.054
331,0.007
332,-0.066
333,0.103
334,0.156
335,-0.044
336,0.12
337,0.12
338,0.095
339,0.044
340,0.034
341,-0.032
342,0.0
343,-0.044
344,0.044
345,-0.017
346,-0.056
347,0.042
348,-0.139
349,0.015
350,0.032
351,-0.071
352,0.042
353,-0.007
354,-0.017
355,0.049
356,0.027
357,0.015
358,0.063
359,-0.015
360,0.039
361,0.061
362,0.042
363,0.034
364,-0.024
365,-0.017
366,0.154
367,0.059
368,0.002
369,0.042
370,0.012
371,-0.024
372,-0.01
373,0.051
374,0.034
375,0.005
376,0.051
377,0.029
378,-0.017
379,0.005
380,-0.012
381,-0.027
382,0.007
383,-0.112
384,-0.103
385,0.027
386,-0.056
387,0.105
388,-0.029
389,0.024
390,0.002
391,-0.068
392,-0.02
393,0.068
394,0.017
395,0.088
396,0.09
397,0.015
398,-0.059
399,-0.032
400,-0.071
401,-0.076
402,-0.068
403,-0.142
404,-0.061
405,0.059
406,-0.029
407,-0.11
408,-0.051
409,0.022
410,0.015
411,-0.037
412,-0.005
413,0.056
414,-0.044
415,-0.112
416,-0.042
417,0.017
418,0.027
419,0.073
420,0.159
421,-0.081
422,-0.061
423,-0.017
424,0.061
425,0.112
426,-0.105
427,-0.042
428,-0.017
429,-0.103
430,-0.107
431,0.051
432,0.01
433,-0.081
434,-0.015
435,0.1
436,0.083
437,-0.024
438,0.073
439,0.039
440,-0.09
441,0.066
442,0.1
443,-0.063
444,0.029
445,-0.029
446,0.051
447,0.125
448,-0.029
449,0.1
450,0.022
451,0.01
452,0.081
453,0.017
454,-0.02
455,0.042
456,-0.056
457,0.032
458,0.017
459,0.027
460,0.037
461,0.049
462,0.027
463,-0.085
464,-0.171
