,0.029.1
0,0.029
1,0.005
2,-0.125
3,-0.132
4,-0.125
5,0.027
6,-0.017
7,-0.085
8,0.007
9,-0.007
10,0.063
11,0.129
12,0.051
13,0.0
14,0.085
15,0.002
16,0.046
17,0.039
18,0.059
19,-0.081
20,0.027
21,-0.027
22,0.115
23,0.132
24,-0.083
25,0.012
26,-0.112
27,-0.007
28,0.305
29,0.01
30,-0.107
31,-0.317
32,-0.017
33,0.137
34,0.063
35,-0.037
36,-0.151
37,0.1
38,0.066
39,-0.01
40,-0.112
41,0.02
42,0.073
43,0.203
44,0.0
45,0.032
46,0.139
47,0.122
48,0.186
49,0.176
50,0.1
51,0.037
52,0.012
53,0.051
54,0.181
55,0.007
56,0.112
57,0.071
58,-0.103
59,-0.095
60,0.056
61,0.01
62,-0.105
63,-0.017
64,0.132
65,0.066
66,-0.042
67,0.112
68,0.1
69,-0.046
70,-0.125
71,-0.076
72,0.11
73,0.146
74,-0.01
75,-0.098
76,-0.1
77,-0.044
78,-0.061
79,-0.134
80,-0.151
81,-0.115
82,-0.151
83,-0.017
84,-0.044
85,-0.005
86,0.078
87,0.112
88,-0.024
89,-0.11
90,0.029
91,-0.022
92,-0.085
93,0.085
94,0.129
95,0.088
96,-0.12
97,-0.039
98,-0.076
99,-0.181
100,-0.081
101,-0.076
102,-0.042
103,-0.024
104,-0.173
105,0.027
106,-0.029
107,-0.002
108,-0.083
109,-0.115
110,-0.042
111,-0.034
112,0.007
113,-0.122
114,0.037
115,0.137
116,-0.046
117,-0.193
118,-0.132
119,0.039
120,0.1
121,-0.063
122,-0.078
123,-0.139
124,0.029
125,-0.017
126,-0.159
127,-0.063
128,-0.061
129,0.049
130,0.068
131,-0.002
132,0.039
133,0.183
134,0.1
135,0.066
136,0.032
137,0.039
138,-0.012
139,0.073
140,0.1
141,-0.076
142,0.027
143,-0.051
144,0.073
145,0.02
146,-0.022
147,0.037
148,-0.081
149,-0.01
150,0.01
151,0.112
152,0.056
153,0.012
154,-0.039
155,0.056
156,-0.005
157,0.115
158,0.024
159,0.027
160,0.061
161,-0.027
162,0.01
163,-0.051
164,0.139
165,0.151
166,-0.059
167,-0.146
168,-0.142
169,-0.044
170,0.029
171,-0.022
172,-0.137
173,-0.034
174,-0.068
175,-0.122
176,-0.059
177,-0.054
178,-0.107
179,0.015
180,0.024
181,-0.107
182,-0.078
183,-0.122
184,-0.042
185,-0.164
186,-0.3
187,-0.176
188,-0.115
189,-0.271
190,-0.195
191,-0.01
192,-0.051
193,-0.071
194,-0.129
195,-0.032
196,-0.1
197,-0.037
198,-0.098
199,-0.112
200,-0.054
201,-0.037
202,-0.166
203,-0.232
204,-0.049
205,0.149
206,0.081
207,-0.002
208,-0.076
209,-0.073
210,0.051
211,0.12
212,0.061
213,-0.068
214,0.037
215,0.217
216,0.054
217,-0.049
218,0.073
219,0.015
220,-0.1
221,-0.154
222,0.029
223,-0.2
224,-0.115
225,-0.09
226,-0.061
227,0.015
228,-0.093
229,-0.068
230,-0.015
231,0.042
232,0.037
233,0.005
234,-0.005
235,0.034
236,-0.068
237,0.063
238,0.02
239,-0.034
240,-0.046
241,-0.01
242,-0.015
243,-0.117
244,-0.122
245,0.007
246,-0.054
247,-0.044
248,-0.042
249,-0.044
250,-0.19
251,-0.159
252,0.007
253,-0.037
254,-0.112
255,0.027
256,-0.076
257,0.027
258,0.022
259,-0.132
260,-0.034
261,-0.115
262,-0.142
263,-0.11
264,-0.078
265,-0.085
266,-0.073
267,-0.125
268,-0.063
269,-0.017
270,-0.11
271,-0.037
272,-0.037
273,-0.105
274,-0.107
275,0.024
276,0.085
277,-0.044
278,-0.105
279,-0.012
280,0.032
281,0.122
282,-0.112
283,-0.122
284,-0.037
285,-0.11
286,0.02
287,0.085
288,-0.049
289,-0.242
290,-0.12
291,0.071
292,-0.007
293,-0.081
294,-0.137
295,-0.134
296,0.039
297,-0.022
298,-0.012
299,-0.044
300,-0.112
301,-0.029
302,0.098
303,-0.139
304,-0.132
305,-0.046
306,0.098
307,-0.039
308,0.093
309,0.022
310,0.032
311,0.063
312,-0.02
313,0.139
314,0.054
315,0.088
316,0.088
317,-0.02
318,0.134
319,0.039
320,-0.012
321,-0.105
322,0.007
323,0.122
324,0.032
325,-0.032
326,-0.032
327,-0.122
328,-0.002
329,0.039
330,-0.024
331,-0.037
332,-0.01
333,0.039
334,0.012
335,-0.039
336,-0.017
337,-0.049
338,-0.029
339,-0.056
340,-0.168
341,0.095
342,0.112
343,-0.085
344,-0.068
345,-0.012
346,-0.049
347,-0.12
348,-0.095
349,-0.034
350,-0.149
351,-0.247
352,-0.01
353,-0.117
354,-0.144
355,-0.005
356,0.039
357,0.154
358,-0.017
359,-0.186
360,-0.01
361,-0.046
362,-0.09
363,-0.093
364,-0.134
365,-0.002
366,-0.068
367,-0.017
368,-0.015
369,-0.042
370,-0.005
371,-0.051
372,0.105
373,0.166
374,0.037
375,-0.063
376,-0.107
377,0.142
378,0.129
379,-0.027
380,-0.139
381,-0.151
382,-0.034
383,0.056
384,-0.081
385,0.02
386,-0.061
387,0.029
388,0.02
389,-0.144
390,0.007
391,0.027
392,0.098
393,-0.027
394,0.049
395,0.156
396,0.024
397,0.029
398,0.037
399,0.078
400,0.037
401,-0.002
402,0.02
403,0.115
404,-0.098
405,-0.017
406,0.034
407,-0.107
408,-0.027
409,0.198
410,0.09
411,-0.078
412,0.01
413,0.22
414,0.007
415,0.059
416,0.046
417,0.134
418,0.071
419,-0.071
420,0.166
421,0.007
422,-0.208
423,0.056
424,0.085
425,-0.081
426,-0.088
427,-0.066
428,0.007
429,-0.024
430,0.005
431,-0.093
432,-0.051
433,0.066
434,0.088
435,-0.024
436,-0.049
437,0.029
438,0.085
439,0.032
440,-0.044
441,-0.078
442,0.024
443,-0.005
444,-0.017
445,-0.005
446,-0.088
447,-0.078
448,0.054
449,0.002
450,-0.103
451,-0.095
452,0.005
453,0.027
454,-0.149
455,0.034
456,-0.159
457,-0.027
458,0.037
459,0.173
460,0.154
461,-0.078
462,-0.12
463,0.139
464,0.107
465,0.005
466,-0.044
467,-0.098
468,-0.095
469,-0.105
470,-0.063
471,-0.032
472,0.088
473,0.198
474,0.115
475,0.024
476,-0.068
477,0.066
478,0.115
479,0.178
480,0.159
481,0.046
482,0.0
483,0.105
484,0.093
485,0.056
486,-0.022
487,-0.015
488,-0.1
489,0.117
490,-0.073
491,0.02
492,0.132
493,0.078
494,0.073
495,-0.1
496,0.151
497,0.081
498,0.037
499,0.12
500,0.203
501,0.125
502,-0.002
503,-0.056
504,0.098
505,0.015
506,0.02
507,0.081
508,-0.129
509,0.049
510,0.085
511,-0.081
512,-0.11
513,-0.012
514,0.066
515,0.049
516,-0.134
517,-0.171
518,0.083
519,0.11
520,-0.002
521,-0.049
522,-0.005
523,-0.137
524,0.1
525,0.044
526,-0.176
527,0.034
528,-0.078
529,-0.007
530,-0.098
531,-0.083
532,0.132
533,0.1
534,-0.029
535,0.012
536,0.081
537,-0.085
538,-0.005
539,-0.093
540,0.005
541,0.042
542,0.039
543,-0.203
544,-0.056
545,-0.051
546,0.176
547,0.022
548,-0.125
549,-0.076
550,0.112
551,0.21
552,0.012
553,-0.066
554,0.029
555,-0.027
556,0.068
557,0.134
558,0.066
559,0.005
560,0.066
561,0.09
562,0.02
563,-0.068
564,0.054
565,0.002
566,0.068
567,0.105
568,0.044
569,0.032
570,-0.09
571,0.046
572,0.1
573,-0.017
574,-0.007
575,0.112
576,0.049
577,0.049
578,0.081
579,0.054
580,0.037
581,0.012
582,0.149
583,-0.056
584,-0.017
585,0.054
586,0.017
587,0.012
588,-0.127
589,-0.022
590,0.02
591,0.083
592,-0.039
593,-0.032
594,0.046
595,-0.066
596,0.125
597,-0.042
598,-0.034
599,0.176
600,0.122
601,-0.02
602,0.02
603,-0.095
604,-0.085
605,-0.093
606,0.01
607,-0.1
608,-0.085
609,-0.066
610,-0.193
611,-0.034
612,-0.044
613,-0.071
614,-0.095
615,0.024
616,0.046
617,-0.198
618,0.061
619,0.049
620,-0.005
621,0.042
622,0.093
623,0.042
624,0.044
625,0.044
626,-0.039
627,-0.005
628,-0.066
629,-0.007
630,-0.085
631,0.056
632,0.059
633,-0.051
634,-0.029
635,-0.061
636,0.032
637,-0.002
638,0.02
639,0.076
640,-0.022
641,-0.061
642,-0.088
643,0.044
644,0.056
645,-0.015
646,-0.054
647,-0.151
648,-0.051
649,0.051
650,-0.037
651,0.144
652,-0.032
653,0.039
654,0.144
655,-0.066
656,-0.066
657,0.117
658,0.22
659,0.02
660,-0.037
661,0.078
662,0.022
663,0.146
664,0.085
665,0.01
666,0.017
667,0.022
668,-0.107
669,-0.02
670,-0.007
671,0.015
672,0.107
673,0.093
674,0.088
675,-0.076
676,0.054
677,0.117
678,-0.002
679,0.01
680,0.132
681,-0.105
682,0.073
683,-0.017
684,-0.1
685,0.051
686,-0.034
687,-0.027
688,-0.112
689,-0.156
690,0.024
691,-0.01
692,0.071
693,-0.034
694,-0.071
695,0.002
696,0.1
697,-0.027
698,0.037
699,0.034
700,0.044
701,-0.073
702,0.02
703,-0.093
704,-0.09
705,0.103
706,0.078
707,-0.195
708,-0.144
709,-0.225
710,-0.142
711,0.056
712,-0.076
713,-0.081
714,-0.054
715,-0.137
716,0.073
717,-0.005
718,-0.032
719,0.024
720,-0.222
721,-0.122
722,-0.032
723,0.051
724,-0.073
725,-0.19
726,-0.203
727,0.01
728,0.027
729,0.017
730,0.054
731,-0.039
732,-0.039
733,-0.078
734,-0.007
735,-0.024
736,-0.037
737,0.144
738,0.044
739,0.027
740,-0.039
741,-0.005
742,0.034
743,0.046
744,0.02
745,0.015
746,-0.098
747,-0.056
748,0.076
749,0.078
750,-0.02
751,-0.012
752,-0.029
753,-0.015
754,-0.042
755,-0.015
756,0.073
757,0.059
758,0.042
759,0.11
760,-0.002
761,0.005
762,0.056
763,0.137
764,0.044
765,0.01
766,0.002
767,-0.166
768,-0.205
769,-0.051
770,-0.125
771,-0.142
772,-0.11
773,-0.059
774,-0.039
775,-0.166
776,-0.056
777,0.093
778,-0.054
779,0.039
780,0.022
781,0.061
782,0.044
783,0.002
784,0.132
785,-0.081
786,-0.125
787,-0.029
788,-0.063
789,-0.073
790,-0.066
791,-0.168
792,-0.168
793,-0.054
794,-0.005
795,-0.117
796,-0.039
797,-0.024
798,-0.085
799,-0.085
800,0.005
801,0.027
802,-0.007
803,-0.1
804,-0.044
805,0.139
806,0.0
807,-0.198
808,-0.039
809,0.056
810,0.1
811,-0.073
812,-0.383
813,-0.022
814,-0.039
815,-0.022
816,-0.098
817,-0.095
818,-0.027
819,0.012
820,0.083
821,0.156
822,0.056
823,0.146
824,0.098
825,-0.098
826,0.059
827,0.112
828,0.105
829,0.024
830,0.071
831,0.071
832,-0.022
833,-0.132
834,-0.142
835,-0.085
836,-0.01
837,-0.212
838,-0.09
839,-0.01
840,-0.024
841,-0.054
842,0.088
843,0.005
844,-0.051
845,0.012
846,-0.115
847,-0.098
848,0.002
849,-0.144
850,-0.002
851,-0.02
852,0.024
853,-0.083
854,-0.061
855,-0.085
856,-0.076
857,-0.063
858,-0.09
859,-0.032
860,0.061
861,-0.01
