,0.071.1
0,-0.034
1,0.012
2,0.063
3,0.01
4,0.1
5,0.042
6,0.093
7,0.071
8,0.059
9,0.078
10,0.098
11,0.0
12,0.022
13,-0.032
14,0.085
15,0.161
16,0.085
17,-0.037
18,-0.247
19,-0.112
20,-0.017
21,0.061
22,0.049
23,0.071
24,0.007
25,0.007
26,0.173
27,0.027
28,-0.01
29,0.037
30,0.11
31,0.098
32,-0.117
33,0.039
34,0.1
35,0.037
36,-0.071
37,0.017
38,0.024
39,-0.007
40,-0.002
41,0.005
42,-0.012
43,-0.049
44,-0.012
45,0.107
46,-0.007
47,0.02
48,-0.002
49,-0.073
50,-0.09
51,-0.042
52,-0.049
53,-0.105
54,0.02
55,-0.093
56,-0.098
57,-0.078
58,-0.122
59,-0.066
60,-0.139
61,-0.159
62,-0.093
63,-0.215
64,-0.032
65,-0.066
66,-0.056
67,-0.034
68,-0.112
69,-0.095
70,-0.005
71,0.002
72,-0.022
73,0.066
74,0.022
75,-0.017
76,-0.056
77,-0.183
78,-0.146
79,0.042
80,-0.142
81,-0.103
82,-0.015
83,0.017
84,-0.1
85,-0.076
86,-0.051
87,0.046
88,0.107
89,0.125
90,0.017
91,-0.024
92,0.071
93,0.103
94,0.081
95,0.095
96,0.117
97,0.171
98,0.1
99,0.095
100,0.073
101,0.146
102,0.154
103,0.01
104,0.037
105,0.081
106,0.044
107,0.076
108,-0.039
109,0.095
110,0.107
111,0.027
112,0.168
113,0.056
114,-0.022
115,0.039
116,0.095
117,0.054
118,0.081
119,0.076
120,0.1
121,0.09
122,0.029
123,0.063
124,-0.039
125,0.054
126,0.029
127,-0.002
128,0.061
129,0.117
130,0.002
131,0.027
132,0.022
133,-0.081
134,-0.012
135,0.002
136,-0.022
137,-0.178
138,-0.139
139,-0.056
140,-0.156
141,-0.103
142,-0.027
143,-0.01
144,-0.12
145,-0.027
146,0.032
147,-0.002
148,0.022
149,0.005
150,-0.085
151,-0.042
152,0.073
153,0.022
154,0.024
155,-0.11
156,-0.076
157,0.061
158,-0.02
159,-0.117
160,-0.002
161,-0.066
162,-0.078
163,0.0
164,0.002
165,-0.012
166,0.012
167,-0.007
168,-0.015
169,-0.034
170,0.024
171,0.015
172,0.088
173,-0.037
174,-0.007
175,0.01
176,0.063
177,-0.002
178,0.007
179,-0.046
180,-0.09
181,-0.061
182,0.002
183,-0.134
184,-0.051
185,0.02
186,-0.024
187,0.044
188,-0.015
189,0.066
190,0.146
191,0.066
192,0.022
193,0.007
194,0.015
195,0.103
196,-0.012
197,-0.071
198,0.022
199,-0.027
200,-0.049
201,0.046
202,0.015
203,0.063
204,0.093
205,-0.027
206,0.01
207,0.051
208,0.073
209,0.112
210,0.168
211,0.105
212,0.005
213,0.076
214,0.112
215,0.024
216,0.066
217,0.125
218,0.071
219,0.042
220,-0.1
221,0.01
222,0.066
223,0.09
224,0.107
225,0.042
226,0.098
227,0.081
228,0.09
229,0.107
230,-0.029
231,-0.024
232,0.024
233,0.0
234,-0.01
235,-0.017
236,0.002
237,-0.076
238,-0.061
239,-0.09
240,-0.024
241,-0.024
242,-0.11
243,-0.068
244,-0.044
245,-0.002
246,0.029
247,-0.056
248,-0.076
249,-0.042
250,-0.024
251,0.0
252,-0.11
253,-0.09
254,-0.117
255,-0.063
256,-0.078
257,-0.01
258,-0.129
259,-0.027
260,-0.059
261,-0.125
262,-0.078
263,-0.022
264,0.005
265,0.056
266,0.081
267,0.027
268,-0.068
269,0.005
270,0.044
271,-0.029
272,0.054
273,0.066
274,-0.02
275,-0.066
276,-0.049
277,-0.002
278,-0.024
279,-0.005
280,0.027
281,0.029
282,0.015
283,0.007
284,-0.073
285,-0.015
286,0.012
287,0.017
288,0.063
289,-0.012
290,0.054
291,0.024
292,0.083
293,0.015
294,-0.017
295,0.034
296,0.01
297,-0.017
298,0.056
299,-0.085
300,0.0
301,-0.098
302,-0.139
303,0.129
304,0.049
305,0.0
306,-0.029
307,0.032
308,0.125
309,0.071
310,-0.093
311,-0.017
312,0.134
313,0.022
314,0.022
315,-0.115
316,-0.056
317,0.012
318,-0.117
319,-0.068
320,0.059
321,-0.093
322,-0.068
323,0.017
324,0.007
325,-0.056
326,-0.095
327,-0.042
328,-0.088
329,-0.071
330,-0.051
331,-0.037
332,-0.068
333,-0.034
334,0.0
335,-0.088
336,-0.066
337,-0.054
338,-0.061
339,-0.032
340,-0.063
341,-0.125
342,0.022
343,0.046
344,0.027
345,0.029
346,0.093
347,0.085
348,0.149
349,0.112
350,0.076
351,0.095
352,0.088
353,0.005
354,-0.046
355,-0.061
356,-0.002
357,-0.127
358,-0.09
359,-0.071
360,-0.078
361,-0.022
362,-0.071
363,-0.09
364,0.005
365,-0.029
366,-0.037
367,-0.054
368,-0.129
369,0.012
370,-0.042
371,-0.022
372,0.11
373,0.044
374,0.017
375,-0.007
376,-0.11
377,-0.093
378,0.125
379,0.056
380,0.007
381,-0.051
382,-0.042
383,0.044
384,-0.063
385,-0.068
386,0.027
387,-0.024
388,0.0
389,-0.017
390,0.029
391,0.042
392,0.022
393,0.051
394,0.015
395,-0.012
396,-0.134
397,-0.029
398,0.044
399,-0.134
400,-0.061
401,-0.173
402,-0.117
403,-0.11
404,-0.129
405,-0.063
406,-0.188
407,-0.112
408,-0.017
409,0.002
410,-0.002
411,0.029
412,-0.007
413,-0.027
414,-0.029
415,0.044
416,0.002
417,-0.029
418,0.049
419,-0.027
420,-0.02
421,0.024
422,0.015
423,-0.073
424,0.005
425,0.022
426,-0.063
427,-0.115
428,0.046
429,-0.017
430,0.034
431,0.054
432,0.0
433,0.088
434,0.027
435,-0.005
436,-0.054
437,-0.068
438,-0.015
439,-0.005
440,0.042
441,-0.012
442,0.02
443,-0.061
444,-0.125
445,-0.029
446,0.029
447,0.078
448,-0.054
449,-0.061
450,-0.081
451,0.027
452,0.061
453,-0.01
454,-0.015
455,0.032
456,0.005
457,0.056
458,-0.012
459,0.059
460,0.085
461,-0.071
462,-0.017
463,-0.044
