,0.122
0,0.01
1,0.066
2,0.01
3,-0.005
4,-0.042
5,0.112
6,0.0
7,-0.034
8,-0.09
9,-0.232
10,0.015
11,-0.056
12,-0.012
13,0.037
14,0.027
15,-0.034
16,-0.054
17,-0.024
18,0.078
19,-0.042
20,-0.195
21,0.042
22,-0.076
23,0.007
24,-0.076
25,-0.146
26,-0.068
27,-0.122
28,-0.061
29,-0.032
30,0.017
31,-0.034
32,-0.029
33,-0.051
34,0.037
35,0.034
36,-0.071
37,0.054
38,-0.071
39,-0.034
40,0.044
41,0.032
42,-0.029
43,-0.054
44,-0.073
45,-0.063
46,-0.029
47,-0.078
48,-0.115
49,-0.017
50,0.0
51,-0.076
52,-0.063
53,0.012
54,0.02
55,0.168
56,0.115
57,-0.007
58,-0.115
59,0.034
60,0.046
61,-0.01
62,0.068
63,0.085
64,0.039
65,0.042
66,0.002
67,0.083
68,0.032
69,-0.027
70,0.051
71,0.037
72,0.12
73,0.002
74,0.022
75,0.037
76,0.093
77,0.049
78,-0.022
79,0.146
80,0.11
81,0.034
82,0.09
83,0.071
84,0.017
85,0.117
86,-0.063
87,-0.034
88,0.039
89,0.068
90,-0.059
91,-0.09
92,-0.046
93,0.005
94,0.005
95,-0.01
96,0.01
97,0.051
98,0.034
99,0.125
100,0.005
101,0.073
102,0.083
103,0.022
104,-0.061
105,0.051
106,-0.066
107,-0.1
108,-0.076
109,-0.056
110,-0.039
111,-0.156
112,-0.122
113,-0.129
114,-0.154
115,-0.093
116,-0.142
117,-0.134
118,-0.012
119,-0.125
120,-0.112
121,-0.076
122,0.01
123,0.01
124,-0.068
125,-0.017
126,-0.078
127,-0.083
128,-0.037
129,-0.193
130,-0.093
131,-0.073
132,-0.107
133,-0.063
134,-0.125
135,-0.176
136,0.039
137,0.029
138,-0.049
139,0.042
140,-0.032
141,0.049
142,0.005
143,-0.012
144,-0.037
145,-0.11
146,-0.01
147,-0.01
148,-0.054
149,-0.076
150,-0.054
151,-0.056
152,-0.095
153,-0.044
154,-0.044
155,-0.027
156,-0.029
157,0.063
158,-0.01
159,0.059
160,0.117
161,0.078
162,0.088
163,-0.002
164,0.063
165,0.1
166,0.171
167,0.139
168,0.105
169,0.132
170,0.161
171,0.042
172,0.027
173,-0.051
174,-0.049
175,0.066
176,-0.039
177,-0.061
178,0.029
179,0.073
180,-0.117
181,0.059
182,0.168
183,0.061
184,-0.029
185,0.042
186,0.107
187,-0.01
188,0.073
189,0.073
190,0.054
191,-0.01
192,-0.007
193,-0.063
194,-0.103
195,-0.085
196,-0.054
197,-0.044
198,-0.098
199,-0.115
200,-0.066
201,-0.059
202,-0.042
203,-0.032
204,0.012
205,-0.051
206,0.024
207,0.012
208,0.005
209,-0.01
210,0.059
211,-0.012
212,0.029
213,-0.134
214,-0.122
215,0.093
216,0.005
217,-0.085
218,-0.044
219,-0.107
220,-0.034
221,-0.063
222,-0.059
223,0.046
224,0.054
225,0.049
226,-0.034
227,-0.044
228,-0.012
229,-0.142
230,-0.022
231,0.022
232,0.042
233,0.098
234,-0.056
235,0.029
236,0.022
237,0.012
238,0.093
239,0.049
240,-0.015
241,0.132
242,0.107
243,0.037
244,0.061
245,-0.027
246,0.068
247,0.107
248,0.073
249,0.066
250,0.046
251,0.068
252,0.137
253,0.01
254,0.083
255,0.02
256,-0.01
257,-0.061
258,-0.017
259,-0.015
260,-0.117
261,0.105
262,-0.002
263,-0.044
264,0.054
265,-0.002
266,0.061
267,0.142
268,0.042
269,-0.037
270,0.054
271,0.068
272,0.054
273,0.0
274,0.005
275,0.11
276,0.068
277,0.054
278,-0.007
279,0.029
280,0.002
281,0.059
282,0.029
283,0.022
284,-0.034
285,0.066
286,0.005
287,0.01
288,-0.063
289,0.002
290,0.0
291,-0.076
292,-0.012
293,0.085
294,0.012
295,-0.01
296,-0.015
297,0.081
298,-0.002
299,0.01
300,-0.024
301,0.005
302,-0.024
303,0.066
304,0.063
305,0.027
306,0.059
307,-0.027
308,-0.073
309,-0.103
310,0.02
311,-0.005
312,0.005
313,-0.051
314,-0.063
315,-0.02
316,0.02
317,-0.007
318,-0.042
319,0.049
320,0.12
321,0.112
322,0.066
323,0.02
324,0.0
325,0.029
326,0.081
327,0.029
328,0.024
329,0.105
330,0.073
331,-0.059
332,-0.042
333,-0.083
334,0.024
335,-0.022
336,-0.081
337,0.056
338,-0.01
339,0.073
340,0.032
341,0.073
342,0.054
343,0.059
344,0.046
345,0.068
346,0.059
347,0.112
348,0.039
349,-0.103
350,-0.054
351,0.015
352,-0.007
353,-0.002
354,0.032
355,-0.088
356,0.0
357,-0.005
358,-0.027
359,0.017
360,-0.002
361,0.122
362,0.046
363,0.039
364,0.061
365,0.027
366,0.066
367,0.063
368,0.044
369,0.032
370,-0.054
371,-0.012
372,0.02
373,-0.007
374,-0.029
375,-0.076
376,0.034
377,0.02
378,0.115
379,0.1
380,0.037
381,0.11
382,0.076
383,0.039
384,0.063
385,0.142
386,0.037
387,0.01
388,-0.005
389,0.005
390,-0.012
391,-0.061
392,0.027
393,0.042
394,-0.068
395,-0.063
396,0.015
397,0.039
398,-0.007
399,0.017
400,0.061
401,0.007
402,0.027
403,0.022
404,-0.059
405,-0.002
406,0.002
407,0.012
408,0.037
409,-0.063
410,-0.027
411,0.076
412,0.012
413,-0.02
414,-0.022
415,0.012
416,-0.005
417,-0.068
418,0.037
419,-0.037
420,-0.005
421,0.027
422,-0.015
423,0.095
424,0.081
425,0.005
426,-0.017
427,0.046
428,-0.039
429,-0.085
430,0.005
431,-0.12
432,-0.051
433,-0.093
434,-0.039
435,-0.012
436,-0.085
437,-0.103
438,-0.015
439,-0.1
440,0.029
441,-0.042
442,-0.137
443,0.005
444,-0.066
445,-0.083
446,0.0
447,0.059
448,-0.022
449,-0.034
450,-0.059
451,-0.112
452,-0.105
453,-0.032
454,-0.012
455,-0.085
456,-0.168
457,-0.056
458,0.007
459,0.027
460,-0.027
461,-0.02
462,0.02
463,0.054
464,0.037
465,-0.01
466,-0.164
467,-0.049
468,0.042
469,-0.002
470,-0.051
471,-0.063
472,-0.024
473,-0.02
474,-0.042
475,-0.063
476,0.054
477,-0.063
478,-0.095
479,-0.012
480,-0.083
481,-0.12
482,-0.195
483,-0.049
484,-0.073
485,-0.137
486,-0.032
487,0.022
488,0.005
489,0.095
490,0.01
491,-0.039
492,-0.183
493,0.032
494,0.107
495,-0.049
496,-0.046
497,-0.024
498,0.098
499,0.085
500,0.015
501,0.103
502,0.039
503,0.068
504,0.117
505,-0.022
506,0.083
507,0.076
508,-0.171
509,-0.066
510,0.059
511,0.063
512,-0.007
513,-0.173
514,0.046
515,-0.022
516,-0.107
517,-0.083
518,-0.081
519,-0.068
520,-0.105
521,-0.132
522,-0.02
523,0.01
524,0.105
525,-0.068
526,-0.046
