,0.007
0,0.042
1,-0.007
2,0.127
3,0.076
4,0.034
5,0.039
6,0.071
7,0.02
8,-0.076
9,-0.027
10,-0.02
11,-0.125
12,-0.012
13,0.024
14,-0.059
15,-0.02
16,-0.051
17,-0.083
18,-0.01
19,-0.063
20,0.017
21,-0.002
22,-0.093
23,-0.105
24,0.022
25,-0.007
26,0.129
27,0.044
28,-0.105
29,-0.024
30,-0.112
31,-0.176
32,-0.002
33,-0.059
34,-0.139
35,-0.002
36,-0.161
37,-0.168
38,-0.103
39,-0.056
40,0.005
41,0.007
42,-0.103
43,-0.034
44,-0.02
45,-0.015
46,0.017
47,-0.046
48,-0.012
49,-0.061
50,-0.081
51,0.01
52,-0.098
53,-0.024
54,-0.044
55,-0.088
56,-0.107
57,-0.117
58,-0.105
59,-0.037
60,-0.081
61,-0.044
62,-0.046
63,-0.059
64,-0.046
65,-0.1
66,-0.071
67,0.007
68,0.088
69,0.024
70,-0.034
71,-0.054
72,-0.02
73,0.017
74,0.063
75,0.007
76,-0.076
77,-0.083
78,0.132
79,0.015
80,-0.125
81,0.015
82,-0.066
83,-0.056
84,-0.039
85,0.039
86,0.137
87,-0.015
88,-0.044
89,0.044
90,-0.015
91,0.09
92,0.107
93,0.056
94,-0.042
95,0.098
96,-0.032
97,-0.042
98,-0.017
99,-0.042
100,-0.037
101,-0.046
102,-0.054
103,-0.046
104,-0.027
105,0.0
106,0.0
107,-0.02
108,0.034
109,0.063
110,0.015
111,0.022
112,0.017
113,0.093
114,0.027
115,0.007
116,0.088
117,0.027
118,-0.002
119,0.066
120,0.01
121,-0.007
122,-0.051
123,-0.015
124,0.02
125,0.005
126,-0.098
127,-0.01
128,-0.039
129,-0.134
130,-0.107
131,-0.122
132,-0.068
133,-0.044
134,0.007
135,0.017
136,-0.159
137,-0.11
138,-0.015
139,-0.1
140,0.022
141,0.098
142,-0.081
143,-0.105
144,0.061
145,-0.032
146,0.022
147,0.042
148,0.002
149,-0.01
150,-0.015
151,0.115
