,-0.039.1
0,0.073
1,0.002
2,-0.029
3,0.139
4,0.149
5,0.156
6,-0.024
7,0.0
8,0.056
9,0.149
10,0.073
11,0.09
12,0.029
13,0.054
14,0.059
15,0.107
16,0.012
17,-0.032
18,0.088
19,0.115
20,0.01
21,0.034
22,0.19
23,0.046
24,-0.059
25,0.134
26,0.034
27,0.005
28,-0.042
29,0.076
30,-0.022
31,-0.012
32,0.093
33,0.054
34,0.061
35,-0.015
36,0.007
37,0.034
38,-0.029
39,-0.059
40,0.037
41,0.061
42,0.066
43,-0.049
44,0.049
45,0.051
46,0.095
47,-0.054
48,-0.164
49,0.015
50,-0.059
51,-0.073
52,-0.068
53,-0.073
54,-0.007
55,-0.063
56,-0.1
57,-0.203
58,-0.051
59,0.117
60,0.037
61,-0.032
62,-0.037
63,0.068
64,-0.063
65,-0.164
66,-0.093
67,0.085
68,0.046
69,-0.02
70,-0.122
71,-0.098
72,-0.11
73,0.095
74,-0.044
75,-0.027
76,-0.005
77,-0.002
78,-0.039
79,0.032
80,0.059
81,-0.09
82,0.0
83,0.132
84,0.037
85,-0.098
86,0.044
87,0.12
88,0.181
89,-0.037
90,0.015
91,0.051
92,-0.039
93,0.027
94,0.105
95,0.081
96,0.015
97,0.12
98,0.12
99,-0.012
100,0.002
101,0.09
102,0.129
103,0.134
104,-0.034
105,-0.02
106,0.063
107,0.171
108,0.034
109,-0.112
110,-0.005
111,0.042
112,0.054
113,0.024
114,-0.039
115,0.029
116,0.049
117,0.054
118,-0.002
119,-0.02
120,0.024
121,0.125
122,0.012
123,0.085
124,0.112
125,0.105
126,0.02
127,0.044
128,0.1
129,-0.076
130,0.002
131,-0.039
132,-0.046
133,-0.098
134,-0.054
135,-0.034
136,-0.027
137,-0.085
138,-0.081
139,-0.085
140,-0.137
141,0.007
142,0.042
143,-0.002
144,0.066
145,0.059
146,0.024
147,0.051
148,-0.044
149,0.012
150,-0.024
151,-0.146
152,-0.103
153,-0.186
154,-0.269
155,-0.215
156,-0.115
157,-0.051
158,-0.073
159,-0.015
160,0.051
161,0.0
162,-0.115
163,-0.107
164,0.098
165,0.061
166,-0.037
167,-0.027
168,-0.027
169,0.085
170,0.073
171,0.017
172,-0.081
173,-0.007
174,0.088
175,0.105
176,-0.09
177,-0.09
178,-0.01
179,0.046
180,-0.09
181,0.029
182,0.098
183,0.132
184,0.112
185,0.027
186,0.1
187,0.122
188,0.093
189,0.107
190,0.139
191,0.061
192,0.002
193,0.171
194,-0.02
195,0.039
196,-0.01
197,0.029
198,0.007
199,0.073
200,0.076
201,0.085
202,0.024
203,0.056
204,0.088
205,0.01
206,0.078
207,0.037
208,-0.027
209,0.071
210,0.081
211,0.01
212,0.027
213,-0.049
214,-0.054
215,-0.078
216,-0.046
217,0.01
218,-0.164
219,0.007
220,-0.039
221,-0.029
222,0.056
223,-0.1
224,-0.002
225,0.046
226,-0.105
227,-0.125
228,-0.066
229,-0.095
230,-0.144
231,-0.027
232,-0.024
233,-0.007
234,-0.061
235,-0.073
236,-0.103
237,-0.093
238,-0.076
239,-0.09
240,-0.1
241,-0.129
242,0.044
243,0.034
244,-0.063
245,0.002
246,-0.024
247,-0.061
248,0.078
249,-0.085
250,-0.032
251,0.054
252,0.022
253,-0.02
254,0.024
255,0.129
256,-0.095
257,0.056
258,0.005
259,-0.083
260,-0.005
261,0.122
262,0.039
263,-0.029
264,0.022
265,-0.029
266,0.027
267,-0.076
268,0.085
269,0.037
270,-0.017
271,0.127
272,-0.002
273,0.0
274,0.024
275,-0.051
276,0.032
277,0.056
278,0.105
279,0.142
280,0.063
281,0.071
282,0.076
283,0.093
284,0.039
285,0.098
286,0.146
287,0.012
288,-0.007
289,0.037
290,0.005
291,-0.078
292,-0.022
293,-0.117
294,-0.049
295,0.0
296,-0.061
297,-0.103
298,-0.173
299,0.039
300,-0.005
301,-0.112
302,-0.051
303,0.002
304,-0.012
305,0.002
306,-0.09
307,-0.081
308,0.029
309,0.027
310,-0.093
311,-0.112
312,-0.112
313,-0.01
314,-0.205
315,-0.19
316,-0.085
317,-0.193
318,-0.168
319,-0.027
320,-0.02
321,-0.076
322,0.046
323,-0.073
324,0.034
325,-0.088
326,-0.161
327,-0.005
328,0.005
329,0.0
330,-0.117
331,-0.063
332,-0.071
333,-0.139
334,-0.044
335,-0.164
336,-0.11
337,-0.085
338,-0.015
339,0.034
340,0.032
341,-0.051
342,-0.039
343,0.098
344,0.007
345,-0.063
346,0.046
347,0.142
348,0.081
349,0.039
350,0.015
351,0.166
352,0.056
353,0.032
354,-0.017
355,0.061
356,0.071
357,0.029
358,0.002
359,0.044
360,0.11
361,0.078
362,0.039
363,0.027
364,0.056
365,0.046
366,0.024
367,0.176
368,-0.02
369,0.027
370,0.063
371,0.005
372,0.098
373,0.137
374,-0.039
375,0.005
376,-0.088
377,0.027
378,0.015
379,0.017
380,0.002
381,0.007
382,-0.056
383,-0.015
384,0.002
385,0.024
386,0.024
387,-0.098
388,-0.134
389,-0.044
390,0.017
391,0.027
392,-0.112
393,-0.139
394,0.034
395,0.002
396,-0.068
397,-0.212
398,-0.103
399,-0.046
400,-0.159
401,-0.044
402,-0.154
403,-0.09
404,0.017
405,-0.129
406,-0.073
407,-0.083
408,-0.037
409,-0.061
410,-0.107
411,-0.046
412,0.002
413,0.012
414,-0.037
415,-0.098
416,-0.159
417,0.022
418,0.022
419,-0.056
420,0.005
421,-0.049
422,-0.017
423,0.039
424,-0.015
425,0.027
426,-0.095
427,-0.103
428,-0.022
429,0.012
430,-0.029
431,-0.015
432,-0.015
433,-0.054
434,0.027
435,-0.01
436,-0.144
437,0.076
438,0.112
439,0.015
440,0.156
441,0.078
442,0.103
443,0.125
444,-0.027
445,-0.002
446,0.098
447,0.134
448,0.137
449,0.012
450,0.098
451,0.122
452,-0.046
453,-0.02
454,-0.017
455,-0.046
456,0.002
457,0.056
458,0.042
459,-0.066
460,-0.027
461,0.042
462,0.066
463,-0.042
464,-0.01
465,-0.032
466,0.02
467,-0.032
468,-0.083
469,-0.098
470,0.078
471,-0.012
472,-0.076
473,-0.054
474,-0.037
475,0.007
476,-0.059
477,-0.066
478,-0.112
479,-0.063
480,-0.027
481,0.022
482,0.024
483,0.005
484,0.044
485,-0.176
486,0.056
487,0.02
488,-0.078
489,0.078
490,-0.085
491,-0.024
492,-0.056
493,-0.178
494,-0.098
495,-0.137
496,-0.151
497,-0.125
498,-0.085
499,-0.056
500,-0.112
501,-0.093
502,-0.061
503,-0.054
504,0.015
505,0.022
506,-0.093
507,-0.093
508,0.017
509,0.059
510,-0.02
511,0.01
512,0.007
513,0.044
514,0.017
515,-0.085
516,-0.01
517,-0.022
518,0.042
519,0.051
520,-0.115
521,0.051
522,0.129
523,0.095
524,-0.029
525,-0.076
526,0.063
527,0.095
528,0.159
529,0.085
530,0.063
531,0.125
532,0.093
533,0.059
534,-0.022
535,0.049
536,0.181
537,-0.007
538,-0.061
539,0.061
540,0.076
541,0.005
542,-0.01
543,-0.095
544,0.076
545,0.112
546,0.105
547,0.066
548,0.088
549,0.042
550,0.024
551,0.051
552,-0.005
553,-0.012
554,0.015
555,-0.015
556,0.007
557,0.007
558,-0.044
559,-0.12
560,-0.09
561,-0.044
562,0.002
563,0.049
564,-0.049
565,-0.037
566,-0.01
567,-0.056
568,0.029
569,-0.059
570,-0.09
571,-0.007
572,-0.015
573,0.029
574,-0.105
575,-0.093
576,-0.002
577,-0.134
578,-0.112
579,-0.125
580,-0.071
581,-0.134
582,-0.125
583,-0.12
584,0.0
585,-0.061
586,-0.005
587,-0.022
588,0.034
589,-0.024
590,0.024
591,0.166
592,0.039
593,-0.073
594,0.015
595,-0.054
596,-0.002
597,0.051
598,-0.107
599,-0.034
600,0.083
601,0.02
602,-0.044
603,0.125
604,0.127
605,0.149
606,0.01
607,-0.046
608,0.176
609,0.188
610,0.049
611,-0.049
612,0.093
613,0.083
614,0.073
615,0.081
616,0.129
617,0.137
618,0.071
619,0.044
620,0.056
621,-0.039
622,0.017
623,0.032
624,0.059
625,0.054
626,0.061
627,0.212
628,0.154
629,0.044
630,0.088
631,0.193
632,0.022
633,0.044
634,0.061
635,0.085
636,0.129
637,-0.022
638,0.007
639,-0.005
640,-0.039
641,0.039
642,-0.039
643,-0.059
644,0.063
645,0.01
646,0.081
647,0.002
648,-0.093
649,0.029
650,-0.054
651,-0.039
652,-0.049
653,-0.01
654,-0.034
655,-0.071
656,-0.095
657,-0.117
658,-0.127
659,-0.078
660,-0.054
661,-0.115
662,-0.107
663,0.027
664,0.005
665,-0.198
666,-0.066
667,0.042
668,0.066
669,-0.037
670,-0.12
671,0.061
672,0.076
673,0.042
674,0.015
675,0.042
676,0.037
677,0.022
678,0.022
679,-0.037
680,0.015
681,-0.007
682,-0.012
683,0.012
684,-0.037
685,-0.198
686,0.007
687,0.034
688,0.068
689,0.051
690,0.083
691,0.125
692,0.085
693,0.054
694,-0.002
695,0.027
696,-0.002
697,0.103
698,0.071
699,0.117
700,0.061
701,0.017
702,0.056
703,0.037
704,0.122
705,0.066
706,0.066
707,0.173
708,0.017
709,0.015
710,0.073
711,0.063
712,0.063
713,-0.034
714,0.066
715,-0.005
716,-0.032
717,-0.061
718,-0.007
719,0.01
720,0.005
721,-0.007
722,-0.103
723,-0.081
724,0.095
725,0.088
