,-0.044
0,-0.051
1,-0.027
2,-0.056
3,0.002
4,0.01
5,0.044
6,0.01
7,0.066
8,0.125
9,0.01
10,0.022
11,0.049
12,-0.049
13,-0.046
14,0.044
15,-0.002
16,-0.007
17,0.088
18,0.02
19,0.076
20,-0.022
21,-0.049
22,-0.159
23,-0.154
24,-0.083
25,-0.027
26,0.029
27,0.105
28,-0.059
29,-0.11
30,0.083
31,0.137
32,0.076
33,-0.015
34,0.002
35,0.046
36,-0.012
37,-0.071
38,0.007
39,0.012
40,0.059
41,0.044
42,0.039
43,-0.103
44,0.027
45,0.049
46,0.027
47,0.042
48,0.012
49,-0.02
50,0.117
51,0.027
52,0.022
53,-0.037
54,0.012
55,-0.005
56,-0.105
57,0.044
58,0.046
59,-0.029
60,0.063
61,-0.022
62,-0.103
63,-0.022
64,-0.01
65,0.032
66,-0.105
67,0.01
68,0.242
69,-0.007
70,-0.015
71,0.088
72,0.117
73,0.066
74,0.012
75,-0.005
76,0.012
77,-0.049
78,-0.081
79,-0.017
80,0.0
81,-0.01
82,-0.076
83,-0.085
84,-0.017
85,-0.022
86,0.027
87,-0.015
88,-0.015
89,-0.012
90,-0.005
91,0.032
92,-0.007
93,0.049
94,0.12
95,0.012
96,0.039
97,0.0
98,-0.037
99,-0.093
100,0.039
101,0.066
102,0.015
103,0.076
104,-0.068
105,-0.093
106,0.051
107,0.049
108,0.146
109,0.137
110,0.088
111,0.049
112,-0.022
113,-0.015
114,0.017
115,0.098
116,0.012
117,0.085
118,-0.02
119,-0.117
120,-0.032
121,0.085
122,0.061
123,-0.134
124,-0.134
125,0.005
126,-0.029
127,-0.022
128,0.073
129,0.015
130,-0.049
131,-0.024
132,0.029
133,-0.005
134,0.01
135,0.095
136,0.029
137,0.027
138,-0.027
139,-0.015
140,-0.029
141,-0.046
142,-0.02
143,0.12
144,0.068
145,0.061
146,0.037
147,0.022
148,0.056
149,-0.029
150,0.012
151,0.081
152,0.007
153,0.046
154,0.027
155,-0.039
156,0.051
157,0.054
158,0.054
159,-0.11
160,-0.088
161,0.015
162,-0.076
163,0.059
164,0.046
165,0.068
166,0.039
167,-0.11
168,0.024
169,0.002
170,0.039
171,0.061
172,0.049
173,-0.017
174,0.032
175,0.093
176,0.007
177,0.046
178,0.02
179,-0.125
180,0.039
181,-0.015
182,-0.149
183,0.007
184,0.024
185,0.063
186,0.034
187,0.044
188,0.1
189,-0.024
190,0.068
191,0.012
192,-0.037
193,-0.017
194,0.027
195,0.117
196,0.049
197,-0.076
198,-0.046
199,-0.022
200,0.054
201,-0.066
202,-0.112
203,0.076
204,-0.027
205,-0.049
206,0.017
207,-0.046
208,0.015
209,0.01
210,0.115
211,-0.017
212,-0.103
213,0.054
214,0.068
215,0.005
216,-0.098
217,0.034
218,0.054
219,0.012
220,-0.103
221,-0.051
222,-0.017
223,-0.117
224,-0.11
225,0.083
226,-0.002
227,-0.037
228,-0.039
229,0.015
230,0.088
231,0.024
232,-0.125
233,0.046
234,-0.027
235,-0.002
236,0.044
237,0.093
238,0.022
239,-0.046
240,0.029
241,-0.132
242,-0.193
243,-0.015
244,0.078
245,-0.137
246,-0.188
247,0.024
248,0.068
249,-0.037
250,-0.066
251,0.015
252,-0.005
253,-0.002
254,0.002
255,0.005
256,0.066
257,0.049
258,-0.017
259,-0.132
260,0.002
261,0.032
262,-0.017
263,-0.017
264,-0.01
265,-0.046
266,0.046
267,0.12
268,0.063
269,-0.112
270,0.02
271,0.186
272,0.154
273,0.032
274,0.125
275,0.059
276,-0.056
277,-0.034
278,-0.002
279,-0.046
