,-0.300
0,-0.276
1,-0.149
2,-0.244
3,-0.264
4,-0.046
5,0.088
6,-0.288
7,-0.239
8,0.122
9,-0.149
10,-0.266
11,0.061
12,0.168
13,-0.083
14,-0.293
15,-0.11
16,-0.024
17,-0.217
18,-0.115
19,0.073
20,-0.039
21,-0.308
22,-0.117
23,-0.059
24,0.002
25,-0.107
26,-0.166
27,-0.068
28,0.056
29,-0.017
30,-0.002
31,-0.103
32,-0.234
33,-0.129
34,-0.159
35,-0.112
36,-0.132
37,-0.176
38,-0.181
39,-0.22
40,-0.352
41,-0.312
42,-0.066
43,-0.298
44,-0.137
45,-0.061
46,-0.066
47,-0.339
48,-0.095
49,-0.295
50,-0.3
51,0.144
52,-0.022
53,-0.156
54,-0.198
55,-0.146
56,-0.088
57,-0.083
58,-0.327
59,-0.015
60,0.046
61,-0.156
62,-0.056
63,-0.073
64,-0.273
65,-0.198
66,0.01
67,-0.283
68,-0.205
69,-0.1
70,-0.095
71,-0.168
72,-0.178
73,-0.127
74,-0.09
75,-0.037
76,-0.117
77,-0.149
78,-0.266
79,-0.144
80,-0.244
81,-0.208
82,-0.291
83,-0.073
84,-0.027
85,-0.027
86,-0.078
87,-0.181
88,0.01
89,0.032
90,-0.068
91,-0.156
92,0.012
93,0.085
94,-0.142
95,-0.088
96,-0.059
97,0.068
98,-0.215
99,-0.029
100,-0.061
101,-0.149
102,-0.22
103,-0.01
104,-0.017
105,-0.198
106,-0.195
107,-0.208
108,-0.146
109,-0.315
110,-0.122
111,-0.122
112,-0.176
113,-0.112
114,0.049
115,-0.049
116,-0.278
117,-0.093
118,-0.071
119,-0.054
120,-0.193
121,-0.122
122,-0.12
123,-0.078
124,-0.129
125,-0.098
126,-0.066
127,-0.195
128,-0.071
129,-0.161
130,-0.168
131,-0.178
132,0.0
133,-0.059
134,-0.063
135,-0.125
136,-0.037
137,0.063
138,-0.059
139,-0.002
140,-0.093
141,-0.171
142,0.02
143,-0.093
144,-0.183
145,-0.007
146,-0.071
147,-0.188
148,0.01
149,-0.222
150,-0.2
151,-0.22
152,-0.056
153,0.002
154,-0.11
155,-0.247
156,-0.215
157,-0.168
158,-0.322
159,-0.115
160,-0.061
161,-0.144
162,-0.32
163,-0.129
164,-0.159
165,0.01
166,-0.171
167,-0.144
168,-0.181
169,-0.391
170,-0.186
171,-0.127
172,-0.195
173,-0.269
174,0.002
175,-0.098
176,-0.103
177,-0.029
178,-0.166
179,-0.081
180,-0.183
181,-0.122
182,-0.195
183,-0.164
184,-0.291
185,-0.237
186,-0.146
187,-0.176
188,-0.232
189,-0.1
190,-0.188
191,-0.229
192,-0.054
193,-0.046
194,-0.076
195,-0.32
196,-0.09
197,-0.061
198,-0.22
199,-0.195
200,-0.103
201,-0.066
202,-0.181
203,-0.293
204,-0.283
205,-0.044
206,-0.093
207,-0.037
208,-0.139
209,0.024
210,0.0
211,-0.117
212,0.073
213,-0.061
214,-0.122
215,-0.159
216,-0.171
217,-0.054
218,0.002
219,-0.332
220,-0.093
221,0.164
222,-0.193
223,-0.112
224,-0.037
225,-0.12
226,-0.354
227,-0.071
228,-0.159
229,-0.269
230,-0.122
231,-0.107
232,-0.066
233,-0.066
234,-0.173
235,-0.142
236,-0.027
237,-0.042
238,-0.127
239,-0.32
240,-0.327
241,-0.122
242,0.027
243,-0.037
244,-0.327
245,-0.144
246,-0.002
247,0.146
248,-0.234
249,-0.146
250,-0.151
251,-0.068
252,-0.12
253,-0.229
254,-0.139
255,-0.039
256,0.083
257,-0.015
258,-0.293
259,-0.159
260,0.156
261,-0.078
262,-0.186
263,-0.32
264,-0.122
265,-0.034
266,-0.469
267,-0.139
268,-0.12
269,-0.137
270,-0.134
271,0.083
272,-0.01
273,-0.093
274,-0.176
275,-0.254
276,-0.137
277,-0.129
278,-0.051
279,-0.312
280,-0.11
281,-0.229
282,-0.234
283,-0.244
284,-0.073
285,-0.066
286,-0.217
287,-0.251
288,-0.076
289,-0.02
290,-0.229
291,0.024
292,-0.134
293,-0.122
294,-0.137
295,-0.095
296,0.007
297,-0.1
298,-0.034
299,0.017
300,-0.049
301,-0.347
302,-0.261
303,-0.027
304,-0.066
305,-0.237
306,-0.393
307,-0.1
308,-0.042
309,-0.081
310,-0.051
311,-0.01
312,-0.081
313,-0.066
314,-0.024
315,0.002
316,-0.029
317,-0.271
318,-0.049
319,0.073
320,-0.017
321,-0.3
322,-0.232
323,-0.269
324,-0.19
325,-0.115
326,-0.073
327,-0.01
328,-0.234
329,-0.073
330,-0.149
331,-0.093
332,-0.117
333,0.044
334,0.034
335,-0.127
336,-0.188
337,-0.205
338,-0.122
339,0.002
340,0.039
341,-0.156
342,-0.098
343,-0.134
344,-0.144
345,-0.164
346,0.012
347,-0.103
348,-0.154
349,-0.049
350,0.007
351,0.002
352,-0.139
353,-0.032
354,0.012
355,-0.085
356,-0.171
357,0.037
358,-0.085
359,-0.137
360,-0.105
361,-0.227
362,-0.095
363,-0.027
364,0.01
365,-0.015
366,-0.142
367,-0.266
368,-0.159
369,-0.225
370,-0.039
371,-0.066
372,-0.171
373,-0.107
374,-0.164
375,-0.151
376,-0.159
377,-0.1
378,-0.31
379,-0.093
380,-0.039
381,-0.234
382,-0.234
383,-0.273
384,-0.039
385,-0.254
386,-0.01
387,-0.122
388,-0.149
389,-0.166
390,-0.146
391,-0.088
392,-0.024
393,-0.054
394,-0.198
395,-0.066
396,-0.051
397,0.122
398,-0.234
399,-0.066
400,-0.051
401,0.027
402,-0.071
403,-0.164
404,-0.176
405,-0.32
406,-0.037
407,0.002
408,-0.039
409,-0.374
410,-0.164
411,-0.017
412,-0.176
413,-0.349
414,-0.149
415,0.063
416,-0.217
417,-0.068
418,-0.039
419,0.017
420,-0.059
421,-0.208
422,-0.073
423,0.015
424,0.002
425,-0.071
426,0.024
427,-0.061
428,-0.195
429,-0.212
430,-0.271
431,-0.12
432,-0.081
433,-0.115
434,-0.01
435,0.029
436,-0.117
437,-0.017
438,-0.044
439,-0.115
440,-0.134
441,-0.125
442,-0.208
443,-0.117
444,-0.164
445,-0.288
446,-0.051
447,-0.156
448,-0.059
449,-0.342
450,-0.215
451,-0.078
452,-0.098
453,-0.2
454,-0.127
455,-0.127
456,-0.01
457,-0.139
458,-0.002
459,0.115
460,-0.142
461,-0.164
462,-0.193
463,-0.095
464,-0.034
465,-0.073
466,-0.02
467,-0.002
468,0.059
469,-0.322
470,-0.024
471,-0.107
472,-0.156
473,-0.195
474,0.049
475,-0.125
476,-0.171
477,-0.159
478,-0.198
479,-0.042
480,-0.156
481,-0.156
482,-0.193
483,-0.1
484,-0.085
485,-0.227
486,-0.359
487,-0.093
488,0.088
489,-0.269
490,-0.071
491,-0.105
492,-0.076
493,0.002
494,-0.051
495,-0.193
496,0.056
497,-0.044
498,-0.039
499,0.154
500,-0.032
501,-0.078
502,0.002
503,-0.029
504,-0.178
505,-0.208
506,-0.203
507,-0.276
508,-0.112
509,-0.012
510,0.017
511,-0.083
512,0.085
513,-0.21
514,0.051
515,-0.122
516,-0.066
517,-0.088
518,-0.198
519,-0.007
520,-0.061
521,-0.271
522,-0.188
523,-0.085
524,-0.217
525,-0.334
526,-0.256
527,-0.066
528,-0.352
529,-0.156
530,-0.225
531,-0.269
532,-0.061
533,0.027
534,0.105
535,-0.078
536,0.115
537,-0.103
538,-0.095
539,0.093
540,0.042
541,-0.156
542,-0.103
543,-0.066
544,-0.22
545,-0.037
546,-0.125
547,-0.1
548,-0.11
549,-0.137
550,-0.208
551,-0.1
552,-0.186
553,-0.21
554,0.01
555,-0.115
556,-0.046
557,-0.156
558,-0.11
559,-0.129
560,-0.054
561,-0.132
562,0.01
563,-0.171
564,-0.237
565,-0.054
566,-0.198
567,-0.222
568,-0.21
569,-0.078
570,-0.21
571,-0.276
572,-0.132
573,0.0
574,0.012
575,-0.034
576,0.022
577,-0.154
578,-0.11
579,0.225
580,0.183
581,-0.027
582,-0.024
583,0.0
584,-0.188
585,-0.071
586,-0.125
587,0.005
588,-0.071
589,-0.132
590,-0.222
591,-0.186
592,-0.122
593,-0.173
594,-0.142
595,-0.212
596,-0.073
597,-0.081
598,-0.186
599,-0.112
600,-0.002
601,-0.127
602,-0.151
603,-0.073
604,-0.195
605,-0.081
606,-0.032
607,-0.083
608,-0.271
609,-0.168
610,-0.066
611,-0.117
612,-0.247
613,-0.127
614,-0.027
615,-0.125
616,-0.085
617,-0.056
618,0.02
619,0.01
620,-0.088
621,-0.107
622,-0.129
623,-0.144
624,0.032
625,0.015
626,-0.117
627,-0.144
628,-0.164
629,-0.024
630,-0.142
631,-0.151
632,-0.168
633,-0.115
634,-0.1
635,-0.151
636,-0.09
637,-0.171
638,-0.044
639,-0.093
640,-0.095
641,-0.115
642,-0.076
643,-0.122
644,-0.071
645,-0.129
646,-0.181
647,-0.168
648,-0.332
649,-0.112
650,-0.144
651,-0.303
652,-0.259
653,-0.032
654,-0.066
655,-0.049
656,-0.186
657,-0.234
658,0.044
659,0.0
660,-0.022
661,0.071
662,-0.02
663,-0.168
664,0.088
665,-0.083
666,-0.105
667,-0.024
668,-0.156
669,-0.217
670,-0.264
671,-0.137
672,-0.095
673,-0.11
674,-0.244
675,-0.081
676,-0.212
677,-0.271
678,-0.081
679,-0.107
680,-0.232
681,-0.234
682,-0.134
683,-0.112
684,0.054
685,-0.002
686,-0.017
687,-0.005
688,-0.073
689,-0.269
690,-0.269
691,-0.186
692,-0.054
693,0.042
694,-0.134
695,-0.159
696,-0.19
697,-0.024
698,-0.134
699,-0.112
700,0.049
701,-0.127
702,-0.127
703,-0.044
704,-0.029
705,-0.085
706,0.015
707,-0.054
708,-0.193
709,-0.107
710,-0.19
711,-0.227
712,-0.198
713,-0.032
714,-0.186
715,-0.21
716,-0.273
717,-0.188
718,-0.076
719,-0.071
720,-0.21
721,-0.171
722,-0.066
723,-0.237
724,-0.103
725,-0.11
726,0.046
727,-0.137
728,-0.142
729,-0.188
730,-0.178
731,-0.144
732,-0.02
733,-0.1
734,-0.088
735,-0.098
736,-0.132
737,-0.042
738,0.012
739,-0.095
740,-0.098
741,-0.042
742,-0.217
743,-0.254
744,-0.098
745,-0.11
746,-0.171
747,-0.168
748,-0.083
749,-0.286
750,-0.142
751,-0.005
752,-0.076
753,-0.349
754,-0.203
755,-0.168
756,-0.093
757,-0.161
758,-0.09
759,-0.039
760,-0.176
761,-0.205
