,-0.139
0,-0.144
1,-0.063
2,-0.022
3,-0.056
4,-0.066
5,-0.081
6,-0.132
7,-0.081
8,-0.098
9,-0.334
10,-0.073
11,-0.154
12,-0.193
13,-0.049
14,-0.256
15,-0.156
16,-0.149
17,-0.027
18,-0.066
19,-0.132
20,-0.049
21,-0.054
22,-0.037
23,-0.117
24,0.034
25,-0.154
26,-0.19
27,-0.212
28,-0.076
29,-0.164
30,-0.249
31,-0.21
32,-0.281
33,-0.242
34,-0.293
35,0.0
36,-0.088
37,-0.078
38,-0.076
39,0.071
40,0.076
41,-0.051
42,-0.071
43,-0.063
44,0.127
45,0.0
46,-0.127
47,0.059
48,-0.059
49,-0.049
50,-0.151
51,-0.251
52,-0.249
53,-0.22
54,-0.278
55,-0.134
56,-0.173
57,-0.127
58,-0.239
59,-0.215
60,-0.159
61,-0.129
62,-0.2
63,-0.059
64,-0.127
65,-0.215
66,-0.093
67,-0.383
68,-0.166
69,-0.232
70,-0.244
71,-0.259
72,-0.095
73,-0.208
74,-0.288
75,-0.168
76,-0.291
77,-0.332
78,-0.205
79,-0.071
80,-0.01
81,0.056
82,-0.227
83,-0.059
84,-0.105
85,-0.132
86,-0.034
87,0.049
88,-0.171
89,-0.225
90,-0.21
91,-0.166
92,-0.256
93,-0.205
94,-0.105
95,-0.168
96,-0.173
97,-0.083
98,-0.12
99,-0.225
100,-0.098
101,-0.215
102,-0.254
103,-0.066
104,-0.107
105,-0.098
106,0.015
107,-0.107
108,-0.095
109,0.12
110,0.049
111,-0.032
112,-0.066
113,-0.042
114,0.007
115,-0.144
116,-0.083
117,0.0
118,-0.205
119,-0.149
120,0.078
121,0.098
122,-0.132
123,-0.2
124,-0.249
125,-0.12
126,0.144
127,0.01
128,-0.288
129,-0.154
130,0.134
131,-0.054
132,0.1
133,-0.088
134,-0.085
135,-0.164
136,-0.254
137,-0.166
138,-0.127
139,-0.103
140,-0.232
141,-0.107
142,-0.186
143,-0.161
144,-0.227
145,0.09
146,-0.173
147,-0.312
148,-0.081
149,-0.22
150,-0.21
151,-0.115
152,-0.015
153,-0.1
154,-0.144
155,-0.295
156,-0.11
157,-0.125
158,-0.229
159,-0.259
160,-0.171
161,-0.137
162,-0.107
163,-0.107
164,-0.117
165,-0.059
166,-0.032
167,-0.037
168,-0.105
169,-0.173
170,-0.044
171,-0.298
172,-0.186
173,-0.103
174,-0.063
175,-0.129
176,-0.288
177,-0.21
178,-0.078
179,-0.061
180,-0.171
181,-0.01
182,-0.151
183,-0.071
184,-0.024
185,-0.081
186,-0.256
187,-0.093
188,0.093
189,0.054
190,-0.127
191,-0.259
192,-0.085
193,0.002
194,-0.088
195,-0.105
196,-0.125
197,-0.291
198,-0.005
199,-0.015
200,-0.286
201,-0.085
202,-0.002
203,-0.129
204,-0.166
205,-0.117
206,-0.254
207,-0.137
208,-0.073
209,0.042
210,0.012
211,-0.193
212,-0.151
213,0.022
214,-0.078
215,-0.352
216,-0.122
217,-0.156
218,-0.09
219,-0.137
220,-0.042
221,-0.298
222,-0.198
223,-0.122
224,-0.142
225,-0.066
226,-0.159
227,0.005
228,-0.042
229,-0.056
230,-0.137
231,-0.078
232,-0.618
233,-0.266
234,0.002
235,-0.088
236,-0.005
237,-0.088
238,-0.186
239,-0.161
240,-0.134
241,0.088
242,-0.11
243,-0.188
244,-0.063
245,0.022
246,-0.369
247,-0.068
248,0.024
249,-0.254
250,0.117
251,-0.11
252,-0.276
253,-0.261
254,0.066
255,-0.068
256,0.068
257,-0.054
258,-0.063
259,-0.112
260,-0.002
261,-0.132
262,-0.083
