,-0.110.1
0,-0.078
1,-0.022
2,0.015
3,-0.156
4,-0.149
5,-0.227
6,-0.273
7,-0.21
8,-0.027
9,-0.11
10,-0.334
11,-0.146
12,-0.039
13,-0.173
14,-0.151
15,-0.066
16,-0.215
17,-0.061
18,0.039
19,-0.139
20,-0.098
21,-0.276
22,-0.237
23,-0.125
24,-0.264
25,-0.09
26,-0.049
27,-0.09
28,0.027
29,-0.103
30,-0.361
31,0.051
32,-0.237
33,0.083
34,0.195
35,-0.195
36,-0.171
37,0.188
38,-0.034
39,-0.322
40,0.068
41,0.142
42,-0.137
43,-0.442
44,-0.232
45,-0.142
46,-0.073
47,-0.3
48,-0.046
49,-0.22
50,-0.269
51,-0.242
52,-0.039
53,-0.085
54,-0.244
55,-0.317
56,-0.093
57,-0.127
58,-0.215
59,-0.168
60,-0.132
61,-0.09
62,0.073
63,-0.1
64,-0.332
65,-0.029
66,-0.095
67,-0.151
68,-0.044
69,-0.198
70,-0.291
71,-0.078
72,-0.127
73,-0.11
74,-0.029
75,-0.015
76,-0.049
77,-0.088
78,-0.178
79,-0.037
80,-0.1
81,-0.168
82,-0.029
83,-0.037
84,-0.186
85,-0.103
86,0.002
87,-0.217
88,-0.315
89,-0.088
90,-0.015
91,-0.269
92,-0.305
93,-0.19
94,-0.144
95,-0.176
96,-0.046
97,-0.137
98,-0.061
99,-0.144
100,-0.088
101,-0.054
102,-0.073
103,0.095
104,0.063
105,-0.403
106,-0.405
107,-0.054
108,-0.137
109,-0.022
110,-0.061
111,-0.312
112,-0.027
113,0.007
114,-0.034
115,0.076
116,-0.02
117,-0.271
118,-0.122
119,-0.012
120,-0.054
121,-0.063
122,-0.125
123,-0.21
124,-0.054
125,-0.063
126,-0.078
127,-0.068
128,-0.281
129,-0.271
130,-0.078
131,-0.244
132,-0.298
133,-0.234
134,0.022
135,-0.002
136,-0.315
137,-0.266
138,0.005
139,0.032
140,-0.061
141,-0.066
142,-0.176
143,-0.144
144,-0.107
145,-0.168
146,-0.234
147,-0.168
148,-0.283
149,-0.237
150,-0.088
151,-0.222
152,-0.166
153,-0.103
154,-0.012
155,-0.286
156,-0.225
157,0.034
158,-0.054
159,-0.168
160,-0.027
161,-0.068
162,-0.151
163,-0.024
164,-0.19
165,-0.127
166,-0.005
167,-0.149
168,-0.171
169,-0.024
170,-0.046
171,-0.215
172,-0.193
173,-0.107
174,-0.154
175,-0.259
176,-0.012
177,0.015
178,-0.085
179,-0.259
180,0.017
181,0.095
182,-0.151
183,-0.374
184,-0.122
185,-0.063
186,-0.293
187,-0.208
188,-0.051
189,-0.029
190,-0.139
191,-0.037
192,-0.195
193,-0.166
194,-0.129
195,-0.093
196,-0.095
197,-0.105
198,0.012
199,-0.088
200,-0.22
201,-0.061
202,-0.056
203,-0.061
204,-0.1
205,-0.168
206,-0.234
207,0.015
208,-0.215
209,-0.132
210,-0.193
211,-0.242
212,-0.125
213,0.037
214,-0.105
215,-0.083
216,0.015
217,-0.127
218,-0.261
219,-0.046
220,0.051
221,-0.09
222,-0.073
223,-0.249
224,-0.061
225,0.068
226,-0.02
227,-0.139
228,-0.154
229,-0.149
230,-0.244
231,-0.044
232,-0.247
233,-0.217
234,0.034
235,0.029
236,-0.054
237,-0.198
238,-0.308
239,-0.344
240,-0.144
241,-0.139
242,0.039
243,-0.073
244,-0.334
245,-0.095
246,-0.325
247,-0.068
248,-0.017
249,-0.132
250,-0.183
251,-0.168
252,-0.176
253,-0.234
254,-0.132
255,-0.283
256,-0.066
257,0.137
258,-0.137
259,-0.125
260,-0.059
261,0.024
262,-0.159
263,-0.334
264,-0.107
265,-0.088
266,-0.168
267,-0.049
268,-0.078
269,-0.222
270,-0.205
271,0.029
272,0.012
273,-0.024
274,-0.12
275,-0.059
276,-0.107
277,-0.21
278,-0.239
279,0.002
280,-0.061
281,-0.286
282,-0.034
283,0.093
284,-0.093
285,-0.186
286,-0.1
287,-0.093
288,0.01
289,-0.159
