,-0.095.1
0,-0.012
1,-0.156
2,-0.024
3,-0.032
4,-0.098
5,-0.132
6,-0.09
7,-0.015
8,-0.249
9,-0.322
10,-0.02
11,-0.029
12,-0.342
13,-0.156
14,0.212
15,-0.039
16,-0.208
17,-0.269
18,-0.232
19,-0.295
20,-0.283
21,-0.083
22,0.12
23,-0.117
24,-0.186
25,-0.012
26,-0.042
27,-0.066
28,-0.044
29,0.088
30,-0.063
31,-0.134
32,-0.139
33,-0.117
34,-0.066
35,-0.198
36,-0.095
37,-0.171
38,-0.161
39,-0.303
40,-0.051
41,-0.139
42,-0.063
43,-0.144
44,-0.129
45,-0.127
46,-0.002
47,-0.117
48,-0.232
49,-0.193
50,-0.159
51,-0.159
52,-0.09
53,0.002
54,-0.305
55,-0.354
56,-0.205
57,0.042
58,0.017
59,-0.242
60,-0.12
61,0.134
62,-0.046
63,-0.127
64,-0.024
65,0.017
66,-0.144
67,0.046
68,-0.164
69,-0.149
70,-0.134
71,-0.024
72,0.059
73,0.02
74,-0.364
75,-0.356
76,-0.232
77,-0.217
78,-0.1
79,-0.002
80,-0.178
81,-0.181
82,0.012
83,-0.159
84,-0.054
85,-0.015
86,-0.176
87,-0.129
88,-0.127
89,-0.017
90,-0.181
91,-0.176
92,0.071
93,-0.039
94,-0.073
95,-0.225
96,-0.166
97,-0.278
98,-0.227
99,-0.251
100,-0.1
101,-0.061
102,-0.171
103,-0.281
104,0.046
105,-0.007
106,-0.181
107,0.076
108,-0.078
109,-0.132
110,-0.037
111,0.115
112,-0.046
113,-0.1
114,-0.022
115,-0.012
116,-0.181
117,-0.2
118,0.024
119,-0.005
120,-0.056
121,-0.227
122,-0.142
123,0.002
124,-0.076
125,-0.032
126,0.034
127,-0.037
128,-0.115
129,-0.073
130,-0.288
131,-0.02
132,0.032
133,0.017
134,-0.168
135,-0.103
136,-0.103
137,-0.176
138,-0.137
139,-0.115
140,-0.137
141,-0.21
142,-0.154
143,-0.339
144,-0.132
145,-0.195
146,-0.107
147,-0.061
148,-0.12
149,-0.159
150,-0.127
151,-0.093
152,-0.115
153,-0.015
154,-0.239
155,-0.076
156,0.078
157,-0.107
158,-0.088
159,-0.002
160,-0.027
161,-0.122
162,-0.049
163,-0.125
164,-0.11
165,-0.178
166,-0.254
167,-0.21
168,-0.066
169,0.01
170,0.034
171,-0.068
172,-0.188
173,-0.146
174,-0.254
175,-0.127
176,-0.129
177,-0.183
178,-0.178
179,-0.002
180,-0.044
181,-0.054
182,-0.005
183,-0.139
184,-0.186
185,-0.22
186,-0.039
187,0.117
188,-0.105
189,-0.017
190,0.071
191,-0.083
192,-0.156
193,-0.105
194,-0.178
195,-0.022
196,-0.139
197,-0.149
198,-0.081
199,0.01
200,-0.061
201,0.051
202,-0.083
203,-0.161
204,0.068
205,-0.142
206,-0.042
207,-0.071
208,-0.027
209,0.01
210,-0.002
211,-0.039
212,-0.088
213,-0.105
214,-0.21
215,-0.198
216,-0.283
217,-0.247
218,-0.227
219,-0.264
220,-0.195
221,-0.125
222,-0.073
223,-0.205
224,-0.142
225,-0.122
226,0.02
227,-0.032
228,-0.146
229,-0.137
230,-0.073
231,0.0
232,-0.042
233,-0.061
234,-0.181
235,-0.076
236,0.032
237,-0.017
238,-0.125
239,-0.11
240,-0.198
241,-0.159
242,-0.127
243,-0.261
244,-0.095
245,-0.081
246,0.168
247,-0.12
248,-0.144
249,-0.11
250,-0.027
251,-0.051
252,-0.269
253,-0.237
254,-0.083
255,-0.198
256,-0.286
257,0.012
258,-0.085
259,-0.061
260,-0.034
261,-0.125
262,-0.305
263,-0.215
264,-0.21
265,-0.105
266,-0.059
267,-0.154
268,-0.149
269,-0.144
270,-0.046
271,-0.083
272,0.01
273,-0.051
274,0.034
275,-0.027
276,-0.12
277,-0.139
278,-0.137
279,-0.054
280,-0.225
281,-0.132
282,-0.122
283,-0.159
284,-0.371
285,-0.037
286,0.105
287,-0.154
288,-0.044
289,-0.029
290,0.01
291,-0.239
292,-0.156
293,0.017
294,-0.103
295,-0.342
296,-0.159
297,-0.161
298,-0.256
299,-0.129
300,-0.237
301,-0.105
302,-0.176
303,-0.098
304,-0.09
305,-0.017
306,-0.146
307,-0.081
308,0.005
309,0.01
310,-0.039
311,-0.317
312,-0.173
313,0.054
314,0.046
315,-0.12
316,0.029
317,-0.066
318,-0.068
319,-0.193
320,0.002
321,0.022
322,-0.261
323,-0.093
324,-0.063
325,-0.095
326,-0.378
327,-0.244
328,-0.039
329,-0.015
330,-0.012
331,-0.037
332,0.054
333,-0.173
334,-0.09
335,-0.166
336,-0.12
337,-0.156
338,-0.144
339,-0.156
340,-0.195
341,-0.251
342,-0.159
343,0.034
344,-0.234
345,-0.015
346,0.093
347,0.051
348,-0.203
349,0.046
350,0.034
351,0.139
352,0.051
353,-0.222
354,-0.061
355,-0.12
356,-0.02
357,-0.132
358,-0.198
359,-0.164
360,-0.012
361,-0.037
362,-0.247
363,-0.176
364,-0.225
365,-0.115
366,-0.171
367,0.002
368,-0.129
369,-0.039
370,-0.156
371,-0.159
372,-0.259
373,-0.415
374,-0.256
375,-0.105
376,-0.081
377,-0.144
378,-0.044
379,-0.225
380,-0.242
381,-0.237
382,-0.21
383,-0.222
384,-0.234
385,-0.127
386,-0.115
