,0.039.1
0,-0.247
1,-0.139
2,0.039
3,-0.083
4,-0.43
5,0.059
6,-0.068
7,-0.02
8,-0.007
9,-0.088
10,0.02
11,-0.093
12,-0.066
13,-0.31
14,-0.098
15,-0.137
16,0.022
17,-0.144
18,-0.112
19,0.042
20,-0.188
21,-0.049
22,-0.129
23,-0.2
24,-0.139
25,0.034
26,-0.176
27,-0.083
28,-0.117
29,-0.22
30,-0.068
31,-0.183
32,-0.051
33,-0.22
34,-0.21
35,-0.269
36,0.073
37,-0.212
38,-0.254
39,-0.137
40,-0.188
41,-0.088
42,0.049
43,0.103
44,-0.098
45,-0.049
46,-0.103
47,0.046
48,-0.007
49,-0.132
50,-0.12
51,-0.073
52,0.0
53,-0.19
54,-0.12
55,-0.364
56,-0.078
57,-0.283
58,-0.254
59,0.029
60,0.01
61,-0.269
62,-0.237
63,-0.078
64,-0.139
65,0.039
66,-0.122
67,0.061
68,-0.171
69,-0.049
70,-0.112
71,-0.037
72,-0.225
73,-0.247
74,-0.112
75,-0.132
76,-0.171
77,-0.315
78,-0.276
79,-0.278
80,-0.044
81,-0.112
82,-0.208
83,-0.173
84,-0.215
85,-0.049
86,0.076
87,-0.02
88,-0.066
89,-0.115
90,-0.134
91,-0.015
92,-0.081
93,-0.051
94,-0.027
95,-0.034
96,-0.117
97,-0.2
98,-0.217
99,-0.303
100,0.005
101,-0.132
102,-0.088
103,-0.176
104,-0.146
105,-0.112
106,-0.117
107,-0.007
108,-0.195
109,-0.181
110,-0.039
111,-0.022
112,-0.081
113,-0.222
114,-0.071
115,-0.146
116,-0.137
117,-0.234
118,-0.205
119,-0.2
120,-0.093
121,-0.168
122,-0.195
123,-0.107
124,-0.012
125,-0.222
126,-0.073
127,-0.061
128,-0.007
129,-0.125
130,-0.19
131,-0.049
132,-0.161
133,-0.208
134,-0.093
135,0.005
136,-0.002
137,-0.229
138,-0.107
139,-0.095
140,-0.151
141,-0.22
142,-0.139
143,-0.098
144,-0.076
145,-0.166
146,-0.073
147,-0.222
148,0.037
149,0.134
150,-0.046
151,-0.291
152,0.049
153,-0.154
154,-0.315
155,-0.164
156,-0.232
157,-0.41
158,-0.122
159,-0.11
160,-0.125
161,-0.266
162,-0.154
163,-0.054
164,-0.037
165,-0.166
166,-0.129
167,-0.071
168,-0.188
169,-0.017
170,0.107
171,-0.066
172,-0.139
173,-0.078
174,-0.154
175,-0.103
176,-0.171
177,-0.103
178,-0.181
179,-0.193
180,-0.005
181,-0.139
182,-0.159
183,-0.103
184,0.042
185,-0.352
186,-0.249
187,-0.105
188,-0.225
189,0.066
190,-0.027
191,-0.134
192,-0.083
193,-0.176
194,-0.156
195,-0.01
196,-0.212
197,-0.117
198,-0.02
199,-0.203
200,-0.051
201,-0.12
202,-0.037
203,-0.237
204,-0.19
205,0.073
206,0.015
207,-0.286
208,-0.032
209,0.142
210,-0.049
211,-0.239
212,-0.022
213,-0.042
214,-0.222
215,-0.21
216,-0.022
217,-0.195
218,-0.308
219,-0.159
220,-0.024
221,-0.205
222,-0.249
223,-0.151
224,-0.056
225,-0.005
226,-0.068
227,-0.066
228,-0.007
229,0.054
230,-0.095
231,-0.144
232,-0.132
233,-0.051
234,-0.156
235,-0.139
236,-0.215
237,-0.051
238,-0.098
239,-0.232
240,-0.11
241,-0.288
242,-0.173
243,-0.122
244,-0.056
245,-0.122
246,-0.085
247,-0.247
248,-0.056
249,-0.005
250,-0.266
251,-0.056
252,0.061
253,-0.005
254,-0.195
255,-0.178
256,-0.054
257,-0.034
258,-0.261
259,-0.259
260,-0.039
261,-0.154
262,-0.254
263,-0.093
264,-0.081
265,-0.132
266,-0.098
267,-0.081
268,-0.12
269,-0.12
270,-0.181
271,0.09
272,-0.259
273,-0.249
274,-0.181
275,-0.1
276,-0.02
277,-0.146
278,-0.037
279,-0.132
280,-0.281
281,-0.21
282,-0.271
283,-0.366
284,-0.2
285,-0.029
286,-0.117
287,-0.01
288,-0.203
289,-0.017
290,0.054
291,-0.022
292,-0.063
293,-0.044
294,-0.015
295,-0.159
296,-0.244
297,-0.054
298,-0.039
299,-0.305
300,-0.034
301,0.046
