,-0.081.1
0,-0.076
1,-0.129
2,-0.11
3,-0.186
4,0.073
5,-0.093
6,-0.078
7,-0.176
8,-0.173
9,-0.203
10,-0.083
11,0.007
12,-0.247
13,-0.215
14,-0.234
15,-0.164
16,-0.195
17,-0.125
18,-0.247
19,-0.286
20,-0.151
21,-0.085
22,-0.024
23,-0.295
24,-0.088
25,-0.049
26,-0.007
27,-0.195
28,-0.261
29,-0.288
30,-0.276
31,0.046
32,-0.088
33,-0.134
34,-0.31
35,-0.107
36,-0.188
37,-0.266
38,-0.127
39,-0.037
40,-0.132
41,-0.19
42,-0.139
43,-0.071
44,-0.066
45,-0.198
46,0.098
47,0.005
48,-0.059
49,0.078
50,0.132
51,0.007
52,-0.276
53,-0.107
54,-0.137
55,-0.09
56,-0.32
57,-0.139
58,-0.081
59,-0.103
60,-0.21
61,-0.01
62,0.049
63,-0.298
64,-0.122
65,-0.061
66,-0.098
67,-0.168
68,0.054
69,-0.134
70,-0.11
71,-0.178
72,-0.22
73,-0.198
74,-0.117
75,-0.232
76,-0.134
77,0.002
78,-0.198
79,-0.176
80,-0.081
81,-0.251
82,-0.066
83,0.044
84,-0.151
85,-0.144
86,-0.073
87,-0.161
88,0.032
89,-0.063
90,-0.015
91,-0.046
92,-0.105
93,-0.085
94,-0.115
95,-0.244
96,-0.264
97,-0.083
98,-0.085
99,-0.049
100,-0.183
101,-0.085
102,-0.188
103,-0.156
104,-0.315
105,-0.088
106,0.066
107,-0.005
108,-0.088
109,-0.149
110,-0.095
111,-0.391
112,-0.146
113,0.137
114,-0.125
115,-0.359
116,-0.225
117,-0.071
118,-0.176
119,0.0
120,-0.11
121,-0.046
122,0.081
123,0.037
124,-0.071
125,-0.271
126,-0.076
127,0.066
128,-0.037
129,-0.171
130,-0.134
131,-0.1
132,0.01
133,-0.024
134,-0.083
135,0.054
136,-0.056
137,0.042
138,-0.1
139,-0.139
140,-0.356
141,0.046
142,-0.09
143,-0.266
144,-0.225
145,-0.039
146,-0.19
147,-0.176
148,0.015
149,-0.159
150,-0.151
151,-0.095
152,0.022
153,-0.093
154,-0.11
155,-0.095
156,0.034
157,-0.044
158,-0.149
159,-0.234
160,-0.073
161,0.166
162,-0.422
163,-0.444
164,-0.225
165,0.125
166,0.154
167,-0.215
168,-0.12
169,-0.002
170,-0.154
171,-0.264
172,0.203
173,0.171
174,0.076
