,-0.132.1
0,-0.237
1,-0.095
2,0.039
3,-0.188
4,-0.11
5,-0.107
6,-0.266
7,-0.149
8,-0.037
9,-0.11
10,-0.129
11,-0.146
12,-0.12
13,-0.093
14,-0.21
15,-0.178
16,-0.078
17,-0.044
18,-0.103
19,-0.1
20,-0.264
21,-0.154
22,0.081
23,0.0
24,-0.039
25,0.198
26,-0.071
27,-0.269
28,-0.09
29,0.056
30,-0.029
31,-0.286
32,-0.034
33,0.029
34,-0.371
35,-0.374
36,-0.076
37,-0.037
38,-0.112
39,-0.125
40,-0.232
41,-0.063
42,-0.21
43,-0.186
44,0.005
45,-0.044
46,-0.205
47,-0.117
48,-0.02
49,-0.273
50,-0.12
51,-0.103
52,-0.015
53,-0.156
54,-0.293
55,-0.029
56,-0.081
57,-0.217
58,-0.117
59,0.132
60,-0.1
61,-0.251
62,-0.215
63,0.015
64,-0.056
65,-0.129
66,0.061
67,0.029
68,-0.056
69,-0.088
70,-0.054
71,-0.132
72,-0.105
73,-0.408
74,-0.234
75,-0.173
76,-0.234
77,-0.339
78,-0.251
79,-0.073
80,-0.166
81,-0.173
82,-0.166
83,-0.134
84,-0.183
85,-0.073
86,-0.007
87,-0.232
88,-0.244
89,-0.066
90,-0.034
91,-0.173
92,-0.144
93,0.005
94,-0.002
95,-0.205
96,-0.176
97,-0.11
98,-0.088
99,-0.247
100,-0.178
101,-0.137
102,-0.254
103,-0.085
104,-0.098
105,-0.02
106,-0.09
107,-0.061
108,0.037
109,0.007
110,0.017
111,-0.066
112,-0.076
113,-0.115
114,-0.115
115,-0.154
116,-0.171
117,-0.11
118,-0.088
119,-0.173
120,-0.249
121,-0.134
122,-0.168
123,-0.144
124,-0.139
125,-0.012
126,-0.166
127,-0.127
128,-0.168
129,0.046
130,-0.076
131,-0.051
132,0.007
133,-0.154
134,-0.11
135,-0.078
136,0.044
137,-0.164
138,-0.132
139,-0.293
140,-0.056
141,-0.112
142,-0.249
143,-0.056
144,-0.144
145,-0.186
146,0.081
147,0.083
148,-0.217
149,0.017
150,0.002
151,-0.154
152,-0.188
153,-0.205
154,-0.198
155,-0.122
156,-0.186
157,-0.19
158,-0.168
159,-0.251
160,-0.186
161,-0.146
162,-0.129
163,-0.103
164,-0.193
165,-0.081
166,-0.056
167,-0.012
168,-0.176
169,-0.007
170,-0.027
171,-0.002
172,-0.095
173,-0.222
174,-0.247
175,-0.112
176,-0.129
177,-0.193
178,-0.083
179,-0.073
180,-0.12
181,-0.125
182,0.039
183,-0.029
184,-0.139
185,0.083
186,-0.037
187,-0.127
188,-0.161
189,0.012
190,-0.11
191,-0.032
192,-0.054
193,-0.227
194,-0.068
195,0.012
196,-0.034
197,-0.391
198,-0.212
199,-0.3
200,-0.154
201,-0.146
202,-0.171
203,-0.264
204,-0.217
205,-0.305
206,-0.3
207,-0.127
208,-0.085
209,-0.127
210,0.071
211,0.303
212,-0.276
213,-0.486
214,0.071
215,0.002
216,-0.388
217,-0.234
218,-0.144
219,-0.027
220,-0.093
221,-0.205
222,-0.188
223,-0.303
224,-0.288
225,-0.027
226,-0.054
227,0.002
228,-0.105
229,0.071
230,-0.11
231,-0.024
232,-0.117
233,0.034
234,-0.186
235,-0.154
236,-0.186
237,-0.186
238,-0.029
239,0.139
240,-0.073
241,-0.237
242,-0.156
243,-0.251
244,-0.188
245,-0.139
246,-0.149
247,-0.022
248,-0.212
249,-0.149
250,-0.095
251,-0.107
252,-0.037
253,-0.205
254,-0.098
255,-0.237
256,-0.3
257,-0.105
258,-0.122
259,-0.19
260,-0.002
261,-0.105
262,0.1
263,0.024
264,-0.339
265,-0.291
266,0.115
267,-0.31
268,-0.149
269,0.017
270,0.046
271,-0.154
272,-0.127
273,0.195
274,-0.012
275,-0.156
276,-0.21
277,0.222
278,-0.039
279,-0.215
280,-0.093
281,0.093
282,-0.286
283,-0.317
284,-0.081
285,-0.271
286,0.012
287,0.051
288,-0.117
289,-0.312
290,-0.115
291,0.085
292,0.173
293,-0.061
294,-0.154
295,-0.115
296,-0.195
297,-0.078
298,-0.278
299,-0.359
300,-0.154
301,0.061
302,-0.059
303,-0.151
304,-0.076
305,-0.168
306,-0.039
307,-0.19
308,0.0
309,-0.166
310,-0.144
311,-0.054
312,0.017
313,0.115
314,-0.085
315,-0.056
316,-0.056
317,-0.051
318,-0.352
319,-0.034
320,-0.027
321,-0.308
322,-0.354
323,-0.273
324,-0.154
325,-0.056
326,-0.117
327,-0.276
328,0.024
329,-0.271
330,-0.178
331,0.098
332,0.015
333,-0.254
334,-0.449
335,-0.317
336,-0.088
337,0.0
338,-0.361
339,-0.107
340,-0.078
341,-0.112
342,-0.305
343,-0.225
344,-0.115
345,-0.046
346,-0.122
347,-0.134
348,0.117
349,-0.176
350,-0.129
351,-0.088
352,-0.01
353,-0.083
354,0.042
355,0.076
356,0.007
357,0.0
358,-0.195
359,-0.007
360,0.007
361,-0.112
362,-0.039
363,0.0
364,-0.317
365,-0.22
366,-0.068
367,-0.234
368,-0.254
369,-0.334
370,-0.146
371,-0.288
372,0.039
373,-0.247
374,-0.117
375,-0.059
376,-0.083
377,-0.122
378,-0.129
379,-0.208
380,-0.171
381,0.063
382,0.042
383,0.017
384,-0.295
385,-0.088
386,-0.02
387,-0.12
388,-0.173
389,-0.051
390,0.042
391,-0.09
392,-0.088
393,-0.205
394,-0.127
395,-0.134
396,-0.02
397,-0.002
398,-0.288
399,-0.22
400,-0.142
401,-0.09
402,-0.281
403,-0.151
404,-0.33
405,-0.112
406,-0.164
407,-0.21
408,-0.203
409,-0.225
410,-0.149
411,-0.181
412,-0.039
413,-0.2
414,-0.029
415,0.0
416,-0.037
417,-0.181
418,-0.203
419,-0.247
420,-0.239
421,-0.042
422,-0.076
423,0.027
424,-0.171
425,-0.088
426,-0.198
427,-0.01
428,-0.083
429,-0.081
430,-0.083
431,-0.144
432,-0.12
433,-0.044
434,0.046
435,-0.273
436,-0.127
437,-0.09
438,-0.007
439,-0.125
440,-0.176
441,-0.144
442,-0.205
443,-0.039
444,-0.071
445,0.059
446,-0.159
447,0.027
448,-0.117
449,0.02
450,-0.154
451,-0.107
452,0.073
453,-0.105
454,-0.022
455,-0.12
456,-0.039
457,-0.178
458,-0.044
459,-0.127
460,0.024
461,-0.144
462,-0.298
463,-0.105
464,-0.2
465,-0.178
466,-0.164
467,-0.056
468,-0.2
469,0.051
470,-0.254
471,-0.254
472,-0.125
473,-0.264
474,-0.039
475,-0.125
476,-0.115
477,-0.068
478,-0.02
479,-0.305
480,-0.061
481,-0.271
482,-0.166
483,0.044
484,-0.037
485,-0.127
486,-0.142
487,-0.081
488,-0.195
489,0.037
490,-0.251
491,-0.173
492,-0.046
493,-0.107
494,-0.093
495,-0.171
496,-0.137
497,-0.059
498,-0.132
499,-0.327
500,-0.093
501,-0.249
502,-0.178
503,-0.098
504,-0.217
505,-0.083
506,0.076
507,0.0
508,-0.217
509,-0.122
510,-0.376
511,-0.068
512,0.044
513,0.034
514,-0.188
515,-0.344
516,-0.193
517,-0.1
518,-0.078
519,-0.303
520,0.085
521,-0.103
522,-0.107
523,-0.151
524,-0.164
525,-0.232
526,-0.034
527,-0.159
528,-0.161
529,-0.054
530,-0.496
531,-0.342
532,-0.181
533,-0.02
534,-0.051
535,-0.032
536,-0.261
537,-0.166
538,-0.305
539,-0.422
540,-0.029
541,-0.205
542,-0.266
543,-0.171
544,0.0
545,-0.222
546,-0.117
547,-0.242
548,0.093
549,0.354
550,-0.093
551,-0.142
552,-0.044
553,0.056
554,-0.273
555,0.046
556,-0.054
557,-0.161
558,-0.225
559,-0.156
560,-0.007
561,-0.2
562,-0.171
563,-0.112
564,-0.005
565,-0.325
566,-0.027
567,-0.1
568,-0.117
569,-0.027
570,-0.12
571,0.037
572,0.002
573,0.017
574,-0.334
575,-0.132
576,-0.161
577,-0.039
578,-0.222
579,-0.042
580,-0.024
581,-0.154
582,-0.132
583,-0.142
584,-0.098
585,-0.332
586,-0.044
587,-0.256
588,-0.154
589,-0.171
590,0.039
591,0.088
592,-0.22
593,-0.127
594,-0.037
595,0.059
596,-0.21
597,0.046
598,0.024
599,-0.022
600,-0.305
601,-0.193
602,-0.186
603,-0.161
604,0.0
605,-0.168
606,-0.2
607,-0.247
608,-0.098
609,-0.088
610,-0.024
611,-0.181
612,-0.154
613,0.034
614,-0.061
615,0.037
616,-0.098
617,-0.19
618,-0.271
619,-0.049
620,-0.129
621,-0.029
622,-0.112
623,-0.229
624,-0.181
625,-0.234
626,0.042
627,-0.146
628,-0.139
629,-0.244
630,-0.024
631,-0.081
632,-0.146
633,-0.078
634,-0.066
635,-0.017
636,-0.129
637,-0.056
638,-0.193
639,-0.117
640,-0.02
641,0.232
642,-0.063
643,-0.305
644,-0.249
645,-0.032
646,-0.09
647,-0.166
648,-0.19
649,-0.2
650,-0.22
651,-0.127
652,-0.039
653,-0.22
654,-0.286
655,-0.029
656,-0.139
657,-0.195
658,-0.276
659,-0.1
660,-0.142
661,-0.078
662,-0.061
663,-0.095
664,-0.054
665,-0.176
666,-0.073
667,0.12
668,0.081
669,-0.107
670,-0.037
671,-0.161
672,0.09
673,0.066
674,-0.044
675,-0.198
676,-0.259
677,-0.085
678,-0.007
679,-0.029
680,-0.305
681,-0.183
682,-0.066
683,-0.295
684,-0.347
685,-0.31
686,-0.044
687,-0.051
688,-0.134
689,-0.229
690,-0.039
691,-0.3
692,-0.139
693,-0.073
694,0.022
695,-0.286
696,-0.164
697,-0.107
698,-0.195
699,-0.144
700,-0.396
701,0.029
702,-0.134
703,-0.198
704,-0.139
705,-0.032
706,-0.208
707,-0.12
708,-0.242
709,-0.164
710,0.012
711,-0.212
712,-0.071
713,-0.037
714,0.007
715,-0.132
716,-0.056
717,0.012
718,-0.01
719,-0.125
720,-0.22
721,-0.117
722,-0.203
723,-0.193
724,-0.266
725,-0.264
726,-0.33
727,-0.11
728,-0.042
729,-0.081
730,-0.208
731,-0.286
732,-0.015
733,-0.166
734,-0.149
735,-0.127
736,0.029
737,-0.142
738,-0.161
739,-0.127
740,-0.168
741,-0.127
742,-0.261
743,-0.19
744,0.042
745,0.051
746,-0.076
747,0.085
748,-0.073
749,-0.105
750,-0.002
751,0.066
752,0.31
753,-0.059
754,-0.239
