,0.032
0,-0.115
1,-0.193
2,-0.193
3,-0.19
4,-0.137
5,-0.217
6,-0.093
7,-0.1
8,-0.103
9,-0.178
10,-0.088
11,-0.122
12,-0.046
13,-0.056
14,-0.164
15,-0.203
16,-0.127
17,-0.071
18,-0.164
19,0.032
20,-0.247
21,-0.2
22,-0.198
23,-0.042
24,-0.088
25,-0.098
26,-0.09
27,-0.159
28,-0.081
29,-0.088
30,-0.037
31,-0.19
32,-0.09
33,0.061
34,-0.005
35,-0.144
36,-0.105
37,-0.078
38,-0.181
39,0.039
40,-0.132
41,-0.127
42,-0.039
43,0.103
44,-0.144
45,-0.237
46,0.251
47,-0.024
48,-0.295
49,-0.125
50,-0.081
51,-0.503
52,-0.361
53,0.132
54,-0.046
55,-0.208
56,-0.049
57,-0.081
58,-0.127
59,-0.073
60,-0.134
61,0.044
62,-0.154
63,-0.256
64,-0.005
65,-0.049
66,-0.227
67,-0.244
68,-0.208
69,-0.293
70,0.115
71,-0.051
72,-0.273
73,-0.088
74,-0.1
75,-0.188
76,0.051
77,0.042
78,-0.015
79,0.0
80,-0.098
81,0.1
82,0.061
83,-0.02
84,-0.09
85,-0.066
86,-0.088
87,-0.073
88,-0.127
89,-0.178
90,-0.083
91,-0.22
92,0.061
93,-0.02
94,-0.203
95,-0.288
96,-0.205
97,-0.02
98,0.029
99,-0.234
100,-0.056
101,0.2
102,-0.186
103,-0.2
104,0.078
105,-0.078
106,-0.317
107,-0.078
108,-0.217
109,-0.186
110,-0.112
111,-0.186
112,-0.151
113,-0.283
114,-0.198
115,-0.076
116,-0.029
117,-0.217
118,-0.198
119,-0.146
120,0.017
121,0.083
122,-0.188
123,-0.137
124,-0.081
125,-0.088
126,-0.352
127,-0.132
128,-0.242
129,-0.173
130,-0.293
131,0.02
132,0.115
133,-0.288
134,-0.195
135,-0.1
136,-0.002
137,-0.144
138,-0.112
139,-0.024
140,-0.012
141,-0.193
142,-0.413
143,-0.088
144,-0.105
145,-0.095
146,-0.132
147,-0.063
148,-0.005
149,-0.037
150,-0.234
151,-0.049
152,0.027
153,-0.046
154,-0.088
155,-0.093
156,0.007
157,-0.312
158,-0.017
159,0.073
160,-0.054
161,-0.122
162,-0.352
163,-0.205
164,-0.12
165,-0.002
166,-0.183
167,-0.083
168,-0.127
169,-0.071
170,-0.305
171,-0.176
172,-0.112
173,-0.129
174,-0.161
175,-0.11
176,-0.176
177,-0.344
178,-0.132
179,-0.125
180,-0.19
181,-0.095
182,0.071
183,-0.176
184,-0.269
185,-0.239
186,-0.144
187,0.039
188,-0.286
189,-0.078
190,-0.039
191,0.059
192,-0.122
193,-0.181
194,-0.134
195,-0.085
196,-0.054
197,-0.088
198,-0.088
199,-0.105
200,-0.034
201,-0.081
202,0.054
203,-0.093
204,-0.217
205,-0.063
206,0.012
207,-0.166
208,-0.542
209,-0.261
210,0.032
211,-0.117
212,-0.259
213,-0.002
214,-0.125
215,-0.117
216,-0.078
217,-0.19
218,-0.044
219,-0.278
220,-0.173
221,-0.217
222,-0.132
223,-0.156
224,-0.098
225,-0.19
226,-0.076
227,-0.171
228,-0.173
229,-0.042
230,-0.078
231,-0.068
232,-0.156
233,-0.083
234,-0.193
