,-0.210
0,-0.1
1,-0.225
2,-0.156
3,-0.129
4,-0.107
5,-0.22
6,-0.056
7,-0.039
8,0.073
9,-0.061
10,0.02
11,-0.056
12,-0.225
13,-0.144
14,-0.31
15,-0.232
16,-0.161
17,-0.078
18,-0.125
19,0.037
20,-0.178
21,-0.09
22,0.159
23,-0.073
24,0.037
25,-0.066
26,-0.042
27,-0.217
28,-0.164
29,-0.264
30,-0.083
31,-0.122
32,-0.002
33,-0.029
34,-0.244
35,-0.281
36,-0.168
37,-0.012
38,-0.347
39,-0.085
40,-0.129
41,-0.21
42,-0.146
43,-0.232
44,-0.061
45,-0.261
46,-0.125
47,-0.256
48,-0.093
49,-0.261
50,-0.144
51,-0.183
52,-0.125
53,-0.164
54,-0.134
55,-0.002
56,-0.234
57,-0.156
58,-0.083
59,0.056
60,0.029
61,-0.134
62,-0.11
63,0.002
64,0.022
65,-0.186
66,0.051
67,-0.054
68,-0.071
69,-0.146
70,-0.161
71,-0.22
72,-0.132
73,-0.027
74,-0.051
75,-0.19
76,-0.229
77,0.017
78,0.029
79,-0.01
80,-0.364
81,-0.205
82,-0.015
83,-0.039
84,0.005
85,-0.042
86,0.034
87,0.02
88,-0.117
89,-0.09
90,0.012
91,-0.271
92,-0.171
93,-0.186
94,-0.044
95,-0.103
96,-0.081
97,-0.137
98,-0.005
99,-0.21
100,-0.208
101,0.01
102,-0.12
103,-0.071
104,-0.042
105,-0.059
106,-0.127
107,-0.239
108,-0.176
109,-0.125
110,-0.115
111,-0.171
112,-0.112
113,-0.183
114,-0.063
115,-0.188
116,-0.068
117,-0.166
118,-0.334
119,-0.19
120,-0.054
121,-0.12
122,-0.259
123,-0.061
124,-0.171
125,-0.095
126,-0.159
127,-0.024
128,-0.168
129,-0.195
130,-0.149
131,-0.12
132,-0.049
133,-0.356
134,-0.271
135,-0.02
136,-0.027
137,-0.186
138,-0.054
139,-0.122
140,-0.005
141,-0.115
142,-0.205
143,0.046
144,0.139
145,-0.107
146,0.024
147,0.164
148,-0.439
149,-0.298
150,-0.159
151,-0.127
152,-0.049
153,-0.078
154,-0.271
155,-0.317
156,-0.278
157,-0.33
158,0.11
159,-0.12
160,-0.437
161,-0.21
162,-0.068
163,-0.12
164,-0.042
165,-0.022
166,0.002
167,0.005
168,-0.247
169,-0.017
170,0.032
171,-0.068
172,-0.193
173,-0.037
174,-0.061
175,-0.156
176,-0.166
177,-0.166
178,0.063
179,-0.083
180,-0.242
181,-0.166
182,-0.029
183,-0.156
184,-0.181
185,-0.117
186,-0.198
187,-0.103
188,-0.181
189,0.049
190,0.012
191,-0.132
192,-0.193
193,0.01
194,-0.09
195,-0.405
196,-0.205
197,-0.095
198,-0.103
199,-0.264
200,-0.205
201,-0.112
202,-0.12
203,-0.217
204,0.049
205,0.02
206,-0.166
207,-0.117
208,-0.142
209,-0.02
210,0.017
211,-0.142
212,-0.1
213,-0.088
214,-0.186
215,-0.156
216,-0.127
217,-0.02
218,-0.022
219,-0.288
220,-0.146
221,0.115
222,-0.073
223,-0.127
224,0.095
225,0.007
226,-0.076
227,-0.117
228,-0.061
229,-0.161
230,-0.256
231,-0.056
232,-0.02
233,-0.103
234,-0.195
235,0.01
236,-0.034
237,-0.222
238,-0.137
239,-0.015
240,-0.078
241,-0.107
242,-0.149
243,-0.022
244,-0.054
245,-0.083
246,0.02
247,0.11
