,0.015
0,-0.046
1,-0.098
2,-0.159
3,-0.037
4,-0.022
5,-0.032
6,-0.159
7,-0.1
8,-0.044
9,-0.244
10,-0.188
11,-0.103
12,-0.149
13,-0.144
14,-0.015
15,-0.276
16,-0.095
17,0.049
18,-0.125
19,-0.005
20,-0.005
21,-0.09
22,-0.188
23,-0.183
24,-0.078
25,-0.01
26,-0.176
27,-0.173
28,0.032
29,-0.222
30,-0.088
31,0.007
32,-0.02
33,-0.173
34,-0.032
35,-0.205
36,-0.144
37,-0.085
38,0.076
39,-0.015
40,-0.227
41,-0.264
42,-0.015
43,-0.112
44,-0.308
45,-0.002
46,-0.09
47,-0.232
48,-0.168
49,-0.066
50,-0.085
51,-0.261
52,-0.249
53,-0.146
54,-0.09
55,-0.256
56,-0.1
57,-0.015
58,-0.176
59,-0.161
60,-0.02
61,0.017
62,-0.056
63,-0.022
64,-0.117
65,0.083
66,0.039
67,-0.159
68,-0.073
69,-0.059
70,-0.125
71,-0.117
72,-0.061
73,-0.208
74,-0.12
75,-0.239
76,-0.144
77,-0.173
78,-0.249
79,-0.042
80,-0.071
81,-0.017
82,-0.112
83,-0.015
84,-0.022
85,0.005
86,-0.181
87,-0.244
88,-0.066
89,0.002
90,-0.205
91,-0.144
92,-0.015
93,-0.12
94,-0.063
95,-0.288
96,-0.19
97,-0.029
98,0.0
99,-0.122
100,-0.061
101,0.005
102,-0.032
103,-0.012
104,-0.02
105,-0.017
106,-0.137
107,-0.095
108,0.046
109,0.029
110,-0.208
111,-0.154
112,-0.093
113,-0.154
114,-0.183
115,-0.117
116,-0.071
117,-0.149
118,-0.176
119,-0.154
120,-0.005
121,-0.225
122,-0.161
123,0.09
124,-0.107
125,-0.049
126,-0.002
127,0.034
128,-0.037
129,-0.042
130,-0.105
131,-0.09
132,-0.173
133,-0.271
134,-0.134
135,-0.103
136,-0.12
137,-0.125
138,-0.103
139,-0.12
140,-0.151
141,-0.073
142,0.071
143,0.022
144,-0.132
145,-0.146
146,-0.007
147,0.083
148,-0.176
149,-0.095
150,-0.1
151,-0.015
152,-0.051
153,-0.291
154,-0.234
155,-0.024
156,-0.061
157,-0.371
158,-0.161
159,-0.11
160,-0.068
161,-0.005
162,0.029
163,0.144
164,-0.103
165,-0.22
166,-0.103
167,0.103
168,-0.159
169,-0.159
170,-0.034
171,-0.061
172,-0.193
173,-0.232
174,0.005
175,-0.149
176,-0.2
177,-0.137
178,-0.127
179,-0.225
180,-0.09
181,0.017
182,-0.127
183,-0.161
184,-0.054
185,-0.007
186,0.032
187,0.022
188,-0.068
189,0.002
190,-0.12
191,-0.105
192,-0.166
193,-0.142
194,0.054
195,-0.09
196,-0.305
197,-0.134
198,0.11
199,-0.088
200,0.029
201,-0.039
202,-0.088
203,-0.081
204,-0.217
205,-0.024
206,0.051
207,-0.271
208,-0.193
209,0.088
210,-0.098
211,-0.229
212,-0.117
213,-0.027
214,-0.051
215,-0.286
216,-0.22
217,-0.012
218,-0.049
219,-0.117
220,0.005
221,-0.056
222,-0.037
223,-0.042
224,0.024
225,-0.022
226,-0.127
227,-0.105
228,-0.098
229,-0.056
230,-0.193
231,-0.11
232,-0.164
233,-0.039
234,-0.073
235,-0.183
236,-0.122
237,0.002
238,-0.176
239,-0.156
240,0.022
241,-0.132
242,0.005
243,0.029
244,0.012
245,0.007
246,-0.127
247,-0.125
248,0.042
249,-0.134
250,-0.161
251,-0.012
252,-0.142
253,-0.249
254,-0.261
255,-0.02
256,-0.129
257,-0.168
258,-0.068
259,0.02
260,-0.125
261,-0.146
262,0.073
263,0.0
264,-0.125
265,-0.222
266,0.027
267,-0.078
268,-0.176
269,-0.034
270,-0.042
271,-0.012
272,-0.193
273,0.032
274,-0.11
275,-0.105
276,-0.154
277,0.017
278,-0.122
279,-0.215
280,0.044
281,-0.129
282,-0.146
283,-0.015
284,-0.081
285,-0.2
286,0.0
287,-0.088
288,-0.024
289,0.022
290,-0.19
291,-0.144
292,-0.081
293,-0.298
294,-0.178
295,0.088
296,-0.103
297,-0.103
298,-0.107
299,-0.166
300,-0.054
301,0.117
302,-0.076
303,-0.132
304,0.046
305,-0.051
306,-0.161
307,-0.02
308,0.002
309,-0.059
310,0.012
311,-0.112
312,-0.112
313,-0.242
314,-0.12
315,-0.039
316,-0.056
317,-0.215
318,-0.134
319,-0.024
320,-0.146
321,-0.156
322,-0.161
323,-0.012
324,-0.054
325,-0.11
326,-0.044
327,-0.061
328,-0.105
329,-0.103
330,0.012
331,-0.129
332,-0.251
333,-0.151
334,-0.105
335,-0.037
336,-0.159
337,-0.159
338,-0.232
339,-0.039
340,-0.3
341,-0.09
342,-0.088
343,0.0
344,-0.117
345,-0.11
346,-0.054
347,-0.046
348,-0.056
349,-0.144
350,-0.066
351,0.027
352,-0.193
353,-0.146
354,-0.071
355,-0.134
356,-0.159
357,-0.12
358,-0.098
359,-0.21
360,-0.2
361,-0.032
362,0.005
363,-0.088
364,-0.088
365,-0.063
366,0.032
367,-0.02
368,-0.11
369,-0.183
370,-0.051
371,-0.059
372,-0.21
373,-0.19
374,-0.095
375,-0.195
376,-0.188
377,-0.225
378,-0.161
379,-0.129
380,-0.188
381,-0.071
382,-0.054
383,-0.117
384,-0.105
385,0.073
386,0.117
387,-0.049
388,-0.132
389,-0.042
390,-0.103
391,-0.112
392,-0.059
393,-0.107
394,-0.083
395,-0.176
396,-0.146
397,-0.056
398,-0.078
399,-0.186
400,-0.105
401,-0.085
402,-0.134
403,-0.317
404,-0.068
405,0.015
406,-0.256
407,-0.291
408,-0.007
409,0.083
410,-0.139
411,-0.156
412,-0.11
413,-0.039
414,-0.2
415,-0.327
416,-0.232
417,-0.149
418,-0.225
419,-0.037
420,-0.115
421,-0.232
422,-0.137
423,-0.129
424,-0.066
425,-0.095
426,-0.107
427,0.034
428,-0.071
429,0.017
430,-0.017
431,-0.19
432,-0.203
433,-0.115
434,-0.044
435,-0.181
436,-0.232
437,-0.103
438,-0.107
439,-0.037
440,-0.132
441,-0.203
442,-0.188
443,-0.198
444,0.029
445,-0.029
446,-0.081
447,-0.208
448,-0.059
449,0.139
450,-0.09
451,-0.259
452,0.127
453,-0.076
454,-0.085
455,-0.088
456,-0.103
457,-0.156
458,-0.007
459,-0.242
460,-0.156
461,-0.176
462,-0.139
463,-0.132
464,-0.146
465,-0.193
466,-0.159
467,-0.073
468,0.051
469,-0.027
470,-0.076
471,0.09
472,0.017
473,-0.146
474,-0.164
475,-0.012
476,0.005
477,-0.066
478,-0.168
479,-0.061
480,-0.054
481,-0.286
482,-0.032
483,-0.034
484,-0.264
485,-0.269
486,-0.044
487,-0.037
488,-0.33
489,-0.139
490,-0.044
491,-0.193
492,-0.034
493,-0.166
494,-0.164
495,-0.095
496,-0.046
497,-0.193
498,-0.156
499,-0.244
500,0.0
501,-0.21
502,-0.186
503,-0.107
504,-0.227
505,-0.12
506,-0.056
507,-0.012
508,-0.049
509,0.0
510,-0.071
511,0.0
512,-0.085
513,-0.254
514,-0.071
515,-0.093
516,-0.195
517,-0.139
518,-0.044
519,-0.168
520,-0.071
521,-0.085
522,-0.095
523,-0.078
524,-0.044
525,-0.024
526,-0.117
527,-0.083
528,-0.11
529,0.027
530,-0.037
531,-0.098
532,-0.242
533,-0.117
534,-0.081
535,-0.032
536,-0.146
537,-0.137
538,-0.002
539,-0.112
540,-0.132
541,-0.186
542,-0.142
543,0.037
544,-0.071
545,-0.076
546,-0.098
547,-0.198
548,-0.029
549,0.061
550,-0.051
551,0.029
552,-0.044
553,0.02
554,-0.024
555,-0.112
556,-0.21
