,-0.005.1
0,-0.054
1,-0.281
2,-0.112
3,-0.068
4,-0.205
5,-0.02
6,-0.02
7,-0.081
8,-0.247
9,-0.125
10,-0.02
11,-0.068
12,-0.261
13,-0.125
14,0.007
15,-0.327
16,-0.32
17,-0.01
18,-0.32
19,-0.181
20,0.076
21,-0.117
22,-0.142
23,-0.271
24,-0.034
25,0.168
26,0.037
27,0.071
28,-0.122
29,-0.066
30,-0.261
31,-0.156
32,-0.164
33,-0.115
34,-0.269
35,-0.237
36,-0.002
37,-0.322
38,-0.044
39,0.129
40,-0.073
41,-0.347
42,-0.208
43,-0.066
44,-0.039
45,-0.186
46,-0.181
47,-0.117
48,-0.076
49,0.002
50,-0.142
51,-0.293
52,-0.217
53,-0.1
54,-0.315
55,-0.234
56,-0.122
57,-0.132
58,-0.115
59,-0.076
60,-0.071
61,-0.19
62,-0.151
63,-0.054
64,0.076
65,-0.166
66,-0.166
67,-0.078
68,-0.088
69,-0.151
70,-0.339
71,-0.139
72,-0.2
73,-0.195
74,-0.19
75,-0.083
76,-0.225
77,-0.217
78,-0.012
79,-0.156
80,-0.3
81,-0.117
82,-0.125
83,0.051
84,-0.198
85,-0.215
86,0.046
87,-0.095
88,-0.31
89,-0.181
90,0.122
91,-0.022
92,-0.188
93,-0.149
94,-0.066
95,-0.037
96,-0.229
97,-0.083
98,-0.068
99,-0.227
100,-0.325
101,-0.234
102,0.029
103,-0.161
104,-0.061
105,-0.046
106,-0.02
107,-0.105
108,-0.027
109,-0.042
110,0.056
111,-0.134
112,-0.237
113,0.159
114,-0.054
115,-0.127
116,-0.168
117,-0.049
118,-0.032
119,-0.137
120,-0.352
121,-0.059
122,0.017
123,-0.142
124,0.068
125,-0.071
126,0.127
127,-0.115
128,-0.144
129,0.01
130,0.181
131,-0.332
132,-0.459
133,-0.115
134,0.015
135,-0.166
136,-0.312
137,-0.266
138,-0.161
139,-0.117
140,-0.222
141,-0.122
142,-0.2
143,-0.205
144,-0.081
145,-0.068
146,-0.137
147,-0.127
148,-0.042
149,-0.117
150,0.105
151,-0.132
152,-0.312
153,0.208
154,-0.01
155,-0.342
156,-0.376
157,-0.054
158,0.02
159,-0.037
160,-0.2
161,0.081
162,-0.125
163,-0.298
164,0.022
165,-0.154
166,-0.356
167,-0.085
168,0.115
169,-0.149
170,-0.022
171,-0.264
172,-0.144
173,-0.215
174,-0.261
175,-0.408
176,-0.195
177,-0.117
178,-0.151
179,-0.127
180,-0.149
181,0.012
182,-0.339
183,-0.349
184,-0.103
185,-0.134
186,-0.159
187,-0.11
188,-0.151
189,-0.188
190,-0.017
191,-0.105
192,-0.007
193,-0.063
194,-0.11
195,-0.117
196,-0.156
197,-0.32
198,-0.312
199,-0.063
200,-0.132
201,-0.139
202,-0.22
203,-0.093
204,-0.068
205,-0.024
206,-0.083
207,-0.11
208,-0.076
209,-0.022
210,0.085
211,-0.225
212,-0.098
213,-0.107
214,-0.11
215,-0.115
216,-0.181
217,-0.388
218,-0.168
219,-0.081
220,-0.244
221,-0.261
222,-0.303
223,0.027
224,0.029
225,0.012
226,-0.188
227,0.103
228,0.31
229,-0.068
230,0.259
231,-0.09
232,-0.229
233,-0.022
234,0.164
235,-0.078
236,-0.208
237,-0.229
238,-0.188
239,-0.142
240,-0.344
241,-0.237
242,-0.181
243,0.049
244,-0.056
245,-0.149
246,-0.283
247,-0.051
248,-0.273
249,-0.286
250,-0.022
251,-0.015
252,-0.01
253,-0.002
254,-0.068
255,-0.205
256,-0.015
257,0.002
258,-0.029
259,-0.198
260,-0.227
261,-0.203
262,-0.171
263,-0.122
264,-0.144
265,-0.249
266,-0.144
267,-0.051
268,-0.134
269,-0.193
270,-0.017
271,-0.017
272,-0.083
273,-0.21
274,-0.068
275,-0.012
276,-0.073
277,-0.1
278,0.005
279,-0.083
280,-0.125
281,-0.032
282,-0.066
283,-0.042
284,-0.193
285,-0.195
286,-0.176
287,-0.115
288,-0.095
289,-0.071
290,-0.188
291,-0.154
292,0.039
293,-0.042
294,-0.132
295,-0.276
296,-0.112
297,-0.154
298,-0.193
299,-0.227
300,0.02
301,-0.129
302,-0.293
303,-0.032
304,-0.024
305,-0.171
306,0.129
307,0.41
308,-0.056
309,-0.002
310,-0.164
311,-0.073
312,-0.105
313,0.183
314,-0.173
315,-0.276
316,-0.159
317,-0.046
318,0.159
319,-0.081
320,-0.073
321,-0.002
322,-0.142
323,-0.303
324,-0.305
325,-0.283
326,-0.115
327,0.049
328,-0.061
329,0.107
330,-0.195
331,-0.234
332,-0.149
333,-0.007
334,0.081
335,-0.02
336,-0.349
337,-0.237
338,0.002
339,-0.286
340,-0.195
341,-0.068
342,-0.171
343,-0.186
344,-0.242
345,-0.122
346,-0.164
347,-0.186
348,-0.254
349,0.044
350,-0.232
351,-0.107
352,-0.046
353,0.01
354,-0.166
355,-0.166
356,-0.063
357,-0.051
358,0.071
359,-0.107
360,-0.081
361,-0.156
362,-0.09
363,-0.051
364,-0.056
365,-0.117
366,-0.154
367,-0.168
368,0.024
369,0.054
370,-0.513
371,-0.291
372,0.298
373,0.11
374,-0.371
375,-0.034
376,0.31
377,-0.063
378,-0.43
379,-0.066
380,0.042
381,-0.303
382,-0.193
383,0.044
384,0.042
385,-0.234
386,-0.117
387,-0.015
388,-0.039
389,-0.247
390,-0.435
391,-0.02
392,0.015
393,0.002
394,-0.054
395,0.002
396,-0.193
397,-0.22
398,-0.239
399,-0.127
400,0.068
401,-0.073
402,-0.127
403,-0.029
404,0.002
405,-0.212
406,-0.186
407,0.034
408,-0.105
409,-0.305
410,-0.039
411,-0.156
412,-0.173
413,-0.117
414,-0.112
415,0.007
416,-0.103
417,-0.205
418,-0.032
419,-0.024
420,-0.117
421,-0.283
422,-0.076
423,-0.33
424,-0.364
425,-0.225
426,-0.161
427,-0.125
428,0.027
429,-0.029
430,-0.103
431,-0.134
432,-0.369
433,-0.09
434,-0.09
435,-0.161
436,-0.049
437,-0.105
438,-0.132
439,-0.205
440,-0.217
441,-0.208
442,0.029
443,0.049
444,-0.156
445,-0.247
446,-0.164
447,-0.115
448,-0.032
449,-0.266
450,-0.034
451,-0.076
452,-0.266
453,-0.137
454,-0.164
455,-0.139
456,-0.132
457,-0.044
458,-0.139
459,-0.044
460,-0.149
461,-0.247
462,-0.159
463,-0.073
464,-0.056
465,-0.266
466,-0.293
467,-0.137
468,-0.01
469,-0.205
470,-0.085
471,-0.061
472,-0.33
473,-0.354
474,-0.066
475,0.095
476,0.115
477,0.095
478,-0.186
479,-0.02
480,-0.225
481,-0.156
482,0.066
483,0.022
484,-0.125
485,-0.156
486,-0.063
487,-0.142
488,-0.178
489,-0.071
490,0.095
491,-0.049
492,-0.327
493,-0.056
494,-0.208
495,-0.161
496,-0.071
497,-0.039
498,-0.303
499,-0.234
500,-0.159
501,-0.078
502,0.002
503,-0.156
504,-0.061
505,0.0
506,-0.217
507,-0.315
508,0.066
509,-0.054
510,-0.059
511,0.049
512,-0.142
513,-0.129
514,-0.012
515,-0.059
516,-0.146
517,-0.137
518,-0.281
519,-0.269
520,-0.254
521,-0.083
522,-0.244
523,-0.181
524,-0.098
525,-1.282
526,0.066
527,0.378
528,-0.457
529,-0.244
530,0.125
531,0.105
532,-0.215
533,-0.264
534,-0.02
535,-0.269
536,-0.166
537,-0.034
538,-0.024
539,-0.183
540,-0.271
541,-0.081
542,-0.269
543,-0.398
544,-0.049
545,-0.176
546,-0.273
547,-0.2
548,-0.098
549,-0.144
550,-0.11
551,-0.212
552,0.105
553,0.029
554,-0.071
555,-0.083
556,-0.112
557,0.056
558,0.054
559,0.0
560,-0.137
561,-0.054
562,-0.151
563,-0.327
564,-0.237
565,-0.076
566,-0.151
567,-0.068
568,-0.049
569,-0.3
570,-0.229
571,-0.176
572,-0.198
573,-0.286
574,-0.139
575,-0.134
576,-0.029
577,0.034
578,-0.278
579,-0.149
580,-0.239
581,-0.203
582,-0.242
583,-0.215
584,-0.154
585,-0.154
586,-0.002
587,-0.127
588,-0.044
589,-0.337
590,-0.337
591,-0.327
592,-0.217
593,-0.212
594,-0.063
595,-0.061
596,0.037
597,0.0
598,-0.176
599,-0.193
600,0.046
601,0.081
602,-0.161
603,-0.237
604,-0.078
605,-0.105
606,-0.137
607,-0.259
608,-0.208
609,-0.11
610,-0.088
611,-0.146
612,0.02
613,-0.237
614,-0.178
615,0.107
616,-0.117
617,-0.256
618,0.015
619,-0.188
620,-0.269
621,-0.151
622,-0.161
623,-0.122
624,-0.134
625,-0.183
626,-0.046
627,-0.198
628,-0.085
629,0.139
630,0.071
631,-0.164
632,0.137
633,0.042
634,-0.09
635,-0.186
636,-0.002
637,-0.049
638,-0.056
639,-0.264
640,-0.164
641,-0.042
642,-0.244
643,-0.164
644,-0.149
645,-0.166
646,-0.186
647,-0.103
648,-0.088
649,-0.266
650,-0.293
651,-0.278
652,0.115
653,-0.151
654,-0.076
655,0.007
656,0.173
657,0.002
658,-0.107
659,-0.032
660,0.061
661,-0.134
662,-0.2
663,-0.188
664,-0.166
665,-0.317
666,-0.215
667,-0.159
668,-0.183
669,-0.039
670,-0.166
671,-0.042
672,-0.142
673,-0.186
674,-0.256
675,-0.186
676,0.012
677,-0.142
678,-0.115
679,-0.166
680,0.039
681,-0.034
682,-0.024
683,-0.12
684,-0.232
685,-0.208
686,-0.222
687,-0.095
688,-0.056
689,-0.146
690,-0.159
691,-0.151
692,-0.063
693,-0.188
694,-0.095
695,-0.015
696,0.066
697,-0.168
698,-0.076
699,-0.093
700,-0.225
701,-0.188
702,-0.125
703,-0.078
704,-0.105
705,-0.193
706,-0.176
707,-0.134
708,-0.21
709,-0.088
710,-0.088
711,-0.088
712,-0.09
713,-0.161
714,-0.063
715,0.083
716,-0.037
717,-0.222
718,-0.007
719,-0.017
720,-0.132
721,-0.193
722,-0.112
723,-0.085
724,-0.19
725,-0.227
726,-0.115
727,0.042
728,-0.237
729,-0.203
730,-0.061
731,-0.063
732,-0.288
733,-0.264
734,0.007
735,-0.051
736,-0.132
737,-0.11
738,0.027
739,-0.098
740,-0.078
741,0.0
742,-0.09
743,-0.264
744,-0.188
745,-0.176
746,-0.186
747,-0.125
748,-0.261
749,-0.22
750,-0.073
751,-0.015
752,-0.088
753,-0.061
754,-0.076
755,-0.054
756,-0.066
757,-0.159
758,0.042
759,-0.056
760,-0.117
761,-0.02
762,0.12
763,-0.166
764,-0.203
765,-0.093
766,-0.127
767,-0.098
768,-0.088
769,-0.178
770,-0.317
771,-0.112
772,-0.046
773,0.154
774,-0.044
775,-0.068
776,0.02
777,-0.017
778,-0.093
779,-0.217
780,-0.09
781,0.02
782,0.005
783,-0.315
784,-0.168
785,-0.215
786,-0.222
787,-0.205
788,-0.293
789,-0.168
790,-0.222
791,-0.178
792,-0.11
793,-0.039
794,-0.142
795,-0.154
796,-0.066
797,0.076
798,0.02
799,0.063
800,0.037
801,-0.129
802,-0.002
803,-0.068
804,0.005
805,-0.132
806,-0.017
807,-0.261
808,-0.212
809,-0.117
810,-0.278
811,-0.239
812,-0.063
813,-0.017
814,-0.271
815,-0.237
816,-0.408
817,-0.247
818,-0.098
819,0.039
820,-0.076
821,-0.344
822,-0.127
823,0.146
824,0.093
825,-0.088
826,-0.01
827,-0.312
828,0.068
829,0.017
830,-0.186
831,-0.19
832,-0.256
833,-0.193
834,-0.056
835,-0.117
836,-0.249
837,-0.049
838,0.039
839,-0.095
840,-0.034
841,-0.071
842,0.037
843,-0.078
844,-0.137
845,-0.127
846,-0.007
847,-0.105
848,0.037
849,-0.012
850,-0.222
851,-0.21
