,-0.095.1
0,-0.117
1,-0.137
2,-0.027
3,-0.166
4,-0.12
5,-0.142
6,-0.166
7,0.002
8,-0.049
9,-0.212
10,-0.161
11,0.059
12,-0.139
13,-0.159
14,-0.308
15,-0.12
16,-0.066
17,-0.081
18,0.049
19,-0.005
20,-0.229
21,-0.146
22,-0.115
23,-0.232
24,-0.137
25,-0.166
26,-0.176
27,-0.217
28,-0.149
29,-0.144
30,-0.164
31,-0.266
32,-0.227
33,-0.039
34,0.051
35,0.007
36,-0.293
37,-0.068
38,0.044
39,-0.11
40,-0.125
41,-0.149
42,-0.173
43,-0.3
44,-0.034
45,-0.151
46,-0.012
47,-0.144
48,-0.166
49,-0.181
50,-0.144
51,-0.139
52,0.024
53,-0.061
54,-0.393
55,-0.266
56,-0.178
57,0.071
58,-0.063
59,-0.115
60,-0.125
61,-0.122
62,-0.212
63,-0.159
64,-0.122
65,-0.029
66,-0.042
67,-0.161
68,-0.1
69,-0.005
70,-0.103
71,-0.117
72,-0.002
73,-0.078
74,-0.144
75,-0.159
76,-0.01
77,-0.061
78,-0.215
79,-0.095
80,-0.261
81,-0.098
82,0.066
83,-0.227
84,-0.044
85,-0.081
86,-0.073
87,-0.066
88,-0.015
89,-0.325
90,-0.164
91,-0.217
92,-0.215
93,-0.21
94,-0.208
95,-0.3
96,-0.095
97,-0.132
98,-0.151
99,0.076
100,-0.071
101,-0.347
102,0.095
103,0.234
104,-0.059
105,-0.288
106,-0.042
107,-0.051
108,-0.176
109,-0.222
110,-0.095
111,-0.046
112,-0.134
113,-0.137
114,-0.122
115,-0.039
116,-0.291
117,-0.256
118,-0.024
119,0.027
120,-0.198
121,-0.164
122,-0.105
123,0.09
124,-0.007
125,-0.122
126,-0.112
127,-0.046
128,0.007
129,-0.117
130,-0.186
131,-0.142
132,-0.034
133,-0.168
134,-0.09
135,-0.083
136,-0.2
137,-0.078
138,0.146
139,0.0
140,-0.039
141,-0.103
142,-0.266
143,0.078
144,-0.017
145,-0.168
146,-0.139
147,-0.156
148,-0.144
149,-0.103
150,-0.271
151,-0.264
152,-0.056
153,-0.088
154,-0.166
155,-0.166
156,-0.247
157,-0.107
158,0.061
159,-0.081
160,-0.039
161,-0.19
162,-0.32
163,-0.015
164,-0.017
165,-0.464
166,-0.298
167,-0.105
168,-0.229
169,-0.352
170,-0.129
171,0.188
172,-0.151
173,-0.349
174,-0.012
175,-0.061
176,-0.056
177,-0.098
178,-0.186
179,-0.01
180,0.046
181,-0.061
182,-0.029
183,0.056
184,-0.127
185,-0.164
186,-0.11
187,-0.029
188,-0.085
189,-0.222
190,-0.305
191,-0.149
192,-0.264
193,-0.195
194,0.002
195,0.076
196,-0.242
197,-0.312
198,-0.159
199,-0.193
200,-0.205
201,0.049
202,-0.049
203,-0.103
204,-0.2
205,-0.278
206,-0.19
207,-0.164
208,-0.215
209,-0.105
210,0.061
211,-0.083
212,-0.212
213,-0.293
214,-0.142
215,-0.071
216,-0.11
217,-0.103
218,0.005
219,-0.144
220,-0.137
221,-0.037
222,-0.044
223,-0.1
224,-0.178
225,0.083
226,0.024
227,-0.283
228,-0.249
229,-0.276
230,-0.139
231,-0.129
232,-0.217
