,0.081
0,-0.132
1,-0.068
2,-0.127
3,-0.22
4,-0.176
5,-0.081
6,-0.234
7,-0.181
8,-0.2
9,-0.19
10,-0.132
11,-0.225
12,-0.105
13,-0.042
14,-0.071
15,-0.134
16,-0.078
17,-0.164
18,-0.156
19,0.061
20,-0.095
21,-0.239
22,-0.088
23,-0.107
24,-0.232
25,-0.139
26,-0.193
27,-0.144
28,-0.156
29,-0.229
30,-0.1
31,-0.12
32,-0.151
33,-0.137
34,-0.171
35,-0.193
36,-0.022
37,-0.122
38,-0.02
39,-0.012
40,-0.19
41,-0.039
42,-0.068
43,-0.234
44,0.085
45,0.049
46,-0.322
47,-0.286
48,-0.151
49,-0.066
50,-0.146
51,-0.127
52,-0.068
53,-0.076
54,-0.122
55,-0.149
56,-0.02
57,-0.146
58,-0.115
59,-0.061
60,-0.02
61,-0.127
62,-0.222
63,-0.195
64,-0.039
65,-0.166
66,-0.208
67,-0.063
68,-0.166
69,-0.22
70,-0.044
71,-0.085
72,-0.066
73,-0.088
74,-0.229
75,-0.391
76,0.007
77,0.193
78,-0.095
79,-0.112
80,0.366
81,-0.208
82,-0.425
83,0.1
84,-0.195
85,-0.266
86,0.249
87,-0.156
88,-0.405
89,-0.2
90,-0.134
91,-0.017
92,-0.239
93,-0.276
94,0.0
95,-0.339
96,-0.164
97,0.139
98,0.017
99,-0.237
100,0.044
101,-0.356
102,-0.667
103,0.752
104,0.767
105,-0.334
106,-0.84
107,-0.652
108,0.11
109,0.242
110,-0.361
111,0.039
112,0.256
113,-0.239
114,-0.505
115,-0.2
116,0.037
117,-0.149
118,0.027
119,0.044
120,0.103
121,-0.105
122,-0.032
123,-0.088
124,-0.012
125,-0.217
126,-0.237
127,0.002
128,0.017
129,0.002
130,-0.332
131,-0.232
132,-0.083
133,-0.134
134,-0.31
135,-0.227
136,-0.117
137,-0.029
138,-0.054
139,-0.103
140,-0.081
141,-0.286
142,-0.132
143,-0.115
144,0.024
145,-0.154
146,-0.242
147,-0.061
148,-0.2
149,-0.198
150,-0.303
151,0.017
152,-0.122
153,-0.276
154,-0.132
155,0.232
156,-0.208
157,-0.127
158,0.127
159,0.024
160,-0.156
161,-0.208
162,0.024
163,0.173
164,-0.076
165,-0.281
166,0.132
167,-0.024
168,-0.159
169,-0.054
170,-0.176
171,-0.251
172,-0.217
173,-0.029
