,0.007
0,-0.242
1,-0.203
2,0.054
3,-0.195
4,-0.249
5,-0.083
6,-0.037
7,-0.229
8,-0.19
9,-0.073
10,-0.027
11,-0.2
12,-0.21
13,-0.01
14,-0.002
15,-0.295
16,-0.42
17,0.005
18,0.068
19,-0.015
20,-0.11
21,-0.051
22,0.01
23,-0.176
24,0.007
25,-0.073
26,-0.078
27,-0.378
28,-0.117
29,0.046
30,-0.176
31,-0.288
32,-0.037
33,-0.049
34,-0.205
35,-0.188
36,0.1
37,-0.093
38,-0.081
39,0.012
40,0.107
41,0.0
42,-0.251
43,0.01
44,0.02
45,-0.247
46,-0.159
47,-0.254
48,-0.195
49,-0.007
50,-0.264
51,-0.522
52,-0.31
53,-0.142
54,-0.093
55,0.007
56,-0.156
57,-0.098
58,-0.081
59,-0.156
60,-0.225
61,0.017
62,0.044
63,-0.293
64,-0.117
65,0.015
66,-0.068
67,-0.19
68,0.11
69,-0.098
70,-0.303
71,-0.254
72,-0.195
73,-0.364
74,-0.32
75,-0.056
76,0.139
77,-0.205
78,-0.342
79,0.039
80,-0.002
81,-0.195
82,-0.137
83,-0.186
84,-0.198
85,0.068
86,-0.022
87,-0.237
88,0.017
89,-0.129
90,-0.173
91,-0.024
92,0.017
93,-0.049
94,-0.183
95,-0.288
96,-0.132
97,0.0
98,-0.083
99,0.095
100,0.022
101,0.029
102,-0.029
103,-0.227
104,-0.063
105,0.198
106,-0.3
107,-0.352
108,0.107
109,0.149
110,-0.33
111,-0.315
112,-0.134
113,-0.134
114,-0.095
115,0.195
116,-0.027
117,-0.264
118,-0.203
119,-0.022
120,-0.076
121,-0.007
122,-0.042
123,-0.212
124,0.054
125,0.024
126,-0.186
127,-0.166
128,0.137
129,-0.276
130,-0.227
131,-0.01
132,-0.19
133,-0.286
134,-0.044
135,-0.027
136,0.068
137,-0.332
138,-0.464
139,0.056
140,0.017
141,-0.21
142,-0.039
143,-0.098
144,-0.034
145,-0.059
146,-0.222
147,-0.159
148,0.063
149,-0.068
150,-0.066
151,0.046
152,-0.156
153,-0.12
154,-0.215
155,-0.315
156,-0.334
157,-0.198
158,-0.229
159,-0.156
160,-0.237
161,-0.002
162,-0.007
163,-0.044
164,-0.1
165,0.0
166,-0.139
167,-0.195
168,-0.083
169,-0.085
170,-0.229
171,-0.039
172,0.015
173,-0.208
174,-0.029
175,-0.173
176,-0.11
177,-0.044
178,-0.22
179,-0.103
180,-0.249
181,-0.176
182,0.032
183,0.208
184,-0.286
185,-0.076
186,-0.002
187,0.137
188,0.017
189,-0.151
190,-0.183
191,-0.073
192,0.059
193,-0.127
194,-0.049
195,-0.2
196,-0.176
197,-0.132
198,-0.208
199,-0.371
200,-0.088
201,-0.056
202,-0.093
203,-0.095
204,-0.227
205,-0.002
206,-0.059
207,0.002
208,-0.027
209,-0.139
210,-0.176
211,-0.188
212,-0.049
213,-0.056
214,-0.039
215,-0.161
216,-0.171
217,-0.19
218,-0.081
219,-0.134
220,0.051
221,-0.117
222,-0.054
223,0.107
224,-0.115
225,0.061
226,0.117
227,-0.171
228,-0.217
229,0.129
230,0.007
231,-0.049
232,-0.081
233,-0.037
234,-0.098
235,-0.212
236,-0.171
237,-0.305
238,-0.256
239,-0.012
240,0.076
241,-0.286
242,-0.2
243,-0.078
244,-0.139
245,-0.037
246,-0.068
247,-0.103
248,-0.2
249,-0.051
250,-0.181
251,-0.247
252,-0.044
253,-0.195
254,-0.229
255,-0.066
256,-0.208
257,-0.156
258,-0.249
259,-0.303
260,0.039
261,-0.037
262,-0.476
263,-0.151
264,0.051
265,0.022
266,-0.242
267,-0.042
268,-0.112
269,-0.022
270,-0.212
271,-0.09
272,-0.232
273,-0.33
274,0.005
275,0.063
276,-0.239
277,-0.151
278,0.049
279,-0.071
280,0.01
281,-0.144
282,-0.176
283,0.046
284,-0.317
285,-0.266
286,-0.01
287,0.037
288,-0.107
289,-0.088
290,-0.356
291,0.042
292,0.059
293,-0.103
294,-0.237
295,-0.063
296,0.085
297,0.208
298,-0.195
299,-0.427
300,0.032
301,0.239
302,0.061
303,-0.249
304,0.01
305,0.146
306,0.105
307,-0.078
308,-0.164
309,-0.081
310,-0.183
311,-0.205
312,0.005
313,-0.007
314,-0.388
315,-0.386
316,-0.039
317,-0.068
318,-0.405
319,-0.359
320,-0.11
321,-0.032
322,-0.002
323,-0.122
324,-0.063
325,-0.081
326,-0.249
327,-0.173
328,0.078
329,-0.051
330,-0.332
331,-0.195
332,-0.103
333,-0.02
334,-0.298
335,-0.388
336,-0.22
337,-0.024
338,-0.371
339,-0.256
340,0.002
341,-0.156
342,-0.3
343,-0.059
344,0.0
345,-0.205
346,-0.034
347,-0.002
348,-0.122
349,-0.227
350,-0.2
351,-0.044
352,0.054
353,-0.093
354,-0.183
355,-0.049
356,-0.215
357,-0.457
358,-0.393
359,-0.151
360,-0.132
361,0.024
362,0.259
363,0.183
364,0.12
365,-0.273
366,-0.212
367,0.015
368,-0.154
369,-0.413
370,-0.156
371,0.273
372,-0.107
373,-0.212
374,-0.278
375,-0.215
376,-0.286
377,-0.154
378,0.115
379,0.063
380,-0.466
381,-0.447
382,-0.276
383,-0.342
384,-0.193
385,-0.215
386,-0.09
387,-0.105
388,-0.154
389,-0.146
390,-0.01
391,-0.1
392,-0.229
393,-0.273
394,0.061
395,0.291
396,-0.239
397,-0.312
398,0.0
399,-0.049
400,-0.156
401,-0.039
402,-0.183
403,-0.024
404,-0.088
405,-0.295
406,-0.02
407,-0.105
408,-0.332
409,-0.134
410,0.063
411,-0.19
412,-0.305
413,-0.164
414,-0.107
415,0.017
416,-0.212
417,-0.327
418,-0.139
419,-0.071
420,-0.22
421,0.063
422,-0.012
423,-0.173
424,-0.112
425,0.2
426,0.005
427,-0.22
428,-0.305
429,0.159
430,0.249
431,-0.22
432,-0.093
433,-0.125
434,-0.444
435,-0.122
436,-0.063
437,-0.164
438,-0.078
439,-0.085
440,-0.144
441,-0.059
442,-0.286
443,-0.315
444,0.037
445,-0.347
446,-0.564
447,0.132
448,0.259
449,-0.078
450,-0.251
451,-0.342
452,0.081
453,0.073
454,0.032
455,0.144
456,-0.19
457,-0.393
458,-0.415
459,-0.234
460,-0.168
461,-0.095
462,-0.156
463,-0.112
464,-0.183
465,-0.139
466,-0.217
467,-0.215
468,-0.117
469,-0.039
470,0.024
471,-0.227
472,-0.076
473,-0.1
474,-0.247
475,-0.105
476,-0.015
477,-0.205
478,-0.159
479,0.056
480,-0.103
481,-0.334
482,-0.271
483,-0.044
484,0.103
485,-0.317
486,-0.293
487,0.005
488,0.042
489,-0.342
490,-0.244
491,-0.176
492,-0.144
493,-0.364
494,-0.093
495,-0.098
496,-0.164
497,-0.325
498,-0.112
499,0.054
500,-0.21
501,-0.249
502,-0.154
503,0.015
504,-0.081
505,0.029
506,-0.081
507,-0.298
508,-0.256
509,-0.02
510,0.034
511,-0.083
512,-0.186
513,-0.093
514,0.071
515,0.02
516,0.066
517,-0.171
518,-0.205
519,0.103
520,0.073
521,-0.251
522,0.022
523,-0.142
524,-0.01
525,0.081
526,-0.105
