,-0.127
0,-0.063
1,-0.122
2,-0.01
3,-0.156
4,-0.12
5,-0.134
6,-0.156
7,-0.168
8,-0.334
9,-0.198
10,-0.237
11,-0.129
12,-0.156
13,0.09
14,-0.2
15,-0.371
16,-0.349
17,0.1
18,-0.11
19,-0.369
20,-0.037
21,-0.098
22,-0.259
23,-0.349
24,-0.046
25,-0.112
26,-0.068
27,-0.129
28,-0.132
29,-0.01
30,-0.054
31,-0.024
32,-0.005
33,-0.022
34,-0.215
35,-0.146
36,-0.073
37,-0.005
38,-0.166
39,-0.232
40,-0.112
41,-0.144
42,-0.117
43,-0.261
44,0.005
45,-0.222
46,-0.085
47,-0.063
48,-0.066
49,-0.259
50,-0.107
51,0.142
52,-0.022
53,-0.107
54,-0.222
55,-0.022
56,-0.352
57,-0.198
58,-0.063
59,-0.11
60,-0.173
61,-0.239
62,0.039
63,-0.205
64,-0.166
65,-0.078
66,0.002
67,-0.322
68,-0.11
69,-0.095
70,-0.002
71,-0.046
72,-0.156
73,-0.085
74,-0.09
75,-0.029
76,-0.217
77,-0.115
78,-0.232
79,0.02
80,-0.156
81,-0.264
82,-0.188
83,-0.049
84,-0.144
85,-0.225
86,-0.02
87,-0.068
88,-0.073
89,-0.278
90,-0.142
91,-0.09
92,-0.071
93,0.063
94,-0.132
95,-0.168
96,-0.288
97,-0.071
98,-0.049
99,-0.11
100,-0.217
101,-0.098
102,-0.259
103,-0.303
104,-0.112
105,-0.183
106,-0.103
107,-0.142
108,-0.073
109,-0.232
110,-0.212
111,-0.061
112,0.144
113,-0.093
114,-0.032
115,0.029
116,-0.276
117,-0.037
118,-0.024
119,-0.02
120,-0.237
121,-0.027
122,-0.02
123,-0.19
124,-0.259
125,-0.176
126,-0.061
127,-0.112
128,-0.149
129,-0.256
130,-0.002
131,-0.195
132,0.022
133,-0.039
134,-0.181
135,-0.188
136,-0.02
137,-0.208
138,-0.339
139,-0.105
140,-0.225
141,-0.261
142,-0.181
143,-0.081
144,-0.151
145,-0.212
146,-0.02
147,-0.088
148,-0.117
149,-0.234
150,-0.024
151,-0.056
152,-0.156
153,-0.144
154,0.051
155,-0.059
156,-0.208
157,-0.142
158,-0.073
159,-0.015
160,-0.259
161,-0.1
162,-0.056
163,-0.103
164,-0.137
165,-0.164
166,-0.11
167,-0.078
168,-0.09
169,-0.115
170,-0.024
171,-0.833
172,-0.637
173,-0.222
174,0.063
175,-0.107
176,-0.088
177,-0.471
178,-0.203
179,0.203
180,-0.054
181,-0.027
182,-0.037
183,-0.181
184,-0.408
185,-0.266
186,-0.2
187,0.032
188,-0.2
189,-0.383
190,-0.007
191,-0.156
192,-0.205
193,-0.261
194,0.037
195,-0.103
196,-0.005
197,-0.154
198,0.002
199,-0.083
200,-0.117
201,-0.093
202,-0.103
203,-0.186
204,-0.186
205,0.088
206,-0.105
207,-0.063
208,-0.227
209,-0.212
210,-0.059
211,-0.071
212,-0.19
213,-0.161
214,-0.034
215,-0.198
216,-0.139
217,-0.19
218,0.037
219,-0.112
220,-0.171
221,-0.154
222,-0.137
223,-0.3
224,-0.171
225,0.042
226,-0.039
227,0.027
228,-0.159
229,-0.115
230,-0.017
231,-0.178
232,-0.115
233,-0.11
234,-0.046
235,-0.002
236,0.039
237,-0.168
238,0.081
239,0.002
240,-0.144
241,-0.037
242,-0.186
243,-0.164
244,-0.183
245,0.005
246,-0.188
247,-0.161
248,-0.239
249,-0.098
250,-0.127
251,-0.061
252,-0.085
253,-0.129
254,-0.073
255,-0.044
256,0.071
257,-0.21
258,-0.093
259,-0.203
260,-0.095
