,0.005.1
0,-0.115
1,-0.171
2,-0.005
3,-0.081
4,-0.156
5,-0.066
6,-0.161
7,-0.305
8,-0.076
9,-0.061
10,-0.244
11,-0.171
12,-0.1
13,-0.09
14,-0.002
15,-0.176
16,-0.066
17,0.063
18,-0.151
19,-0.171
20,-0.134
21,-0.186
22,-0.264
23,-0.159
24,-0.244
25,-0.242
26,-0.242
27,-0.244
28,-0.129
29,-0.212
30,-0.354
31,-0.247
32,-0.151
33,-0.056
34,0.054
35,-0.076
36,-0.068
37,-0.115
38,-0.083
39,-0.142
40,0.027
41,0.078
42,0.061
43,-0.083
44,0.129
45,-0.171
46,-0.32
47,-0.144
48,-0.059
49,-0.244
50,-0.198
51,-0.178
52,-0.11
53,-0.076
54,-0.11
55,-0.127
56,-0.129
57,-0.105
58,-0.034
59,-0.068
60,-0.154
61,-0.164
62,-0.1
63,-0.129
64,-0.171
65,-0.054
66,-0.1
67,-0.259
68,-0.088
69,-0.029
70,-0.112
71,-0.261
72,-0.137
73,-0.125
74,-0.151
75,-0.088
76,-0.042
77,0.024
78,-0.107
79,-0.103
80,-0.098
81,-0.105
82,0.044
83,-0.066
84,-0.181
85,-0.112
86,-0.059
87,-0.198
88,-0.049
89,-0.088
90,-0.168
91,-0.122
92,0.017
93,-0.105
94,-0.066
95,-0.068
96,-0.068
97,-0.027
98,-0.161
99,-0.154
100,0.024
101,-0.151
102,-0.105
103,-0.171
104,-0.217
105,-0.022
106,-0.222
107,-0.386
108,-0.183
109,-0.034
110,-0.032
111,-0.308
112,-0.215
113,-0.007
114,-0.081
115,-0.193
116,0.039
117,-0.061
118,-0.251
119,-0.181
120,-0.081
121,-0.083
122,-0.264
123,-0.088
124,0.007
125,-0.095
126,-0.229
127,-0.032
128,-0.061
129,-0.178
130,-0.293
131,-0.168
132,-0.037
133,-0.068
134,-0.164
135,-0.19
136,-0.071
137,-0.125
138,0.071
139,-0.034
140,-0.127
141,-0.144
142,-0.103
143,-0.071
144,-0.095
145,-0.271
146,-0.115
147,0.083
148,-0.037
149,-0.063
150,-0.129
151,-0.142
