,0.100
0,-0.142
1,-0.3
2,-0.002
3,-0.156
4,-0.073
5,-0.164
6,0.007
7,-0.134
8,-0.085
9,-0.33
10,-0.017
11,-0.01
12,-0.222
13,0.059
14,-0.029
15,-0.129
16,-0.2
17,-0.129
18,-0.291
19,-0.139
20,-0.161
21,-0.081
22,-0.054
23,-0.222
24,-0.198
25,-0.051
26,-0.085
27,-0.107
28,-0.122
29,-0.286
30,-0.12
31,0.107
32,-0.115
33,-0.239
34,-0.222
35,0.044
36,-0.146
37,-0.078
38,-0.12
39,0.059
40,-0.059
41,-0.144
42,0.032
43,-0.115
44,-0.156
45,0.049
46,-0.032
47,-0.156
48,-0.154
49,-0.203
50,-0.088
51,-0.063
52,-0.034
53,0.012
54,-0.032
55,-0.142
56,-0.178
57,-0.049
58,-0.232
59,-0.088
60,-0.129
61,-0.015
62,-0.115
63,-0.193
64,-0.063
65,0.029
66,-0.068
67,-0.283
68,-0.171
69,-0.166
70,-0.027
71,-0.115
72,-0.261
73,-0.203
74,-0.027
75,-0.11
76,-0.188
77,-0.127
78,-0.171
79,-0.117
80,-0.146
81,0.051
82,-0.239
83,-0.242
84,-0.159
85,-0.081
86,-0.225
87,-0.09
88,0.059
89,-0.1
90,-0.129
91,-0.161
92,0.186
93,0.061
94,0.046
95,0.078
96,-0.388
97,-0.386
98,-0.107
99,-0.002
100,-0.288
101,-0.203
102,-0.098
103,-0.037
104,-0.254
105,-0.11
106,0.017
107,-0.127
108,-0.125
109,-0.254
110,-0.01
111,-0.054
112,-0.288
113,-0.173
114,0.02
115,-0.127
116,-0.105
117,-0.21
118,-0.32
119,-0.017
120,-0.208
121,-0.215
122,-0.159
123,-0.308
124,-0.378
125,-0.161
126,0.049
127,-0.051
128,-0.281
129,-0.078
130,0.146
131,-0.208
132,-0.002
133,0.076
134,0.0
135,-0.122
136,-0.066
137,-0.327
138,-0.168
139,-0.037
140,-0.139
141,-0.173
142,-0.22
143,-0.31
144,-0.376
145,0.056
146,-0.076
147,-0.139
148,-0.205
149,0.007
150,0.068
151,-0.193
152,-0.205
153,-0.127
154,0.0
155,-0.063
156,0.12
157,-0.017
158,-0.198
159,-0.144
160,-0.039
161,-0.012
162,-0.142
163,-0.217
164,-0.242
165,-0.098
166,-0.269
167,-0.12
168,-0.22
169,-0.261
170,-0.203
171,-0.09
172,-0.173
173,-0.125
174,-0.042
175,-0.244
176,-0.093
177,-0.156
178,-0.122
179,-0.005
180,-0.098
181,-0.183
182,-0.105
183,-0.081
184,-0.288
185,-0.085
186,-0.276
187,-0.039
188,0.059
189,-0.139
190,-0.283
191,-0.208
192,-0.186
193,-0.168
194,0.056
195,-0.271
196,-0.125
197,-0.198
198,-0.078
199,-0.327
200,0.068
201,0.0
202,-0.063
203,-0.334
204,-0.261
205,-0.046
206,-0.183
207,-0.117
208,-0.059
209,0.024
210,-0.222
211,0.1
212,0.005
213,-0.117
214,-0.159
215,-0.261
216,-0.093
217,-0.217
218,-0.134
219,0.012
220,-0.056
221,-0.237
222,-0.171
223,-0.139
224,-0.247
225,-0.315
226,-0.261
227,-0.068
228,-0.19
229,-0.298
230,-0.122
231,0.027
232,-0.193
233,-0.117
234,-0.127
235,-0.249
236,-0.071
237,-0.139
238,-0.112
239,-0.217
240,-0.11
241,-0.291
242,-0.029
243,-0.2
244,-0.43
245,-0.034
246,-0.112
247,-0.063
248,-0.139
249,0.044
250,-0.085
251,-0.171
252,-0.371
253,-0.029
254,0.051
255,-0.156
256,-0.178
257,0.1
258,0.046
259,-0.203
260,-0.134
261,-0.017
262,0.081
263,-0.22
264,-0.173
265,-0.117
266,-0.186
267,-0.073
268,-0.278
269,-0.115
270,-0.183
271,0.164
272,-0.059
273,-0.007
274,-0.017
275,-0.083
276,-0.042
277,-0.164
278,-0.19
279,-0.139
280,0.063
281,-0.188
282,-0.051
283,-0.222
284,-0.159
285,-0.21
286,-0.149
287,-0.164
288,-0.095
289,-0.127
290,-0.396
291,-0.198
292,-0.12
293,0.212
294,-0.073
295,-0.19
296,-0.103
297,-0.015
298,-0.076
299,-0.193
300,0.034
301,-0.071
302,-0.071
303,-0.183
304,0.21
305,-0.115
306,-0.154
307,-0.107
308,-0.02
309,-0.061
310,-0.249
311,-0.037
312,-0.017
313,-0.015
314,-0.366
315,-0.154
316,-0.081
317,-0.061
318,0.039
319,-0.061
320,-0.095
321,-0.115
322,-0.249
323,-0.198
324,-0.076
325,-0.176
326,-0.002
327,-0.203
328,-0.11
329,0.066
330,-0.09
331,-0.393
332,-0.071
333,0.063
334,-0.125
335,-0.032
336,-0.164
337,-0.181
338,-0.203
339,-0.188
340,-0.01
341,0.044
342,-0.146
343,-0.037
344,0.183
345,-0.039
346,-0.049
347,-0.154
348,0.027
349,-0.037
350,-0.09
351,-0.085
352,-0.088
353,-0.127
354,-0.061
355,0.249
356,-0.203
357,-0.137
358,-0.044
359,-0.068
360,-0.171
361,-0.044
362,-0.007
363,-0.312
364,-0.276
365,-0.254
366,-0.176
367,-0.344
368,-0.122
369,-0.203
370,-0.029
371,-0.1
372,-0.125
373,-0.273
374,-0.317
375,-0.088
376,-0.105
377,-0.127
378,-0.049
379,0.088
380,-0.103
381,-0.232
382,0.012
383,0.022
384,-0.032
385,-0.203
386,-0.088
387,-0.229
388,-0.105
389,-0.183
390,-0.173
391,-0.139
392,-0.068
393,-0.188
394,-0.271
395,-0.217
396,-0.093
397,0.032
398,-0.066
399,-0.171
400,-0.383
401,-0.1
402,-0.247
403,-0.264
404,-0.256
405,-0.168
406,-0.081
407,-0.283
408,-0.149
409,-0.093
410,-0.029
411,-0.195
412,-0.105
413,-0.122
414,-0.156
415,0.029
416,-0.122
417,-0.002
418,-0.1
419,-0.083
420,0.002
421,0.212
422,-0.171
423,-0.088
424,-0.059
425,-0.156
426,-0.02
427,0.0
428,-0.054
429,-0.239
430,0.002
431,-0.166
432,-0.088
433,-0.046
434,-0.061
435,0.022
436,-0.142
437,-0.203
438,-0.234
439,0.161
440,-0.237
441,0.005
442,-0.132
443,-0.01
444,-0.066
445,-0.198
446,-0.125
447,-0.061
448,-0.227
449,-0.303
450,0.073
451,-0.205
452,-0.41
453,-0.205
454,0.112
455,-0.151
456,-0.198
457,-0.229
458,-0.208
459,0.015
460,-0.134
461,-0.068
462,-0.249
463,-0.012
464,-0.039
465,0.02
466,-0.249
467,-0.232
468,-0.02
469,-0.178
470,-0.09
471,-0.381
472,-0.239
473,-0.112
474,-0.039
475,-0.085
476,-0.254
477,-0.195
478,-0.039
479,0.01
480,-0.334
481,-0.081
482,-0.261
483,-0.061
484,-0.269
485,-0.261
486,-0.247
487,-0.103
488,-0.127
489,-0.132
490,-0.164
491,-0.205
492,-0.139
493,-0.144
494,0.024
495,-0.217
496,-0.02
497,-0.024
498,0.022
499,-0.21
500,-0.171
501,-0.007
502,0.059
503,0.063
504,-0.149
505,-0.017
506,-0.188
507,-0.2
508,-0.193
509,-0.181
510,-0.02
511,-0.1
512,-0.071
513,-0.278
514,-0.137
515,-0.31
516,-0.078
517,-0.139
518,0.039
519,-0.164
520,-0.032
521,0.076
522,0.054
523,-0.085
524,-0.344
525,-0.002
526,-0.122
527,0.005
528,-0.09
529,-0.115
530,-0.11
531,-0.237
532,-0.173
533,-0.217
534,-0.168
535,-0.049
536,0.164
537,-0.095
538,-0.217
539,-0.386
540,-0.105
541,0.085
542,-0.151
543,-0.056
544,-0.078
545,-0.042
546,-0.083
547,-0.105
548,-0.291
549,0.103
550,-0.115
551,-0.352
552,-0.159
553,-0.007
554,-0.122
555,-0.254
556,-0.049
557,-0.244
558,-0.056
559,-0.149
560,-0.066
561,-0.027
562,-0.188
563,-0.134
564,-0.081
565,-0.056
566,-0.208
567,-0.166
568,-0.22
569,-0.066
570,-0.088
571,-0.193
572,-0.283
573,-0.281
574,-0.2
575,-0.398
576,-0.083
577,-0.215
578,-0.078
579,-0.305
580,-0.166
581,-0.168
582,-0.171
583,-0.137
584,0.01
585,-0.061
586,-0.195
587,0.002
588,0.146
589,0.02
590,-0.198
591,-0.125
592,0.042
593,-0.21
594,-0.21
595,-0.129
596,-0.249
597,-0.271
598,0.061
599,-0.281
600,-0.33
601,-0.151
602,-0.1
603,-0.154
604,-0.125
605,-0.129
606,-0.078
607,-0.051
608,-0.432
609,-0.193
610,-0.171
611,-0.193
612,-0.151
613,0.007
614,-0.146
615,-0.222
616,-0.032
617,-0.122
618,-0.046
619,-0.2
620,-0.107
621,-0.105
622,0.005
623,-0.056
624,0.085
625,-0.122
626,-0.09
627,0.071
628,-0.103
629,-0.093
630,-0.034
631,0.044
632,-0.054
633,-0.142
634,-0.139
635,-0.039
636,0.066
637,-0.173
638,-0.054
639,-0.21
640,0.01
641,-0.02
642,0.059
643,-0.154
644,-0.259
645,-0.168
646,-0.122
647,-0.144
648,-0.176
649,-0.125
650,-0.09
651,-0.125
652,-0.205
653,-0.034
654,-0.095
655,-0.11
656,-0.063
657,-0.161
658,-0.115
659,-0.173
660,-0.042
661,-0.085
662,-0.11
663,-0.281
664,-0.103
665,-0.09
666,-0.156
667,-0.173
668,-0.007
669,0.098
670,0.022
671,-0.22
672,-0.398
673,-0.139
674,-0.149
675,-0.176
676,-0.105
677,-0.02
678,-0.09
679,-0.134
680,-0.071
