,0.007
0,0.005
1,-0.227
2,-0.076
3,0.049
4,-0.142
5,-0.142
6,-0.115
7,-0.159
8,0.049
9,0.039
10,-0.168
11,-0.051
12,-0.039
13,-0.222
14,-0.173
15,-0.078
16,0.002
17,-0.171
18,-0.217
19,-0.149
20,-0.161
21,-0.144
22,-0.107
23,-0.061
24,-0.046
25,-0.278
26,-0.027
27,-0.103
28,-0.186
29,-0.059
30,0.1
31,-0.195
32,-0.193
33,-0.168
34,-0.208
35,-0.061
36,0.034
37,-0.276
38,-0.432
39,-0.254
40,-0.242
41,-0.173
42,-0.208
43,-0.103
44,0.039
45,0.046
46,0.032
47,-0.103
48,-0.071
49,-0.017
50,0.073
51,-0.093
52,-0.042
53,-0.017
54,-0.068
55,-0.054
56,-0.168
57,-0.242
58,-0.125
59,-0.132
60,-0.291
61,-0.198
62,-0.239
63,-0.11
64,-0.012
65,-0.171
66,-0.125
67,-0.029
68,-0.09
69,-0.056
70,-0.186
71,-0.081
72,-0.154
73,-0.125
74,-0.132
75,-0.144
76,-0.19
77,-0.237
78,-0.232
79,-0.176
80,-0.112
81,-0.088
82,-0.159
83,-0.068
84,-0.117
85,-0.115
86,-0.083
87,0.002
88,-0.105
89,-0.054
90,0.01
91,-0.005
92,-0.19
93,-0.137
94,0.046
95,-0.049
96,0.02
97,-0.073
98,-0.19
99,-0.332
100,-0.122
101,-0.088
102,-0.171
103,-0.059
104,-0.146
105,-0.137
106,0.059
107,0.054
108,-0.139
109,-0.12
110,0.098
111,-0.134
112,-0.19
113,-0.161
114,-0.088
115,-0.044
116,-0.132
117,-0.171
118,-0.098
119,-0.378
120,-0.144
121,-0.039
122,-0.181
123,-0.168
124,-0.01
125,-0.1
126,0.051
127,-0.237
128,-0.217
129,0.02
130,-0.093
131,-0.002
132,0.076
133,-0.093
134,-0.161
135,-0.029
136,-0.066
137,-0.244
138,-0.242
139,-0.117
140,0.002
141,-0.305
142,-0.344
143,-0.168
144,-0.071
145,-0.176
146,-0.215
147,-0.01
148,-0.046
149,-0.098
150,-0.142
151,0.015
152,0.022
153,-0.144
154,-0.098
155,-0.083
156,-0.22
157,-0.044
158,-0.156
159,-0.288
160,-0.095
161,-0.2
162,-0.305
163,-0.122
164,-0.032
165,0.051
166,-0.095
167,-0.161
168,-0.027
169,0.107
170,-0.322
171,-0.037
172,0.098
173,0.063
174,-0.122
175,-0.105
176,-0.103
177,-0.117
178,-0.295
179,-0.061
180,-0.059
181,-0.283
182,-0.085
183,-0.127
184,-0.125
185,-0.281
186,-0.237
187,-0.059
188,-0.068
189,-0.107
190,-0.083
191,-0.059
192,-0.278
193,0.007
194,-0.105
195,-0.105
196,-0.261
197,-0.215
198,-0.283
199,-0.222
200,-0.095
201,-0.039
202,-0.103
203,-0.261
204,-0.071
205,-0.237
206,-0.044
207,-0.061
208,-0.166
209,-0.166
210,-0.039
211,-0.127
212,-0.1
213,0.049
214,-0.12
215,-0.115
216,-0.237
217,-0.098
218,-0.127
219,-0.117
220,-0.059
221,-0.212
222,-0.142
223,-0.112
224,-0.107
225,-0.227
226,0.034
227,-0.02
228,-0.173
229,-0.33
230,-0.076
231,-0.222
232,-0.244
233,-0.044
234,-0.073
235,-0.12
236,-0.112
237,-0.12
238,-0.374
239,-0.161
240,-0.227
241,-0.229
242,0.0
243,-0.122
244,-0.215
245,-0.02
246,-0.095
247,-0.156
248,0.149
249,-0.1
250,0.093
251,-0.049
252,-0.198
253,0.212
254,-0.078
255,-0.151
256,0.098
257,-0.029
258,-0.293
259,0.095
260,-0.149
261,-0.127
262,-0.068
263,-0.227
264,-0.088
265,-0.134
266,-0.164
267,-0.186
268,-0.051
269,-0.254
270,-0.029
271,-0.059
272,-0.244
273,-0.054
274,-0.159
275,-0.232
276,0.037
277,-0.029
278,-0.278
279,-0.012
280,-0.051
281,-0.286
282,-0.308
283,-0.039
284,0.007
285,-0.193
286,-0.115
287,-0.105
288,0.029
289,-0.115
290,0.068
291,-0.01
292,-0.068
293,-0.083
294,0.059
295,-0.059
296,-0.137
297,-0.088
298,-0.176
299,0.012
300,-0.261
301,-0.181
302,-0.154
303,-0.1
304,-0.173
305,-0.215
306,-0.137
307,-0.283
308,-0.085
309,-0.259
310,-0.1
311,-0.229
312,-0.156
313,-0.129
314,-0.093
315,-0.237
316,-0.225
317,-0.032
318,-0.269
319,-0.178
320,-0.288
321,-0.112
322,-0.142
323,-0.159
324,-0.239
325,-0.088
326,-0.078
327,-0.103
328,-0.085
329,-0.259
330,0.1
331,-0.022
332,-0.051
333,-0.068
334,0.056
335,0.015
336,-0.232
337,-0.081
338,-0.171
339,0.122
340,-0.193
341,-0.178
342,-0.085
343,-0.129
344,-0.325
345,-0.005
346,-0.061
347,-0.156
348,-0.02
349,-0.227
350,-0.083
351,-0.088
352,-0.017
353,-0.09
354,-0.051
355,-0.22
356,-0.107
357,-0.027
358,-0.261
359,-0.125
360,-0.237
361,-0.183
362,-0.159
363,-0.244
364,-0.234
365,-0.071
366,-0.2
367,-0.134
368,0.002
369,-0.159
370,-0.107
371,-0.215
372,0.039
373,-0.044
374,0.012
375,-0.1
376,-0.078
377,-0.283
378,-0.276
379,0.037
380,-0.229
381,-0.156
382,-0.007
383,-0.022
384,-0.33
385,-0.234
386,-0.222
387,-0.127
388,-0.112
389,-0.212
390,-0.042
391,-0.286
392,0.029
393,-0.11
394,-0.085
395,-0.129
396,0.022
397,-0.015
398,-0.061
399,-0.159
400,-0.3
401,-0.095
402,-0.203
403,0.007
404,-0.227
405,-0.232
406,-0.164
407,0.071
408,-0.146
409,-0.159
410,0.164
411,-0.273
412,-0.117
413,-0.088
414,-0.142
415,-0.173
416,0.105
417,0.122
418,-0.159
419,-0.154
420,-0.061
421,-0.049
422,-0.303
423,-0.068
424,-0.115
425,-0.007
426,-0.251
427,-0.107
428,-0.149
429,-0.161
430,0.012
431,-0.063
432,0.024
433,-0.142
434,-0.012
435,-0.151
436,-0.232
437,-0.222
438,0.095
439,-0.1
440,-0.288
441,-0.02
442,-0.083
443,-0.234
444,-0.151
445,0.061
446,-0.229
447,-0.088
448,-0.037
449,-0.002
450,0.076
451,-0.193
452,0.0
453,-0.215
454,-0.139
455,-0.266
456,-0.024
457,-0.105
458,-0.002
459,0.0
460,-0.039
461,-0.09
462,-0.232
463,-0.144
464,-0.093
465,0.117
466,-0.251
467,-0.029
468,-0.142
469,-0.103
470,-0.11
471,-0.066
472,-0.234
473,-0.181
474,-0.159
475,-0.259
476,-0.203
477,-0.166
478,-0.066
479,-0.195
480,-0.115
481,-0.095
482,-0.11
483,-0.217
484,-0.193
485,-0.024
486,-0.103
487,0.007
488,-0.234
489,-0.007
490,-0.244
491,-0.002
492,-0.078
493,-0.19
494,-0.144
495,-0.161
496,-0.034
497,0.2
498,0.198
499,-0.12
500,-0.063
501,-0.061
502,-0.154
503,-0.217
504,-0.178
505,-0.042
506,-0.312
507,-0.164
508,-0.276
509,-0.061
510,-0.21
511,-0.044
512,-0.178
513,-0.046
514,-0.063
515,-0.093
516,-0.093
517,-0.276
518,-0.01
519,0.007
520,-0.007
521,-0.198
522,-0.181
523,-0.137
524,-0.022
525,-0.142
526,-0.137
527,-0.081
528,-0.364
529,-0.1
530,-0.002
531,-0.09
532,-0.244
533,-0.095
534,-0.02
535,0.017
536,-0.051
537,-0.1
538,0.068
539,0.115
540,0.051
541,0.037
542,-0.032
543,-0.134
544,-0.049
545,0.012
546,-0.205
547,-0.237
548,-0.168
549,-0.022
550,-0.251
551,-0.083
552,-0.154
553,-0.273
554,-0.325
555,-0.078
556,0.051
557,-0.039
558,-0.051
