,-0.242.1
0,-0.225
1,-0.283
2,-0.195
3,-0.076
4,-0.261
5,-0.22
6,-0.188
7,-0.232
8,-0.154
9,0.005
10,-0.195
11,-0.029
12,-0.022
13,0.049
14,-0.017
15,-0.142
16,-0.059
17,-0.1
18,-0.291
19,-0.112
20,0.098
21,0.007
22,-0.178
23,-0.083
24,-0.002
25,-0.088
26,-0.234
27,-0.134
28,-0.061
29,-0.154
30,-0.298
31,-0.125
32,-0.144
33,-0.046
34,-0.063
35,-0.083
36,0.005
37,-0.151
38,-0.234
39,-0.112
40,-0.051
41,-0.283
42,-0.188
43,-0.21
44,-0.11
45,-0.129
46,-0.168
47,-0.217
48,-0.217
49,-0.029
50,-0.127
51,-0.054
52,-0.286
53,-0.161
54,-0.061
55,-0.198
56,-0.161
57,-0.063
58,-0.234
59,-0.139
60,0.046
61,-0.176
62,-0.105
63,-0.303
64,-0.146
65,-0.071
66,-0.125
67,-0.015
68,0.146
69,-0.12
70,-0.259
71,-0.073
72,-0.12
73,-0.098
74,-0.046
75,-0.132
76,-0.327
77,-0.222
78,-0.051
79,-0.12
80,-0.007
81,-0.02
82,-0.044
83,-0.134
84,-0.09
85,0.024
86,0.044
87,-0.085
88,0.02
89,0.095
90,-0.061
91,-0.159
92,-0.046
93,0.078
94,-0.181
95,-0.149
96,-0.254
97,-0.164
98,-0.212
99,-0.266
100,-0.112
101,-0.137
102,-0.132
103,-0.278
104,-0.266
105,-0.078
106,-0.042
107,-0.176
108,0.173
109,-0.127
110,-0.276
111,-0.081
112,-0.098
113,-0.029
114,-0.154
115,0.005
116,0.178
117,-0.076
118,-0.164
119,-0.122
120,-0.1
121,-0.195
122,-0.134
123,-0.127
124,-0.007
125,-0.203
126,-0.149
127,0.024
128,-0.056
129,-0.159
130,0.081
131,0.012
132,-0.42
133,-0.112
134,0.293
135,0.059
136,0.046
137,-0.093
138,-0.183
139,-0.088
140,0.117
141,-0.168
142,-0.002
143,-0.168
144,0.002
145,0.09
146,-0.173
147,-0.21
148,-0.195
149,-0.237
150,-0.19
151,-0.364
152,-0.366
153,-0.037
154,-0.103
155,-0.144
156,-0.054
157,-0.139
158,-0.168
159,-0.027
160,-0.002
161,0.056
162,0.017
163,-0.085
164,-0.01
165,-0.166
166,-0.251
167,-0.127
168,-0.103
169,-0.127
170,-0.166
171,0.007
172,-0.073
173,-0.166
174,-0.237
175,-0.178
